,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.send,timings.ssl,timings.wait,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,request.queryString.name
34,,2019-10-12T14:35:59.996+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-8783609410325228&output=html&adk=1812271804&adf=3025194257&lmt=1570879911&plat=1%3A8%2C2%3A16777224%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=http%3A%2F%2Fwww.foddy.net%2F2010%2F10%2Fqwop%2F&ea=0&flash=0&pra=7&wgl=1&dt=1570880153168&bpp=11&bdt=1692&fdt=3675&idt=3676&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=255x600&nras=1&correlator=7065321790021&frm=20&pv=1&ga_vid=1886141885.1570880157&ga_sid=1570880157&ga_hid=204013393&ga_fc=0&iag=0&icsg=49067&dssz=11&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=779&bih=600&scr_x=0&scr_y=0&eid=332260032%2C332260042%2C20040011&oid=3&pvsid=3715833451742873&pem=38&rx=0&eae=2&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=16&bc=23&ifi=1&uci=1.d3vaa4h141l&dtd=3682,HTTP/1.1,1431,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,905,0,,,0,1,3136,97,0,0,3161,172.217.22.34,,3261,value
35,,2019-10-12T14:36:01.474+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,404,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29055,,,0,50,458,104,77,0,502,172.217.16.194,,734,value
36,,2019-10-12T14:36:01.474+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,1336,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29542,,,28,167,4486,134,52,0,4516,172.217.16.194,,4899,value
37,,2019-10-12T14:36:04.669+03:00,GET,https://googleads4.g.doubleclick.net/pcs/view?xai=AKAOjsu9wmVt8VdB9fUF_0OMyRFR2NoORI77gcGaKLafD6wWQTo4eBxdOUJuooLiHNivZ5eCBIQasd-mPu7Lv85u-jAEktTeMhksSEzvOHiGxQibKqUvRRkrkR3Ks2r9zGApPfGniz8MH9YXMSyLqYTYq2xf_YWdtw6aor4kkyeZepj36IhYM8gXZ2Dk5Z-e_G4IKVocIFUzWTQa2LmWVMdAkdb1IuvyWVIMX12guGa4tpUko_Ay0wV6gFHoUhUuSSb9UE7bJV5UTM39PmTzshqlzgRSW5o_DjqcU8dbFcdcqmr_umtndeuJIM6UVqomzvPmCSl04B28OdC_4KdOxWQyAiB813Uc6n1LYKx1fAle5RrENw-FDZHrmNu0AMN-l3OZgbhwOkEyT9M-bBg_ay5sMoxr1TIBlCqyl_vR74arVzKYKb6RbSfMKYoS07vdLxUSeUmSxxBY4rEBirT28QoxVS9axrtEp331bctb7UpwxT3iwa951R-vf2JkkELSH8Yr5blMe2QGvT_jHpDi6tvfnJzm9v7QbkUEkm_z61dhVhHGEQSKGpisfs3Da5C-Siroew5ngoNW91iTlxozvu9HHTuEI9jRk0rIJsy_wQtn5ihHnXuUiJg-VKoVVX6tn-5w1XTeHVpQ7uLwl0tKbncp4dCjTTiSKEZJtbwkcf3YSGimUGGvUajb7STjxyy8vf-YeaFP1hY2w7M9mVIoEqM1cUBz1NdBEMdaRiC3Ab2-gSSwobibLbAzJg4CxNoeTcTV-llGCIqcmngN7-THi0CD6Mg0o9jNYc-vK1Hu2bKBnrbx23fVognnxLsa2Oex5EKE9v0ux0fh-S3XL8ucJ0X2fZVmXu479DMeYmBpBt_2WYSCJUqBWueHbagJEgXQtCxANn-l&sig=Cg0ArKJSzEXBZBZ1qneFEAE&urlfix=1&adurl=&tpd=AGWhJmttDHKqGZfwrMi3TXjIQkdasiLUhRGaLAg2T3vuyfhWag,HTTP/1.1,2341,0,,200,OK,HTTP/1.1,0,image/gif,,,1131,0,,,74,1,3637,139,0,0,3698,216.58.207.66,,3914,value
38,,2019-10-12T14:36:05.028+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/m_js_controller.js,HTTP/1.1,1338,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,14391,,,0,20,3655,75,41,0,3695,172.217.16.129,,3832,
39,,2019-10-12T14:36:05.059+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/qs_click_protection.js,HTTP/1.1,1342,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,677,5132,,,76,1,4039,91,10,0,4100,172.217.16.129,,4279,
40,,2019-10-12T14:36:05.059+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/abg_lite.js,HTTP/1.1,1324,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,11455,,,91,1,3992,100,4,0,4075,172.217.16.129,,4273,
41,,2019-10-12T14:36:05.059+03:00,GET,https://tpc.googlesyndication.com/sodar/UFYwWwmt.js,HTTP/1.1,1300,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,15207,,,73,1,4040,87,22,0,4106,172.217.16.129,,4290,
42,,2019-10-12T14:36:05.075+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1335,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,1044,,,72,1,4049,95,0,0,4115,172.217.16.129,,4285,
43,,2019-10-12T14:36:05.203+03:00,GET,https://tpc.googlesyndication.com/sodar/Enqz_20U.html,HTTP/1.1,1455,0,,200,OK,HTTP/1.1,0,text/html,,,507,8395,,,-1,0,-1,88,9,-1,-1,172.217.16.129,,98,
44,,2019-10-12T14:36:05.311+03:00,GET,https://pagead2.googlesyndication.com/bg/aPEEM9OJ9hGaYafZgWtx3Nc8atx1tS31xt75J5Meqn4.js,HTTP/1.1,431,0,,200,OK,HTTP/1.1,0,text/javascript,,,737,5323,,,-1,0,-1,92,1,-1,-1,172.217.18.2,,94,
45,,2019-10-12T14:36:05.524+03:00,GET,https://pagead2.googlesyndication.com/pagead/gen_204?id=sodar&v=30&t=2&bgai=BHZxwtr6hXbOlEdfv3wP7_734CwAAAAA4AeAEAg&bg=!-Pul--NYb54yjgabIJwCAAAAVFIAAAAimQHGgAq5DI-jAv-9GYcDaEGPGCXmflWZw5MfG6mcEJWgG-ALzosjC7_Y-rcMuC4_BepUrI-VSIU80C0v_qn57YdmcqSd6zfk8e7SBtw-QV5napnlq2rKxj-KoOsiID6WhCsAKlQRZgNm0g3itnorLtHZNSqZLl_Wejr3fDCr_rTxYgRis1MpCbBajjOsVwJmfWWsmUNoRGRvY1jdDOFyBTmNScoqW5MJoBm69znYf2dPyAaY3WbToElKgXI9hd6fMnemjO0oAV9QU4IrytqFzYLDHrfFBSA0CtVLULWkLDnzqSWB07eYoskr1EsAXvfe9S06yWgGibAMW-e894R0Bp9IZnl_VXc_H3pvClARoCFpAfvzTkgCTZYDgoUdxbIjuD9WWXSl8eWEbQzzTmOrCJhdqCGEmyjvpxrAugiFKnFWXY_gq1otPIM5ccaJ1GAhb8wl5Zh6Uni4ey6Qqxj6kiknyzupUFmB89B5KskJSM7uZjkglhjd3phzSbg_FZb9e4bvbEshbpB4vO-6YSje5kyLaJPAKH51kyfDiN2GGfgpJAi5lAc3aA3HzGfnRl36PSQZ9b3UxZKxJqsuNYp_miBef4R9JQsyhg,HTTP/1.1,1142,0,,204,No Content,HTTP/1.1,0,image/gif,,,768,0,,,-1,0,-1,105,0,-1,-1,172.217.18.2,,106,value
46,,2019-10-12T14:36:06.946+03:00,GET,https://s0.2mdn.net/879366/express_html_inpage_rendering_lib_200_260.js,HTTP/1.1,1362,0,,200,OK,HTTP/1.1,0,text/javascript,,,567,41789,,,72,0,5938,112,94,0,5982,172.217.22.6,,6263,
47,,2019-10-12T14:36:07.196+03:00,GET,https://www.googletagservices.com/activeview/js/current/lidar.js?cache=r20110914,HTTP/1.1,1329,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29215,,,-1,1,-1,106,38,-1,-1,172.217.16.194,,145,value
48,,2019-10-12T14:36:07.391+03:00,GET,https://s0.2mdn.net/8438133/1570636055004/2019_EMEA_INTL_IL_OctWWSS_300x600_2019100/index.html,HTTP/1.1,1496,0,,200,OK,HTTP/1.1,0,text/html,,,537,31124,,,0,0,158,90,68,0,196,172.217.22.6,,356,
49,,2019-10-12T14:36:07.624+03:00,GET,https://s0.2mdn.net/8438133/1570636055004/2019_EMEA_INTL_IL_OctWWSS_300x600_2019100/AC_Logo_Web.svg?,HTTP/1.1,523,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,540,1488,,,-1,0,-1,100,1,-1,-1,172.217.22.6,,103,
50,,2019-10-12T14:36:07.733+03:00,GET,https://s0.2mdn.net/8438133/1570636055004/2019_EMEA_INTL_IL_OctWWSS_300x600_2019100/CTA_BOOKNOW_EN-01.svg?,HTTP/1.1,529,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,540,1137,,,-1,1,-1,96,0,-1,-1,172.217.22.6,,98,
51,,2019-10-12T14:36:07.780+03:00,GET,https://s0.2mdn.net/8438133/1570636055004/2019_EMEA_INTL_IL_OctWWSS_300x600_2019100/AC_Rondel.svg?,HTTP/1.1,521,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,539,835,,,0,2,120,89,0,0,163,172.217.22.6,,255,
52,,2019-10-12T14:36:07.796+03:00,GET,https://s0.2mdn.net/8438133/1570636055004/2019_EMEA_INTL_IL_OctWWSS_300x600_2019100/300x600_Belly.svg?,HTTP/1.1,525,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,539,470,,,9,3,126,104,0,0,155,172.217.22.6,,272,
53,,2019-10-12T14:36:07.796+03:00,GET,https://s0.2mdn.net/8438133/1570636055004/2019_EMEA_INTL_IL_OctWWSS_300x600_2019100/15_300x600.jpg?,HTTP/1.1,522,0,,200,OK,HTTP/1.1,0,image/jpeg,,,491,19352,,,9,2,127,91,55,0,155,172.217.22.6,,314,
