,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.dns,timings.ssl,timings.wait,timings.connect,timings.blocked,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
10,,2019-10-08T17:32:13.520+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-8783609410325228&output=html&adk=1812271804&adf=3025194257&lmt=1570546137&plat=1%3A8%2C2%3A16777224%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=http%3A%2F%2Fwww.foddy.net%2F2010%2F10%2Fqwop%2F&ea=0&flash=0&pra=7&wgl=1&dt=1570545123135&bpp=10&bdt=229&fdt=4506&idt=4506&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=255x600&nras=1&correlator=5491672709552&frm=20&pv=1&ga_vid=1275298081.1570545128&ga_sid=1570545128&ga_hid=2059660049&ga_fc=0&iag=0&icsg=49067&dssz=11&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=779&bih=600&scr_x=0&scr_y=0&eid=151527021%2C151527221%2C368226300%2C368226305%2C368226310&oid=3&pvsid=4273102964204137&pem=494&rx=0&eae=2&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=16&bc=23&ifi=1&uci=1.yxnch4cxppjo&dtd=4514,HTTP/1.1,1458,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,905,0,,,1,0,5830,102,5862,0,0,216.58.205.226,,5966,value,
11,,2019-10-08T17:32:13.974+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=CtCRRAKKcXZb9FsOx3gPss6H4BvXv9bxY5dbW7J4Kqtu_oNQBEAEgrozKKWD5uvSDnBCgAbTLhv0DyAECqAMByAPJBKoEtAFP0FP-iLS_cd4GIgbBfVICy6RRTBR0ZfwLdnEV-r_-HxVHD0AaBwiP5Vkf6w3tOtU-OTB8izo9w1fmEexqGQ0QG3qco2T0j_TlBLyy15QECEnWVoKZLUcJlCLnL0bb_9iB69VhYIsknPQOdwxLQ-ZVP0Pr1W66E0w2QvfZH27R8XyZOMAIYul6ST7axpdxMGkdNPLepcnezsChIVukRaitZwNGATlzBd8l-2-eJmzpecqtWW_ABNWYzImiApIFBAgEGAGSBQQIBRgEoAYCgAe0tPkCqAeOzhuoB9XJG6gHwdMbqAeF1BuoB4HUG6gHgtQbqAeG1BuoB4TUG6gHk9gbqAfg0xuoB7oGqAfZyxuoB8_MG6gHpr4b2AcB8gcEEOPiStIIBwiAYRABGB6ACgHYEwI&sigh=JtSXFaJG3-8&tpd=AGWhJmsTquSWbHed6IkGiRonveBjQmf5nsESSW1Yglro6e_C3A,HTTP/1.1,1944,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1114,0,,,0,-1,-1,95,-1,-1,0,216.58.205.226,,96,value,
12,,2019-10-08T17:32:13.986+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,1361,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29696,,,0,-1,-1,89,-1,-1,45,216.58.207.34,,135,value,
13,,2019-10-08T17:32:13.985+03:00,CONNECT,https://tpc.googlesyndication.com,HTTP/1.1,0,0,,0,,unknown,0,,,,-1,-1,,,0,7,-1,0,10023,0,0,172.217.16.129,,10031,,Unable to connect to host
14,,2019-10-08T17:32:13.984+03:00,CONNECT,https://tpc.googlesyndication.com,HTTP/1.1,0,0,,0,,unknown,0,,,,-1,-1,,,0,8,-1,0,10023,0,0,172.217.16.129,,10032,,Unable to connect to host
15,,2019-10-08T17:32:13.986+03:00,CONNECT,https://tpc.googlesyndication.com,HTTP/1.1,0,0,,0,,unknown,0,,,,-1,-1,,,0,6,-1,0,10023,0,0,172.217.16.129,,10030,,Unable to connect to host
16,,2019-10-08T17:32:13.970+03:00,CONNECT,https://tpc.googlesyndication.com,HTTP/1.1,0,0,,0,,unknown,0,,,,-1,-1,,,0,22,-1,0,10024,0,0,172.217.16.129,,10047,,Unable to connect to host
17,,2019-10-08T17:32:13.978+03:00,CONNECT,https://tpc.googlesyndication.com,HTTP/1.1,0,0,,0,,unknown,0,,,,-1,-1,,,0,14,-1,0,10024,0,0,172.217.16.129,,10039,,Unable to connect to host
18,,2019-10-08T17:32:24.027+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/s?v=r20120211,HTTP/1.1,1566,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,609,145,,,0,-1,-1,128,-1,-1,0,216.58.205.226,,129,value,
19,,2019-10-08T17:32:24.179+03:00,GET,https://pagead2.googlesyndication.com/bg/aPEEM9OJ9hGaYafZgWtx3Nc8atx1tS31xt75J5Meqn4.js,HTTP/1.1,1361,0,,0,,unknown,0,,,,-1,-1,,,1,-1,-1,0,-1,-1,0,172.217.16.130,,1,,No response received
