,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.dns,timings.ssl,timings.blocked,timings.connect,timings.receive,timings.wait,serverIPAddress,comment,time,request.queryString.name
10,,2019-10-08T16:01:44.812+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/play-icon.svg,HTTP/1.1,444,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,249,,,0,-1,-1,-1,-1,0,87,99.86.255.10,,88,
11,,2019-10-08T16:01:44.812+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/laptop-features.svg,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,698,,,0,-1,-1,-1,-1,1,85,99.86.255.10,,87,
12,,2019-10-08T16:01:44.815+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/feature-speaker.svg,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,394,,,0,-1,-1,-1,-1,5,91,99.86.255.10,,96,
13,,2019-10-08T16:01:44.815+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/feature-check.svg,HTTP/1.1,448,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,293,,,0,-1,-1,-1,-1,0,91,99.86.255.10,,92,
14,,2019-10-08T16:01:44.905+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/feature-lingot.svg,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,389,,,0,-1,-1,-1,-1,0,112,99.86.255.10,,113,
15,,2019-10-08T16:01:44.905+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/feature-streak.svg,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,454,,,0,-1,-1,-1,-1,0,112,99.86.255.10,,113,
16,,2019-10-08T16:01:44.912+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/duo-plus-fly-circle-2.svg,HTTP/1.1,456,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,3190,,,0,-1,-1,-1,-1,0,106,99.86.255.10,,107,
17,,2019-10-08T16:01:44.915+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/badge-app-store.svg,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,463,,,0,-1,-1,-1,-1,0,106,99.86.255.10,,107,
18,,2019-10-08T16:01:44.924+03:00,POST,https://www.duolingo.com/2017-06-30/tracking-status,HTTP/1.1,797,68,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,1160,2,,,1,0,269,0,300,0,286,52.4.34.154,,589,
19,,2019-10-08T16:01:45.031+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/badge-play-store.svg,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,618,,,0,0,282,0,309,0,103,99.86.255.10,,413,
20,,2019-10-08T16:01:45.031+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/duo-traveler.svg,HTTP/1.1,447,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,3419,,,0,-1,-1,-1,-1,10,93,99.86.255.10,,104,
21,,2019-10-08T16:01:45.033+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/laptop-schools.svg,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,2078,,,0,-1,-1,-1,-1,1,101,99.86.255.10,,104,
22,,2019-10-08T16:01:45.261+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/logo-white.svg,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,993,,,1,-1,-1,-1,-1,1,86,99.86.255.10,,89,
23,,2019-10-08T16:01:45.305+03:00,GET,https://www.duolingo.com/api/1/courses/list?_=1570539705263,HTTP/1.1,765,0,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,681,2906,,,0,-1,-1,-1,-1,0,555,52.4.34.154,,557,value
24,,2019-10-08T16:01:45.633+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/fonts/DINNextRoundedLTPro-Bold.woff,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,binary/octet-stream,,,709,56944,,,1,0,294,0,329,83,140,99.86.255.10,,554,
25,,2019-10-08T16:01:45.744+03:00,GET,https://www.duolingo.com/gcm-service-worker.js,HTTP/1.1,754,0,,200,OK,HTTP/1.1,0,application/javascript,,,717,2449,,,1,0,287,0,311,0,236,52.4.34.154,,549,
26,,2019-10-08T16:01:45.870+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/fonts/DINNextRoundedLTPro-Regular.woff,HTTP/1.1,457,0,,200,OK,HTTP/1.1,0,binary/octet-stream,,,709,54921,,,0,-1,-1,-1,-1,19,125,99.86.255.10,,145,
27,,2019-10-08T16:01:46.720+03:00,GET,https://client.perimeterx.net/PXAsQJFZ9W/main.min.js,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,618,26764,,,1,28,2035,0,2065,67,101,151.101.18.110,,2264,
28,,2019-10-08T16:01:47.313+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,0,2020,0,2047,0,253,3.222.33.131,,2302,
29,,2019-10-08T16:01:47.326+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,1,39,2634,0,2665,0,239,3.222.33.131,,2946,
30,,2019-10-08T16:01:47.333+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,1,0,2021,0,2057,0,232,3.222.33.131,,2292,
31,,2019-10-08T16:01:47.513+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,1,0,2228,0,2249,0,225,3.222.33.131,,2476,
32,,2019-10-08T16:01:47.575+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,-1,-1,-1,-1,0,171,3.222.33.131,,173,
33,,2019-10-08T16:01:47.575+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,-1,-1,-1,-1,0,172,3.222.33.131,,173,
34,,2019-10-08T16:01:47.575+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,-1,-1,-1,-1,0,171,3.222.33.131,,173,
35,,2019-10-08T16:01:47.744+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,-1,-1,-1,-1,0,170,3.222.33.131,,171,
36,,2019-10-08T16:01:47.746+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,919,,200,OK,HTTP/1.1,0,,,,358,34,,,0,0,313,0,437,0,281,3.222.33.131,,720,
37,,2019-10-08T16:01:47.755+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,825,,200,OK,HTTP/1.1,0,,,,358,34,,,0,-1,-1,-1,-1,0,266,3.222.33.131,,267,
38,,2019-10-08T16:01:47.755+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,918,,200,OK,HTTP/1.1,0,,,,358,34,,,0,-1,-1,-1,-1,0,214,3.222.33.131,,215,
39,,2019-10-08T16:01:47.755+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,804,,200,OK,HTTP/1.1,0,,,,358,34,,,0,-1,-1,-1,-1,0,206,3.222.33.131,,207,
40,,2019-10-08T16:01:47.969+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,904,,200,OK,HTTP/1.1,0,,,,358,34,,,0,-1,-1,-1,-1,0,309,3.222.33.131,,310,
41,,2019-10-08T16:01:47.978+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,852,,200,OK,HTTP/1.1,0,,,,358,34,,,0,-1,-1,-1,-1,0,300,3.222.33.131,,301,
42,,2019-10-08T16:01:48.027+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,860,,200,OK,HTTP/1.1,0,,,,358,34,,,0,-1,-1,-1,-1,0,251,3.222.33.131,,252,
43,,2019-10-08T16:01:48.665+03:00,GET,https://www.googletagmanager.com/gtm.js?id=GTM-TX6Z97C,HTTP/1.1,371,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,22046,,,0,31,4244,0,4274,47,110,216.58.207.72,,4465,value
