,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.receive,timings.connect,timings.dns,timings.send,timings.wait,timings.ssl,serverIPAddress,comment,time,request.queryString.name
10,,2019-10-08T17:30:33.841+03:00,GET,https://lizardpoint.com/shared/images/stamps500.gif,HTTP/1.1,456,0,,200,OK,HTTP/1.1,0,image/gif,,,190,80528,,,-1,173,-1,-1,0,169,-1,209.95.52.192,,343,
11,,2019-10-08T17:30:34.201+03:00,GET,https://lizardpoint.com/images/olderstudents1200.jpg,HTTP/1.1,457,0,,200,OK,HTTP/1.1,0,image/jpeg,,,192,381692,,,-1,1080,-1,-1,0,176,-1,209.95.52.192,,1258,
12,,2019-10-08T17:30:35.446+03:00,GET,https://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js,HTTP/1.1,381,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,618,33951,,,0,69,2032,35,0,83,2000,216.58.207.74,,2221,
13,,2019-10-08T17:30:35.471+03:00,GET,https://lizardpoint.com/images/trivia-globe-qmark.gif,HTTP/1.1,458,0,,200,OK,HTTP/1.1,0,image/gif,,,189,9449,,,-1,2,-1,-1,0,173,-1,209.95.52.192,,175,
14,,2019-10-08T17:30:35.652+03:00,GET,https://lizardpoint.com/images/globe-search2.gif,HTTP/1.1,453,0,,200,OK,HTTP/1.1,0,image/gif,,,190,11055,,,-1,2,-1,-1,0,164,-1,209.95.52.192,,167,
15,,2019-10-08T17:30:35.824+03:00,GET,https://lizardpoint.com/images/artist-quizzes-van-gogh.gif,HTTP/1.1,463,0,,200,OK,HTTP/1.1,0,image/gif,,,190,54980,,,-1,143,-1,-1,0,156,-1,209.95.52.192,,300,
16,,2019-10-08T17:30:40.344+03:00,GET,https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,text/css,,,662,6663,,,0,273,7863,23,0,153,7834,104.19.197.151,,8314,
17,,2019-10-08T17:30:41.000+03:00,GET,https://lizardpoint.com/bootstrap/bootstrap-3.3.7-dist/fonts/glyphicons-halflings-regular.woff2,HTTP/1.1,546,0,,200,OK,HTTP/1.1,0,font/woff2,,,191,18028,,,0,141,306,0,1,185,274,209.95.52.192,,634,
18,,2019-10-08T17:30:41.232+03:00,GET,https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/fonts/fontawesome-webfont.woff2?v=4.7.0,HTTP/1.1,501,0,,200,OK,HTTP/1.1,0,application/octet-stream,,,671,77160,,,0,493,233,0,1,100,204,104.19.197.151,,829,value
19,,2019-10-08T17:30:42.738+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,361,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,0,34,1926,29,0,75,1898,172.217.22.110,,2066,
20,,2019-10-08T17:30:42.874+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&aip=1&a=478930020&t=pageview&_s=1&dl=https%3A%2F%2Flizardpoint.com%2F&ul=en-us&de=UTF-8&dt=Lizard%20Point%20Quizzes%20-%20Interactive%20Map%20Quizzes&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=IEBAAEAB~&jid=1681964239&gjid=1443354973&cid=891816763.1570545043&tid=UA-11262935-5&_gid=467868047.1570545043&_r=1&z=588527207,HTTP/1.1,722,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-11262935-5&cid=891816763.1570545043&jid=1681964239&_gid=467868047.1570545043&gjid=1443354973&_v=j79&z=588527207,644,417,,,-1,0,-1,-1,0,92,-1,172.217.22.110,,93,value
21,,2019-10-08T17:30:43.985+03:00,GET,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-11262935-5&cid=891816763.1570545043&jid=1681964239&_gid=467868047.1570545043&gjid=1443354973&_v=j79&z=588527207,HTTP/1.1,532,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-11262935-5&cid=891816763.1570545043&jid=1681964239&_v=j79&z=588527207,673,365,,,0,0,982,29,0,128,954,66.102.1.154,,1140,value
22,,2019-10-08T17:30:48.733+03:00,GET,https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-11262935-5&cid=891816763.1570545043&jid=1681964239&_v=j79&z=588527207,HTTP/1.1,488,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://www.google.co.il/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-11262935-5&cid=891816763.1570545043&jid=1681964239&_v=j79&z=588527207&slf_rd=1&random=149430680,740,0,,,0,0,4612,0,0,115,4539,172.217.18.4,,4730,value
23,,2019-10-08T17:30:50.014+03:00,GET,https://www.google.co.il/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-11262935-5&cid=891816763.1570545043&jid=1681964239&_v=j79&z=588527207&slf_rd=1&random=149430680,HTTP/1.1,516,0,,200,OK,HTTP/1.1,0,image/gif,,,547,42,,,0,0,1125,33,0,106,1093,216.58.206.3,,1266,value
