,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.ssl,timings.dns,timings.send,timings.receive,timings.connect,timings.blocked,serverIPAddress,comment,time,request.queryString.name
13,,2019-10-08T16:37:50.710+03:00,GET,http://weavesilk.com/js/site.js,HTTP/1.1,314,0,,200,OK,HTTP/1.1,0,text/javascript,,,344,97870,,,173,-1,-1,0,293,-1,-1,52.216.20.42,,466,
14,,2019-10-08T16:37:51.180+03:00,GET,http://weavesilk.com/img/announcement.png,HTTP/1.1,360,0,,200,OK,HTTP/1.1,0,image/png,,,371,110729,,,175,-1,-1,0,150,-1,-1,52.216.20.42,,326,
15,,2019-10-08T16:37:51.265+03:00,GET,http://weavesilk.com/img/announcement_hover.png,HTTP/1.1,366,0,,200,OK,HTTP/1.1,0,image/png,,,371,110451,,,204,-1,-1,0,43,-1,-1,52.216.20.42,,248,
16,,2019-10-08T16:37:51.265+03:00,GET,http://weavesilk.com/img/silk_text.png,HTTP/1.1,357,0,,200,OK,HTTP/1.1,0,image/png,,,370,25288,,,197,-1,-1,0,126,-1,-1,52.216.20.42,,325,
17,,2019-10-08T16:37:51.265+03:00,GET,http://weavesilk.com/img/draw_something.png,HTTP/1.1,362,0,,200,OK,HTTP/1.1,0,image/png,,,370,13629,,,226,-1,-1,0,4,-1,-1,52.216.20.42,,230,
18,,2019-10-08T16:37:51.352+03:00,GET,http://platform.twitter.com/widgets.js,HTTP/1.1,328,0,,200,OK,HTTP/1.1,0,application/javascript;charset=utf-8,,,516,28700,,,40,-1,33,1,54,25,0,192.229.233.25,,154,
19,,2019-10-08T16:37:51.488+03:00,GET,http://weavesilk.com/font/DINWeb.woff,HTTP/1.1,362,0,,200,OK,HTTP/1.1,0,binary/octet-stream,,,554,30972,,,176,-1,-1,0,129,-1,-1,52.216.20.42,,306,
20,,2019-10-08T16:37:51.489+03:00,GET,http://weavesilk.com/font/ss-social/ss-social-regular.woff,HTTP/1.1,388,0,,200,OK,HTTP/1.1,0,binary/octet-stream,,,553,9764,,,193,-1,-1,0,9,-1,-1,52.216.20.42,,203,
21,,2019-10-08T16:37:51.498+03:00,GET,http://weavesilk.com/font/fontawesome-webfont.woff?v=3.0.1,HTTP/1.1,391,0,,200,OK,HTTP/1.1,0,binary/octet-stream,,,554,29380,,,182,-1,-1,0,124,-1,-1,52.216.20.42,,307,value
22,,2019-10-08T16:37:51.813+03:00,GET,http://yurivish.com/Silk%20Static/Silkura%20-May%2002%20-loop.m4a,HTTP/1.1,370,0,,302,Found,HTTP/1.1,0,text/html;charset=iso-8859-1,,http://127.0.0.1/Silk%20Static/Silkura%20-May%2002%20-loop.m4a,264,246,,,316,-1,105,0,0,37,0,74.208.236.11,,460,
23,,2019-10-08T16:37:51.815+03:00,GET,http://yurivish.com/Silk%20Static/Startup%201%2016-44.m4a,HTTP/1.1,362,0,,302,Found,HTTP/1.1,0,text/html;charset=iso-8859-1,,http://127.0.0.1/Silk%20Static/Startup%201%2016-44.m4a,256,238,,,314,-1,103,0,0,37,0,74.208.236.11,,456,
24,,2019-10-08T16:37:53.290+03:00,GET,http://yurivish.com/Silk%20Static/Startup%201%2016-44.ogg,HTTP/1.1,362,0,,302,Found,HTTP/1.1,0,text/html;charset=iso-8859-1,,http://127.0.0.1/Silk%20Static/Startup%201%2016-44.ogg,256,238,,,218,-1,-1,0,0,-1,-1,74.208.236.11,,219,
25,,2019-10-08T16:37:53.300+03:00,GET,http://yurivish.com/Silk%20Static/Silkura%20-May%2002%20-loop.ogg,HTTP/1.1,370,0,,302,Found,HTTP/1.1,0,text/html;charset=iso-8859-1,,http://127.0.0.1/Silk%20Static/Silkura%20-May%2002%20-loop.ogg,264,246,,,203,-1,-1,0,0,-1,-1,74.208.236.11,,204,
26,,2019-10-08T16:37:53.368+03:00,GET,https://www.googletagmanager.com/gtag/js?id=UA-20622056-1,HTTP/1.1,370,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,27196,,,109,3253,34,2,60,3283,0,216.58.207.72,,3489,value
27,,2019-10-08T16:37:53.372+03:00,GET,https://platform.twitter.com/widgets/widget_iframe.e3a0e1b01ae601b6c9cf798a93ab7e69.html?origin=http%3A%2F%2Fweavesilk.com,HTTP/1.1,588,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,498,5816,,,105,1786,0,1,3,1807,0,192.229.233.25,,1917,value
28,,2019-10-08T16:37:53.513+03:00,GET,https://platform.twitter.com/js/button.d941c9a422e2e3faf474b82a1f39e936.js,HTTP/1.1,387,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,511,2296,,,103,-1,-1,0,1,-1,-1,192.229.233.25,,105,
29,,2019-10-08T16:37:53.634+03:00,GET,https://platform.twitter.com/widgets/follow_button.e3a0e1b01ae601b6c9cf798a93ab7e69.en.html,HTTP/1.1,557,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,499,13673,,,110,-1,-1,0,5,-1,-1,192.229.233.25,,116,
30,,2019-10-08T16:37:55.498+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,358,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,114,1842,39,0,29,1879,0,172.217.22.110,,2063,
31,,2019-10-08T16:37:55.670+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=1253794719&t=pageview&_s=1&dl=http%3A%2F%2Fweavesilk.com%2F&ul=en-us&de=UTF-8&dt=Silk%20%E2%80%93%20Interactive%20Generative%20Art&sd=24-bit&sr=800x600&vp=800x600&je=0&_u=IEBAAUAB~&jid=952381025&gjid=1638664487&cid=1241027238.1570541876&tid=UA-20622056-1&_gid=1286134846.1570541876&_r=1&gtm=2ou9p0&z=1993933683,HTTP/1.1,715,0,,200,OK,HTTP/1.1,0,image/gif,,,466,35,,,98,-1,-1,0,0,-1,-1,172.217.22.110,,99,value
32,,2019-10-08T16:37:55.863+03:00,GET,https://connect.facebook.net/en_GB/all.js,HTTP/1.1,329,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,805,1778,,,100,4421,45,0,1,4462,0,31.13.92.14,,4611,
33,,2019-10-08T16:37:56.031+03:00,GET,https://syndication.twitter.com/settings,HTTP/1.1,488,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,594,79,,,210,2492,0,0,0,2521,0,104.244.42.200,,2733,
34,,2019-10-08T16:37:56.035+03:00,GET,https://syndication.twitter.com/i/jot?l=%7B%22widget_origin%22%3A%22http%3A%2F%2Fweavesilk.com%2F%22%2C%22widget_frame%22%3Afalse%2C%22language%22%3A%22en%22%2C%22message%22%3A%22m%3Awithcount%3A%22%2C%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1570541873889%2C%22dnt%22%3Afalse%2C%22client_version%22%3A%22708eecd%3A1570046592825%22%2C%22format_version%22%3A1%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22button%22%2C%22section%22%3A%22follow%22%2C%22action%22%3A%22impression%22%7D%7D,HTTP/1.1,883,0,,200,OK,HTTP/1.1,0,image/gif;charset=utf-8,,,635,65,,,208,2101,0,0,0,2132,0,104.244.42.200,,2342,value
35,,2019-10-08T16:37:56.167+03:00,GET,https://connect.facebook.net/en_GB/all.js?hash=bbb8d540675dad72ea0439bb1020b6e2&ua=modern_es6,HTTP/1.1,433,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,56390,,,93,165,0,0,107,193,0,31.13.92.14,,394,value
