,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.receive,timings.connect,timings.send,timings.wait,timings.ssl,timings.dns,serverIPAddress,comment,time,request.queryString.name
10,,2019-10-11T17:45:34.227+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/laptop-features.svg,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,698,,,-1,0,-1,0,98,-1,-1,99.86.255.50,,99,
11,,2019-10-11T17:45:34.236+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/feature-speaker.svg,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,394,,,-1,0,-1,0,90,-1,-1,99.86.255.50,,91,
12,,2019-10-11T17:45:34.236+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/feature-check.svg,HTTP/1.1,448,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,293,,,-1,0,-1,0,121,-1,-1,99.86.255.50,,122,
13,,2019-10-11T17:45:34.237+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/feature-lingot.svg,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,389,,,-1,0,-1,0,97,-1,-1,99.86.255.50,,98,
14,,2019-10-11T17:45:34.237+03:00,POST,https://www.duolingo.com/2017-06-30/tracking-status,HTTP/1.1,797,68,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,1100,2,,,-1,0,-1,0,569,-1,-1,34.232.139.182,,570,
15,,2019-10-11T17:45:34.334+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/feature-streak.svg,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,454,,,-1,1,-1,0,92,-1,-1,99.86.255.50,,94,
16,,2019-10-11T17:45:34.334+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/duo-plus-fly-circle-2.svg,HTTP/1.1,456,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,3190,,,-1,3,-1,0,95,-1,-1,99.86.255.50,,99,
17,,2019-10-11T17:45:34.357+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/badge-app-store.svg,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,463,,,-1,1,-1,0,90,-1,-1,99.86.255.50,,92,
18,,2019-10-11T17:45:34.363+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/badge-play-store.svg,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,618,,,-1,0,-1,0,90,-1,-1,99.86.255.50,,91,
19,,2019-10-11T17:45:34.434+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/duo-traveler.svg,HTTP/1.1,447,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,3419,,,-1,4,-1,0,93,-1,-1,99.86.255.50,,99,
20,,2019-10-11T17:45:34.437+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/laptop-schools.svg,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,2078,,,-1,0,-1,0,96,-1,-1,99.86.255.50,,97,
21,,2019-10-11T17:45:34.441+03:00,GET,https://www.duolingo.com/api/1/courses/list?_=1570805134412,HTTP/1.1,765,0,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,621,2917,,,0,0,300,1,277,262,0,34.232.139.182,,580,value
22,,2019-10-11T17:45:34.461+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/logo-white.svg,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,993,,,0,1,340,3,103,301,0,99.86.255.50,,448,
23,,2019-10-11T17:45:34.744+03:00,GET,https://www.duolingo.com/gcm-service-worker.js,HTTP/1.1,754,0,,200,OK,HTTP/1.1,0,application/javascript,,,658,2449,,,-1,0,-1,0,185,-1,-1,34.232.139.182,,187,
24,,2019-10-11T17:45:34.820+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/fonts/DINNextRoundedLTPro-Bold.woff,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,binary/octet-stream,,,709,56944,,,0,116,346,0,101,313,0,99.86.255.50,,565,
25,,2019-10-11T17:45:35.046+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/fonts/DINNextRoundedLTPro-Regular.woff,HTTP/1.1,457,0,,200,OK,HTTP/1.1,0,binary/octet-stream,,,709,54921,,,-1,48,-1,0,92,-1,-1,99.86.255.50,,141,
26,,2019-10-11T17:45:36.414+03:00,GET,https://client.perimeterx.net/PXAsQJFZ9W/main.min.js,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,617,26764,,,0,58,2319,0,108,2290,33,151.101.18.110,,2520,
27,,2019-10-11T17:45:37.000+03:00,GET,https://www.googletagmanager.com/gtm.js?id=GTM-TX6Z97C,HTTP/1.1,371,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,578,22078,,,0,47,3117,0,96,3081,0,216.58.207.72,,3262,value
