,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.ssl,timings.wait,timings.send,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name
17,,2019-10-09T17:15:39.668+03:00,GET,https://www.instagram.com/static/images/homepage/screenshot2.jpg/6f03eb85463c.jpg,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,351,31724,,,-1,-1,91,0,-1,288,-1,157.240.1.174,,381,
18,,2019-10-09T17:15:39.669+03:00,GET,https://www.instagram.com/static/images/homepage/screenshot3.jpg/f0c687aa6ec2.jpg,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,351,23440,,,-1,-1,89,0,-1,383,-1,157.240.1.174,,473,
19,,2019-10-09T17:15:39.671+03:00,GET,https://www.instagram.com/static/images/homepage/screenshot4.jpg/842fe5699220.jpg,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,351,26079,,,-1,-1,84,0,-1,1894,-1,157.240.1.174,,1980,
20,,2019-10-09T17:15:39.673+03:00,GET,https://www.instagram.com/static/images/homepage/screenshot5.jpg/0a2d3016f375.jpg,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,351,34240,,,-1,-1,99,0,-1,13,-1,157.240.1.174,,114,
21,,2019-10-09T17:15:39.794+03:00,GET,https://www.instagram.com/static/images/appstore-install-badges/badge_ios_english-en.png/180ae7a0bcf7.png,HTTP/1.1,555,0,,200,OK,HTTP/1.1,0,image/png,,,349,3522,,,-1,-1,81,0,-1,121,-1,157.240.1.174,,204,
22,,2019-10-09T17:15:40.000+03:00,GET,https://www.instagram.com/static/bundles/metro/sprite_core_4f48d3d2062b.png/4f48d3d2062b.png,HTTP/1.1,601,0,,200,OK,HTTP/1.1,0,image/png,,,350,74401,,,-1,-1,99,0,-1,331,-1,157.240.1.174,,431,
23,,2019-10-09T17:15:40.017+03:00,GET,https://www.instagram.com/static/images/appstore-install-badges/badge_android_english-en.png/e9cd846dc748.png,HTTP/1.1,559,0,,200,OK,HTTP/1.1,0,image/png,,,349,9799,,,-1,-1,137,0,-1,1013,-1,157.240.1.174,,1150,
24,,2019-10-09T17:15:40.049+03:00,GET,https://www.instagram.com/static/images/homepage/home-phones.png/43cc71bb1b43.png,HTTP/1.1,584,0,,200,OK,HTTP/1.1,0,image/png,,,351,109678,,,-1,-1,82,0,-1,425,-1,157.240.1.174,,508,
25,,2019-10-09T17:15:40.353+03:00,GET,https://connect.facebook.net/en_US/sdk.js,HTTP/1.1,359,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,804,1779,,,34,974,100,0,1003,0,0,157.240.1.23,,1140,
26,,2019-10-09T17:15:40.696+03:00,GET,https://connect.facebook.net/en_US/sdk.js?hash=9f17e148e46c2834ceeaf51e48297d7b&ua=modern_es6,HTTP/1.1,443,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,819,59063,,,0,185,99,0,222,109,0,157.240.1.23,,432,value
27,,2019-10-09T17:15:42.890+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,534,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,515,11744,,,18,1893,101,0,1918,7,0,157.240.1.23,,2048,value
