,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.connect,timings.receive,timings.wait,timings.send,timings.ssl,timings.dns,serverIPAddress,comment,time,request.queryString.name
10,,2019-09-28T18:48:27.394+03:00,GET,https://style-cdn.ravelrycache.com/images/splash/rays2.png,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,image/png,,,411,80267,,,-1,-1,110,170,0,-1,-1,151.139.128.10,,281,
11,,2019-09-28T18:48:27.395+03:00,GET,https://style-cdn.ravelrycache.com/images/splash/yarn-tiles-3.gif,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,image/gif,,,408,2745,,,-1,-1,1,131,0,-1,-1,151.139.128.10,,133,
12,,2019-09-28T18:48:27.395+03:00,GET,https://style-cdn.ravelrycache.com/images/splash/yarn-no-gradient-2.gif,HTTP/1.1,467,0,,200,OK,HTTP/1.1,0,image/gif,,,409,5829,,,-1,-1,2,1116,0,-1,-1,151.139.128.10,,1119,
13,,2019-09-28T18:48:27.524+03:00,GET,https://style-cdn.ravelrycache.com/images/btn0.png,HTTP/1.1,446,0,,200,OK,HTTP/1.1,0,image/png,,,408,1189,,,-1,-1,0,83,0,-1,-1,151.139.128.10,,84,
14,,2019-09-28T18:48:27.525+03:00,GET,https://style-cdn.ravelrycache.com/images/join-now-2.png,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,image/png,,,408,1887,,,-1,-1,0,96,0,-1,-1,151.139.128.10,,97,
15,,2019-09-28T18:48:27.532+03:00,GET,https://style-cdn.ravelrycache.com/images/splash/passfields-nolabels.png,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,image/png,,,408,1684,,,-1,-1,0,101,0,-1,-1,151.139.128.10,,103,
16,,2019-09-28T18:48:27.613+03:00,GET,https://style-cdn.ravelrycache.com/images/splash/red-gradient-3.gif,HTTP/1.1,463,0,,200,OK,HTTP/1.1,0,image/gif,,,408,2472,,,-1,-1,1,123,0,-1,-1,151.139.128.10,,125,
17,,2019-09-28T18:48:27.627+03:00,GET,https://style-cdn.ravelrycache.com/images/join-now-lit-2.png,HTTP/1.1,456,0,,200,OK,HTTP/1.1,0,image/png,,,408,1907,,,-1,-1,0,127,0,-1,-1,151.139.128.10,,128,
18,,2019-09-28T18:48:27.640+03:00,GET,https://style-cdn.ravelrycache.com/images/splash/yarn-footer-3.gif,HTTP/1.1,462,0,,200,OK,HTTP/1.1,0,image/gif,,,409,5500,,,-1,-1,0,119,0,-1,-1,151.139.128.10,,121,
19,,2019-09-28T18:48:29.273+03:00,GET,https://badges.ravelrycache.com/square_48.png,HTTP/1.1,410,0,,200,OK,HTTP/1.1,0,image/png,,,314,4011,,,0,2630,0,159,0,2477,28,192.34.84.5,,2818,
20,,2019-09-28T18:48:29.397+03:00,GET,https://ssl.google-analytics.com/ga.js,HTTP/1.1,367,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,17168,,,0,1953,66,365,0,1873,50,172.217.22.8,,2437,
21,,2019-09-28T18:48:29.859+03:00,GET,https://ssl.google-analytics.com/r/__utm.gif?utmwv=5.7.2&utms=1&utmn=1741263095&utmhn=www.ravelry.com&utmcs=UTF-8&utmsr=800x600&utmvp=779x579&utmsc=24-bit&utmul=en-us&utmje=0&utmfl=-&utmdt=Ravelry%20-%20a%20knit%20and%20crochet%20community&utmhid=616475787&utmr=-&utmp=%2Faccount%2Flogin&utmht=1569685709854&utmac=UA-2348901-2&utmcc=__utma%3D67132946.1791473243.1569685710.1569685710.1569685710.1%3B%2B__utmz%3D67132946.1569685710.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&aip=1&utmjid=952842739&utmredir=1&utmu=qAQAAAAAAAAAAAAAAAAAAAAE~,HTTP/1.1,923,0,,200,OK,HTTP/1.1,0,image/gif,,,439,35,,,-1,-1,0,72,0,-1,-1,172.217.22.8,,73,value
