,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.dns,timings.ssl,timings.wait,timings.send,serverIPAddress,comment,time,request.queryString.name
23,,2019-10-11T14:43:00.847+03:00,GET,https://www.duolingo.com/gcm-service-worker.js,HTTP/1.1,754,0,,200,OK,HTTP/1.1,0,application/javascript,,,716,2449,,,0,-1,-1,-1,-1,173,0,52.4.34.154,,174,
24,,2019-10-11T14:43:01.035+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/fonts/DINNextRoundedLTPro-Bold.woff,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,binary/octet-stream,,,710,56944,,,51,0,356,0,322,135,1,13.226.6.164,,544,
25,,2019-10-11T14:43:01.227+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/fonts/DINNextRoundedLTPro-Regular.woff,HTTP/1.1,457,0,,200,OK,HTTP/1.1,0,binary/octet-stream,,,710,54921,,,38,-1,-1,-1,-1,83,0,13.226.6.164,,123,
26,,2019-10-11T14:43:01.895+03:00,GET,https://www.googletagmanager.com/gtm.js?id=GTM-TX6Z97C,HTTP/1.1,371,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,578,22078,,,53,0,1790,0,1758,100,1,216.58.207.72,,1946,value
27,,2019-10-11T14:43:02.464+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,0,1834,0,1797,163,0,52.0.132.190,,1999,
28,,2019-10-11T14:43:02.467+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,0,575,0,536,165,0,52.0.132.190,,742,
29,,2019-10-11T14:43:02.473+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,0,1859,0,1817,183,0,52.0.132.190,,2043,
30,,2019-10-11T14:43:02.505+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,0,1888,0,1839,178,0,52.0.132.190,,2067,
31,,2019-10-11T14:43:02.544+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,0,2226,25,2208,179,0,52.0.132.190,,2432,
32,,2019-10-11T14:43:02.545+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,0,1920,0,1879,167,0,52.0.132.190,,2089,
33,,2019-10-11T14:43:02.632+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,-1,-1,-1,-1,175,0,52.0.132.190,,176,
34,,2019-10-11T14:43:02.637+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,-1,-1,-1,-1,174,0,52.0.132.190,,175,
35,,2019-10-11T14:43:02.661+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,771,,200,OK,HTTP/1.1,0,,,,358,34,,,0,-1,-1,-1,-1,279,0,52.0.132.190,,280,
36,,2019-10-11T14:43:02.687+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,888,,200,OK,HTTP/1.1,0,,,,358,34,,,0,-1,-1,-1,-1,318,0,52.0.132.190,,319,
37,,2019-10-11T14:43:02.718+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,889,,200,OK,HTTP/1.1,0,,,,358,34,,,0,-1,-1,-1,-1,213,0,52.0.132.190,,214,
38,,2019-10-11T14:43:02.727+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,792,,200,OK,HTTP/1.1,0,,,,358,34,,,0,-1,-1,-1,-1,288,0,52.0.132.190,,289,
39,,2019-10-11T14:43:02.812+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,819,,200,OK,HTTP/1.1,0,,,,358,34,,,0,-1,-1,-1,-1,275,0,52.0.132.190,,276,
40,,2019-10-11T14:43:02.815+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,827,,200,OK,HTTP/1.1,0,,,,358,34,,,0,-1,-1,-1,-1,280,0,52.0.132.190,,281,
41,,2019-10-11T14:43:02.936+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,868,,200,OK,HTTP/1.1,0,,,,358,34,,,0,-1,-1,-1,-1,283,0,52.0.132.190,,284,
42,,2019-10-11T14:43:03.020+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,869,,200,OK,HTTP/1.1,0,,,,358,34,,,0,-1,-1,-1,-1,223,0,52.0.132.190,,224,
43,,2019-10-11T14:43:03.487+03:00,GET,https://client.perimeterx.net/PXAsQJFZ9W/main.min.js,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,617,26764,,,66,0,3168,22,3142,131,0,151.101.18.110,,3389,
44,,2019-10-11T14:43:05.683+03:00,GET,https://connect.facebook.net/en_US/fbevents.js,HTTP/1.1,363,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1073,22375,,,25,0,3189,34,3171,110,0,157.240.1.23,,3360,
45,,2019-10-11T14:43:05.837+03:00,GET,https://connect.facebook.net/signals/config/1735692093320310?v=2.9.5&r=stable,HTTP/1.1,394,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1177,66299,,,66,-1,-1,-1,-1,96,0,157.240.1.23,,163,value
46,,2019-10-11T14:43:07.844+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,362,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,26,0,5389,0,5358,106,1,216.58.206.14,,5525,
47,,2019-10-11T14:43:08.005+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=972013131&t=pageview&_s=1&dl=https%3A%2F%2Fwww.duolingo.com%2F&ul=en-us&de=UTF-8&dt=Duolingo%20-%20The%20world%27s%20best%20way%20to%20learn%20a%20language&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=YEBAAEAB~&jid=2139640577&gjid=908787936&cid=1578468960.1570794188&tid=UA-21595814-1&_gid=1108665712.1570794188&_r=1&gtm=2wga21TX6Z97C&did=i5iSjo&z=1851099431,HTTP/1.1,762,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-21595814-1&cid=1578468960.1570794188&jid=2139640577&_gid=1108665712.1570794188&gjid=908787936&_v=j79&z=1851099431,646,419,,,0,-1,-1,-1,-1,101,0,216.58.206.14,,102,value
48,,2019-10-11T14:43:09.686+03:00,POST,https://collector-pxasqjfz9w.perimeterx.net/api/v2/collector,HTTP/1.1,479,304,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,445,551,,,0,0,5842,115,5820,159,0,35.190.10.112,,6118,
49,,2019-10-11T14:43:09.974+03:00,GET,https://www.facebook.com/tr/?id=1735692093320310&ev=PageView&dl=https%3A%2F%2Fwww.duolingo.com%2F&rl=&if=false&ts=1570794186030&sw=800&sh=600&v=2.9.5&r=stable&ec=0&o=157&fbp=fb.1.1570794186029.1895642993&it=1570794185835&coo=false&rqm=GET,HTTP/1.1,591,0,,200,OK,HTTP/1.1,0,image/gif,,,501,44,,,0,0,3933,0,3910,99,0,157.240.1.35,,4034,value
50,,2019-10-11T14:43:10.168+03:00,GET,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-21595814-1&cid=1578468960.1570794188&jid=2139640577&_gid=1108665712.1570794188&gjid=908787936&_v=j79&z=1851099431,HTTP/1.1,535,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-21595814-1&cid=1578468960.1570794188&jid=2139640577&_v=j79&z=1851099431,675,367,,,0,0,2049,0,2024,96,0,74.125.140.154,,2148,value
51,,2019-10-11T14:43:10.584+03:00,POST,https://collector-pxasqjfz9w.perimeterx.net/api/v2/collector,HTTP/1.1,532,6162,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,444,10,,,0,-1,-1,-1,-1,680,5,35.190.10.112,,685,
52,,2019-10-11T14:43:13.123+03:00,GET,https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-21595814-1&cid=1578468960.1570794188&jid=2139640577&_v=j79&z=1851099431,HTTP/1.1,491,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://www.google.co.il/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-21595814-1&cid=1578468960.1570794188&jid=2139640577&_v=j79&z=1851099431&slf_rd=1&random=1481793867,743,0,,,0,0,2817,31,2798,127,0,216.58.205.228,,2976,value
53,,2019-10-11T14:43:14.930+03:00,GET,https://www.google.co.il/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-21595814-1&cid=1578468960.1570794188&jid=2139640577&_v=j79&z=1851099431&slf_rd=1&random=1481793867,HTTP/1.1,520,0,,200,OK,HTTP/1.1,0,image/gif,,,547,42,,,0,0,1665,1,1636,130,0,172.217.22.67,,1798,value
