,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.ssl,timings.dns,timings.send,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,request.queryString.name
25,,2019-10-11T14:20:18.325+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,364,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,99,4145,0,0,27,0,4175,216.58.206.14,,4304,
26,,2019-10-11T14:20:18.477+03:00,POST,https://www.google-analytics.com/j/collect?v=1&_v=j79&a=274814991&t=pageview&_s=1&dl=https%3A%2F%2Fwww.incredibox.com%2F&ul=en-us&de=UTF-8&dt=Incredibox&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=IEBAAcABAAAAAC~&jid=751024513&gjid=2141770885&cid=1703001222.1570792818&tid=UA-10301455-3&_gid=1918613800.1570792818&_r=1&gtm=2oua21&z=1166152091,HTTP/1.1,736,0,,200,OK,HTTP/1.1,0,text/plain,,,531,2,,,102,-1,-1,0,0,-1,-1,216.58.206.14,,104,value
27,,2019-10-11T14:20:19.179+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,535,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,516,11591,,,120,4035,29,1,24,0,4059,157.240.1.23,,4233,value
28,,2019-10-11T14:20:20.092+03:00,GET,https://s.ytimg.com/yts/jsbin/www-widgetapi-vflLte76q/www-widgetapi.js,HTTP/1.1,389,0,,200,OK,HTTP/1.1,0,text/javascript,,,564,8697,,,102,3254,0,0,3,0,3294,172.217.22.110,,3401,
29,,2019-10-11T14:20:20.209+03:00,GET,https://www.youtube.com/embed/eMdLqaeWP-k?enablejsapi=1&origin=https%3A%2F%2Fwww.incredibox.com&widgetid=1,HTTP/1.1,578,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1078,20516,,,247,-1,-1,0,52,-1,-1,172.217.22.78,,301,value
30,,2019-10-11T14:20:20.514+03:00,GET,https://www.youtube.com/yts/cssbin/www-player-webp-vflE8GS0-.css,HTTP/1.1,560,0,,200,OK,HTTP/1.1,0,text/css,,,560,41451,,,98,-1,-1,0,55,-1,-1,172.217.22.78,,155,
31,,2019-10-11T14:20:20.529+03:00,POST,https://stats.g.doubleclick.net/j/collect?t=dc&aip=1&_r=3&v=1&_v=j79&tid=UA-10301455-3&cid=1703001222.1570792818&jid=751024513&gjid=2141770885&_gid=1918613800.1570792818&_u=IEBAAcAAAAAAAC~&z=1343226118,HTTP/1.1,599,0,,200,OK,HTTP/1.1,0,text/plain,,,604,7,,,96,1890,32,0,0,0,1908,74.125.140.154,,2038,value
32,,2019-10-11T14:20:20.637+03:00,GET,https://www.youtube.com/yts/jsbin/www-embed-player-vfl7dFGHt/www-embed-player.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,567,39029,,,87,122,0,1,75,0,145,172.217.22.78,,310,
33,,2019-10-11T14:20:20.638+03:00,GET,https://www.youtube.com/yts/jsbin/player_ias-vflMzJYzW/en_US/base.js,HTTP/1.1,549,0,,200,OK,HTTP/1.1,0,text/javascript,,,567,393529,,,90,123,0,0,295,0,151,172.217.22.78,,537,
34,,2019-10-11T14:20:21.217+03:00,GET,https://www.youtube.com/yts/jsbin/player_ias-vflMzJYzW/en_US/remote.js,HTTP/1.1,551,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,30003,,,94,-1,-1,0,11,-1,-1,172.217.22.78,,106,
35,,2019-10-11T14:20:21.919+03:00,GET,https://www.google.com/ads/ga-audiences?t=sr&aip=1&_r=4&slf_rd=1&v=1&_v=j79&tid=UA-10301455-3&cid=1703001222.1570792818&jid=751024513&_u=IEBAAcAAAAAAAC~&z=2007555759,HTTP/1.1,520,0,,200,OK,HTTP/1.1,0,image/gif,,,547,42,,,117,725,0,1,0,0,743,216.58.205.228,,863,value
36,,2019-10-11T14:20:21.919+03:00,GET,https://www.google.com/js/bg/aPEEM9OJ9hGaYafZgWtx3Nc8atx1tS31xt75J5Meqn4.js,HTTP/1.1,473,0,,200,OK,HTTP/1.1,0,text/javascript,,,512,5323,,,95,1219,0,1,2,0,1239,216.58.205.228,,1339,
37,,2019-10-11T14:20:22.840+03:00,GET,https://googleads.g.doubleclick.net/pagead/id,HTTP/1.1,473,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://googleads.g.doubleclick.net/pagead/id?slf_rd=1,1114,0,,,108,1680,0,1,0,0,1707,216.58.205.226,,1819,
38,,2019-10-11T14:20:22.976+03:00,GET,https://googleads.g.doubleclick.net/pagead/id?slf_rd=1,HTTP/1.1,522,0,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,1282,133,,,103,-1,-1,0,1,-1,-1,216.58.205.226,,105,value
39,,2019-10-11T14:20:23.361+03:00,GET,https://www.google.co.il/ads/ga-audiences?t=sr&aip=1&_r=4&slf_rd=1&v=1&_v=j79&tid=UA-10301455-3&cid=1703001222.1570792818&jid=751024513&_u=IEBAAcAAAAAAAC~&z=2007555759,HTTP/1.1,522,0,,200,OK,HTTP/1.1,0,image/gif,,,547,42,,,115,2693,0,0,0,0,2714,172.217.22.35,,2831,value
40,,2019-10-11T14:20:23.629+03:00,GET,https://yt3.ggpht.com/-sfbG8ukMi74/AAAAAAAAAAI/AAAAAAAAAAA/VBusKjuvOHY/s68-c-k-no-mo-rj-c0xffffff/photo.jpg,HTTP/1.1,541,0,,200,OK,HTTP/1.1,0,image/jpeg,,,574,2154,,,95,2261,55,0,1,0,2296,172.217.22.97,,2448,
41,,2019-10-11T14:20:23.908+03:00,GET,https://static.doubleclick.net/instream/ad_status.js,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,29,,,95,2721,25,0,0,0,2739,216.58.206.6,,2861,
42,,2019-10-11T14:20:24.478+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,497,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,15552,,,106,2608,0,0,49,0,2639,172.217.21.227,,2795,
43,,2019-10-11T14:20:24.497+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxK.woff2,HTTP/1.1,493,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,15344,,,91,3144,0,0,29,0,3168,172.217.21.227,,3291,
44,,2019-10-11T14:20:24.551+03:00,GET,https://www.youtube.com/generate_204?vSnarw,HTTP/1.1,560,0,,204,No Content,HTTP/1.1,0,,,,211,0,,,91,-1,-1,0,0,-1,-1,172.217.22.78,,92,value
45,,2019-10-11T14:20:26.522+03:00,GET,https://i.ytimg.com/vi/eMdLqaeWP-k/maxresdefault.jpg,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,image/jpeg,,,456,111026,,,103,5213,0,0,167,0,5241,172.217.22.54,,5513,
