,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.wait,timings.ssl,timings.dns,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,request.queryString.name,response._error
10,,2019-10-08T20:15:36.961+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,552,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,895,7402,,,0,84,4117,30,9,0,4143,172.217.16.130,,4268,,
11,,2019-10-08T20:15:37.060+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-4024816092700504&output=html&h=90&slotname=9259435428&adk=3067955866&adf=4213546633&w=728&lmt=1570554936&guci=2.2.0.0.2.2.0.0&url=http%3A%2F%2Fwww.shadyurl.com%2F&flash=0&wgl=1&dt=1570554932724&bpp=56&bdt=348&fdt=4141&idt=4141&shv=r20191003&cbv=r20190131&saldr=sa&abxe=1&correlator=60343948931&frm=20&pv=2&ga_vid=1271266528.1570554937&ga_sid=1570554937&ga_hid=1112514889&ga_fc=0&iag=0&icsg=648&dssz=9&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=40&ady=481&biw=779&bih=600&scr_x=0&scr_y=0&eid=20199336&oid=3&pvsid=1644051880584044&pem=767&rx=0&eae=0&fc=656&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CeE%7C&abl=CS&pfx=0&fu=16&bc=23&ifi=1&uci=1.odw9kmmj1gej&xpc=gAMYGGGT4g&p=http%3A//www.shadyurl.com&dtd=4177,HTTP/1.1,1323,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,931,13951,,,0,324,-1,-1,33,-1,-1,172.217.16.130,,359,value,
12,,2019-10-08T20:15:38.895+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,394,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29093,,,0,141,1904,44,64,0,1926,172.217.16.162,,2177,value,
13,,2019-10-08T20:15:40.852+03:00,GET,https://www.google-analytics.com/ga.js,HTTP/1.1,417,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17168,,,1,87,8022,0,29,0,8053,216.58.206.14,,8172,,
14,,2019-10-08T20:15:41.067+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/error_handler.js,HTTP/1.1,1233,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,677,3377,,,1,81,3578,44,9,0,3608,172.217.16.129,,3744,,
15,,2019-10-08T20:15:41.076+03:00,GET,https://www.google-analytics.com/r/__utm.gif?utmwv=5.7.2&utms=1&utmn=1933123798&utmhn=www.shadyurl.com&utmcs=UTF-8&utmsr=800x600&utmvp=779x600&utmsc=24-bit&utmul=en-us&utmje=0&utmfl=-&utmdt=ShadyURL%20-%20Don%27t%20just%20shorten%20your%20URL%2C%20make%20it%20suspicious%20and%20frightening.&utmhid=1112514889&utmr=-&utmp=%2F&utmht=1570554941033&utmac=UA-11486297-4&utmcc=__utma%3D157738104.1271266528.1570554937.1570554937.1570554937.1%3B%2B__utmz%3D157738104.1570554941.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&utmjid=1002306038&utmredir=1&utmu=DAAAAAAAAAAAAAAAAAQAAAAE~,HTTP/1.1,921,0,,200,OK,HTTP/1.1,0,image/gif,,,466,35,,,0,87,-1,-1,0,-1,-1,216.58.206.14,,88,value,
16,,2019-10-08T20:15:41.079+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/m_js_controller.js,HTTP/1.1,1235,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,680,14391,,,1,81,3603,46,25,0,3622,172.217.16.129,,3776,,
17,,2019-10-08T20:15:41.088+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/abg_lite.js,HTTP/1.1,1221,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,11455,,,1,86,209,0,21,0,247,172.217.16.129,,357,,
18,,2019-10-08T20:15:41.161+03:00,GET,https://tpc.googlesyndication.com/simgad/14155031810766958895/downsize_200k_v1,HTTP/1.1,1260,0,,200,OK,HTTP/1.1,0,image/png,,,545,1738,,,0,86,-1,-1,1,-1,-1,172.217.16.129,,88,,
19,,2019-10-08T20:15:41.201+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,1233,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29611,,,0,128,-1,-1,50,-1,-1,172.217.16.162,,179,value,
20,,2019-10-08T20:15:41.254+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/qs_click_protection.js,HTTP/1.1,1239,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,5132,,,0,92,-1,-1,3,-1,-1,172.217.16.129,,97,,
21,,2019-10-08T20:15:41.355+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1232,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,1044,,,0,87,-1,-1,0,-1,-1,172.217.16.129,,88,,
22,,2019-10-08T20:15:41.742+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,400,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,0,90,5190,0,139,0,5215,172.217.22.35,,5446,,
23,,2019-10-08T20:15:41.833+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto:300,400,500&lang=en",HTTP/1.1,1227,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,591,,,0,98,4357,38,0,0,4384,172.217.23.138,,4522,value,
24,,2019-10-08T20:15:41.954+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=CKFMhS8icXf2lL8vf3wOHyJSID-6R-tpYuY6xjowKmdr7xpMOEAEg7qm5EmD5uvSDnBCgAf_bisgDyAEBqAMBqgS0AU_QZrGv2tz41NRrUtDW81InCXNZ2N5DNWZhVDBlRnzZBZzccw8g_NKXRvMpBkKEVrBTgkIP0s17xB9JGjyVAYP1QLdbt7pttkLNzV2qyRqqgGDYxQGCCHkiDNn0b8Hgp8uASg2M3fYArtz-eEpn9oFiJK3SwK_QGQQwGv4-azUJclbSF_n-rmxYR4m_PP9otKlM56cWuRO9BLtvEPefC-O26ap5UmywGjAlAskfHLjJzGpZIcAEqY2zqJYCkgUECAQYAZIFBAgFGASAB4bznAmoB47OG6gH1ckbqAfB0xuoB4XUG6gHgdQbqAeC1BuoB4bUG6gHhNQbqAeT2BuoB-DTG6gHugaoB9nLG6gHz8wbqAemvhvYBwHyBwQQv4ow0ggHCIBhEAEYHoAKAdgTDA&sigh=UtJFUHBnf5U&template_id=5001&tpd=AGWhJmu3dS32rhH13m_CPYvERV6Jwh-rWsCYp7ACTCVnLsdUPw,HTTP/1.1,1824,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1114,0,,,0,107,-1,-1,0,-1,-1,172.217.16.130,,108,value,
25,,2019-10-08T20:15:42.017+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/s?v=r20120211,HTTP/1.1,1400,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,608,145,,,1,94,118,0,1,0,169,172.217.16.130,,266,value,
26,,2019-10-08T20:15:42.021+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Le4BEYUAAAAAF2mu0Ng8c7Xo61rHZjTy5-gc3dW&co=aHR0cDovL3d3dy5zaGFkeXVybC5jb206ODA.&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=invisible&cb=kblx5olryxhw,HTTP/1.1,665,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9362,,,0,189,-1,-1,3,-1,-1,172.217.18.4,,193,value,
27,,2019-10-08T20:15:42.223+03:00,GET,https://www.google.com/pagead/drt/ui,HTTP/1.1,541,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://googleads.g.doubleclick.net/pagead/drt/si,401,246,,,0,123,-1,-1,0,-1,-1,172.217.18.4,,124,,
28,,2019-10-08T20:15:42.227+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,0,95,-1,-1,50,-1,-1,172.217.22.35,,146,,
29,,2019-10-08T20:15:42.376+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,572,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,0,84,116,0,152,0,146,172.217.22.35,,385,,
30,,2019-10-08T20:15:42.642+03:00,GET,https://www.google.com/js/bg/SYFE8HXf9-G0ubHoDgAksvOZrafCUQzClDxzbSmfkZk.js,HTTP/1.1,564,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5306,,,1,100,121,0,2,0,153,172.217.18.4,,257,,
31,,2019-10-08T20:15:42.668+03:00,GET,https://www.gstatic.com/recaptcha/api2/logo_48.png,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,image/png,,,458,2228,,,0,92,-1,-1,0,-1,-1,172.217.22.35,,93,,
32,,2019-10-08T20:15:42.748+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,576,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,0,106,-1,-1,1,-1,-1,172.217.18.4,,108,value,
33,,2019-10-08T20:15:42.806+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Le4BEYUAAAAAF2mu0Ng8c7Xo61rHZjTy5-gc3dW&cb=8ecgzhd440jm,HTTP/1.1,605,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1125,,,0,105,110,0,1,0,149,172.217.18.4,,258,value,
34,,2019-10-08T20:15:42.981+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,0,96,-1,-1,51,-1,-1,172.217.22.35,,148,,
35,,2019-10-08T20:15:43.265+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,0,102,-1,-1,34,-1,-1,172.217.22.35,,137,,
36,,2019-10-08T20:15:43.448+03:00,POST,https://www.google.com/recaptcha/api2/reload?k=6Le4BEYUAAAAAF2mu0Ng8c7Xo61rHZjTy5-gc3dW,HTTP/1.1,631,4213,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,805,10041,,,0,166,-1,-1,21,-1,-1,172.217.18.4,,188,value,
37,,2019-10-08T20:15:43.648+03:00,GET,https://www.gstatic.com/recaptcha/api2/canonical_car.png,HTTP/1.1,467,0,,200,OK,HTTP/1.1,0,image/png,,,459,11174,,,0,92,-1,-1,8,-1,-1,172.217.22.35,,101,,
38,,2019-10-08T20:15:43.649+03:00,GET,https://www.gstatic.com/recaptcha/api2/refresh_2x.png,HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,image/png,,,458,600,,,0,97,-1,-1,0,-1,-1,172.217.22.35,,98,,
39,,2019-10-08T20:15:43.680+03:00,GET,https://www.google.com/js/bg/SYFE8HXf9-G0ubHoDgAksvOZrafCUQzClDxzbSmfkZk.js,HTTP/1.1,693,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5306,,,0,88,-1,-1,5,-1,-1,172.217.18.4,,93,,
40,,2019-10-08T20:15:43.683+03:00,GET,https://www.google.com/recaptcha/api2/payload?p=06AOLTBLR8XDeKehAlPMffcYqD-OGL2cSEQG8pdwtDMN_XgTYO44fPzz5zaVyHamZo75dXnRklc5R8nNr2MfEdF6uAQXO5OkY5dhbhfudsW2FTond6N4e-myh9DqXyimKvAcs-SqtZFoZEiEEhpftxbCH67zXGKhGmMh63wjShWdQ0zhwXdV6D2jk&k=6Le4BEYUAAAAAF2mu0Ng8c7Xo61rHZjTy5-gc3dW,HTTP/1.1,930,0,,200,OK,HTTP/1.1,0,image/jpeg,,,417,38264,,,0,123,-1,-1,83,-1,-1,172.217.18.4,,207,value,
41,,2019-10-08T20:15:43.751+03:00,GET,https://www.gstatic.com/recaptcha/api2/audio_2x.png,HTTP/1.1,462,0,,200,OK,HTTP/1.1,0,image/png,,,458,530,,,0,92,-1,-1,0,-1,-1,172.217.22.35,,93,,
42,,2019-10-08T20:15:43.753+03:00,GET,https://www.gstatic.com/recaptcha/api2/image_2x.png,HTTP/1.1,462,0,,200,OK,HTTP/1.1,0,image/png,,,458,600,,,0,90,-1,-1,0,-1,-1,172.217.22.35,,91,,
43,,2019-10-08T20:15:43.790+03:00,GET,https://www.gstatic.com/recaptcha/api2/info_2x.png,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,image/png,,,457,665,,,1,97,105,0,0,0,135,172.217.22.35,,234,,
44,,2019-10-08T20:15:43.791+03:00,GET,https://www.gstatic.com/recaptcha/api2/undo_2x.png,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,image/png,,,457,581,,,0,97,105,0,0,0,139,172.217.22.35,,237,,
45,,2019-10-08T20:15:43.872+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjssWzvtkrnznMzrySUr4Xjxt3h4kiL1tJtPwCSuIpbgQD951hXemWrqZA-EInBRAxfXWru6wUwD0h-Y3Y8woYgjpVPQNmtAN5npe52KwOxjxp2ml0bs&sai=AMfl-YQapzyKH8lRstH7MfT2nxmZC9tjgzx2oS1fEa1r4R7Hc3ma2ZQck79CtjHX4UFkRJG8B1VFoVk0x0Di&sig=Cg0ArKJSzIgc0fiSjW4NEAE&adk=3067955866&tt=-1&bs=779%2C600&mtos=1122,1122,1122,1122,1122&tos=1122,0,0,0,0&p=481,40,571,768&gcm=1&lcs=1&mcvt=1122&rs=1&ht=0&tfs=3025&tls=4147&mc=1&lte=1&bas=0&bac=0&met=no&avms=nio&niot_obs=17&niot_cbk=27&md=2&lm=2&rst=1570554936913&dlt=488&rpt=5128&isd=0&msd=0&oseid=3&xdi=0&ps=779%2C787&ss=800%2C600&pt=-1&bin=1&deb=1-1-1-18-36-26-40-35-0-0-0&tvt=4129&r=v&id=osdim&vs=4&uc=8&upc=0&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=726x88&itpl=14&v=20191007",HTTP/1.1,1924,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,117,-1,-1,0,-1,-1,172.217.16.162,,119,value,
46,,2019-10-08T20:15:43.907+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/si,HTTP/1.1,632,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,888,0,,,0,126,-1,-1,0,-1,-1,172.217.16.130,,127,,
47,,2019-10-08T20:15:43.969+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,469,0,,200,OK,HTTP/1.1,0,font/woff2,,,520,15872,,,0,94,1234,0,47,0,1279,172.217.21.227,,1421,,
48,,2019-10-08T20:15:43.972+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxK.woff2,HTTP/1.1,582,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,15344,,,0,93,1238,0,44,0,1284,172.217.21.227,,1424,,
49,,2019-10-08T20:15:43.975+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,font/woff2,,,520,15552,,,0,82,1919,28,31,0,1955,172.217.21.227,,2099,,
50,,2019-10-08T20:15:43.978+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOlCnqEu92Fr1MmYUtfBBc4.woff2,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,15340,,,0,93,240,0,43,0,285,172.217.21.227,,423,,
51,,2019-10-08T20:15:44.091+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,font/woff2,,,520,15552,,,0,77,-1,-1,25,-1,-1,172.217.21.227,,103,,
52,,2019-10-08T20:15:44.114+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxK.woff2,HTTP/1.1,522,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,-1,,,0,85,-1,-1,0,-1,-1,172.217.21.227,,85,,
53,,2019-10-08T20:15:44.130+03:00,GET,"https://googleads.g.doubleclick.net/pagead/gen_204?v=3&s=pagead&action=load,async,iframe1&it=bdt.348,req.4177,bpp.56,fb.4667,e2e.11403,fs.4181,reqs.4334,ress.4667,rese.4736&srt=487&e=&id=csi_pagead&gqid=S8icXaLpLo6IrASa3qJo&qqid=CL33mPqYjeUCFcvvdwodByQF8Q&rt=lb.4656,ol.6736",HTTP/1.1,1549,0,,0,,unknown,0,,,,-1,-1,,,0,0,-1,-1,0,-1,-1,172.217.16.130,,0,value,No response received
54,,2019-10-08T20:15:44.141+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js,HTTP/1.1,378,0,,0,,unknown,0,,,,-1,-1,,,0,0,-1,-1,0,-1,-1,172.217.16.162,,0,,No response received
