,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.wait,timings.ssl,timings.dns,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name
21,facebook,2019-10-08T18:15:48.232+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yy/r/qiZUxJ7fKy8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16614,,,0,111,-1,-1,-1,29,-1,31.13.92.14,,141,value
22,facebook,2019-10-08T18:15:48.233+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/LT-1HjtH4sU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8229,,,0,110,-1,-1,-1,11,-1,31.13.92.14,,122,value
23,facebook,2019-10-08T18:15:48.235+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iPY24/y7/l/he_IL/81-faHRzwnD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,65838,,,0,93,-1,-1,-1,122,-1,31.13.92.14,,216,value
24,facebook,2019-10-08T18:15:48.236+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/6srDAE5X5T4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7336,,,0,123,-1,-1,-1,1,-1,31.13.92.14,,125,value
25,facebook,2019-10-08T18:15:48.261+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yO/l/he_IL/cTadSWTe1xu.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,14075,,,0,115,-1,-1,-1,0,-1,31.13.92.14,,116,value
26,facebook,2019-10-08T18:15:48.270+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,140,1719,23,1745,1,0,31.13.92.36,,1911,
27,facebook,2019-10-08T18:15:48.397+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ioCg4/y8/l/he_IL/AK56KEQ3_Bu.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,142975,,,0,115,-1,-1,-1,82,-1,31.13.92.14,,198,value
28,facebook,2019-10-08T18:15:48.398+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yc/l/he_IL/8iTMPaoUOuX.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38982,,,1,110,-1,-1,-1,54,-1,31.13.92.14,,166,value
29,facebook,2019-10-08T18:15:48.398+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ibNQ4/yK/l/he_IL/P-rYuj18Ljt.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,149337,,,0,116,-1,-1,-1,81,-1,31.13.92.14,,198,value
30,facebook,2019-10-08T18:15:48.399+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,0,128,-1,-1,-1,2,-1,31.13.92.14,,130,value
31,facebook,2019-10-08T18:15:48.403+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yS/l/he_IL/32nqR03ZYGl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9944,,,0,119,-1,-1,-1,4,-1,31.13.92.14,,123,value
32,facebook,2019-10-08T18:15:48.421+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,131,-1,-1,-1,0,-1,31.13.92.36,,132,
33,facebook,2019-10-08T18:15:48.459+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yS/r/NTJlxSdoH1s.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5737,,,0,95,-1,-1,-1,2,-1,31.13.92.14,,98,value
34,facebook,2019-10-08T18:15:48.608+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,129,-1,-1,-1,0,-1,31.13.92.36,,130,
35,facebook,2019-10-08T18:15:48.704+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,0,94,-1,-1,-1,0,-1,31.13.92.14,,96,
36,facebook,2019-10-08T18:15:50.306+03:00,GET,https://cx.atdmt.com/?f=AYzl74rtZ5N5Sy-_D5-tD2aXPGoTlsUt3Hzv20J3YwSwSfIUsBXK4vzWJwjpl_fn89u_KOmUsLQRwFQqyDEgQT9h&c=1577108794&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,538,42,,,0,138,1420,0,1453,0,0,31.13.92.2,,1593,value
37,facebook,2019-10-08T18:15:50.706+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,44050,,,0,759,1820,0,1858,113,0,31.13.92.36,,2732,value
38,facebook,2019-10-08T18:15:51.505+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/GpEMsEYd5bN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,131,,,1,100,-1,-1,-1,0,-1,31.13.92.14,,102,value
39,facebook,2019-10-08T18:15:51.506+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/Y0WQvwq6sLY.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19296,,,1,107,-1,-1,-1,37,-1,31.13.92.14,,146,value
40,facebook,2019-10-08T18:15:51.507+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/RE9sbanJiK5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80583,,,1,100,120,0,150,110,0,31.13.92.14,,362,value
41,facebook,2019-10-08T18:15:51.527+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yA/l/0,cross/3SwmnDAAzzC.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36688,,,0,97,-1,-1,-1,11,-1,31.13.92.14,,109,value
42,facebook,2019-10-08T18:15:54.831+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,0,95,3276,19,3305,1,0,172.217.18.4,,3423,
43,facebook,2019-10-08T18:15:55.024+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yd/l/he_IL/K4kWuIajIRI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13966,,,0,100,-1,-1,-1,10,-1,31.13.92.14,,111,value
44,facebook,2019-10-08T18:15:55.025+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/OJpt53iffhD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,698,,,0,98,-1,-1,-1,1,-1,31.13.92.14,,100,value
45,facebook,2019-10-08T18:15:55.026+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yy/l/he_IL/Tm7pOcGUOJE.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34889,,,0,132,-1,-1,-1,7,-1,31.13.92.14,,139,value
46,facebook,2019-10-08T18:15:55.026+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/yT/l/he_IL/-qqmNZNEdNz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60318,,,0,98,-1,-1,-1,53,-1,31.13.92.14,,152,value
47,facebook,2019-10-08T18:15:55.027+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/xPQp8ix7SAq.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116166,,,0,108,135,0,163,179,0,31.13.92.14,,452,value
48,facebook,2019-10-08T18:15:55.148+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/yv/l/he_IL/0t3jLr4PPfg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136441,,,0,90,-1,-1,-1,188,-1,31.13.92.14,,280,value
49,facebook,2019-10-08T18:15:55.149+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y3/l/he_IL/jugMn1Z8HH5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38860,,,0,88,-1,-1,-1,21,-1,31.13.92.14,,110,value
50,facebook,2019-10-08T18:15:55.830+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,0,93,848,1,879,130,0,172.217.22.35,,1105,
51,facebook,2019-10-08T18:15:56.088+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=2xyqscrwoxau,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9586,,,0,118,-1,-1,-1,23,-1,172.217.18.4,,143,value
52,facebook,2019-10-08T18:15:56.246+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,1,85,-1,-1,-1,50,-1,172.217.22.35,,137,
53,facebook,2019-10-08T18:15:56.388+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,0,94,-1,-1,-1,58,-1,172.217.22.35,,153,
54,facebook,2019-10-08T18:15:56.572+03:00,GET,https://www.google.com/js/bg/SYFE8HXf9-G0ubHoDgAksvOZrafCUQzClDxzbSmfkZk.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5306,,,0,92,-1,-1,-1,4,-1,172.217.18.4,,97,
55,facebook,2019-10-08T18:15:56.672+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=xyeckkoa1akm,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1123,,,0,93,-1,-1,-1,2,-1,172.217.18.4,,96,value
56,facebook,2019-10-08T18:15:56.722+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,0,150,112,0,146,0,0,172.217.18.4,,298,value
57,facebook,2019-10-08T18:15:56.794+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,0,98,-1,-1,-1,24,-1,172.217.22.35,,123,
58,facebook,2019-10-08T18:15:56.856+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,4718,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,1,132,-1,-1,-1,0,-1,31.13.92.36,,134,
59,facebook,2019-10-08T18:15:56.887+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,-1,,,0,89,115,0,141,0,0,172.217.22.35,,232,
