,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.receive,timings.blocked,timings.dns,timings.send,timings.ssl,timings.wait,serverIPAddress,comment,time,request.queryString.name
10,facebook,2019-10-08T18:21:41.893+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yo/r/WkArKOJ4DPO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80950,,,-1,133,-1,-1,0,-1,97,31.13.92.14,,231,value
11,facebook,2019-10-08T18:21:42.167+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,232,66,0,0,0,202,88,31.13.92.14,,387,
12,facebook,2019-10-08T18:21:42.329+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,-1,89,-1,-1,0,-1,96,31.13.92.14,,186,
13,facebook,2019-10-08T18:21:42.396+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/YQNfPR9MJfx.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,520,925,,,161,1,0,0,1,130,91,31.13.92.14,,256,
14,facebook,2019-10-08T18:21:42.396+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,161,7,0,0,1,129,88,31.13.92.14,,259,
15,facebook,2019-10-08T18:21:42.403+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,167,33,0,0,1,129,90,31.13.92.14,,292,
16,facebook,2019-10-08T18:21:42.424+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yM/l/he_IL/UwuB0Jk9D55.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34959,,,-1,20,-1,-1,0,-1,102,31.13.92.14,,123,value
17,facebook,2019-10-08T18:21:42.424+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ye/r/5SGT2kBEkqX.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116247,,,-1,130,-1,-1,0,-1,117,31.13.92.14,,248,value
18,facebook,2019-10-08T18:21:42.424+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/y7/l/he_IL/rwgfXsuKsef.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60480,,,-1,93,-1,-1,0,-1,105,31.13.92.14,,199,value
19,facebook,2019-10-08T18:21:42.426+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/y4/l/he_IL/V6m9_fjueG0.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136839,,,-1,149,-1,-1,0,-1,99,31.13.92.14,,249,value
20,facebook,2019-10-08T18:21:42.773+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yO/l/he_IL/cTadSWTe1xu.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,14075,,,-1,2,-1,-1,0,-1,103,31.13.92.14,,106,value
21,facebook,2019-10-08T18:21:42.776+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yb/l/he_IL/kj6y7WsGkvS.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47039,,,-1,21,-1,-1,0,-1,114,31.13.92.14,,136,value
22,facebook,2019-10-08T18:21:42.776+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yy/r/qiZUxJ7fKy8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16614,,,-1,7,-1,-1,0,-1,103,31.13.92.14,,111,value
23,facebook,2019-10-08T18:21:42.777+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/LT-1HjtH4sU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8229,,,-1,5,-1,-1,0,-1,99,31.13.92.14,,105,value
24,facebook,2019-10-08T18:21:42.777+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iPY24/y7/l/he_IL/81-faHRzwnD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,65838,,,-1,100,-1,-1,0,-1,105,31.13.92.14,,206,value
25,facebook,2019-10-08T18:21:42.778+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/6srDAE5X5T4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7336,,,-1,4,-1,-1,0,-1,101,31.13.92.14,,106,value
26,facebook,2019-10-08T18:21:42.898+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ioCg4/y8/l/he_IL/AK56KEQ3_Bu.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,142975,,,-1,101,-1,-1,0,-1,115,31.13.92.14,,217,value
27,facebook,2019-10-08T18:21:42.900+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yc/l/he_IL/8iTMPaoUOuX.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38982,,,-1,27,-1,-1,0,-1,90,31.13.92.14,,119,value
28,facebook,2019-10-08T18:21:42.901+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ibNQ4/yK/l/he_IL/P-rYuj18Ljt.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,149337,,,-1,114,-1,-1,0,-1,113,31.13.92.14,,228,value
29,facebook,2019-10-08T18:21:42.901+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,-1,1,-1,-1,0,-1,105,31.13.92.14,,108,value
30,facebook,2019-10-08T18:21:42.918+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yS/l/he_IL/32nqR03ZYGl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9944,,,-1,17,-1,-1,0,-1,120,31.13.92.14,,138,value
31,facebook,2019-10-08T18:21:42.929+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,1,-1,-1,0,-1,133,157.240.1.35,,134,
32,facebook,2019-10-08T18:21:42.989+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yS/r/NTJlxSdoH1s.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5737,,,-1,2,-1,-1,0,-1,110,31.13.92.14,,113,value
33,facebook,2019-10-08T18:21:43.150+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,-1,0,-1,-1,0,-1,98,31.13.92.14,,99,
34,facebook,2019-10-08T18:21:43.228+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,2538,2,0,0,0,2501,148,31.13.92.36,,2690,
