,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.dns,timings.ssl,timings.send,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-10-12T07:57:43.174+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,522,,,253,0,392,0,418,12,0,157.240.1.23,,684,,
11,facebook,2019-10-12T07:57:43.853+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,106343,,,180,-1,-1,0,-1,1173,-1,157.240.1.23,,1355,,
12,facebook,2019-10-12T07:57:43.854+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,14105,,,106,-1,-1,0,-1,73,-1,157.240.1.23,,180,,
13,facebook,2019-10-12T07:57:44.038+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,520,1163,,,163,-1,-1,0,-1,5,-1,157.240.1.23,,169,,
14,facebook,2019-10-12T07:57:44.057+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yK/l/he_IL/kebipu7jKNP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,348948,,,178,-1,-1,0,-1,2452,-1,157.240.1.23,,2631,value,
15,facebook,2019-10-12T07:57:44.134+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,17094,,,257,0,228,1,252,287,0,157.240.1.23,,798,,
16,facebook,2019-10-12T07:57:44.309+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,112,22,809,0,840,0,0,157.240.1.35,,977,,
17,facebook,2019-10-12T07:57:46.810+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/y5/l/he_IL/oCzfxaJWeI7.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,17358,,,271,-1,-1,0,-1,389,-1,157.240.1.23,,661,value,
18,facebook,2019-10-12T07:57:46.811+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yg/l/he_IL/IUpCV4PbO1k.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,47070,,,451,-1,-1,0,-1,702,-1,157.240.1.23,,1155,value,
19,facebook,2019-10-12T07:57:46.812+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ya/r/W9D9bG0TcGJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,16635,,,347,-1,-1,0,-1,96,-1,157.240.1.23,,444,value,
20,facebook,2019-10-12T07:57:46.813+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/yF/l/he_IL/aTx0KAcULDC.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,16069,,,107,-1,-1,0,-1,443,-1,157.240.1.23,,551,value,
21,facebook,2019-10-12T07:57:46.813+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/LT-1HjtH4sU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,8229,,,210,-1,-1,0,-1,47,-1,157.240.1.23,,258,value,
22,facebook,2019-10-12T07:57:46.813+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/6srDAE5X5T4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,7336,,,86,-1,-1,0,-1,55,-1,157.240.1.23,,142,value,
23,facebook,2019-10-12T07:57:46.958+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yF/l/he_IL/e__dq0qkm6O.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,38673,,,408,-1,-1,0,-1,641,-1,157.240.1.23,,1049,value,
24,facebook,2019-10-12T07:57:47.074+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/yI/l/he_IL/CyJR3gPZyrL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,4122,,,399,-1,-1,0,-1,25,-1,157.240.1.23,,425,value,
25,facebook,2019-10-12T07:57:47.084+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,103,-1,-1,0,-1,0,-1,157.240.1.35,,105,,
26,facebook,2019-10-12T07:57:47.192+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,107,-1,-1,0,-1,0,-1,157.240.1.35,,108,,
27,facebook,2019-10-12T07:57:47.261+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yJ/r/GMuvW6fMoph.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,4811,,,295,-1,-1,0,-1,29,-1,157.240.1.23,,325,value,
28,facebook,2019-10-12T07:57:47.367+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yH/l/he_IL/AXXOjWBNuBI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,17815,,,324,-1,-1,0,-1,360,-1,157.240.1.23,,685,value,
29,facebook,2019-10-12T07:57:47.475+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,2394,,,367,-1,-1,0,-1,15,-1,157.240.1.23,,383,value,
30,facebook,2019-10-12T07:57:47.502+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yS/l/he_IL/32nqR03ZYGl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,9944,,,373,-1,-1,0,-1,57,-1,157.240.1.23,,432,value,
31,facebook,2019-10-12T07:57:47.589+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ye/r/233ChOovuGQ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,5907,,,418,-1,-1,0,-1,36,-1,157.240.1.23,,455,value,
32,facebook,2019-10-12T07:57:47.943+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,518,43,,,112,-1,-1,0,-1,1,-1,157.240.1.23,,114,,
33,facebook,2019-10-12T07:57:49.764+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43693,,,188,0,2532,0,2554,125,0,157.240.1.35,,2870,value,
34,facebook,2019-10-12T07:57:49.971+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,533,153,,,341,-1,-1,0,-1,1,-1,157.240.1.23,,344,value,
35,facebook,2019-10-12T07:57:49.972+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/mOsfnMuZ_Ej.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,36856,,,95,-1,-1,1,-1,555,-1,157.240.1.23,,652,value,
36,facebook,2019-10-12T07:57:49.973+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/sPuijSQIjpP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,80884,,,250,0,216,0,242,675,0,157.240.1.23,,1169,value,
37,facebook,2019-10-12T07:57:49.974+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,30745,,,127,-1,-1,0,-1,401,-1,157.240.1.23,,530,value,
38,facebook,2019-10-12T07:57:51.336+03:00,GET,https://cx.atdmt.com/?f=AYzRsXtg6MkEKlukLWEQofew5o28Jv88lqmEKovzaENma59jN7Fa8ZUCpjNOB_0tHKx_Ei6DUcXiVo5y3wFamhNf&c=1010574156&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,537,42,,,138,78,3898,0,3924,0,0,157.240.1.6,,4142,value,
39,facebook,2019-10-12T07:57:54.144+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,116,0,4138,0,4170,1,0,172.217.21.228,,4289,,
40,facebook,2019-10-12T07:57:54.336+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/y-/l/he_IL/W-woTzJGqSB.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,348418,,,272,-1,-1,0,-1,2081,-1,157.240.1.23,,2354,value,
41,facebook,2019-10-12T07:57:54.336+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yP/l/he_IL/mXPf-qaonmW.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,17237,,,94,-1,-1,0,-1,279,-1,157.240.1.23,,374,value,
42,facebook,2019-10-12T07:57:54.336+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/itt5OggiRv_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,594,697,,,92,-1,-1,0,-1,1,-1,157.240.1.23,,94,value,
43,facebook,2019-10-12T07:57:54.337+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y-/l/he_IL/eGwNTDKtx18.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,38551,,,184,-1,-1,0,-1,404,-1,157.240.1.23,,589,value,
44,facebook,2019-10-12T07:57:56.074+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,3082,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,102,-1,-1,1,-1,0,-1,157.240.1.35,,104,,
45,facebook,2019-10-12T07:57:56.362+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,84,0,2075,0,2092,139,0,172.217.22.67,,2317,,
46,facebook,2019-10-12T07:57:56.611+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=wam7hk5irlzd,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9772,,,112,-1,-1,0,-1,10,-1,172.217.21.228,,123,value,
47,facebook,2019-10-12T07:57:56.835+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,95,-1,-1,0,-1,45,-1,172.217.22.67,,142,,
48,facebook,2019-10-12T07:57:56.980+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,81,-1,-1,0,-1,41,-1,172.217.22.67,,123,,
49,facebook,2019-10-12T07:57:57.131+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,88,-1,-1,0,-1,4,-1,172.217.21.228,,93,,
50,facebook,2019-10-12T07:57:57.227+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,89,-1,-1,0,-1,0,-1,172.217.21.228,,91,value,
51,facebook,2019-10-12T07:57:57.281+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=fusf6uwcg5x7,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1121,,,111,0,115,0,145,0,0,172.217.21.228,,258,value,
52,facebook,2019-10-12T07:57:57.338+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,93,-1,-1,0,-1,39,-1,172.217.22.67,,133,,
53,facebook,2019-10-12T07:57:57.402+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,100,0,109,0,145,151,0,172.217.22.67,,398,,
54,facebook,2019-10-12T07:57:57.693+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001287745&__s=8vlba9%3Amcvvdm%3Axj6ekj&__hsi=6746780756918906246-0&__spin_r=1001287745&__spin_b=trunk&__spin_t=1570857306,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,-1,0,-1,157.240.1.35,,0,value,No response received
