,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.ssl,timings.send,timings.wait,timings.dns,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-10-11T18:56:50.899+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,1,0,242,207,0,96,0,31.13.92.14,,341,,
11,facebook,2019-10-11T18:56:51.013+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,133,-1,-1,-1,0,89,-1,31.13.92.14,,223,,
12,facebook,2019-10-11T18:56:51.064+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,8,-1,-1,-1,0,96,-1,31.13.92.14,,105,,
13,facebook,2019-10-11T18:56:51.105+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,1,0,148,122,0,109,0,31.13.92.14,,259,,
14,facebook,2019-10-11T18:56:51.119+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,17,0,162,136,0,96,0,31.13.92.14,,277,,
15,facebook,2019-10-11T18:56:51.171+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yM/l/he_IL/yKDjRJ3j-0V.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,347826,,,148,-1,-1,-1,0,100,-1,31.13.92.14,,249,value,
16,facebook,2019-10-11T18:56:51.565+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yP/l/he_IL/mXPf-qaonmW.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17237,,,3,-1,-1,-1,0,112,-1,31.13.92.14,,116,value,
17,facebook,2019-10-11T18:56:51.566+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yA/l/he_IL/kHUreyQUpkB.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47012,,,67,-1,-1,-1,0,102,-1,31.13.92.14,,171,value,
18,facebook,2019-10-11T18:56:51.567+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/06CIkL91CFL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8183,,,12,-1,-1,-1,0,101,-1,31.13.92.14,,114,value,
19,facebook,2019-10-11T18:56:51.567+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yf/l/he_IL/XsCCfAW0XcM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7317,,,5,-1,-1,-1,0,96,-1,31.13.92.14,,102,value,
20,facebook,2019-10-11T18:56:51.567+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/yH/l/he_IL/lORjA4jAIhX.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16003,,,7,-1,-1,-1,0,96,-1,31.13.92.14,,104,value,
21,facebook,2019-10-11T18:56:51.679+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yk/l/he_IL/lTcH9-JhGK9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38577,,,79,-1,-1,-1,0,87,-1,31.13.92.14,,167,value,
22,facebook,2019-10-11T18:56:51.687+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/ya/l/he_IL/xkFUqA1-cvY.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4109,,,17,-1,-1,-1,0,99,-1,31.13.92.14,,117,value,
23,facebook,2019-10-11T18:56:51.687+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/UdnQfyHoVIO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4792,,,2,-1,-1,-1,0,115,-1,31.13.92.14,,118,value,
24,facebook,2019-10-11T18:56:51.690+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yo/l/he_IL/kWtGZh5PZsr.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17791,,,7,-1,-1,-1,0,114,-1,31.13.92.14,,122,value,
25,facebook,2019-10-11T18:56:51.709+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,-1,-1,0,178,-1,31.13.92.36,,179,,
26,facebook,2019-10-11T18:56:51.743+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,1,-1,-1,-1,0,100,-1,31.13.92.14,,102,value,
27,facebook,2019-10-11T18:56:51.808+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yb/l/he_IL/WiAHD4y9-0L.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9881,,,9,-1,-1,-1,0,101,-1,31.13.92.14,,112,value,
28,facebook,2019-10-11T18:56:51.813+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/cVS7gpEgER3.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5874,,,6,-1,-1,-1,0,101,-1,31.13.92.14,,108,value,
29,facebook,2019-10-11T18:56:51.893+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,1,-1,-1,-1,0,203,-1,31.13.92.36,,205,,
30,facebook,2019-10-11T18:56:51.897+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yU/r/wRUfahZS1Ht.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16592,,,31,-1,-1,-1,0,97,-1,31.13.92.14,,129,value,
31,facebook,2019-10-11T18:56:51.957+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,0,-1,-1,-1,0,96,-1,31.13.92.14,,97,,
32,facebook,2019-10-11T18:56:51.965+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,0,1048,1020,0,210,0,31.13.92.36,,1260,,
33,facebook,2019-10-11T18:56:52.732+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43436,,,124,0,787,737,0,283,34,31.13.92.36,,1229,value,
34,facebook,2019-10-11T18:56:53.034+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,30745,,,33,-1,-1,-1,0,85,-1,31.13.92.14,,118,value,
35,facebook,2019-10-11T18:56:53.034+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,0,-1,-1,-1,0,89,-1,31.13.92.14,,91,value,
36,facebook,2019-10-11T18:56:53.034+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yz/l/0,cross/mNswUs5Eoxc.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36705,,,54,-1,-1,-1,0,96,-1,31.13.92.14,,152,value,
37,facebook,2019-10-11T18:56:54.670+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/QTs4IZYXXtO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80852,,,40,-1,-1,-1,0,93,-1,31.13.92.14,,134,value,
38,facebook,2019-10-11T18:56:54.730+03:00,GET,https://cx.atdmt.com/?f=AYx2etnPEJT33HPEx65sev69XwUh7fe3qFiJ50RB6477e5yS7yHT4Vlq9uSPQQvKpBW39jOuu0zhJ9DiYxHd3Dck&c=668878962&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,539,42,,,0,0,2577,2554,0,138,24,31.13.92.2,,2742,value,
39,facebook,2019-10-11T18:56:57.515+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,1,0,4478,4455,0,110,0,172.217.18.4,,4592,,
40,facebook,2019-10-11T18:56:57.739+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yx/l/he_IL/34kUFJtPTLh.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,347543,,,159,-1,-1,-1,0,116,-1,31.13.92.14,,276,value,
41,facebook,2019-10-11T18:56:57.740+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yX/l/he_IL/0cW48Pmuor8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17228,,,7,-1,-1,-1,0,95,-1,31.13.92.14,,102,value,
42,facebook,2019-10-11T18:56:57.740+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/itt5OggiRv_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,697,,,0,-1,-1,-1,0,90,-1,31.13.92.14,,91,value,
43,facebook,2019-10-11T18:56:57.741+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y1/l/he_IL/G2Nq2g8nC8X.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38526,,,21,-1,-1,-1,0,98,-1,31.13.92.14,,120,value,
44,facebook,2019-10-11T18:56:59.357+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,151,0,1719,1693,0,107,0,172.217.22.67,,1980,,
45,facebook,2019-10-11T18:56:59.641+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=cnapxhydj7bt,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9743,,,15,-1,-1,-1,0,119,-1,172.217.18.4,,135,value,
46,facebook,2019-10-11T18:56:59.795+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,53,-1,-1,-1,0,90,-1,172.217.22.67,,144,,
47,facebook,2019-10-11T18:56:59.942+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,149,0,144,110,0,81,0,172.217.22.67,,377,,
48,facebook,2019-10-11T18:56:59.956+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,4651,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,0,-1,-1,-1,0,125,-1,31.13.92.36,,126,,
49,facebook,2019-10-11T18:57:00.201+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,3,-1,-1,-1,0,96,-1,172.217.18.4,,100,,
50,facebook,2019-10-11T18:57:00.304+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=98x28n66zw2u,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1123,,,2,-1,-1,-1,0,95,-1,172.217.18.4,,99,value,
51,facebook,2019-10-11T18:57:00.356+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,1,0,150,113,0,100,0,172.217.18.4,,252,value,
52,facebook,2019-10-11T18:57:00.467+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5mWyWzEjy9uC1swgE98nwgU6C7UW3q327E2vwXx61rwf24o3Bw5VCwjE3awbG789U2NwlU5ufz81sbzo5-0me220qu0L8uw&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001284080&__s=e6yoer%3Ari16k2%3Au19nlt&__hsi=6746579529359470032-0&__spin_r=1001284080&__spin_b=trunk&__spin_t=1570810454,HTTP/1.1,827,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,-1,0,0,-1,31.13.92.36,,0,value,No response received
53,facebook,2019-10-11T18:57:00.481+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,-1,0,0,-1,172.217.22.67,,0,,No response received
