,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.blocked,timings.receive,timings.send,timings.dns,timings.wait,timings.ssl,serverIPAddress,comment,time,request.queryString.name,response._error
17,,2019-10-09T17:35:13.175+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yd/l/he_IL/K4kWuIajIRI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,13966,,,-1,-1,18,0,-1,156,-1,157.240.1.23,,175,value,
18,,2019-10-09T17:35:13.177+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yb/l/he_IL/CuIN-hfxi4f.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,46984,,,-1,-1,78,0,-1,179,-1,157.240.1.23,,258,value,
19,,2019-10-09T17:35:13.178+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/AVbt3QIdW-m.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,16571,,,-1,-1,42,0,-1,162,-1,157.240.1.23,,205,value,
20,,2019-10-09T17:35:13.178+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/06CIkL91CFL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,8183,,,-1,-1,9,0,-1,151,-1,157.240.1.23,,162,value,
21,,2019-10-09T17:35:13.178+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/y9/l/he_IL/eZ3Wzg2ia3y.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,15966,,,-1,-1,34,0,-1,172,-1,157.240.1.23,,207,value,
22,,2019-10-09T17:35:13.345+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y1/l/he_IL/G2Nq2g8nC8X.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,38526,,,-1,-1,97,0,-1,91,-1,157.240.1.23,,189,value,
23,,2019-10-09T17:35:13.356+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/UdnQfyHoVIO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,4792,,,-1,-1,2,0,-1,92,-1,157.240.1.23,,95,value,
24,,2019-10-09T17:35:13.368+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,-1,0,0,-1,132,-1,157.240.1.35,,133,,
25,,2019-10-09T17:35:13.386+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yY/l/he_IL/GgxDu0f-RIy.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,17766,,,-1,-1,40,0,-1,105,-1,157.240.1.23,,146,value,
26,,2019-10-09T17:35:13.388+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,2375,,,-1,-1,1,0,-1,106,-1,157.240.1.23,,108,value,
27,,2019-10-09T17:35:13.441+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yb/l/he_IL/WiAHD4y9-0L.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,9881,,,-1,-1,8,0,-1,84,-1,157.240.1.23,,93,value,
28,,2019-10-09T17:35:13.456+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/n8J09kaIuqi.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,5711,,,-1,-1,4,0,-1,92,-1,157.240.1.23,,97,value,
29,,2019-10-09T17:35:13.507+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,-1,0,0,-1,130,-1,157.240.1.35,,132,,
30,,2019-10-09T17:35:13.586+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,-1,-1,0,0,-1,90,-1,157.240.1.23,,91,,
31,,2019-10-09T17:35:13.681+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yf/l/he_IL/XsCCfAW0XcM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7317,,,-1,-1,10,0,-1,89,-1,157.240.1.23,,101,value,
32,,2019-10-09T17:35:13.730+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,1317,0,1,0,19,141,1280,157.240.1.35,,1480,,
33,,2019-10-09T17:35:16.258+03:00,GET,https://cx.atdmt.com/?f=AYwnNt-mdmQzYZBd_lPJpkzYeizpnXU-HSdZsI2VoNiwiSOsOepBcDRppbomKWefJLjkTm9pmZailZ6G6E8KBkeK&c=275778505&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,538,42,,,2603,0,0,0,0,157,2584,157.240.1.6,,2762,value,
34,,2019-10-09T17:35:16.463+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43560,,,2939,0,128,0,0,214,2910,157.240.1.35,,3283,value,
35,,2019-10-09T17:35:16.719+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/ym/l/0,cross/CxL8unsLEBL.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,19280,,,-1,-1,49,0,-1,96,-1,157.240.1.23,,146,value,
36,,2019-10-09T17:35:16.720+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yQ/l/0,cross/KAn3Pu9M7my.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,36737,,,-1,-1,158,0,-1,128,-1,157.240.1.23,,288,value,
37,,2019-10-09T17:35:16.720+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yG/r/Cn-wqxdzqm1.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,80596,,,-1,-1,171,0,-1,109,-1,157.240.1.23,,281,value,
38,,2019-10-09T17:35:16.754+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yX/l/0,cross/ovg_ouASLra.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,160,,,-1,-1,1,0,-1,107,-1,157.240.1.23,,109,value,
39,,2019-10-09T17:35:19.325+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,2572,0,5,0,34,101,2553,172.217.21.228,,2713,,
40,,2019-10-09T17:35:19.558+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yd/l/he_IL/K4kWuIajIRI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,13966,,,-1,-1,34,0,-1,105,-1,157.240.1.23,,139,value,
41,,2019-10-09T17:35:19.559+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iLJe4/y-/l/he_IL/dMewGoWbznL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,347644,,,-1,-1,418,0,-1,180,-1,157.240.1.23,,600,value,
42,,2019-10-09T17:35:19.559+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/itt5OggiRv_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,697,,,-1,-1,0,0,-1,207,-1,157.240.1.23,,208,value,
43,,2019-10-09T17:35:19.560+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y1/l/he_IL/G2Nq2g8nC8X.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,38526,,,-1,-1,252,0,-1,135,-1,157.240.1.23,,389,value,
44,,2019-10-09T17:35:20.908+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,94031,,,1422,0,168,0,29,112,1404,172.217.22.67,,1734,,
45,,2019-10-09T17:35:21.222+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=hv2wp3d0h7jv,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9809,,,-1,-1,19,0,-1,120,-1,172.217.21.228,,140,value,
46,,2019-10-09T17:35:21.379+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,-1,-1,102,1,-1,100,-1,172.217.22.67,,204,,
47,,2019-10-09T17:35:21.586+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,94031,,,202,0,158,1,0,92,164,172.217.22.67,,454,,
48,,2019-10-09T17:35:21.600+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,2985,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,-1,-1,1,1,-1,118,-1,157.240.1.35,,121,,
49,,2019-10-09T17:35:21.864+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5384,,,-1,-1,3,0,-1,94,-1,172.217.21.228,,98,,
50,,2019-10-09T17:35:21.965+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,-1,-1,0,0,-1,92,-1,172.217.21.228,,93,value,
51,,2019-10-09T17:35:22.017+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=75rd75rql4zr,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1123,,,148,0,1,0,0,101,115,172.217.21.228,,252,value,
52,,2019-10-09T17:35:22.080+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,94031,,,-1,-1,62,0,-1,89,-1,172.217.22.67,,152,,
53,,2019-10-09T17:35:22.131+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,-1,-1,73,0,-1,89,-1,172.217.22.67,,162,,
54,,2019-10-09T17:35:22.340+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001272607&__s=qzey2d%3Akyr63s%3A5p6lvf&__hsi=6745816305215434920-0&__spin_r=1001272607&__spin_b=trunk&__spin_t=1570632752,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,0,-1,0,-1,157.240.1.35,,0,value,No response received
