#
# There is insufficient memory for the Java Runtime Environment to continue.
# Native memory allocation (mmap) failed to map 261095424 bytes for committing reserved memory.
# Possible reasons:
#   The system is out of physical RAM or swap space
#   The process is running with CompressedOops enabled, and the Java Heap may be blocking the growth of the native heap
# Possible solutions:
#   Reduce memory load on the system
#   Increase physical memory or swap space
#   Check if swap backing store is full
#   Decrease Java heap size (-Xmx/-Xms)
#   Decrease number of Java threads
#   Decrease Java thread stack sizes (-Xss)
#   Set larger code cache with -XX:ReservedCodeCacheSize=
#   JVM is running with Unscaled Compressed Oops mode in which the Java heap is
#     placed in the first 4GB address space. The Java Heap base address is the
#     maximum limit for the native heap growth. Please use -XX:HeapBaseMinAddress
#     to set the Java Heap base and to place the Java Heap above 4GB virtual address.
# This output file may be truncated or incomplete.
#
#  Out of Memory Error (os_linux.cpp:2893), pid=6428, tid=6439
#
# JRE version: OpenJDK Runtime Environment (11.0.4+11) (build 11.0.4+11-post-Ubuntu-1ubuntu218.04.3)
# Java VM: OpenJDK 64-Bit Server VM (11.0.4+11-post-Ubuntu-1ubuntu218.04.3, mixed mode, sharing, tiered, compressed oops, g1 gc, linux-amd64)
# Core dump will be written. Default location: Core dumps may be processed with "/usr/share/apport/apport %p %s %c %d %P" (or dumping to /home/geco/PycharmProjects/Social_network_user_prediction/core.6428)
#

---------------  S U M M A R Y ------------

Command Line: -Dapp.name=browsermob-proxy -Dbasedir=/home/geco/PycharmProjects/Social_network_user_prediction/browsermob-proxy-2.1.4 /home/geco/PycharmProjects/Social_network_user_prediction/browsermob-proxy-2.1.4/lib/browsermob-dist-2.1.4.jar --port=8080

Host: Intel(R) Core(TM) i7-6500U CPU @ 2.50GHz, 4 cores, 7G, Ubuntu 18.04.3 LTS
Time: Fri Dec 13 17:46:49 2019 EET elapsed time: 3512 seconds (0d 0h 58m 32s)

---------------  T H R E A D  ---------------

Current thread (0x00007fdad416c800):  VMThread "VM Thread" [stack: 0x00007fdad817e000,0x00007fdad827e000] [id=6439]

Stack: [0x00007fdad817e000,0x00007fdad827e000],  sp=0x00007fdad827bff0,  free space=1015k
Native frames: (J=compiled Java code, A=aot compiled Java code, j=interpreted, Vv=VM code, C=native code)
V  [libjvm.so+0xde4547]
V  [libjvm.so+0xde519b]
V  [libjvm.so+0x6511a5]
V  [libjvm.so+0xbbed38]
V  [libjvm.so+0xbb5ebd]
V  [libjvm.so+0x76f53f]
V  [libjvm.so+0x76f7ae]
V  [libjvm.so+0x77b820]
V  [libjvm.so+0x7f6969]
V  [libjvm.so+0x7f75c2]
V  [libjvm.so+0x7f7a29]
V  [libjvm.so+0x72de6f]
V  [libjvm.so+0x732b6a]
V  [libjvm.so+0xdf01e1]
V  [libjvm.so+0xdeeda8]
V  [libjvm.so+0xdec5e6]
V  [libjvm.so+0xdecaf0]
V  [libjvm.so+0xdecf23]
V  [libjvm.so+0xd7aeea]
V  [libjvm.so+0xbc4a5e]

VM_Operation (0x00007fd9ebb26dd0): G1CollectForAllocation, mode: safepoint, requested by thread 0x00007fda4840a800


---------------  P R O C E S S  ---------------

Threads class SMR info:
0x00007fda3c09f800, 0x00007fda48121800, 0x00007fda7002b000, 0x00007fda5c396000,
0x00007fda6003c000, 0x00007fda6c036800, 0x00007fda5806f000, 0x00007fda841a2800,
0x00007fda90624800, 0x00007fda841a5000, 0x00007fda841a7000, 0x00007fda98021000,
0x00007fda9402f800, 0x00007fda8416e800, 0x00007fda8416f800, 0x00007fda84171800,
0x00007fda84254000, 0x00007fda84256000, 0x00007fdaa4029800, 0x00007fdaa807c800,
0x00007fdab8046800, 0x00007fda90a6b000, 0x00007fdab0018000, 0x00007fda4c038800,
0x00007fda44001800, 0x00007fda50231000, 0x00007fda440d1000, 0x00007fda440d3000,
0x00007fda580ac000, 0x00007fda54016800, 0x00007fda440d5800, 0x00007fda6403b000,
0x00007fda440d9000, 0x00007fda440da800, 0x00007fda440dd000, 0x00007fda6c03e800,
0x00007fda74024800, 0x00007fda440de800, 0x00007fda78025800, 0x00007fda580b7000,
0x00007fda48127800, 0x00007fda8c024000, 0x00007fda98063800, 0x00007fda8c02f000,
0x00007fda8c030000, 0x00007fdaa016c000, 0x00007fda9c025800, 0x00007fda8c031800,
0x00007fdab001f800, 0x00007fda8c035000, 0x00007fda8c037000, 0x00007fda8c039800,
0x00007fda8c03b000, 0x000056391b71b000, 0x00007fda34058000, 0x00007fdad464d000,
0x00007fda98068800, 0x00007fda4c081000, 0x00007fda4c0bc000, 0x00007fda580b2800,
0x00007fda4c0bd800, 0x00007fda4c0bf000, 0x00007fda6004b800, 0x00007fda5c34b800,
0x00007fda4c0c0800, 0x00007fda4c0c2800, 0x00007fda4c0c4800, 0x00007fda4c0c6000,
0x00007fda4c0c8800, 0x00007fda6c047000, 0x00007fda580c3000, 0x00007fda8003a800,
0x00007fda7403f000, 0x00007fda7802c800, 0x00007fda580fa800, 0x00007fda94041000,
0x00007fda94044000, 0x00007fdaa0047800, 0x00007fda94045000, 0x00007fda9c03d000,
0x00007fdaa80bd000, 0x00007fda94046800, 0x00007fda94048800, 0x00007fda9404b000,
0x00007fda9404c800, 0x00007fdad425b800, 0x00007fda40273000, 0x00007fda9404e800,
0x00007fda34111000, 0x000056391b71e800, 0x00007fdaa0068000, 0x00007fda44133800,
0x00007fda54028800, 0x00007fda60057000, 0x00007fda5402d800, 0x00007fda5402e800,
0x00007fda64045000, 0x00007fda7004c800, 0x00007fda54030000, 0x00007fda54032000,
0x00007fda74044000, 0x00007fda8003f000, 0x00007fda54034000, 0x00007fda54035800,
0x00007fda8426d000, 0x00007fda54037000, 0x00007fda90072800, 0x00007fda6005e800,
0x00007fda3c0a4000, 0x00007fda9c035800, 0x00007fda9c038000, 0x00007fda9c03a800,
0x00007fdaa4039800, 0x00007fdab0027000, 0x00007fdaa80cd800, 0x00007fda9c03b800,
0x00007fda9c043000, 0x00007fda9c044800, 0x00007fda34116800, 0x00007fda4029c000,
0x00007fda3c0b4800, 0x00007fda9c046000, 0x00007fda9c048000, 0x00007fda4c0cb800,
0x00007fdaa4053000, 0x00007fda4c0e0800, 0x00007fda5c13d800, 0x00007fda64059800,
0x00007fda5c13e800, 0x00007fda5c319800, 0x00007fda6c055000, 0x00007fda78034800,
0x00007fda5c31b000, 0x00007fda5c31c800, 0x00007fda7c048800, 0x00007fda88370800,
0x00007fda5c31e800, 0x00007fda5c320000, 0x00007fda8c03e800, 0x00007fda9806e800,
0x00007fda5c321800, 0x00007fda6405e000, 0x00007fda440bf000, 0x00007fdaa80e1000,
0x00007fdaa80e2800, 0x00007fdaa80e4000, 0x00007fdab003a800, 0x00007fdab8073000,
0x00007fdad466c800, 0x00007fdaa80e4800, 0x00007fdaa80e6000, 0x00007fdaa80e7800,
0x00007fdaa80e9000, 0x00007fdaa80ea800, 0x00007fda3c0f6800, 0x00007fda48186800,
0x00007fda44173000, 0x00007fda501d1000, 0x00007fda4c0e1800, 0x00007fda481c8000,
0x00007fda70055000, 0x00007fda6c05b800, 0x00007fda70059000, 0x00007fda7005a800,
0x00007fda7404a800, 0x00007fda8004d800, 0x00007fda70063800, 0x00007fda70065000,
0x00007fda70066800, 0x00007fda70068800, 0x00007fda7006a000, 0x00007fda98074800,
0x00007fda8c04d000, 0x00007fda6c061000, 0x00007fda94056000, 0x00007fda84392800,
0x00007fda3c131000, 0x00007fdab807a000, 0x00007fdab807c000, 0x00007fdab807e800,
0x00007fda3411d800, 0x000056391b736800, 0x00007fdad467a800, 0x00007fdab807f800,
0x00007fdab8081800, 0x00007fdab8084000, 0x00007fdab8085800, 0x00007fdab8087800,
0x00007fda501da000, 0x00007fda44175800, 0x00007fda58120800, 0x00007fda4c114000,
0x00007fdad467b800, 0x00007fda4c14f800, 0x00007fda78056000, 0x00007fda74067000,
0x00007fda78059000, 0x00007fda7805a800, 0x00007fda7c051800, 0x00007fda8833a000,
0x00007fda7805c000, 0x00007fda7805d800, 0x00007fda78060000, 0x00007fda78062000,
0x00007fda8c056800, 0x00007fda78063800, 0x00007fda94067000, 0x00007fda98033000,
0x00007fda7406b000, 0x00007fdaa0838000, 0x00007fda501c0000, 0x000056391b73d000,
0x00007fda34130000, 0x000056391b73f800, 0x000056391b741800, 0x00007fda481cc800,
0x00007fda3c145000, 0x000056391b743000, 0x000056391b745800, 0x000056391b748000,
0x000056391b749800, 0x000056391b74b800, 0x00007fda58123800, 0x00007fda54044800,
0x00007fda60075000, 0x00007fda4c151800, 0x00007fda5c32e000, 0x00007fda58139000,
0x00007fda8006b000, 0x00007fda80070800, 0x00007fda7c05a000, 0x00007fda8834a000,
0x00007fda80070000, 0x00007fda8c05e800, 0x00007fda80072000, 0x00007fda80074800,
0x00007fda9406b800, 0x00007fdaa0089800, 0x00007fda80076000, 0x00007fda80078000,
0x00007fda80077000, 0x00007fdab004a000, 0x00007fdaa8126000, 0x00007fda7c061800,
0x00007fda48209800, 0x00007fda402ac000, 0x00007fda402ae800, 0x00007fda402ad800,
0x00007fda4820c000, 0x00007fda3c14d000, 0x00007fda4417d000, 0x00007fda402af000,
0x00007fda40012000, 0x00007fda5404d800, 0x00007fda60078000, 0x00007fda402b1000,
0x00007fda40014800, 0x00007fda40014000, 0x00007fda6c07a000, 0x00007fda78069000,
0x00007fda70075800, 0x00007fda4c15c800, 0x00007fda8834f000, 0x00007fda88353800,
0x00007fda841d6000, 0x00007fda88355800, 0x00007fda9158f000, 0x00007fda9803c000,
0x00007fda88356800, 0x00007fda88359000, 0x00007fda9c059800, 0x00007fda8835b000,
0x00007fda8835d000, 0x00007fdaa4065000, 0x00007fdab808e800, 0x00007fda8835c000,
0x00007fdab0048800, 0x00007fda84477000, 0x00007fda441c4000, 0x00007fda48211000,
0x00007fda48214000, 0x00007fda48213000, 0x00007fda5003b800, 0x00007fda441cf000,
0x00007fda4c15b000, 0x00007fda48217800, 0x00007fda48219000, 0x00007fda48218000,
0x00007fda4821b000, 0x00007fda4821d000, 0x00007fda6407c000, 0x00007fda5c248000,
0x00007fda78080800, 0x00007fda6c080800, 0x00007fda441d4000, 0x00007fda4420e000,
0x00007fda9157c000, 0x00007fda90543800, 0x00007fda9157d800, 0x00007fda8c075000,
0x00007fda98042800, 0x00007fda94079800, 0x00007fda90547800, 0x00007fda903a3000,
0x00007fda90549000, 0x00007fdaa814d800, 0x00007fdab809b800, 0x00007fda903a4800,
0x00007fdab0055800, 0x00007fda903a7800, 0x00007fda8c079000, 0x00007fda34136800,
0x00007fda4c1d4000, 0x00007fda50041800, 0x00007fda4c1de800, 0x00007fda50042800,
0x00007fda50045800, 0x00007fda60080800, 0x00007fda54063000, 0x00007fda50044800,
0x00007fda70080800, 0x00007fda50048000, 0x00007fda5004a800, 0x00007fda50049800,
0x00007fda80089800, 0x00007fda78086000, 0x00007fda5004c800, 0x00007fda74086000,
0x00007fda4c1e3000, 0x00007fda3c155000, 0x00007fda98047000, 0x00007fda9407e800,
0x00007fda98049000, 0x00007fda9804b800, 0x00007fda9c06b000, 0x00007fdaa405e800,
0x00007fda9804a800, 0x00007fda98077000, 0x00007fdab80a3000, 0x00007fdad468c800,
0x00007fda98079000, 0x00007fda9807b000, 0x00007fda9807a000, 0x00007fda3c192000,
0x00007fda4001c800, 0x00007fda94082800, 0x00007fda3c1cd800, 0x00007fda5816c000,
0x00007fda58171000, 0x00007fda5816d000, 0x00007fda54068000, 0x00007fda60087800,
0x00007fda5c251800, 0x00007fda58174000, 0x00007fda58176000, 0x00007fda58175000,
0x00007fda58177800, 0x00007fda58179800, 0x00007fda7808b000, 0x00007fda8008e000,
0x00007fda7c08a800, 0x00007fda7408a000, 0x00007fda5406b000, 0x00007fda48227000,
0x00007fdaa0016000, 0x00007fdaa0018800, 0x00007fdaa0017800, 0x00007fda9c073800,
0x00007fdaa4060800, 0x00007fdaa817f000, 0x00007fdaa1775800, 0x00007fdaa1777800,
0x00007fdaa1776800, 0x00007fdaa1779000, 0x00007fdaa177a800, 0x00007fda9c084800,
0x00007fda3c1cf000, 0x000056391b764800, 0x00007fda40028000, 0x00007fda34152800,
0x00007fda5817f800, 0x00007fda6008c800, 0x00007fda5c0df800, 0x00007fda6008e000,
0x00007fda60091000, 0x00007fda70091800, 0x00007fda6c091800, 0x00007fda60090000,
0x00007fda60095000, 0x00007fda60094000, 0x00007fda60096800, 0x00007fda80093800,
0x00007fda8418c800, 0x00007fda60098000, 0x00007fda88438000, 0x00007fda7c08d800,
0x00007fda5c0e2000, 0x00007fda482a3800, 0x00007fdaa4084800, 0x00007fdaa819d000,
0x00007fdaa4086000, 0x00007fdaa4089000, 0x00007fdab80b1000, 0x00007fdad4695800,
0x00007fdaa408b000, 0x00007fdaa408d000, 0x00007fdaa408c000, 0x00007fdaa408f000,
0x00007fda4002c800, 0x00007fda4421a000, 0x00007fdaa4093000, 0x00007fda482a5000,
0x00007fdaa819e800, 0x00007fda3c1d4000, 0x00007fda482e8800, 0x00007fda6408e800,
0x00007fda70099800, 0x00007fda64092800, 0x00007fda64094800, 0x00007fda7809e000,
0x00007fda74091800, 0x00007fda64093000, 0x00007fda8842d800, 0x00007fda64096000,
0x00007fda64099800, 0x00007fda901ad800, 0x00007fda8c08f000, 0x00007fda64098000,
0x00007fda6409e000, 0x00007fda7009f000, 0x00007fdaa18ba800, 0x00007fda4c221000,
0x00007fdab0072000, 0x00007fdab80b7800, 0x00007fdab0076800, 0x00007fdab0078800,
0x000056391b76f800, 0x00007fda3415c000, 0x00007fdab0077800, 0x00007fdab007d800,
0x00007fdab007c800, 0x00007fdab007f000, 0x00007fdab0081000, 0x00007fda482eb000,
0x00007fdab80bb000, 0x00007fda4c222000, 0x00007fda50298800, 0x00007fda44220800,
0x00007fda581fc000, 0x00007fda6c0a4800, 0x00007fda780a5800, 0x00007fda6c0a6000,
0x00007fda6c0a9000, 0x00007fda8009c000, 0x00007fda7c09e000, 0x00007fda6c0a8000,
0x00007fda6c0ad800, 0x00007fda6c0ac000, 0x00007fda6c0ae800, 0x00007fda6c0b0000,
0x00007fda904f8000, 0x00007fda940ac000, 0x00007fda9808d800, 0x00007fda8c09e000,
0x00007fda780b0800, 0x00007fda48327000, 0x00007fdad4584000, 0x00007fdad4594800,
0x00007fdad4599800, 0x000056391b778800, 0x00007fda34164000, 0x00007fda40033800,
0x00007fdad458e800, 0x00007fdad469c800, 0x00007fdad45a1800, 0x00007fda4c227000,
0x00007fda5038f000, 0x00007fda581fd800, 0x00007fdad469d000, 0x00007fdad469f000,
0x000056391b77d800, 0x00007fda640a3000, 0x00007fda3c1ee000, 0x00007fda7409e800,
0x00007fda740a0800, 0x00007fda7409d000, 0x00007fda7c0ac800, 0x00007fda800a4000,
0x00007fda88435800, 0x00007fda740a2000, 0x00007fda740a7800, 0x00007fda740a6000,
0x00007fda740a9800, 0x00007fda740ab800, 0x00007fda9809c000, 0x00007fda9c08f800,
0x00007fdaa1885800, 0x00007fda800a8000, 0x00007fdaa409a800, 0x00007fda44228800,
0x00007fda34168800, 0x00007fda4004a000, 0x00007fda3416a000, 0x00007fda3416d000,
0x00007fda4832c000, 0x00007fda44263000, 0x00007fda3416f000, 0x00007fda3416c000,
0x00007fda34172000, 0x00007fda34174800, 0x00007fda34176800, 0x00007fda5407e000,
0x00007fda600bb000, 0x00007fda5c0f4800, 0x00007fda640a8000, 0x00007fda4004d800,
0x00007fda4c230800, 0x00007fda7c0af800, 0x00007fda7c0b3000, 0x00007fda7c0b1800,
0x00007fda841e4800, 0x00007fda90659000, 0x00007fda88443800, 0x00007fda7c0b6800,
0x00007fda7c0b5000, 0x00007fda7c0b7800, 0x00007fda7c0ba000, 0x00007fdaa1e05800,
0x00007fda7c0bb800, 0x00007fda9c096800, 0x00007fdaa40ab000, 0x00007fdab80d7800,
0x00007fdaa81fa800, 0x00007fda5823d000, 0x00007fda3c232000, 0x00007fda48334000,
0x00007fda3c233000, 0x00007fda3c236800, 0x00007fda4c26a800, 0x00007fda502a0800,
0x00007fda3c235000, 0x00007fda3c23a800, 0x00007fda600bf000, 0x00007fda5c0b6800,
0x00007fda3c23c800, 0x00007fda3c239800, 0x00007fda6c0da800, 0x00007fda780c7800,
0x00007fda3c23d800, 0x00007fda48339000, 0x00007fda502a6000, 0x00007fda840be000,
0x00007fda9057f000, 0x00007fda840be800, 0x00007fda8400b800, 0x00007fda940b7000,
0x00007fda980a1000, 0x00007fda840c1000, 0x00007fda8400f000, 0x00007fdaa40b1000,
0x00007fdaa8211800, 0x00007fda8400e000, 0x00007fda84088000, 0x00007fda84086800,
0x000056391b789800, 0x00007fdad46a5800, 0x00007fda3417d000, 0x00007fda48341800,
0x00007fda4426e000, 0x00007fda502cb800, 0x00007fda44271000, 0x00007fda44273000,
0x00007fda5824a800, 0x00007fda54087000, 0x00007fda44271800, 0x00007fda44276800,
0x00007fda44275000, 0x00007fda44278800, 0x00007fda4427a000, 0x00007fda640b1000,
0x00007fda780cb000, 0x00007fda6c0e1000, 0x00007fda700ca000, 0x00007fda50185000,
0x00007fda4427c800, 0x00007fda8c0af800, 0x00007fda980a9800, 0x00007fda8c0b3000,
0x00007fda8c0b5800, 0x00007fdaa18a4800, 0x00007fda9c09e000, 0x00007fda8c0b4000,
0x00007fda8c0b8800, 0x00007fda8c0b7000, 0x00007fda8c0ba800, 0x00007fdab0092800,
0x00007fdab80f0800, 0x000056391b798000, 0x00007fdad46b4800, 0x00007fda8c0bc000,
0x00007fda980b5000, 0x00007fda442ef800, 0x00007fda4c272800, 0x00007fda58256000,
0x00007fda4c271000, 0x00007fda4c276000, 0x00007fda600c6800, 0x00007fda5c0be800,
0x00007fda4c274800, 0x00007fda4c279800, 0x00007fda4c278000, 0x00007fda4c27b800,
0x00007fda4c27d800, 0x00007fda5825b000, 0x00007fda780d0800, 0x00007fda7c0c3800,
0x00007fda6c0e9000, 0x00007fda800ab800, 0x00007fda44327800, 0x00007fda940c1800,
0x00007fdaa18b3000, 0x00007fda940c0800, 0x00007fda940c5800, 0x00007fdaa40b7800,
0x00007fdaa8242000, 0x00007fda940c4000, 0x00007fda940c7800, 0x00007fda940c8800,
0x00007fda940cb000, 0x00007fda940cd000, 0x00007fdaa40c2000, 0x00007fdaa8247000,
0x00007fdad46b9800, 0x00007fda40052800, 0x00007fdaa18a0800, 0x00007fda58267800,
0x00007fda54093000, 0x00007fda600af000, 0x00007fda54096000, 0x00007fda54098800,
0x00007fda640ba800, 0x00007fda700d6000, 0x00007fda54096800, 0x00007fda5409d800,
0x00007fda5409c000, 0x00007fda5409f800, 0x00007fda740d0000, 0x00007fda8845b800,
0x00007fda540a1800, 0x00007fda7c0cc800, 0x00007fda800bc800, 0x00007fda600da000,
0x00007fda50192000, 0x00007fda9c0a9800, 0x00007fda9c0aa000, 0x00007fda9c0ac000,
0x00007fdaa8262000, 0x00007fdab00a9800, 0x00007fdaa40c4800, 0x00007fda9c0ae000,
0x00007fda9c0b1800, 0x00007fda9c0b0000, 0x00007fda9c0b3800, 0x00007fda40061000,
0x00007fda34186000, 0x00007fda48382000, 0x00007fda9c0b5800, 0x00007fda3c252800,
0x00007fdaa8265000, 0x00007fda50414800, 0x00007fda5c03e000, 0x00007fda640c2000,
0x00007fda5c03f000, 0x00007fda5c042000, 0x00007fda6c0fc800, 0x00007fda780dc800,
0x00007fda5c040800, 0x00007fda5c045800, 0x00007fda5c044000, 0x00007fda5c047800,
0x00007fda5c049800, 0x00007fda7c0d0000, 0x00007fda8c0cb800, 0x00007fda8845d000,
0x00007fda840ba800, 0x00007fda640c5000, 0x00007fda483bd000, 0x00007fdaa826d000,
0x00007fdaa827d800, 0x00007fdab00b2000, 0x00007fdab8114800, 0x00007fdaa827c000,
0x00007fda34197800, 0x00007fdaa827c800, 0x00007fdaa8287000, 0x00007fdaa8280800,
0x00007fdaa8281000, 0x00007fdaa8288000, 0x00007fda5044e800, 0x00007fdab00b8000,
0x00007fda4432b800, 0x00007fda4c28a000, 0x00007fda3c25d000, 0x00007fda4436c800,
0x00007fda700e6800, 0x00007fda6c10d800, 0x00007fda700e7800, 0x00007fda700eb000,
0x00007fda740d4800, 0x00007fda800c6000, 0x00007fda700e9000, 0x00007fda700ef000,
0x00007fda700ed000, 0x00007fda700f1000, 0x00007fda700f3000, 0x00007fda84028800,
