,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.send,timings.ssl,timings.dns,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
39,facebook,2019-10-08T16:37:33.238+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/Y0WQvwq6sLY.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19296,,,184,0,-1,-1,-1,-1,50,31.13.92.14,,235,value,
40,facebook,2019-10-08T16:37:33.238+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/RE9sbanJiK5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80583,,,231,0,127,0,0,151,231,31.13.92.14,,616,value,
41,facebook,2019-10-08T16:37:34.008+03:00,GET,https://cx.atdmt.com/?f=AYzb3bT9NNK5qvwmKZMnQryZGMjTFQgARhreIVn3xwFZofDlfD-IFu95zpdHz9Ri_0TMuao_HUJKpjPNA9fkeeTO&c=1997325461&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,538,42,,,222,0,2576,85,0,2604,0,31.13.92.2,,2913,value,
42,facebook,2019-10-08T16:37:34.342+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,296,0,1067,0,0,1101,12,172.217.18.4,,1411,,
43,facebook,2019-10-08T16:37:34.764+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yd/l/he_IL/K4kWuIajIRI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13966,,,315,0,-1,-1,-1,-1,0,31.13.92.14,,315,value,
44,facebook,2019-10-08T16:37:34.765+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/OJpt53iffhD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,698,,,309,0,-1,-1,-1,-1,2,31.13.92.14,,312,value,
45,facebook,2019-10-08T16:37:34.766+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yy/l/he_IL/Tm7pOcGUOJE.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34889,,,308,0,-1,-1,-1,-1,38,31.13.92.14,,347,value,
46,facebook,2019-10-08T16:37:34.766+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/yT/l/he_IL/-qqmNZNEdNz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60318,,,309,0,-1,-1,-1,-1,240,31.13.92.14,,550,value,
47,facebook,2019-10-08T16:37:34.767+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/xPQp8ix7SAq.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116166,,,285,0,122,0,0,140,496,31.13.92.14,,922,value,
48,facebook,2019-10-08T16:37:35.075+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/yv/l/he_IL/0t3jLr4PPfg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136441,,,224,0,-1,-1,-1,-1,402,31.13.92.14,,628,value,
49,facebook,2019-10-08T16:37:35.075+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y3/l/he_IL/jugMn1Z8HH5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38860,,,228,0,-1,-1,-1,-1,15,31.13.92.14,,244,value,
50,facebook,2019-10-08T16:37:37.999+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,105,0,3294,1,0,3326,142,172.217.22.35,,3577,,
51,facebook,2019-10-08T16:37:38.282+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=vjvtnve3j00,HTTP/1.1,721,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9715,,,126,0,-1,-1,-1,-1,24,172.217.18.4,,151,value,
52,facebook,2019-10-08T16:37:38.443+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,574,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,89,1,-1,-1,-1,-1,69,172.217.22.35,,161,,
53,facebook,2019-10-08T16:37:38.601+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,560,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,92,0,123,0,0,158,155,172.217.22.35,,407,,
54,facebook,2019-10-08T16:37:38.883+03:00,GET,https://www.google.com/js/bg/SYFE8HXf9-G0ubHoDgAksvOZrafCUQzClDxzbSmfkZk.js,HTTP/1.1,552,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5306,,,94,0,-1,-1,-1,-1,8,172.217.18.4,,103,,
55,facebook,2019-10-08T16:37:38.993+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=yqphbawlfsuj,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1124,,,104,0,-1,-1,-1,-1,0,172.217.18.4,,105,value,
56,facebook,2019-10-08T16:37:39.034+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,564,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,101,0,110,0,0,147,1,172.217.18.4,,250,value,
57,facebook,2019-10-08T16:37:39.184+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5mWyWzEjy9uC1swgE98nwgU6C7UW3q327E2vwXx61rwf24o3Bw5VCwjE3awbG789U2NwlU5ufz81sbzo5-0me220qu0L8uw&__csr=&__req=1&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001267097&__s=aiabpg%3Azxvs4z%3Azoftda&__hsi=6745430340994128992-0&__spin_r=1001267097&__spin_b=trunk&__spin_t=1570542888,HTTP/1.1,827,0,,0,,unknown,0,,,,-1,-1,,,0,0,-1,-1,-1,-1,0,31.13.92.36,,0,value,No response received
58,facebook,2019-10-08T16:37:39.189+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,0,0,-1,-1,-1,-1,0,172.217.22.35,,0,,No response received
