,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.dns,timings.wait,timings.ssl,timings.send,serverIPAddress,comment,time,request.queryString.name,response._error
27,facebook,2019-09-28T18:46:01.900+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yG/r/EDWT5D6CZW0.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,3292,,,3,-1,-1,-1,401,-1,0,157.240.1.23,,406,value,
28,facebook,2019-09-28T18:46:02.010+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iSuz4/y-/l/he_IL/0u06c8RIoL-.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60744,,,319,-1,-1,-1,413,-1,0,157.240.1.23,,733,value,
29,facebook,2019-09-28T18:46:02.011+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iJre4/yw/l/he_IL/5adkNit3zuK.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13874,,,6,-1,-1,-1,99,-1,0,157.240.1.23,,106,value,
30,facebook,2019-09-28T18:46:02.123+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yH/l/he_IL/gFylS2EXD7x.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,15605,,,8,-1,-1,-1,89,-1,0,157.240.1.23,,98,value,
31,facebook,2019-09-28T18:46:02.186+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/x9mvWUy_crF.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4374,,,3,-1,-1,-1,108,-1,0,157.240.1.23,,111,value,
32,facebook,2019-09-28T18:46:02.226+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yr/l/he_IL/CsLqpwK7m82.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13490,,,4,-1,-1,-1,100,-1,0,157.240.1.23,,105,value,
33,facebook,2019-09-28T18:46:02.250+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i5f14/yQ/l/he_IL/DAaf_rYHcvf.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,28967,,,107,-1,-1,-1,91,-1,0,157.240.1.23,,199,value,
34,facebook,2019-09-28T18:46:02.295+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,2,-1,-1,-1,91,-1,0,157.240.1.23,,94,value,
35,facebook,2019-09-28T18:46:02.302+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yj/r/7IfOm1SRTox.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2116,,,4,-1,-1,-1,109,-1,0,157.240.1.23,,114,value,
36,facebook,2019-09-28T18:46:02.307+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,0,2258,18,137,2168,1,157.240.1.35,,2417,,
37,facebook,2019-09-28T18:46:02.387+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,3,-1,-1,-1,98,-1,0,157.240.1.23,,103,,
38,facebook,2019-09-28T18:46:02.414+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1562,55,,,1,-1,-1,-1,121,-1,0,157.240.1.35,,123,,
39,facebook,2019-09-28T18:46:05.661+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1420,43101,,,482,0,3057,29,213,2962,0,157.240.1.35,,3783,value,
40,facebook,2019-09-28T18:46:05.892+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yX/l/0,cross/bfvR9xuXjag.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,164,,,0,-1,-1,-1,115,-1,2,157.240.1.23,,118,value,
41,facebook,2019-09-28T18:46:05.893+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yG/l/0,cross/szkOH61w3V9.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,37267,,,31,-1,-1,-1,391,-1,1,157.240.1.23,,424,value,
42,facebook,2019-09-28T18:46:05.893+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yD/l/0,cross/xxiiEH1LGPY.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,22481,,,100,0,214,0,125,112,1,157.240.1.23,,441,value,
43,facebook,2019-09-28T18:46:05.893+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yU/r/uVMI02gYvfk.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80563,,,392,0,225,0,412,103,0,157.240.1.23,,1031,value,
44,facebook,2019-09-28T18:46:06.123+03:00,GET,https://cx.atdmt.com/?f=AYxnOEgBa48sGySUDTHt7YspjfVFVdt49ZzTfuIN2ZbqPNAGZN2EE89PwPDQvI8WP7USXCYsy2Vl1Zqll9L_cLua&c=873599506&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,537,42,,,1,0,3465,63,151,3361,0,157.240.1.6,,3681,value,
45,facebook,2019-09-28T18:46:10.280+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,440,465,,,3,0,3327,1059,76,3257,0,172.217.22.36,,4467,,
46,facebook,2019-09-28T18:46:10.438+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,4833,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,0,-1,-1,-1,235,-1,1,157.240.1.35,,237,,
47,facebook,2019-09-28T18:46:10.522+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iyLU4/y5/l/he_IL/nHWBLEegsyI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,332251,,,392,-1,-1,-1,126,-1,0,157.240.1.23,,518,value,
48,facebook,2019-09-28T18:46:10.522+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/0rno7UBGrTm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,32167,,,22,-1,-1,-1,128,-1,0,157.240.1.23,,151,value,
49,facebook,2019-09-28T18:46:10.523+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iN2Z4/yB/l/he_IL/1bTxZnWjjdh.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,28375,,,110,-1,-1,-1,142,-1,0,157.240.1.23,,253,value,
50,facebook,2019-09-28T18:46:10.523+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/Eh_MYLPvxke.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4145,,,2,-1,-1,-1,141,-1,0,157.240.1.23,,144,value,
51,facebook,2019-09-28T18:46:13.084+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,488,94031,,,279,0,2657,20,67,2586,0,172.217.18.3,,3025,,
52,facebook,2019-09-28T18:46:13.463+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=e2hub1s19qfl,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,681,9528,,,23,-1,-1,-1,122,-1,0,172.217.22.36,,147,value,
53,facebook,2019-09-28T18:46:13.628+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,481,91705,,,115,-1,-1,-1,71,-1,2,172.217.18.3,,189,,
54,facebook,2019-09-28T18:46:13.817+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,488,94031,,,308,0,183,0,66,110,1,172.217.18.3,,559,,
55,facebook,2019-09-28T18:46:14.232+03:00,GET,https://www.google.com/js/bg/JBwSXsc__bL1AIIwyKh3QnwBHg7D-WM3_5_AwioMKBk.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,487,5282,,,16,-1,-1,-1,369,-1,0,172.217.22.36,,386,,
56,facebook,2019-09-28T18:46:14.422+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=u5dt7ifgw6ii,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,681,1123,,,1,0,185,0,664,93,2,172.217.22.36,,855,value,
57,facebook,2019-09-28T18:46:14.626+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,440,112,,,3,-1,-1,-1,78,-1,1,172.217.22.36,,83,value,
58,facebook,2019-09-28T18:46:14.893+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,488,94031,,,109,-1,-1,-1,73,-1,0,172.217.18.3,,183,,
59,facebook,2019-09-28T18:46:15.184+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5mWyWzEjy9uC1swgE98nwgU6C7UW3q327E2vwXx61rwf24o3Bw5VCwjE3awbG789U2NwlU5ufz81sbzo5-0me220qu0L8uw&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001232246&__s=gpftk6%3Arj9o4t%3Aynm3nc&__hsi=6741752553781244287-0&__spin_r=1001232246&__spin_b=trunk&__spin_t=1569686586,HTTP/1.1,827,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,-1,0,-1,0,157.240.1.35,,0,value,No response received
