,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.ssl,timings.wait,timings.dns,timings.connect,timings.blocked,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
12,facebook,2019-10-08T18:06:10.371+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,0,-1,90,-1,-1,-1,133,31.13.92.14,,224,,
13,facebook,2019-10-08T18:06:10.388+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,0,-1,100,-1,-1,-1,10,31.13.92.14,,112,,
14,facebook,2019-10-08T18:06:10.432+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,1,121,89,0,150,0,3,31.13.92.14,,244,,
15,facebook,2019-10-08T18:06:10.452+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,0,117,85,0,169,0,27,31.13.92.14,,282,,
16,facebook,2019-10-08T18:06:10.559+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yM/l/he_IL/UwuB0Jk9D55.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34959,,,0,-1,95,-1,-1,-1,20,31.13.92.14,,116,value,
17,facebook,2019-10-08T18:06:10.559+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ye/r/5SGT2kBEkqX.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116247,,,0,-1,99,-1,-1,-1,170,31.13.92.14,,269,value,
18,facebook,2019-10-08T18:06:10.560+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/y4/l/he_IL/V6m9_fjueG0.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136839,,,0,-1,119,-1,-1,-1,171,31.13.92.14,,291,value,
19,facebook,2019-10-08T18:06:12.660+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/y7/l/he_IL/rwgfXsuKsef.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60480,,,0,-1,109,-1,-1,-1,105,31.13.92.14,,216,value,
20,facebook,2019-10-08T18:06:12.709+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,2442,143,0,2469,0,0,31.13.92.36,,2614,,
21,facebook,2019-10-08T18:06:12.917+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yO/l/he_IL/cTadSWTe1xu.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,14075,,,0,-1,119,-1,-1,-1,9,31.13.92.14,,129,value,
22,facebook,2019-10-08T18:06:12.918+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yb/l/he_IL/kj6y7WsGkvS.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47039,,,0,-1,130,-1,-1,-1,22,31.13.92.14,,152,value,
23,facebook,2019-10-08T18:06:12.919+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/LT-1HjtH4sU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8229,,,1,-1,97,-1,-1,-1,17,31.13.92.14,,116,value,
24,facebook,2019-10-08T18:06:12.919+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yy/r/qiZUxJ7fKy8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16614,,,0,-1,105,-1,-1,-1,37,31.13.92.14,,144,value,
25,facebook,2019-10-08T18:06:12.920+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iPY24/y7/l/he_IL/81-faHRzwnD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,65838,,,1,-1,130,-1,-1,-1,107,31.13.92.14,,239,value,
26,facebook,2019-10-08T18:06:12.920+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/6srDAE5X5T4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7336,,,0,3053,96,0,3080,0,12,31.13.92.14,,3190,value,
27,facebook,2019-10-08T18:06:13.078+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ioCg4/y8/l/he_IL/AK56KEQ3_Bu.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,142975,,,0,-1,96,-1,-1,-1,162,31.13.92.14,,259,value,
28,facebook,2019-10-08T18:06:13.080+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yc/l/he_IL/8iTMPaoUOuX.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38982,,,1,-1,107,-1,-1,-1,24,31.13.92.14,,133,value,
29,facebook,2019-10-08T18:06:13.081+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ibNQ4/yK/l/he_IL/P-rYuj18Ljt.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,149337,,,0,-1,117,-1,-1,-1,99,31.13.92.14,,216,value,
30,facebook,2019-10-08T18:06:13.083+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,0,-1,112,-1,-1,-1,3,31.13.92.14,,116,value,
31,facebook,2019-10-08T18:06:13.083+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yS/l/he_IL/32nqR03ZYGl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9944,,,0,-1,115,-1,-1,-1,12,31.13.92.14,,128,value,
32,facebook,2019-10-08T18:06:13.101+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,124,-1,-1,-1,0,31.13.92.36,,125,,
33,facebook,2019-10-08T18:06:13.164+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yS/r/NTJlxSdoH1s.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5737,,,0,-1,91,-1,-1,-1,2,31.13.92.14,,95,value,
34,facebook,2019-10-08T18:06:13.236+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,141,-1,-1,-1,0,31.13.92.36,,142,,
35,facebook,2019-10-08T18:06:13.383+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,0,-1,106,-1,-1,-1,0,31.13.92.14,,107,,
36,facebook,2019-10-08T18:06:15.598+03:00,GET,https://cx.atdmt.com/?f=AYy4H4Tljq87dlYlFg4q_7QAsUepRofVfwzEGpEDN12uwWP-J-OOY--ITdjjb5LrIXgVYqz6oQthCZ4w70vNfRA9&c=1741336419&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,539,42,,,10,2012,123,34,2037,0,0,157.240.1.6,,2206,value,
37,facebook,2019-10-08T18:06:15.782+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,44049,,,0,2232,216,0,2258,0,120,31.13.92.36,,2597,value,
38,facebook,2019-10-08T18:06:16.023+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/Y0WQvwq6sLY.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19296,,,0,-1,101,-1,-1,-1,34,31.13.92.14,,136,value,
39,facebook,2019-10-08T18:06:16.023+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yA/l/0,cross/3SwmnDAAzzC.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36688,,,12,-1,92,-1,-1,-1,71,31.13.92.14,,176,value,
40,facebook,2019-10-08T18:06:16.033+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/GpEMsEYd5bN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,131,,,0,-1,100,-1,-1,-1,0,31.13.92.14,,101,value,
41,facebook,2019-10-08T18:06:16.033+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/RE9sbanJiK5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80583,,,0,-1,96,-1,-1,-1,145,31.13.92.14,,241,value,
42,facebook,2019-10-08T18:06:17.423+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,0,1348,100,0,1399,0,0,172.217.18.4,,1502,,
43,facebook,2019-10-08T18:06:17.596+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yd/l/he_IL/K4kWuIajIRI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13966,,,0,-1,148,-1,-1,-1,0,31.13.92.14,,149,value,
44,facebook,2019-10-08T18:06:17.597+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/OJpt53iffhD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,698,,,0,-1,89,-1,-1,-1,1,31.13.92.14,,91,value,
45,facebook,2019-10-08T18:06:17.598+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yy/l/he_IL/Tm7pOcGUOJE.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34889,,,0,-1,142,-1,-1,-1,15,31.13.92.14,,158,value,
46,facebook,2019-10-08T18:06:17.599+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/yT/l/he_IL/-qqmNZNEdNz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60318,,,9,-1,160,-1,-1,-1,20,31.13.92.14,,190,value,
47,facebook,2019-10-08T18:06:17.599+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/xPQp8ix7SAq.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116166,,,1,149,129,0,173,0,146,31.13.92.14,,452,value,
48,facebook,2019-10-08T18:06:17.599+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/yv/l/he_IL/0t3jLr4PPfg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136441,,,0,149,130,0,182,0,180,31.13.92.14,,494,value,
49,facebook,2019-10-08T18:06:17.762+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y3/l/he_IL/jugMn1Z8HH5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38860,,,0,-1,98,-1,-1,-1,65,31.13.92.14,,164,value,
50,facebook,2019-10-08T18:06:18.795+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,0,1226,95,0,1260,0,147,172.217.22.35,,1504,,
51,facebook,2019-10-08T18:06:19.064+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=wecfe2c01l2b,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9968,,,0,-1,130,-1,-1,-1,16,172.217.18.4,,147,value,
52,facebook,2019-10-08T18:06:19.241+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,4,-1,96,-1,-1,-1,100,172.217.22.35,,200,,
53,facebook,2019-10-08T18:06:19.421+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,12,135,86,0,174,0,162,172.217.22.35,,435,,
54,facebook,2019-10-08T18:06:19.711+03:00,GET,https://www.google.com/js/bg/SYFE8HXf9-G0ubHoDgAksvOZrafCUQzClDxzbSmfkZk.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5306,,,0,-1,88,-1,-1,-1,5,172.217.18.4,,94,,
55,facebook,2019-10-08T18:06:19.808+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=crwh6xvjhl39,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1124,,,0,-1,96,-1,-1,-1,2,172.217.18.4,,99,value,
56,facebook,2019-10-08T18:06:19.859+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,0,111,98,0,143,0,1,172.217.18.4,,244,value,
57,facebook,2019-10-08T18:06:19.940+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,0,-1,97,-1,-1,-1,43,172.217.22.35,,141,,
58,facebook,2019-10-08T18:06:19.977+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,0,-1,97,-1,-1,-1,35,172.217.22.35,,133,,
59,facebook,2019-10-08T18:06:20.150+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=1&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001267097&__s=cbw8b4%3A5x4825%3Afqn6k4&__hsi=6745453195267010585-0&__spin_r=1001267097&__spin_b=trunk&__spin_t=1570548209,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,0,-1,0,-1,-1,-1,0,31.13.92.36,,0,value,No response received
