,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.ssl,timings.dns,timings.send,timings.wait,serverIPAddress,comment,time,request.queryString.name,response._error
15,facebook,2019-10-12T16:24:50.079+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yo/l/he_IL/O_fKht9azy1.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,99946,,,72,-1,-1,-1,-1,0,106,31.13.92.14,,179,value,
16,facebook,2019-10-12T16:24:50.079+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y5/r/5ohbmg8qQA9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,30489,,,59,-1,-1,-1,-1,0,117,31.13.92.14,,177,value,
17,facebook,2019-10-12T16:24:50.080+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y2/r/tL-1IuxbSOs.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,52387,,,88,-1,-1,-1,-1,0,123,31.13.92.14,,211,value,
18,facebook,2019-10-12T16:24:51.322+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iDFL4/yA/l/he_IL/ZKeeFEM7Rh0.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,163248,,,182,-1,-1,-1,-1,0,111,31.13.92.14,,294,value,
19,facebook,2019-10-12T16:24:51.360+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,0,1566,1538,0,0,134,31.13.92.36,,1702,,
20,facebook,2019-10-12T16:24:51.688+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/y6/l/he_IL/k08FUo2BmPf.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,23571,,,31,-1,-1,-1,-1,0,105,31.13.92.14,,136,value,
21,facebook,2019-10-12T16:24:51.688+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yV/r/lWODIWSCqaV.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2484,,,0,-1,-1,-1,-1,0,137,31.13.92.14,,138,value,
22,facebook,2019-10-12T16:24:51.689+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/dG4JY8oc_ui.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5790,,,14,-1,-1,-1,-1,0,95,31.13.92.14,,110,value,
23,facebook,2019-10-12T16:24:51.690+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ix5D4/yR/l/he_IL/4kh6bTj4uVF.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,35505,,,64,-1,-1,-1,-1,0,125,31.13.92.14,,190,value,
24,facebook,2019-10-12T16:24:51.692+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i-z24/y5/l/he_IL/yVqCJSIATX8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,27599,,,72,-1,-1,-1,-1,0,92,31.13.92.14,,165,value,
25,facebook,2019-10-12T16:24:51.693+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yO/l/he_IL/4sZ44L7Ayqz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,11459,,,8,-1,-1,-1,-1,0,124,31.13.92.14,,133,value,
26,facebook,2019-10-12T16:24:51.807+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iLU_4/y7/l/he_IL/jTdnzvwnIBW.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,191696,,,117,-1,-1,-1,-1,2,107,31.13.92.14,,227,value,
27,facebook,2019-10-12T16:24:51.839+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iO1G4/yV/l/he_IL/FogCEfhCZIF.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,6232,,,3,-1,-1,-1,-1,0,112,31.13.92.14,,116,value,
28,facebook,2019-10-12T16:24:51.839+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqty4/yw/l/he_IL/nI2XSdw1B27.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34229,,,26,-1,-1,-1,-1,0,126,31.13.92.14,,153,value,
29,facebook,2019-10-12T16:24:51.839+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iop94/yL/l/he_IL/MiZ5VE7zW82.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,14384,,,45,-1,-1,-1,-1,0,113,31.13.92.14,,159,value,
30,facebook,2019-10-12T16:24:51.857+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,-1,-1,-1,0,141,31.13.92.36,,142,,
31,facebook,2019-10-12T16:24:51.861+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iI6R4/yV/l/he_IL/bhdYb1T3OBP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,31964,,,13,-1,-1,-1,-1,0,125,31.13.92.14,,139,value,
32,facebook,2019-10-12T16:24:51.885+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yG/l/he_IL/ODcLV4MNLuC.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,45898,,,71,-1,-1,-1,-1,0,133,31.13.92.14,,205,value,
33,facebook,2019-10-12T16:24:51.959+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/yo1HtzrwOlu.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5319,,,4,-1,-1,-1,-1,0,104,31.13.92.14,,108,value,
34,facebook,2019-10-12T16:24:52.001+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,1,-1,-1,-1,-1,0,121,31.13.92.14,,123,value,
35,facebook,2019-10-12T16:24:52.011+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yR/l/he_IL/FIqOd-kqWWn.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,10981,,,6,-1,-1,-1,-1,0,105,31.13.92.14,,113,value,
36,facebook,2019-10-12T16:24:52.012+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/ayJdS1pEn1C.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,3571,,,4,-1,-1,-1,-1,0,96,31.13.92.14,,100,value,
37,facebook,2019-10-12T16:24:52.048+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,-1,-1,-1,0,123,31.13.92.36,,124,,
38,facebook,2019-10-12T16:24:52.263+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,0,-1,-1,-1,-1,0,106,31.13.92.14,,107,,
39,facebook,2019-10-12T16:24:54.870+03:00,GET,https://cx.atdmt.com/?f=AYwU6sd6tRkFXoYkyvyqMT6b9L-oRusO6vTqPSSM39WNHjaT69hyYYIdQRISFjlXGYnPJUksZEBClNgVB5adnkmD&c=868292644&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,535,42,,,0,0,2563,2536,22,0,151,31.13.92.2,,2738,value,
40,facebook,2019-10-12T16:24:55.447+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,44521,,,136,0,3138,3111,25,0,258,31.13.92.36,,3560,value,
41,facebook,2019-10-12T16:24:55.755+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/GpEMsEYd5bN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,131,,,1,-1,-1,-1,-1,1,144,31.13.92.14,,147,value,
42,facebook,2019-10-12T16:24:55.757+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y4/l/0,cross/V27Eh7Ae0G5.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,12847,,,17,-1,-1,-1,-1,0,126,31.13.92.14,,145,value,
43,facebook,2019-10-12T16:24:55.757+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/sPuijSQIjpP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80884,,,117,-1,-1,-1,-1,1,91,31.13.92.14,,210,value,
44,facebook,2019-10-12T16:24:55.759+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y2/l/0,cross/h79YO-15mYX.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,39382,,,56,-1,-1,-1,-1,0,110,31.13.92.14,,168,value,
45,facebook,2019-10-12T16:25:00.512+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,3090,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,1,-1,-1,-1,-1,0,142,31.13.92.36,,143,,
46,facebook,2019-10-12T16:25:00.559+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,2,0,4804,4754,0,0,106,172.217.18.4,,4914,,
47,facebook,2019-10-12T16:25:00.785+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yG/l/he_IL/C2rdfnuuzwM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,99772,,,82,-1,-1,-1,-1,0,107,31.13.92.14,,191,value,
48,facebook,2019-10-12T16:25:00.786+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/xySBihMJacJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2466,,,3,-1,-1,-1,-1,0,107,31.13.92.14,,111,value,
49,facebook,2019-10-12T16:25:00.787+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yN/l/he_IL/12qn2khst7s.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,23448,,,55,-1,-1,-1,-1,0,142,31.13.92.14,,199,value,
50,facebook,2019-10-12T16:25:00.788+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iDFL4/yV/l/he_IL/YCq2rMVAOEr.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,162809,,,193,-1,-1,-1,-1,0,125,31.13.92.14,,319,value,
51,facebook,2019-10-12T16:25:00.903+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yu/r/wnLfF7HhDR3.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,52324,,,31,-1,-1,-1,-1,1,130,31.13.92.14,,164,value,
52,facebook,2019-10-12T16:25:00.976+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iO1G4/yw/l/he_IL/-eqlaODzE8I.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,6217,,,5,-1,-1,-1,-1,0,95,31.13.92.14,,100,value,
53,facebook,2019-10-12T16:25:01.451+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,189,0,764,736,1,0,95,172.217.22.67,,1052,,
54,facebook,2019-10-12T16:25:01.790+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=bptfmdmmn601,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9596,,,25,-1,-1,-1,-1,1,122,172.217.18.4,,149,value,
55,facebook,2019-10-12T16:25:01.962+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,92,-1,-1,-1,-1,0,81,172.217.22.67,,174,,
56,facebook,2019-10-12T16:25:02.120+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,150,0,164,139,0,1,100,172.217.22.67,,417,,
57,facebook,2019-10-12T16:25:02.409+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5384,,,3,-1,-1,-1,-1,0,95,172.217.18.4,,100,,
58,facebook,2019-10-12T16:25:02.512+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=8n7imnks04u4,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1126,,,1,-1,-1,-1,-1,0,103,172.217.18.4,,105,value,
59,facebook,2019-10-12T16:25:02.551+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,0,0,138,111,0,0,100,172.217.18.4,,240,value,
60,facebook,2019-10-12T16:25:02.631+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,131,-1,-1,-1,-1,0,93,172.217.22.67,,225,,
61,facebook,2019-10-12T16:25:02.675+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,65,-1,-1,-1,-1,0,147,172.217.22.67,,213,,
62,facebook,2019-10-12T16:25:02.903+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001288592&__s=zh53r1%3Ayh1lph%3Amltenx&__hsi=6746911434751924923-0&__spin_r=1001288592&__spin_b=trunk&__spin_t=1570887732,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,-1,-1,0,0,31.13.92.36,,0,value,No response received
