,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.dns,timings.send,timings.ssl,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name
10,facebook,2019-10-12T08:23:43.426+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/y8/r/dF5SId3UHWd.svg,HTTP/1.1,410,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,1085,1030,,,86,0,0,159,181,1,0,157.240.1.23,,270,
11,facebook,2019-10-12T08:23:43.465+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,521,42565,,,97,0,0,170,199,60,0,157.240.1.23,,358,
12,facebook,2019-10-12T08:23:43.518+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,106343,,,82,-1,0,-1,-1,133,-1,157.240.1.23,,216,
13,facebook,2019-10-12T08:23:43.629+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/YQNfPR9MJfx.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,519,925,,,85,-1,0,-1,-1,1,-1,157.240.1.23,,87,
14,facebook,2019-10-12T08:23:43.663+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,17094,,,93,0,0,114,141,42,0,157.240.1.23,,278,
15,facebook,2019-10-12T08:23:43.663+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,14105,,,87,0,1,115,139,8,0,157.240.1.23,,236,
16,facebook,2019-10-12T08:23:43.693+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yK/l/he_IL/kebipu7jKNP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,348948,,,91,-1,0,-1,-1,144,-1,157.240.1.23,,236,value
17,facebook,2019-10-12T08:23:44.067+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/y5/l/he_IL/oCzfxaJWeI7.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,17358,,,95,-1,0,-1,-1,12,-1,157.240.1.23,,109,value
18,facebook,2019-10-12T08:23:44.068+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ya/r/W9D9bG0TcGJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,16635,,,84,-1,0,-1,-1,48,-1,157.240.1.23,,133,value
19,facebook,2019-10-12T08:23:44.070+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/LT-1HjtH4sU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,8229,,,85,-1,0,-1,-1,4,-1,157.240.1.23,,90,value
20,facebook,2019-10-12T08:23:44.070+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/yF/l/he_IL/aTx0KAcULDC.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,16069,,,88,-1,0,-1,-1,6,-1,157.240.1.23,,95,value
21,facebook,2019-10-12T08:23:44.073+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/6srDAE5X5T4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,7336,,,126,-1,0,-1,-1,3,-1,157.240.1.23,,130,value
22,facebook,2019-10-12T08:23:44.165+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yF/l/he_IL/e__dq0qkm6O.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,38673,,,119,-1,0,-1,-1,49,-1,157.240.1.23,,169,value
23,facebook,2019-10-12T08:23:44.173+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/yI/l/he_IL/CyJR3gPZyrL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,4122,,,112,-1,0,-1,-1,7,-1,157.240.1.23,,120,value
24,facebook,2019-10-12T08:23:44.180+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yJ/r/GMuvW6fMoph.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,4811,,,104,-1,0,-1,-1,8,-1,157.240.1.23,,113,value
25,facebook,2019-10-12T08:23:44.187+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,117,-1,0,-1,-1,0,-1,157.240.1.35,,119,
26,facebook,2019-10-12T08:23:44.205+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,2394,,,87,-1,0,-1,-1,0,-1,157.240.1.23,,88,value
27,facebook,2019-10-12T08:23:44.208+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yS/l/he_IL/32nqR03ZYGl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,9944,,,83,-1,0,-1,-1,7,-1,157.240.1.23,,91,value
28,facebook,2019-10-12T08:23:44.304+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ye/r/233ChOovuGQ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,5907,,,81,-1,0,-1,-1,3,-1,157.240.1.23,,85,value
29,facebook,2019-10-12T08:23:44.332+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,518,43,,,90,-1,0,-1,-1,0,-1,157.240.1.23,,91,
30,facebook,2019-10-12T08:23:45.488+03:00,GET,https://cx.atdmt.com/?f=AYyk7i7qt_CEiPR4TlrLHzy7ytQ5nC8U9i-jC0sAYtoA8myADyNGY46_nr6x4fLdgMyqV_1gWrnzIrswyZE4oNSX&c=295902803&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,537,42,,,127,27,0,1083,1111,0,0,157.240.1.6,,1267,value
31,facebook,2019-10-12T08:23:46.380+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yg/l/he_IL/IUpCV4PbO1k.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,47070,,,93,-1,0,-1,-1,61,-1,157.240.1.23,,155,value
32,facebook,2019-10-12T08:23:46.426+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,119,0,0,2918,2940,1,0,157.240.1.35,,3062,
