,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.receive,timings.connect,timings.wait,timings.ssl,timings.send,timings.dns,serverIPAddress,comment,time,request.queryString.name,response._error
13,facebook,2019-09-28T18:48:45.129+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/FCL54XJbMl1.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,98852,,,0,386,184,103,94,1,0,157.240.1.23,,675,,
14,facebook,2019-09-28T18:48:45.137+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yq/r/4VKqg5G-mwJ.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14156,,,0,7,191,108,95,1,0,157.240.1.23,,308,,
15,facebook,2019-09-28T18:48:45.173+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yo/r/8qvpTissqcf.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1506,,,-1,1,-1,95,-1,0,-1,157.240.1.23,,97,,
16,facebook,2019-09-28T18:48:45.189+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/kXi20P20rol.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17241,,,0,94,202,98,106,1,0,157.240.1.23,,396,,
17,facebook,2019-09-28T18:48:45.237+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iyLU4/y5/l/he_IL/nHWBLEegsyI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,332251,,,-1,341,-1,96,-1,0,-1,157.240.1.23,,438,value,
18,facebook,2019-09-28T18:48:45.852+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3igfX4/y3/l/he_IL/MsohL9sFE5e.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,18571,,,-1,46,-1,89,-1,0,-1,157.240.1.23,,136,value,
19,facebook,2019-09-28T18:48:45.853+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yg/r/Nn-CtpnbA7n.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17384,,,-1,122,-1,91,-1,0,-1,157.240.1.23,,214,value,
20,facebook,2019-09-28T18:48:45.855+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iN2Z4/yB/l/he_IL/1bTxZnWjjdh.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,28375,,,-1,122,-1,110,-1,0,-1,157.240.1.23,,233,value,
21,facebook,2019-09-28T18:48:45.855+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i5f14/yQ/l/he_IL/DAaf_rYHcvf.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,28967,,,-1,132,-1,99,-1,0,-1,157.240.1.23,,233,value,
22,facebook,2019-09-28T18:48:45.855+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/y3/l/he_IL/wSoaFW7wWeN.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7081,,,-1,4,-1,117,-1,0,-1,157.240.1.23,,122,value,
23,facebook,2019-09-28T18:48:45.982+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/Eh_MYLPvxke.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4145,,,-1,0,-1,108,-1,0,-1,157.240.1.23,,109,value,
24,facebook,2019-09-28T18:48:45.994+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yb/l/he_IL/GyR83-qaiWl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,35760,,,-1,26,-1,95,-1,0,-1,157.240.1.23,,122,value,
25,facebook,2019-09-28T18:48:46.023+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1562,55,,,-1,0,-1,193,-1,0,-1,157.240.1.35,,194,,
26,facebook,2019-09-28T18:48:46.070+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iNz24/yg/l/he_IL/53HXKa4Btdy.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4543,,,-1,5,-1,90,-1,0,-1,157.240.1.23,,96,value,
27,facebook,2019-09-28T18:48:46.092+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iSuz4/y-/l/he_IL/0u06c8RIoL-.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60744,,,-1,163,-1,99,-1,0,-1,157.240.1.23,,264,value,
28,facebook,2019-09-28T18:48:46.092+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yG/r/EDWT5D6CZW0.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,3292,,,-1,3,-1,91,-1,0,-1,157.240.1.23,,95,value,
29,facebook,2019-09-28T18:48:46.098+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iJre4/yw/l/he_IL/5adkNit3zuK.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13874,,,-1,12,-1,100,-1,0,-1,157.240.1.23,,113,value,
30,facebook,2019-09-28T18:48:46.121+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yH/l/he_IL/gFylS2EXD7x.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,15605,,,-1,13,-1,94,-1,0,-1,157.240.1.23,,108,value,
31,facebook,2019-09-28T18:48:46.170+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/x9mvWUy_crF.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4374,,,-1,4,-1,87,-1,0,-1,157.240.1.23,,92,value,
32,facebook,2019-09-28T18:48:46.191+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yr/l/he_IL/CsLqpwK7m82.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13490,,,-1,10,-1,91,-1,0,-1,157.240.1.23,,102,value,
33,facebook,2019-09-28T18:48:46.217+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,-1,1,-1,112,-1,0,-1,157.240.1.23,,114,value,
34,facebook,2019-09-28T18:48:46.230+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1562,55,,,-1,1,-1,129,-1,0,-1,157.240.1.35,,131,,
35,facebook,2019-09-28T18:48:46.414+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,-1,1,-1,110,-1,0,-1,157.240.1.23,,112,,
36,facebook,2019-09-28T18:48:46.884+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/0rno7UBGrTm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,32167,,,-1,363,-1,100,-1,0,-1,157.240.1.23,,464,value,
37,facebook,2019-09-28T18:48:46.955+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,0,2053,413,1955,0,0,157.240.1.35,,2469,,
38,facebook,2019-09-28T18:48:48.963+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1420,43099,,,0,206,2419,212,2311,0,0,157.240.1.35,,2840,value,
39,facebook,2019-09-28T18:48:49.195+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yX/l/0,cross/bfvR9xuXjag.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,164,,,-1,1,-1,91,-1,0,-1,157.240.1.23,,93,value,
40,facebook,2019-09-28T18:48:49.195+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yG/l/0,cross/szkOH61w3V9.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,37267,,,-1,205,-1,94,-1,0,-1,157.240.1.23,,300,value,
41,facebook,2019-09-28T18:48:49.197+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yU/r/uVMI02gYvfk.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80563,,,-1,320,-1,100,-1,0,-1,157.240.1.23,,421,value,
42,facebook,2019-09-28T18:48:49.251+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yD/l/0,cross/xxiiEH1LGPY.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,22481,,,-1,97,-1,89,-1,0,-1,157.240.1.23,,188,value,
43,facebook,2019-09-28T18:48:49.308+03:00,GET,https://cx.atdmt.com/?f=AYwPNLtPoEqFV5bk6NjFiLwIiz0OF_X7vDv1skmwdBiBZBCp-1GyU2iDnX93vgI-UisyYnYCybUn8M609pnJ7Ekr&c=343996070&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,536,42,,,0,0,2709,128,2618,0,47,157.240.1.6,,2886,value,
44,facebook,2019-09-28T18:48:50.043+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,440,465,,,0,9,847,74,779,0,0,172.217.22.36,,932,,
45,facebook,2019-09-28T18:48:50.276+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iyLU4/y5/l/he_IL/nHWBLEegsyI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,332251,,,-1,379,-1,88,-1,0,-1,157.240.1.23,,468,value,
46,facebook,2019-09-28T18:48:50.277+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/0rno7UBGrTm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,32167,,,-1,35,-1,91,-1,0,-1,157.240.1.23,,128,value,
47,facebook,2019-09-28T18:48:50.277+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iN2Z4/yB/l/he_IL/1bTxZnWjjdh.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,28375,,,-1,133,-1,92,-1,0,-1,157.240.1.23,,226,value,
48,facebook,2019-09-28T18:48:50.278+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/Eh_MYLPvxke.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4145,,,-1,2,-1,99,-1,0,-1,157.240.1.23,,102,value,
49,facebook,2019-09-28T18:48:52.167+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,488,94031,,,0,307,2001,432,1925,0,0,172.217.18.3,,2742,,
50,facebook,2019-09-28T18:48:52.941+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=9irgb6eknoo5,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,681,9424,,,-1,20,-1,86,-1,0,-1,172.217.22.36,,108,value,
51,facebook,2019-09-28T18:48:53.067+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,481,91705,,,-1,84,-1,75,-1,1,-1,172.217.18.3,,161,,
52,facebook,2019-09-28T18:48:53.224+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,488,94031,,,0,301,151,83,75,0,0,172.217.18.3,,536,,
53,facebook,2019-09-28T18:48:53.641+03:00,GET,https://www.google.com/js/bg/JBwSXsc__bL1AIIwyKh3QnwBHg7D-WM3_5_AwioMKBk.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,487,5282,,,-1,8,-1,70,-1,0,-1,172.217.22.36,,79,,
54,facebook,2019-09-28T18:48:53.723+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,440,112,,,-1,1,-1,113,-1,0,-1,172.217.22.36,,115,value,
55,facebook,2019-09-28T18:48:53.844+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=zep05ab72sb2,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,681,1124,,,0,2,197,84,109,0,0,172.217.22.36,,285,value,
56,facebook,2019-09-28T18:48:53.964+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,488,-1,,,-1,0,-1,65,-1,0,-1,172.217.18.3,,65,,
57,facebook,2019-09-28T18:48:54.014+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=1&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001232246&__s=hdig7x%3Anehohm%3Aernrkm&__hsi=6741753278242747792-0&__spin_r=1001232246&__spin_b=trunk&__spin_t=1569686755,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,-1,0,-1,0,-1,0,-1,157.240.1.35,,0,value,No response received
