,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.receive,timings.connect,timings.dns,timings.wait,timings.ssl,timings.send,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-10-12T16:17:26.881+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,0,1,234,0,105,208,0,31.13.92.14,,342,,
11,facebook,2019-10-12T16:17:27.000+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yw/r/l-suYkrVcIw.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,80064,,,-1,113,-1,-1,112,-1,0,31.13.92.14,,226,,
12,facebook,2019-10-12T16:17:27.063+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y8/r/xPbeceSA7aR.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,15503,,,-1,8,-1,-1,108,-1,0,31.13.92.14,,117,,
13,facebook,2019-10-12T16:17:27.127+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,0,1,159,0,97,132,0,31.13.92.14,,258,,
14,facebook,2019-10-12T16:17:27.137+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/2JUW_O4RBU4.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,18256,,,0,23,168,0,101,142,0,31.13.92.14,,294,,
15,facebook,2019-10-12T16:17:27.197+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yG/l/he_IL/C2rdfnuuzwM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,99772,,,-1,80,-1,-1,95,-1,0,31.13.92.14,,176,value,
16,facebook,2019-10-12T16:17:27.199+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yu/r/wnLfF7HhDR3.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,52324,,,-1,130,-1,-1,88,-1,0,31.13.92.14,,218,value,
17,facebook,2019-10-12T16:17:27.201+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yw/r/H2indV4tLkk.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,30462,,,-1,55,-1,-1,122,-1,0,31.13.92.14,,178,value,
18,facebook,2019-10-12T16:17:30.863+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iDFL4/yV/l/he_IL/YCq2rMVAOEr.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,162809,,,-1,285,-1,-1,101,-1,0,31.13.92.14,,387,value,
19,facebook,2019-10-12T16:17:30.964+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,0,4062,0,133,4032,0,31.13.92.36,,4198,,
20,facebook,2019-10-12T16:17:31.347+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yN/l/he_IL/12qn2khst7s.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,23448,,,-1,19,-1,-1,94,-1,0,31.13.92.14,,115,value,
21,facebook,2019-10-12T16:17:31.351+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/xySBihMJacJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2466,,,-1,6,-1,-1,111,-1,0,31.13.92.14,,118,value,
22,facebook,2019-10-12T16:17:31.351+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/mWQ7ueAX0oY.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5754,,,-1,9,-1,-1,139,-1,1,31.13.92.14,,150,value,
23,facebook,2019-10-12T16:17:31.351+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ix5D4/yU/l/he_IL/4A_AIRvK6i6.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,35402,,,-1,16,-1,-1,125,-1,0,31.13.92.14,,143,value,
24,facebook,2019-10-12T16:17:31.352+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i-z24/yd/l/he_IL/IdNhFImyk-m.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,27563,,,-1,57,-1,-1,116,-1,0,31.13.92.14,,174,value,
25,facebook,2019-10-12T16:17:31.352+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yg/l/he_IL/wEwODJ1J_8t.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,11433,,,-1,10,-1,-1,146,-1,0,31.13.92.14,,157,value,
26,facebook,2019-10-12T16:17:31.454+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iLU_4/y1/l/he_IL/qH31EnYY7Iq.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,191593,,,-1,103,-1,-1,117,-1,0,31.13.92.14,,221,value,
27,facebook,2019-10-12T16:17:31.469+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iO1G4/yw/l/he_IL/-eqlaODzE8I.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,6217,,,-1,6,-1,-1,106,-1,0,31.13.92.14,,114,value,
28,facebook,2019-10-12T16:17:31.504+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqty4/yL/l/he_IL/g7vSSzA2nKh.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34121,,,-1,18,-1,-1,106,-1,0,31.13.92.14,,125,value,
29,facebook,2019-10-12T16:17:31.505+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iop94/yH/l/he_IL/RPBHgYyeirq.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,14341,,,-1,8,-1,-1,113,-1,0,31.13.92.14,,122,value,
30,facebook,2019-10-12T16:17:31.514+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iI6R4/yF/l/he_IL/XJKDMvfVahn.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,31895,,,-1,47,-1,-1,112,-1,0,31.13.92.14,,160,value,
31,facebook,2019-10-12T16:17:31.533+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yH/l/he_IL/-ky5JgleyuC.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,45848,,,-1,75,-1,-1,106,-1,0,31.13.92.14,,183,value,
32,facebook,2019-10-12T16:17:31.554+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,2,-1,-1,124,-1,0,31.13.92.36,,127,,
33,facebook,2019-10-12T16:17:31.593+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yV/r/XT3rtN-i0ND.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5273,,,-1,4,-1,-1,99,-1,0,31.13.92.14,,103,value,
34,facebook,2019-10-12T16:17:31.634+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,-1,0,-1,-1,95,-1,0,31.13.92.14,,96,value,
35,facebook,2019-10-12T16:17:31.635+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yz/l/he_IL/N-1s1LbbNnd.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,10911,,,-1,6,-1,-1,96,-1,0,31.13.92.14,,103,value,
36,facebook,2019-10-12T16:17:31.680+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/fiIu-TlLO0o.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,3560,,,-1,3,-1,-1,96,-1,0,31.13.92.14,,99,value,
37,facebook,2019-10-12T16:17:31.690+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,1,-1,-1,120,-1,0,31.13.92.36,,122,,
38,facebook,2019-10-12T16:17:32.053+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,-1,0,-1,-1,111,-1,0,31.13.92.14,,112,,
39,facebook,2019-10-12T16:17:32.842+03:00,GET,https://cx.atdmt.com/?f=AYzpLLurcRM2DkGryf8_J1Tny3YhudOxAOguvqLJq26IrlKGqE-Sl-WklWaMvU5h_XPqz_wwC5utB4IkMaIVkE-E&c=693929549&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,536,42,,,0,0,747,0,132,705,0,31.13.92.2,,881,value,
40,facebook,2019-10-12T16:17:34.492+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,44527,,,0,125,2356,35,242,2338,1,31.13.92.36,,2761,value,
41,facebook,2019-10-12T16:17:34.774+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/GpEMsEYd5bN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,131,,,-1,0,-1,-1,112,-1,1,31.13.92.14,,114,value,
42,facebook,2019-10-12T16:17:34.775+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y2/l/0,cross/h79YO-15mYX.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,39382,,,-1,21,-1,-1,112,-1,0,31.13.92.14,,134,value,
43,facebook,2019-10-12T16:17:34.776+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y4/l/0,cross/V27Eh7Ae0G5.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,12847,,,-1,8,-1,-1,102,-1,0,31.13.92.14,,111,value,
44,facebook,2019-10-12T16:17:34.807+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/sPuijSQIjpP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80884,,,-1,72,-1,-1,101,-1,0,31.13.92.14,,174,value,
45,facebook,2019-10-12T16:17:39.681+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,0,4,4864,37,123,4835,0,172.217.18.4,,5031,,
46,facebook,2019-10-12T16:17:39.926+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yG/l/he_IL/C2rdfnuuzwM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,99772,,,-1,119,-1,-1,96,-1,0,31.13.92.14,,215,value,
47,facebook,2019-10-12T16:17:39.927+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/xySBihMJacJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2466,,,-1,0,-1,-1,144,-1,0,31.13.92.14,,145,value,
48,facebook,2019-10-12T16:17:39.928+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yN/l/he_IL/12qn2khst7s.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,23448,,,-1,28,-1,-1,148,-1,0,31.13.92.14,,178,value,
49,facebook,2019-10-12T16:17:39.928+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iDFL4/yV/l/he_IL/YCq2rMVAOEr.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,162809,,,-1,167,-1,-1,130,-1,0,31.13.92.14,,298,value,
50,facebook,2019-10-12T16:17:40.082+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yu/r/wnLfF7HhDR3.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,52324,,,-1,38,-1,-1,106,-1,0,31.13.92.14,,145,value,
51,facebook,2019-10-12T16:17:40.132+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,3064,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,-1,0,-1,-1,182,-1,0,31.13.92.36,,183,,
52,facebook,2019-10-12T16:17:40.199+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iO1G4/yw/l/he_IL/-eqlaODzE8I.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,6217,,,-1,3,-1,-1,107,-1,0,31.13.92.14,,111,value,
53,facebook,2019-10-12T16:17:42.781+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,0,146,2939,0,92,2913,0,172.217.22.35,,3179,,
54,facebook,2019-10-12T16:17:43.051+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=7amcbzv0veke,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9552,,,-1,20,-1,-1,118,-1,0,172.217.18.4,,139,value,
55,facebook,2019-10-12T16:17:43.201+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,-1,59,-1,-1,85,-1,0,172.217.22.35,,145,,
56,facebook,2019-10-12T16:17:43.338+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,0,152,145,0,90,116,0,172.217.22.35,,389,,
57,facebook,2019-10-12T16:17:43.616+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5384,,,-1,3,-1,-1,92,-1,0,172.217.18.4,,97,,
58,facebook,2019-10-12T16:17:43.716+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,-1,7,-1,-1,90,-1,0,172.217.18.4,,99,value,
59,facebook,2019-10-12T16:17:43.765+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=oyx453mdyw3w,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1121,,,0,1,144,0,95,110,0,172.217.18.4,,243,value,
60,facebook,2019-10-12T16:17:43.841+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,-1,58,-1,-1,88,-1,0,172.217.22.35,,147,,
61,facebook,2019-10-12T16:17:43.873+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,-1,59,-1,-1,92,-1,0,172.217.22.35,,152,,
62,facebook,2019-10-12T16:17:44.071+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001288592&__s=3hzj8m%3Ag1wk49%3Atvke0f&__hsi=6746909519767563262-0&__spin_r=1001288592&__spin_b=trunk&__spin_t=1570887286,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,-1,0,-1,-1,0,-1,0,31.13.92.36,,0,value,No response received
