,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.blocked,timings.receive,timings.dns,timings.ssl,timings.send,timings.wait,serverIPAddress,comment,time,request.queryString.name,response._error
25,facebook,2019-10-12T08:26:19.432+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yJ/r/GMuvW6fMoph.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,4811,,,-1,-1,3,-1,-1,0,80,157.240.1.23,,84,value,
26,facebook,2019-10-12T08:26:19.433+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,2394,,,-1,-1,0,-1,-1,0,97,157.240.1.23,,98,value,
27,facebook,2019-10-12T08:26:19.433+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yk/l/he_IL/F0CGTpIzsw9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,17789,,,-1,-1,42,-1,-1,0,82,157.240.1.23,,125,value,
28,facebook,2019-10-12T08:26:19.447+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1405,55,,,-1,-1,0,-1,-1,0,103,157.240.1.35,,104,,
29,facebook,2019-10-12T08:26:19.479+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yS/l/he_IL/32nqR03ZYGl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,9944,,,-1,-1,12,-1,-1,0,81,157.240.1.23,,94,value,
30,facebook,2019-10-12T08:26:19.540+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ye/r/233ChOovuGQ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,5907,,,-1,-1,3,-1,-1,0,80,157.240.1.23,,84,value,
31,facebook,2019-10-12T08:26:19.555+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,-1,0,-1,-1,0,117,157.240.1.35,,119,,
32,facebook,2019-10-12T08:26:19.702+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,518,43,,,-1,-1,0,-1,-1,0,100,157.240.1.23,,101,,
33,facebook,2019-10-12T08:26:20.868+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43691,,,1111,0,101,0,1078,0,196,157.240.1.35,,1410,value,
34,facebook,2019-10-12T08:26:21.081+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,30745,,,-1,-1,41,-1,-1,1,98,157.240.1.23,,141,value,
35,facebook,2019-10-12T08:26:21.081+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/sPuijSQIjpP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,80884,,,158,0,130,0,121,0,110,157.240.1.23,,401,value,
36,facebook,2019-10-12T08:26:21.083+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/mOsfnMuZ_Ej.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,36856,,,-1,-1,18,-1,-1,0,106,157.240.1.23,,125,value,
37,facebook,2019-10-12T08:26:21.900+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,817,0,0,0,772,0,110,172.217.21.228,,930,,
38,facebook,2019-10-12T08:26:22.302+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,533,153,,,-1,-1,0,-1,-1,0,89,157.240.1.23,,90,value,
39,facebook,2019-10-12T08:26:22.350+03:00,GET,https://cx.atdmt.com/?f=AYz4xGozCOmfjcmMGbSnulcNWXlTEq2G5FcXmCYhzOc_9uqgM8IwxORXdJPgeOshpvtVOezKph-2_0x7XpDUQLPJ&c=1891208852&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,537,42,,,2590,0,0,0,2561,0,124,157.240.1.6,,2716,value,
40,facebook,2019-10-12T08:26:22.448+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yP/l/he_IL/mXPf-qaonmW.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,17237,,,-1,-1,11,-1,-1,0,99,157.240.1.23,,110,value,
41,facebook,2019-10-12T08:26:22.448+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/y-/l/he_IL/W-woTzJGqSB.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,348418,,,-1,-1,150,-1,-1,0,104,157.240.1.23,,255,value,
42,facebook,2019-10-12T08:26:22.449+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y-/l/he_IL/eGwNTDKtx18.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,38551,,,-1,-1,19,-1,-1,0,92,157.240.1.23,,112,value,
43,facebook,2019-10-12T08:26:22.449+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/itt5OggiRv_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,594,697,,,-1,-1,1,-1,-1,0,91,157.240.1.23,,93,value,
44,facebook,2019-10-12T08:26:26.128+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,4106,0,136,0,4080,0,107,172.217.22.67,,4351,,
45,facebook,2019-10-12T08:26:26.398+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=2m6i7byt99jz,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9484,,,-1,-1,20,-1,-1,0,106,172.217.21.228,,127,value,
46,facebook,2019-10-12T08:26:26.553+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,-1,-1,40,-1,-1,0,90,172.217.22.67,,131,,
47,facebook,2019-10-12T08:26:26.690+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,-1,-1,54,-1,-1,0,91,172.217.22.67,,146,,
48,facebook,2019-10-12T08:26:26.865+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,-1,-1,3,-1,-1,0,102,172.217.21.228,,106,,
49,facebook,2019-10-12T08:26:26.974+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=eyhy2aei9ihd,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1122,,,-1,-1,1,-1,-1,0,94,172.217.21.228,,96,value,
50,facebook,2019-10-12T08:26:27.021+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,151,0,0,0,115,0,101,172.217.21.228,,254,value,
51,facebook,2019-10-12T08:26:27.147+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=1&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001287745&__s=pf8wwv%3Atpc92b%3A3zi2gi&__hsi=6746788117918470310-0&__spin_r=1001287745&__spin_b=trunk&__spin_t=1570859020,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,-1,-1,0,0,157.240.1.35,,0,value,No response received
52,facebook,2019-10-12T08:26:27.155+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,-1,-1,0,0,172.217.22.67,,0,,No response received
