,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.ssl,timings.dns,timings.send,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
25,facebook,2019-10-12T15:46:43.476+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,120,3736,0,0,3762,1,0,31.13.92.36,,3885,,
26,facebook,2019-10-12T15:46:43.576+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iLU_4/y3/l/he_IL/5LgeP3eN4h8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,191563,,,87,-1,-1,0,-1,127,-1,31.13.92.14,,215,value,
27,facebook,2019-10-12T15:46:43.576+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iO1G4/yq/l/he_IL/Pvo9-g3hWm_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,6217,,,97,-1,-1,0,-1,4,-1,31.13.92.14,,102,value,
28,facebook,2019-10-12T15:46:43.592+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqty4/yG/l/he_IL/C-b9gMT4F4V.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34199,,,104,-1,-1,0,-1,83,-1,31.13.92.14,,188,value,
29,facebook,2019-10-12T15:46:43.592+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iop94/yk/l/he_IL/5NG-09tAv6E.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,14310,,,108,-1,-1,0,-1,8,-1,31.13.92.14,,117,value,
30,facebook,2019-10-12T15:46:43.608+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iI6R4/yn/l/he_IL/O5xuJMnk1s2.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,31918,,,115,-1,-1,0,-1,56,-1,31.13.92.14,,172,value,
31,facebook,2019-10-12T15:46:43.608+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yG/l/he_IL/ODcLV4MNLuC.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,45898,,,107,-1,-1,0,-1,57,-1,31.13.92.14,,164,value,
32,facebook,2019-10-12T15:46:43.625+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,131,-1,-1,0,-1,0,-1,31.13.92.36,,132,,
33,facebook,2019-10-12T15:46:43.699+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/y2iOX7W8OzI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5302,,,89,-1,-1,0,-1,3,-1,31.13.92.14,,93,value,
34,facebook,2019-10-12T15:46:43.717+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,95,-1,-1,0,-1,1,-1,31.13.92.14,,97,value,
35,facebook,2019-10-12T15:46:43.792+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yR/l/he_IL/FIqOd-kqWWn.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,10981,,,99,-1,-1,1,-1,5,-1,31.13.92.14,,106,value,
36,facebook,2019-10-12T15:46:43.793+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/ayJdS1pEn1C.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,3571,,,104,-1,-1,0,-1,1,-1,31.13.92.14,,107,value,
37,facebook,2019-10-12T15:46:43.808+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,124,-1,-1,0,-1,0,-1,31.13.92.36,,126,,
38,facebook,2019-10-12T15:46:44.046+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,107,-1,-1,0,-1,0,-1,31.13.92.14,,108,,
39,facebook,2019-10-12T15:46:45.005+03:00,GET,https://cx.atdmt.com/?f=AYx_r0HT9VudqLax-8N5JJIQas1xrU24FAkqsMJaDrPAQW1riPtGyor4X06eI28uTsbm2kKb463Gm0p_BaMECpbo&c=906651839&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,536,42,,,140,866,31,0,903,0,0,31.13.92.2,,1076,value,
40,facebook,2019-10-12T15:46:45.661+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,44508,,,252,1558,0,0,1591,133,0,31.13.92.36,,1979,value,
41,facebook,2019-10-12T15:46:45.953+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/GpEMsEYd5bN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,131,,,135,-1,-1,0,-1,0,-1,31.13.92.14,,137,value,
42,facebook,2019-10-12T15:46:45.954+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y2/l/0,cross/h79YO-15mYX.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,39382,,,109,-1,-1,1,-1,69,-1,31.13.92.14,,179,value,
43,facebook,2019-10-12T15:46:45.955+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/sPuijSQIjpP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80884,,,103,-1,-1,0,-1,73,-1,31.13.92.14,,178,value,
44,facebook,2019-10-12T15:46:45.956+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y4/l/0,cross/V27Eh7Ae0G5.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,12847,,,128,-1,-1,1,-1,5,-1,31.13.92.14,,134,value,
45,facebook,2019-10-12T15:46:48.849+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,109,2852,0,0,2896,0,0,172.217.18.4,,3008,,
46,facebook,2019-10-12T15:46:49.062+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yG/l/he_IL/C2rdfnuuzwM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,99772,,,119,-1,-1,0,-1,63,-1,31.13.92.14,,183,value,
47,facebook,2019-10-12T15:46:49.063+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/xySBihMJacJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2466,,,103,-1,-1,0,-1,1,-1,31.13.92.14,,105,value,
48,facebook,2019-10-12T15:46:49.064+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yN/l/he_IL/12qn2khst7s.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,23448,,,112,-1,-1,0,-1,9,-1,31.13.92.14,,122,value,
49,facebook,2019-10-12T15:46:49.064+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iDFL4/yV/l/he_IL/YCq2rMVAOEr.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,162809,,,123,-1,-1,0,-1,145,-1,31.13.92.14,,269,value,
50,facebook,2019-10-12T15:46:49.064+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yu/r/wnLfF7HhDR3.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,52324,,,104,132,0,1,161,96,0,31.13.92.14,,363,value,
51,facebook,2019-10-12T15:46:49.065+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iO1G4/yw/l/he_IL/-eqlaODzE8I.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,6217,,,102,127,0,0,151,3,0,31.13.92.14,,258,value,
52,facebook,2019-10-12T15:46:52.096+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,3078,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,114,-1,-1,0,-1,0,-1,31.13.92.36,,115,,
53,facebook,2019-10-12T15:46:52.787+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,92,3771,27,0,3799,142,0,172.217.22.35,,4063,,
54,facebook,2019-10-12T15:46:53.066+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=6aua4a9nyp6t,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9848,,,116,-1,-1,0,-1,15,-1,172.217.18.4,,132,value,
55,facebook,2019-10-12T15:46:53.227+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,93,-1,-1,1,-1,49,-1,172.217.22.35,,144,,
56,facebook,2019-10-12T15:46:53.373+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,130,-1,-1,0,-1,41,-1,172.217.22.35,,171,,
57,facebook,2019-10-12T15:46:53.573+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5384,,,96,-1,-1,0,-1,3,-1,172.217.18.4,,100,,
58,facebook,2019-10-12T15:46:53.677+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=2wv1ht9qx1l9,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1121,,,93,-1,-1,0,-1,2,-1,172.217.18.4,,97,value,
59,facebook,2019-10-12T15:46:53.725+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,91,110,0,0,147,1,0,172.217.18.4,,240,value,
60,facebook,2019-10-12T15:46:53.796+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,94,-1,-1,0,-1,40,-1,172.217.22.35,,135,,
61,facebook,2019-10-12T15:46:53.837+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,-1,,,96,114,0,0,148,0,0,172.217.22.35,,245,,
62,facebook,2019-10-12T15:46:53.976+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001288592&__s=3l015d%3A6wr2yw%3A8o3iug&__hsi=6746901603793089779-0&__spin_r=1001288592&__spin_b=trunk&__spin_t=1570885443,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,-1,0,-1,31.13.92.36,,0,value,No response received
