,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.send,timings.ssl,timings.wait,timings.dns,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-10-08T18:09:54.181+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,85,208,0,0,176,100,0,31.13.92.14,,395,,
11,facebook,2019-10-08T18:09:54.184+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,1,199,0,0,179,108,0,31.13.92.14,,310,,
12,facebook,2019-10-08T18:09:54.306+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,130,-1,-1,0,-1,92,-1,31.13.92.14,,223,,
13,facebook,2019-10-08T18:09:54.372+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,10,-1,-1,0,-1,98,-1,31.13.92.14,,110,,
14,facebook,2019-10-08T18:09:54.461+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,1,152,0,0,123,88,0,31.13.92.14,,242,,
15,facebook,2019-10-08T18:09:54.486+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,36,155,0,0,128,83,0,31.13.92.14,,276,,
16,facebook,2019-10-08T18:09:54.543+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ye/r/5SGT2kBEkqX.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116247,,,133,-1,-1,0,-1,87,-1,31.13.92.14,,221,value,
17,facebook,2019-10-08T18:09:54.543+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/y7/l/he_IL/rwgfXsuKsef.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60480,,,113,-1,-1,0,-1,99,-1,31.13.92.14,,214,value,
18,facebook,2019-10-08T18:09:54.543+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/y4/l/he_IL/V6m9_fjueG0.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136839,,,142,-1,-1,0,-1,109,-1,31.13.92.14,,252,value,
19,facebook,2019-10-08T18:09:55.394+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yM/l/he_IL/UwuB0Jk9D55.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34959,,,33,-1,-1,0,-1,100,-1,31.13.92.14,,134,value,
20,facebook,2019-10-08T18:09:55.439+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,1189,0,0,1163,144,0,31.13.92.36,,1335,,
21,facebook,2019-10-08T18:09:55.580+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yO/l/he_IL/cTadSWTe1xu.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,14075,,,19,-1,-1,0,-1,92,-1,31.13.92.14,,113,value,
22,facebook,2019-10-08T18:09:55.581+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yb/l/he_IL/kj6y7WsGkvS.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47039,,,22,-1,-1,0,-1,128,-1,31.13.92.14,,151,value,
23,facebook,2019-10-08T18:09:55.582+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yy/r/qiZUxJ7fKy8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16614,,,22,-1,-1,0,-1,96,-1,31.13.92.14,,119,value,
24,facebook,2019-10-08T18:09:55.582+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/LT-1HjtH4sU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8229,,,3,-1,-1,0,-1,109,-1,31.13.92.14,,113,value,
25,facebook,2019-10-08T18:09:55.583+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/6srDAE5X5T4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7336,,,1,-1,-1,0,-1,119,-1,31.13.92.14,,122,value,
26,facebook,2019-10-08T18:09:55.583+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iPY24/y7/l/he_IL/81-faHRzwnD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,65838,,,134,-1,-1,0,-1,119,-1,31.13.92.14,,254,value,
27,facebook,2019-10-08T18:09:55.734+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ioCg4/y8/l/he_IL/AK56KEQ3_Bu.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,142975,,,70,-1,-1,0,-1,97,-1,31.13.92.14,,168,value,
28,facebook,2019-10-08T18:09:55.734+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yc/l/he_IL/8iTMPaoUOuX.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38982,,,28,-1,-1,0,-1,102,-1,31.13.92.14,,131,value,
29,facebook,2019-10-08T18:09:55.735+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ibNQ4/yK/l/he_IL/P-rYuj18Ljt.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,149337,,,75,-1,-1,0,-1,107,-1,31.13.92.14,,183,value,
30,facebook,2019-10-08T18:09:55.735+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,1,-1,-1,0,-1,107,-1,31.13.92.14,,109,value,
31,facebook,2019-10-08T18:09:55.742+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yS/l/he_IL/32nqR03ZYGl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9944,,,6,-1,-1,0,-1,113,-1,31.13.92.14,,120,value,
32,facebook,2019-10-08T18:09:55.781+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,-1,0,-1,160,-1,31.13.92.36,,161,,
33,facebook,2019-10-08T18:09:55.852+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yS/r/NTJlxSdoH1s.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5737,,,1,-1,-1,0,-1,102,-1,31.13.92.14,,104,value,
34,facebook,2019-10-08T18:09:55.949+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,-1,0,-1,141,-1,31.13.92.36,,142,,
35,facebook,2019-10-08T18:09:56.014+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,0,-1,-1,0,-1,84,-1,31.13.92.14,,85,,
36,facebook,2019-10-08T18:09:57.515+03:00,GET,https://cx.atdmt.com/?f=AYx9OR0XCBg-pMSspGrmFWrEh4jD2zldumrS2rOZJ_lxbOarhdqLWKDdLBzYbIKgwO-cNPAuak6Y2rdy5GVzY6TN&c=1929654927&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,537,42,,,0,1297,0,0,1261,126,31,31.13.92.2,,1457,value,
37,facebook,2019-10-08T18:09:59.497+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,44054,,,116,3314,0,0,3281,227,0,31.13.92.36,,3659,value,
38,facebook,2019-10-08T18:09:59.771+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/GpEMsEYd5bN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,131,,,0,-1,-1,1,-1,84,-1,31.13.92.14,,85,value,
39,facebook,2019-10-08T18:09:59.772+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/Y0WQvwq6sLY.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19296,,,36,-1,-1,0,-1,100,-1,31.13.92.14,,138,value,
40,facebook,2019-10-08T18:09:59.772+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yA/l/0,cross/3SwmnDAAzzC.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36688,,,16,-1,-1,0,-1,95,-1,31.13.92.14,,112,value,
41,facebook,2019-10-08T18:09:59.793+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/RE9sbanJiK5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80583,,,62,-1,-1,0,-1,95,-1,31.13.92.14,,158,value,
42,facebook,2019-10-08T18:10:01.619+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,3,1828,0,0,1803,109,20,172.217.18.4,,1961,,
43,facebook,2019-10-08T18:10:01.851+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yd/l/he_IL/K4kWuIajIRI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13966,,,6,-1,-1,0,-1,108,-1,31.13.92.14,,115,value,
44,facebook,2019-10-08T18:10:01.851+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/OJpt53iffhD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,698,,,0,-1,-1,0,-1,107,-1,31.13.92.14,,108,value,
45,facebook,2019-10-08T18:10:01.852+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yy/l/he_IL/Tm7pOcGUOJE.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34889,,,14,-1,-1,0,-1,104,-1,31.13.92.14,,119,value,
46,facebook,2019-10-08T18:10:01.856+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/yT/l/he_IL/-qqmNZNEdNz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60318,,,115,-1,-1,1,-1,84,-1,31.13.92.14,,200,value,
47,facebook,2019-10-08T18:10:01.856+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/xPQp8ix7SAq.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116166,,,164,152,0,1,125,89,0,31.13.92.14,,407,value,
48,facebook,2019-10-08T18:10:01.965+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/yv/l/he_IL/0t3jLr4PPfg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136441,,,178,-1,-1,0,-1,104,-1,31.13.92.14,,283,value,
49,facebook,2019-10-08T18:10:01.974+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y3/l/he_IL/jugMn1Z8HH5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38860,,,17,-1,-1,5,-1,102,-1,31.13.92.14,,124,value,
50,facebook,2019-10-08T18:10:03.159+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,115,1400,0,0,1373,97,0,172.217.22.35,,1615,,
51,facebook,2019-10-08T18:10:03.396+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=t90firnksy2b,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9949,,,10,-1,-1,0,-1,105,-1,172.217.18.4,,115,value,
52,facebook,2019-10-08T18:10:03.520+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,57,-1,-1,0,-1,82,-1,172.217.22.35,,141,,
53,facebook,2019-10-08T18:10:03.668+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,158,143,0,0,117,93,0,172.217.22.35,,396,,
54,facebook,2019-10-08T18:10:03.947+03:00,GET,https://www.google.com/js/bg/SYFE8HXf9-G0ubHoDgAksvOZrafCUQzClDxzbSmfkZk.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5306,,,5,-1,-1,0,-1,90,-1,172.217.18.4,,97,,
55,facebook,2019-10-08T18:10:04.047+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=jkbr8b7tqlr,HTTP/1.1,672,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1123,,,1,-1,-1,0,-1,92,-1,172.217.18.4,,94,value,
56,facebook,2019-10-08T18:10:04.094+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,0,143,0,0,110,102,0,172.217.18.4,,247,value,
57,facebook,2019-10-08T18:10:04.200+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=1&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001267097&__s=wysaxx%3Aem5eqt%3Ap2ym2b&__hsi=6745454161778906014-0&__spin_r=1001267097&__spin_b=trunk&__spin_t=1570548434,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,-1,0,-1,31.13.92.36,,0,value,No response received
58,facebook,2019-10-08T18:10:04.217+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,-1,0,-1,172.217.22.35,,0,,No response received
