,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.connect,timings.receive,timings.ssl,timings.dns,timings.send,timings.wait,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-10-12T14:51:22.740+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,0,245,1,213,0,1,100,31.13.92.14,,349,,
11,facebook,2019-10-12T14:51:22.855+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,-1,-1,183,-1,-1,0,109,31.13.92.14,,294,,
12,facebook,2019-10-12T14:51:22.916+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,-1,-1,5,-1,-1,0,92,31.13.92.14,,98,,
13,facebook,2019-10-12T14:51:22.984+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,0,161,1,132,0,1,90,31.13.92.14,,254,,
14,facebook,2019-10-12T14:51:22.992+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,0,168,43,134,0,0,108,31.13.92.14,,321,,
15,facebook,2019-10-12T14:51:23.036+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yX/l/he_IL/GpnDJH_Vk1f.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348715,,,-1,-1,149,-1,-1,0,108,31.13.92.14,,258,value,
16,facebook,2019-10-12T14:51:24.620+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,1822,1,1795,30,0,142,31.13.92.36,,1998,,
17,facebook,2019-10-12T14:51:24.691+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yB/l/he_IL/H40LCujyL58.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17349,,,-1,-1,21,-1,-1,0,98,31.13.92.14,,120,value,
18,facebook,2019-10-12T14:51:24.692+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yg/l/he_IL/IUpCV4PbO1k.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47070,,,-1,-1,82,-1,-1,0,107,31.13.92.14,,190,value,
19,facebook,2019-10-12T14:51:24.694+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yy/r/qiZUxJ7fKy8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16614,,,-1,-1,21,-1,-1,0,108,31.13.92.14,,131,value,
20,facebook,2019-10-12T14:51:24.694+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/LT-1HjtH4sU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8229,,,-1,-1,0,-1,-1,0,139,31.13.92.14,,140,value,
21,facebook,2019-10-12T14:51:24.694+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/yd/l/he_IL/et_JXsYk1k4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16033,,,-1,-1,0,-1,-1,0,139,31.13.92.14,,140,value,
22,facebook,2019-10-12T14:51:24.696+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/6srDAE5X5T4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7336,,,-1,-1,12,-1,-1,0,98,31.13.92.14,,111,value,
23,facebook,2019-10-12T14:51:24.858+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/yl/l/he_IL/x8gSZHMRGWI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4096,,,-1,-1,0,-1,-1,0,123,31.13.92.14,,124,value,
24,facebook,2019-10-12T14:51:24.858+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yF/l/he_IL/7smvGSARS54.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38622,,,-1,-1,10,-1,-1,0,110,31.13.92.14,,121,value,
25,facebook,2019-10-12T14:51:24.858+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yJ/r/GMuvW6fMoph.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4811,,,-1,-1,5,-1,-1,0,117,31.13.92.14,,123,value,
26,facebook,2019-10-12T14:51:24.858+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yk/l/he_IL/F0CGTpIzsw9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17789,,,-1,-1,26,-1,-1,0,110,31.13.92.14,,137,value,
27,facebook,2019-10-12T14:51:24.858+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,-1,-1,0,-1,-1,0,124,31.13.92.14,,125,value,
28,facebook,2019-10-12T14:51:24.882+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,-1,0,-1,-1,0,119,31.13.92.36,,121,,
29,facebook,2019-10-12T14:51:24.887+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yS/l/he_IL/32nqR03ZYGl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9944,,,-1,-1,3,-1,-1,0,99,31.13.92.14,,104,value,
30,facebook,2019-10-12T14:51:25.024+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ye/r/233ChOovuGQ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5907,,,-1,-1,9,-1,-1,0,109,31.13.92.14,,120,value,
31,facebook,2019-10-12T14:51:25.030+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,-1,0,-1,-1,0,123,31.13.92.36,,125,,
32,facebook,2019-10-12T14:51:25.125+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,-1,-1,0,-1,-1,0,90,31.13.92.14,,92,,
33,facebook,2019-10-12T14:51:27.448+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43678,,,0,2262,139,2233,0,0,220,31.13.92.36,,2624,value,
34,facebook,2019-10-12T14:51:27.701+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/mOsfnMuZ_Ej.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36856,,,-1,-1,92,-1,-1,0,104,31.13.92.14,,197,value,
35,facebook,2019-10-12T14:51:27.701+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,30745,,,-1,-1,59,-1,-1,0,99,31.13.92.14,,160,value,
36,facebook,2019-10-12T14:51:27.703+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/sPuijSQIjpP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80884,,,-1,-1,67,-1,-1,0,94,31.13.92.14,,161,value,
37,facebook,2019-10-12T14:51:29.918+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,-1,-1,0,-1,-1,0,115,31.13.92.14,,116,value,
38,facebook,2019-10-12T14:51:29.981+03:00,GET,https://cx.atdmt.com/?f=AYw0yTI_yxdFc7lgjbCQflrYUQaN3OQit8tqVAiapxLNPkV_Bnvgh-uxL3KK9iJoo-y5J7L-Mg6z3p3ROHFGAaXs&c=1351339121&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,536,42,,,0,4752,0,4722,29,0,138,31.13.92.2,,4921,value,
39,facebook,2019-10-12T14:51:31.231+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,0,3538,3,3505,1,0,119,172.217.18.4,,3663,,
40,facebook,2019-10-12T14:51:31.473+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yP/l/he_IL/mXPf-qaonmW.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17237,,,-1,-1,9,-1,-1,0,113,31.13.92.14,,124,value,
41,facebook,2019-10-12T14:51:31.474+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yV/l/he_IL/nE5io2huzZU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348397,,,-1,-1,242,-1,-1,0,127,31.13.92.14,,369,value,
42,facebook,2019-10-12T14:51:31.474+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/itt5OggiRv_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,697,,,-1,-1,5,-1,-1,0,107,31.13.92.14,,113,value,
43,facebook,2019-10-12T14:51:31.474+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y-/l/he_IL/eGwNTDKtx18.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38551,,,-1,-1,88,-1,-1,0,116,31.13.92.14,,205,value,
44,facebook,2019-10-12T14:51:32.277+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,0,894,134,867,0,0,108,172.217.22.35,,1139,,
45,facebook,2019-10-12T14:51:32.553+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=1ys57c12zeso,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,10429,,,-1,-1,33,-1,-1,0,122,172.217.18.4,,156,value,
46,facebook,2019-10-12T14:51:32.712+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,-1,-1,59,-1,-1,0,101,172.217.22.35,,162,,
47,facebook,2019-10-12T14:51:32.872+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,0,157,157,113,0,0,101,172.217.22.35,,417,,
48,facebook,2019-10-12T14:51:33.160+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5384,,,-1,-1,5,-1,-1,0,93,172.217.18.4,,99,,
49,facebook,2019-10-12T14:51:33.248+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,-1,-1,0,-1,-1,0,109,172.217.18.4,,110,value,
50,facebook,2019-10-12T14:51:33.313+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=pew6kafanjni,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1121,,,0,146,1,115,0,0,112,172.217.18.4,,262,value,
51,facebook,2019-10-12T14:51:33.345+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,3098,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,-1,-1,0,-1,-1,0,133,31.13.92.36,,134,,
52,facebook,2019-10-12T14:51:33.389+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,-1,-1,49,-1,-1,0,92,172.217.22.35,,143,,
53,facebook,2019-10-12T14:51:33.443+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,-1,-1,39,-1,-1,0,94,172.217.22.35,,134,,
54,facebook,2019-10-12T14:51:33.616+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001288583&__s=1k8k4p%3A5zmv64%3Aq33b9x&__hsi=6746887357725398949-0&__spin_r=1001288583&__spin_b=trunk&__spin_t=1570882126,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,-1,-1,0,0,31.13.92.36,,0,value,No response received
