,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.dns,timings.ssl,timings.send,timings.blocked,timings.receive,timings.connect,serverIPAddress,comment,time,request.queryString.name,response._error
27,facebook,2019-10-12T08:22:51.872+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ye/r/233ChOovuGQ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,5907,,,87,-1,-1,0,-1,3,-1,157.240.1.23,,91,value,
28,facebook,2019-10-12T08:22:52.018+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,518,43,,,95,-1,-1,0,-1,0,-1,157.240.1.23,,96,,
29,facebook,2019-10-12T08:22:52.892+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/LT-1HjtH4sU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8229,,,105,-1,-1,2,-1,8,-1,157.240.1.23,,116,value,
30,facebook,2019-10-12T08:22:52.949+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,107,0,1969,0,0,1,1987,157.240.1.35,,2097,,
31,facebook,2019-10-12T08:22:53.065+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,661,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,122,-1,-1,0,-1,1,-1,157.240.1.35,,124,,
32,facebook,2019-10-12T08:22:53.199+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,661,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,116,-1,-1,1,-1,0,-1,157.240.1.35,,118,,
33,facebook,2019-10-12T08:22:55.016+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43690,,,189,0,1746,0,0,122,1772,157.240.1.35,,2086,value,
34,facebook,2019-10-12T08:22:55.225+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,533,153,,,86,-1,-1,0,-1,2,-1,157.240.1.23,,89,value,
35,facebook,2019-10-12T08:22:55.226+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,30745,,,89,-1,-1,0,-1,50,-1,157.240.1.23,,140,value,
36,facebook,2019-10-12T08:22:55.228+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/sPuijSQIjpP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,80884,,,86,-1,-1,0,-1,58,-1,157.240.1.23,,145,value,
37,facebook,2019-10-12T08:22:57.939+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/mOsfnMuZ_Ej.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36856,,,111,-1,-1,0,-1,13,-1,157.240.1.23,,126,value,
38,facebook,2019-10-12T08:22:58.026+03:00,GET,https://cx.atdmt.com/?f=AYxYI2xTMpeoA1GUjh6j0YSK_LM6DmTOsJFaAascYcupMGtCmLhefXajr1nxM50hOygGjZGkRNoDs0HnjF8bdM8Z&c=1986367577&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,536,42,,,131,28,4632,0,0,0,4654,157.240.1.6,,4815,value,
39,facebook,2019-10-12T08:22:59.739+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,116,0,4481,0,0,4,4512,172.217.21.228,,4634,,
40,facebook,2019-10-12T08:22:59.976+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/y-/l/he_IL/W-woTzJGqSB.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348418,,,105,-1,-1,0,-1,176,-1,157.240.1.23,,282,value,
41,facebook,2019-10-12T08:22:59.977+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yP/l/he_IL/mXPf-qaonmW.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,17237,,,95,-1,-1,0,-1,10,-1,157.240.1.23,,106,value,
42,facebook,2019-10-12T08:22:59.977+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/itt5OggiRv_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,594,697,,,103,-1,-1,0,-1,1,-1,157.240.1.23,,104,value,
43,facebook,2019-10-12T08:22:59.977+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y-/l/he_IL/eGwNTDKtx18.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,38551,,,102,-1,-1,0,-1,89,-1,157.240.1.23,,192,value,
44,facebook,2019-10-12T08:23:00.064+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,3104,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,194,-1,-1,1,-1,1,-1,157.240.1.35,,196,,
45,facebook,2019-10-12T08:23:01.723+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,101,1,1793,0,0,130,1826,172.217.22.67,,2061,,
46,facebook,2019-10-12T08:23:01.984+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=pfi6srbknd4u,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9483,,,112,-1,-1,0,-1,18,-1,172.217.21.228,,132,value,
47,facebook,2019-10-12T08:23:02.130+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,93,-1,-1,0,-1,61,-1,172.217.22.67,,155,,
48,facebook,2019-10-12T08:23:02.281+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,93,0,113,0,0,150,148,172.217.22.67,,393,,
49,facebook,2019-10-12T08:23:02.551+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,92,-1,-1,0,-1,4,-1,172.217.21.228,,97,,
50,facebook,2019-10-12T08:23:02.651+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,90,-1,-1,0,-1,0,-1,172.217.21.228,,91,value,
51,facebook,2019-10-12T08:23:02.702+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=a9as2xbh9egs,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1122,,,100,0,114,0,0,1,147,172.217.21.228,,250,value,
52,facebook,2019-10-12T08:23:02.762+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,89,-1,-1,0,-1,43,-1,172.217.22.67,,133,,
53,facebook,2019-10-12T08:23:02.818+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,92,-1,-1,0,-1,34,-1,172.217.22.67,,127,,
54,facebook,2019-10-12T08:23:02.983+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001287745&__s=m5fp1k%3Atrtt9i%3A1l513w&__hsi=6746787228469791280-0&__spin_r=1001287745&__spin_b=trunk&__spin_t=1570858813,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,-1,0,-1,157.240.1.35,,0,value,No response received
