,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.receive,timings.blocked,timings.dns,timings.wait,timings.ssl,timings.send,serverIPAddress,comment,time,request.queryString.name,response._error
11,facebook,2019-10-08T19:52:34.946+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,222,0,0,0,101,192,0,31.13.92.14,,326,,
12,facebook,2019-10-08T19:52:35.054+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,-1,169,-1,-1,103,-1,0,31.13.92.14,,273,,
13,facebook,2019-10-08T19:52:35.123+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,-1,9,-1,-1,101,-1,0,31.13.92.14,,112,,
14,facebook,2019-10-08T19:52:35.191+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,176,0,0,0,98,141,1,31.13.92.14,,277,,
15,facebook,2019-10-08T19:52:35.193+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,177,54,0,0,106,142,1,31.13.92.14,,338,,
16,facebook,2019-10-08T19:52:35.225+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ye/r/5SGT2kBEkqX.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116247,,,-1,81,-1,-1,94,-1,0,31.13.92.14,,176,value,
17,facebook,2019-10-08T19:52:35.229+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yM/l/he_IL/UwuB0Jk9D55.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34959,,,-1,76,-1,-1,93,-1,0,31.13.92.14,,171,value,
18,facebook,2019-10-08T19:52:35.229+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/yZ/l/he_IL/GqtoXrLiI4m.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136856,,,-1,158,-1,-1,117,-1,0,31.13.92.14,,276,value,
19,facebook,2019-10-08T19:52:35.229+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/y7/l/he_IL/rwgfXsuKsef.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60480,,,-1,98,-1,-1,110,-1,0,31.13.92.14,,209,value,
20,facebook,2019-10-08T19:52:36.066+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yb/l/he_IL/kj6y7WsGkvS.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47039,,,-1,22,-1,-1,138,-1,0,31.13.92.14,,162,value,
21,facebook,2019-10-08T19:52:36.068+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/LT-1HjtH4sU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8229,,,-1,16,-1,-1,105,-1,0,31.13.92.14,,122,value,
22,facebook,2019-10-08T19:52:36.068+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yy/r/qiZUxJ7fKy8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16614,,,-1,21,-1,-1,113,-1,0,31.13.92.14,,134,value,
23,facebook,2019-10-08T19:52:36.068+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iPY24/y7/l/he_IL/81-faHRzwnD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,65838,,,-1,93,-1,-1,131,-1,0,31.13.92.14,,225,value,
24,facebook,2019-10-08T19:52:36.070+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/6srDAE5X5T4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7336,,,-1,1,-1,-1,139,-1,0,31.13.92.14,,141,value,
25,facebook,2019-10-08T19:52:36.075+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yO/l/he_IL/cTadSWTe1xu.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,14075,,,-1,16,-1,-1,137,-1,0,31.13.92.14,,154,value,
26,facebook,2019-10-08T19:52:36.084+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,1110,1,0,0,141,1083,0,31.13.92.36,,1255,,
27,facebook,2019-10-08T19:52:36.239+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ioCg4/y8/l/he_IL/AK56KEQ3_Bu.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,142975,,,-1,120,-1,-1,89,-1,0,31.13.92.14,,210,value,
28,facebook,2019-10-08T19:52:36.242+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yc/l/he_IL/8iTMPaoUOuX.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38982,,,-1,17,-1,-1,98,-1,0,31.13.92.14,,116,value,
29,facebook,2019-10-08T19:52:36.243+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,-1,0,-1,-1,109,-1,0,31.13.92.14,,110,value,
30,facebook,2019-10-08T19:52:36.243+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ibNQ4/yK/l/he_IL/P-rYuj18Ljt.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,149337,,,-1,102,-1,-1,94,-1,0,31.13.92.14,,197,value,
31,facebook,2019-10-08T19:52:36.244+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yS/l/he_IL/32nqR03ZYGl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9944,,,-1,9,-1,-1,93,-1,0,31.13.92.14,,103,value,
32,facebook,2019-10-08T19:52:36.259+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,0,-1,-1,132,-1,0,31.13.92.36,,134,,
33,facebook,2019-10-08T19:52:36.298+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yS/r/NTJlxSdoH1s.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5737,,,-1,3,-1,-1,96,-1,0,31.13.92.14,,100,value,
34,facebook,2019-10-08T19:52:36.408+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,0,-1,-1,135,-1,0,31.13.92.36,,137,,
35,facebook,2019-10-08T19:52:36.502+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,-1,0,-1,-1,107,-1,0,31.13.92.14,,108,,
36,facebook,2019-10-08T19:52:38.030+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43940,,,1360,163,0,0,212,1330,0,31.13.92.36,,1738,value,
37,facebook,2019-10-08T19:52:38.261+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/GpEMsEYd5bN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,131,,,-1,0,-1,-1,137,-1,0,31.13.92.14,,138,value,
38,facebook,2019-10-08T19:52:38.262+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yA/l/0,cross/3SwmnDAAzzC.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36688,,,-1,84,-1,-1,98,-1,1,31.13.92.14,,184,value,
39,facebook,2019-10-08T19:52:38.264+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/RE9sbanJiK5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80583,,,-1,86,-1,-1,91,-1,0,31.13.92.14,,178,value,
40,facebook,2019-10-08T19:52:40.363+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,2099,1,0,0,109,2064,0,172.217.18.4,,2212,,
41,facebook,2019-10-08T19:52:40.877+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/Y0WQvwq6sLY.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19296,,,-1,6,-1,-1,103,-1,0,31.13.92.14,,111,value,
42,facebook,2019-10-08T19:52:40.936+03:00,GET,https://cx.atdmt.com/?f=AYyQaNX3oHfb_0uxej1kKcJRx2ALxJg2bz38EUUBgCHuqLiqEdms21xACywQ1yDK7ru-80qd3yiMHJUx14GcaV6G&c=1026265439&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,538,42,,,4226,0,0,36,135,4199,0,31.13.92.2,,4399,value,
43,facebook,2019-10-08T19:52:41.049+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yd/l/he_IL/K4kWuIajIRI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13966,,,-1,11,-1,-1,110,-1,0,31.13.92.14,,121,value,
44,facebook,2019-10-08T19:52:41.050+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/OJpt53iffhD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,698,,,-1,2,-1,-1,107,-1,0,31.13.92.14,,110,value,
45,facebook,2019-10-08T19:52:41.051+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yy/l/he_IL/Tm7pOcGUOJE.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34889,,,-1,17,-1,-1,97,-1,0,31.13.92.14,,115,value,
46,facebook,2019-10-08T19:52:41.052+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/yT/l/he_IL/-qqmNZNEdNz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60318,,,-1,118,-1,-1,116,-1,0,31.13.92.14,,236,value,
47,facebook,2019-10-08T19:52:41.052+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/xPQp8ix7SAq.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116166,,,164,162,0,0,111,131,1,31.13.92.14,,440,value,
48,facebook,2019-10-08T19:52:41.053+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/yJ/l/he_IL/4LiLi7s2lA_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136464,,,168,195,0,0,120,130,0,31.13.92.14,,485,value,
49,facebook,2019-10-08T19:52:41.166+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y3/l/he_IL/jugMn1Z8HH5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38860,,,-1,80,-1,-1,107,-1,0,31.13.92.14,,188,value,
50,facebook,2019-10-08T19:52:42.918+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,2396,142,0,33,85,2378,0,172.217.22.35,,2658,,
51,facebook,2019-10-08T19:52:43.183+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=7dp9i0yjzb8x,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9487,,,-1,16,-1,-1,116,-1,0,172.217.18.4,,133,value,
52,facebook,2019-10-08T19:52:43.335+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,-1,60,-1,-1,98,-1,0,172.217.22.35,,160,,
53,facebook,2019-10-08T19:52:43.487+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,146,146,0,0,86,107,0,172.217.22.35,,380,,
54,facebook,2019-10-08T19:52:43.756+03:00,GET,https://www.google.com/js/bg/SYFE8HXf9-G0ubHoDgAksvOZrafCUQzClDxzbSmfkZk.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5306,,,-1,6,-1,-1,97,-1,0,172.217.18.4,,105,,
55,facebook,2019-10-08T19:52:43.863+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,-1,0,-1,-1,96,-1,0,172.217.18.4,,98,value,
56,facebook,2019-10-08T19:52:43.911+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=n57szfwzpxws,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1123,,,150,1,0,0,100,109,1,172.217.18.4,,253,value,
57,facebook,2019-10-08T19:52:43.984+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,-1,,,-1,0,-1,-1,92,-1,0,172.217.22.35,,93,,
58,facebook,2019-10-08T19:52:44.099+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=1&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001267363&__s=pnz9ld%3A5unpma%3A47kxlg&__hsi=6745480623687585867-0&__spin_r=1001267363&__spin_b=trunk&__spin_t=1570554595,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,-1,0,-1,-1,0,-1,0,31.13.92.36,,0,value,No response received
