,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.wait,timings.receive,timings.blocked,timings.connect,timings.dns,timings.send,serverIPAddress,comment,time,request.queryString.name,response._error
26,facebook,2019-10-11T13:16:33.456+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yk/l/he_IL/F0CGTpIzsw9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17789,,,-1,95,32,-1,-1,-1,0,157.240.1.23,,129,value,
27,facebook,2019-10-11T13:16:33.496+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,-1,86,1,-1,-1,-1,0,157.240.1.23,,89,value,
28,facebook,2019-10-11T13:16:33.527+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yS/l/he_IL/32nqR03ZYGl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9944,,,-1,90,5,-1,-1,-1,0,157.240.1.23,,96,value,
29,facebook,2019-10-11T13:16:33.533+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yq/r/BZz23nhoIDH.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5891,,,-1,90,3,-1,-1,-1,0,157.240.1.23,,94,value,
30,facebook,2019-10-11T13:16:33.611+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,160,0,-1,-1,-1,0,157.240.1.35,,161,,
31,facebook,2019-10-11T13:16:33.647+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,-1,97,0,-1,-1,-1,0,157.240.1.23,,98,,
32,facebook,2019-10-11T13:16:34.969+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43638,,,1242,259,143,0,1274,59,1,31.13.92.36,,1738,value,
33,facebook,2019-10-11T13:16:35.009+03:00,GET,https://cx.atdmt.com/?f=AYzjSuatqgbICrQUxqoE6QQMmyDgUCC5_Z1pxFAuZLY-lw3YZFSZt844bdLEzjNYyuPRJIOzLfpA7mRPTF9-GgkF&c=337660486&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,538,42,,,1194,204,0,0,1220,0,0,31.13.92.2,,1426,value,
34,facebook,2019-10-11T13:16:35.191+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/6srDAE5X5T4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7336,,,-1,92,4,-1,-1,-1,0,157.240.1.23,,97,value,
35,facebook,2019-10-11T13:16:35.247+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,-1,106,0,-1,-1,-1,0,157.240.1.23,,108,value,
36,facebook,2019-10-11T13:16:35.250+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yG/l/0,cross/UBVbWsrwWm4.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,37009,,,-1,104,14,-1,-1,-1,0,157.240.1.23,,119,value,
37,facebook,2019-10-11T13:16:35.250+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/ym/l/0,cross/CxL8unsLEBL.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19280,,,-1,94,11,-1,-1,-1,0,157.240.1.23,,106,value,
38,facebook,2019-10-11T13:16:35.250+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/qK5lHUCv_Rg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,81210,,,125,99,110,0,142,0,0,157.240.1.23,,353,value,
39,facebook,2019-10-11T13:16:35.251+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,2695,163,0,0,2729,0,0,157.240.1.35,,2895,,
40,facebook,2019-10-11T13:16:37.968+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,2685,119,3,0,2719,0,0,216.58.205.228,,2842,,
41,facebook,2019-10-11T13:16:38.196+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yY/l/he_IL/W4cLvXLCMX5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348502,,,-1,96,191,-1,-1,-1,0,157.240.1.23,,288,value,
42,facebook,2019-10-11T13:16:38.197+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yB/l/he_IL/H40LCujyL58.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17349,,,-1,137,0,-1,-1,-1,0,157.240.1.23,,138,value,
43,facebook,2019-10-11T13:16:38.197+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/3oYS-Pgffbm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,702,,,-1,106,1,-1,-1,-1,0,157.240.1.23,,108,value,
44,facebook,2019-10-11T13:16:38.197+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yw/l/he_IL/1TNVRo_j9oZ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38648,,,-1,90,22,-1,-1,-1,0,157.240.1.23,,114,value,
45,facebook,2019-10-11T13:16:40.155+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,2011,118,125,0,2042,1,0,172.217.22.35,,2288,,
46,facebook,2019-10-11T13:16:40.424+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=4d54rycvbfso,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9618,,,-1,115,33,-1,-1,-1,0,216.58.205.228,,148,value,
47,facebook,2019-10-11T13:16:40.584+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,506,91705,,,-1,91,42,-1,-1,-1,0,172.217.22.35,,133,,
48,facebook,2019-10-11T13:16:40.723+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,-1,78,53,-1,-1,-1,0,172.217.22.35,,133,,
49,facebook,2019-10-11T13:16:40.888+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,-1,88,3,-1,-1,-1,0,216.58.205.228,,92,,
50,facebook,2019-10-11T13:16:40.988+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=1dxh4en2p9oh,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1122,,,-1,95,1,-1,-1,-1,0,216.58.205.228,,98,value,
51,facebook,2019-10-11T13:16:41.035+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,113,102,0,0,142,0,0,216.58.205.228,,245,value,
52,facebook,2019-10-11T13:16:41.137+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5mWyWzEjy9uC1swgE98nwgU6C7UW3q327E2vwXx61rwf24o3Bw5VCwjE3awbG789U2NwlU5ufz81sbzo5-0me220qu0L8uw&__csr=&__req=1&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001283825&__s=k3x1wn%3Atni79v%3Aocqur3&__hsi=6746491833908493080-0&__spin_r=1001283825&__spin_b=trunk&__spin_t=1570790036,HTTP/1.1,827,0,,0,,unknown,0,,,,-1,-1,,,-1,0,0,-1,-1,-1,0,157.240.1.35,,0,value,No response received
53,facebook,2019-10-11T13:16:41.165+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,-1,0,0,-1,-1,-1,0,172.217.22.35,,0,,No response received
