,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.send,timings.ssl,timings.wait,timings.blocked,timings.receive,timings.connect,serverIPAddress,comment,time,request.queryString.name,response._error
30,facebook,2019-10-11T13:31:25.476+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,0,-1,115,-1,0,-1,157.240.1.35,,117,,
31,facebook,2019-10-11T13:31:25.564+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,-1,0,-1,97,-1,0,-1,157.240.1.23,,98,,
32,facebook,2019-10-11T13:31:27.106+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yA/l/he_IL/kHUreyQUpkB.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47012,,,-1,0,-1,104,-1,65,-1,157.240.1.23,,170,value,
33,facebook,2019-10-11T13:31:27.184+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,0,2738,113,0,0,2760,157.240.1.35,,2876,,
34,facebook,2019-10-11T13:31:27.458+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43637,,,0,0,1804,197,0,108,1831,157.240.1.35,,2138,value,
35,facebook,2019-10-11T13:31:27.512+03:00,GET,https://cx.atdmt.com/?f=AYzxGncMgqzzEC41vkHtASJ9Xx0woIEHyFlrS31Wkbn9qHXNErbDMBKtAoQjQfVJ5jOB39pwXwJzUIBsL_pgcRN5&c=1746929786&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,538,42,,,23,0,1839,186,0,0,1857,157.240.1.6,,2068,value,
36,facebook,2019-10-11T13:31:27.696+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,-1,0,-1,92,-1,0,-1,157.240.1.23,,93,value,
37,facebook,2019-10-11T13:31:27.696+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/ym/l/0,cross/CxL8unsLEBL.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19280,,,-1,1,-1,82,-1,11,-1,157.240.1.23,,95,value,
38,facebook,2019-10-11T13:31:27.697+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yG/l/0,cross/UBVbWsrwWm4.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,37009,,,-1,0,-1,88,-1,16,-1,157.240.1.23,,105,value,
39,facebook,2019-10-11T13:31:27.697+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/qK5lHUCv_Rg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,81210,,,0,1,128,94,0,134,163,157.240.1.23,,393,value,
40,facebook,2019-10-11T13:31:29.248+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,0,0,1520,121,0,3,1551,216.58.205.228,,1678,,
41,facebook,2019-10-11T13:31:29.484+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yY/l/he_IL/W4cLvXLCMX5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348502,,,-1,0,-1,122,-1,182,-1,157.240.1.23,,305,value,
42,facebook,2019-10-11T13:31:29.485+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yB/l/he_IL/H40LCujyL58.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17349,,,-1,0,-1,112,-1,10,-1,157.240.1.23,,123,value,
43,facebook,2019-10-11T13:31:29.485+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/3oYS-Pgffbm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,702,,,-1,0,-1,118,-1,2,-1,157.240.1.23,,122,value,
44,facebook,2019-10-11T13:31:29.486+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yw/l/he_IL/1TNVRo_j9oZ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38648,,,-1,0,-1,90,-1,31,-1,157.240.1.23,,122,value,
45,facebook,2019-10-11T13:31:32.645+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,0,0,3212,101,0,133,3243,172.217.22.35,,3479,,
46,facebook,2019-10-11T13:31:32.905+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=xn6142w2ewfw,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9513,,,-1,0,-1,119,-1,7,-1,216.58.205.228,,127,value,
47,facebook,2019-10-11T13:31:33.056+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,506,91705,,,-1,0,-1,89,-1,64,-1,172.217.22.35,,154,,
48,facebook,2019-10-11T13:31:33.205+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,0,0,114,80,0,152,145,172.217.22.35,,379,,
49,facebook,2019-10-11T13:31:33.463+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,-1,0,-1,102,-1,4,-1,216.58.205.228,,108,,
50,facebook,2019-10-11T13:31:33.574+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=ex7y281ch404,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1123,,,-1,0,-1,95,-1,0,-1,216.58.205.228,,97,value,
51,facebook,2019-10-11T13:31:33.624+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,0,0,115,111,0,1,157,216.58.205.228,,271,value,
52,facebook,2019-10-11T13:31:33.630+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,3072,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,-1,1,-1,115,-1,0,-1,157.240.1.35,,117,,
53,facebook,2019-10-11T13:31:33.752+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001283825&__s=gfy0cv%3Aaw4hrl%3A6fbsj7&__hsi=6746495662025850252-0&__spin_r=1001283825&__spin_b=trunk&__spin_t=1570790927,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,-1,0,-1,0,-1,0,-1,157.240.1.35,,0,value,No response received
54,facebook,2019-10-11T13:31:33.761+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,-1,0,-1,0,-1,0,-1,172.217.22.35,,0,,No response received
