,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.wait,timings.ssl,timings.send,timings.dns,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-10-11T13:30:38.670+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,84,0,190,109,165,0,0,157.240.1.23,,386,,
11,facebook,2019-10-11T13:30:38.713+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,4,0,202,137,170,0,0,157.240.1.23,,344,,
12,facebook,2019-10-11T13:30:38.859+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,144,-1,-1,93,-1,0,-1,157.240.1.23,,238,,
13,facebook,2019-10-11T13:30:38.871+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,9,-1,-1,86,-1,0,-1,157.240.1.23,,96,,
14,facebook,2019-10-11T13:30:38.944+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,1,0,163,82,92,1,0,157.240.1.23,,248,,
15,facebook,2019-10-11T13:30:38.949+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,41,0,170,92,144,0,0,157.240.1.23,,305,,
16,facebook,2019-10-11T13:30:39.015+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yY/l/he_IL/W4cLvXLCMX5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348502,,,175,-1,-1,94,-1,0,-1,157.240.1.23,,270,value,
17,facebook,2019-10-11T13:30:39.445+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yB/l/he_IL/H40LCujyL58.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17349,,,11,-1,-1,102,-1,0,-1,157.240.1.23,,115,value,
18,facebook,2019-10-11T13:30:39.446+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yg/l/he_IL/IUpCV4PbO1k.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47070,,,65,-1,-1,101,-1,0,-1,157.240.1.23,,168,value,
19,facebook,2019-10-11T13:30:39.447+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yy/r/qiZUxJ7fKy8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16614,,,15,-1,-1,89,-1,0,-1,157.240.1.23,,105,value,
20,facebook,2019-10-11T13:30:39.447+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/LT-1HjtH4sU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8229,,,7,-1,-1,102,-1,0,-1,157.240.1.23,,110,value,
21,facebook,2019-10-11T13:30:39.448+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/6srDAE5X5T4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7336,,,10,-1,-1,93,-1,0,-1,157.240.1.23,,104,value,
22,facebook,2019-10-11T13:30:39.563+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yw/l/he_IL/1TNVRo_j9oZ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38648,,,66,-1,-1,87,-1,0,-1,157.240.1.23,,154,value,
23,facebook,2019-10-11T13:30:39.564+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/yl/l/he_IL/x8gSZHMRGWI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4096,,,3,-1,-1,80,-1,0,-1,157.240.1.23,,83,value,
24,facebook,2019-10-11T13:30:39.567+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yJ/r/GMuvW6fMoph.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4811,,,3,-1,-1,93,-1,0,-1,157.240.1.23,,97,value,
25,facebook,2019-10-11T13:30:39.569+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yk/l/he_IL/F0CGTpIzsw9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17789,,,6,-1,-1,94,-1,0,-1,157.240.1.23,,102,value,
26,facebook,2019-10-11T13:30:39.594+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,-1,108,-1,0,-1,157.240.1.35,,109,,
27,facebook,2019-10-11T13:30:39.621+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,1,-1,-1,100,-1,0,-1,157.240.1.23,,102,value,
28,facebook,2019-10-11T13:30:39.651+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yS/l/he_IL/32nqR03ZYGl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9944,,,6,-1,-1,95,-1,0,-1,157.240.1.23,,102,value,
29,facebook,2019-10-11T13:30:39.669+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yq/r/BZz23nhoIDH.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5891,,,4,-1,-1,93,-1,0,-1,157.240.1.23,,97,value,
30,facebook,2019-10-11T13:30:39.708+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,-1,108,-1,0,-1,157.240.1.35,,110,,
31,facebook,2019-10-11T13:30:39.815+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,0,-1,-1,90,-1,0,-1,157.240.1.23,,91,,
32,facebook,2019-10-11T13:30:40.471+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/yd/l/he_IL/et_JXsYk1k4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16033,,,7,-1,-1,111,-1,0,-1,157.240.1.23,,119,value,
33,facebook,2019-10-11T13:30:40.533+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,1,0,1766,107,1729,0,30,157.240.1.35,,1906,,
34,facebook,2019-10-11T13:30:41.030+03:00,GET,https://cx.atdmt.com/?f=AYygS0ZPc29nqBBsiHVZJY09qms5SUeBh3ddnnpvVCgD7RzT2-DT8ZJWAVkQIDk-V4JeMdB77xnl4Jhf0YmWwd5g&c=749175693&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,539,42,,,0,0,1108,194,1076,0,53,31.13.92.2,,1357,value,
35,facebook,2019-10-11T13:30:43.327+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43641,,,120,0,3462,189,3443,0,0,157.240.1.35,,3774,value,
36,facebook,2019-10-11T13:30:43.561+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yG/l/0,cross/UBVbWsrwWm4.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,37009,,,76,-1,-1,104,-1,2,-1,157.240.1.23,,183,value,
37,facebook,2019-10-11T13:30:43.561+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/ym/l/0,cross/CxL8unsLEBL.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19280,,,61,-1,-1,91,-1,0,-1,157.240.1.23,,153,value,
38,facebook,2019-10-11T13:30:43.564+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/qK5lHUCv_Rg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,81210,,,52,-1,-1,94,-1,0,-1,157.240.1.23,,147,value,
39,facebook,2019-10-11T13:30:43.564+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,1,-1,-1,90,-1,0,-1,157.240.1.23,,92,value,
40,facebook,2019-10-11T13:30:44.312+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,1,0,750,116,729,0,0,216.58.205.228,,870,,
41,facebook,2019-10-11T13:30:44.538+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yY/l/he_IL/W4cLvXLCMX5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348502,,,236,-1,-1,112,-1,0,-1,157.240.1.23,,349,value,
42,facebook,2019-10-11T13:30:44.538+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yB/l/he_IL/H40LCujyL58.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17349,,,30,-1,-1,96,-1,0,-1,157.240.1.23,,127,value,
43,facebook,2019-10-11T13:30:44.538+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/3oYS-Pgffbm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,702,,,0,-1,-1,110,-1,0,-1,157.240.1.23,,111,value,
44,facebook,2019-10-11T13:30:44.538+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yw/l/he_IL/1TNVRo_j9oZ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38648,,,28,-1,-1,87,-1,0,-1,157.240.1.23,,116,value,
45,facebook,2019-10-11T13:30:45.841+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,138,0,1388,105,1357,0,1,172.217.22.35,,1635,,
46,facebook,2019-10-11T13:30:46.121+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=ry7225j25fx3,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9481,,,12,-1,-1,118,-1,0,-1,216.58.205.228,,131,value,
47,facebook,2019-10-11T13:30:46.263+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,506,91705,,,51,-1,-1,93,-1,1,-1,172.217.22.35,,146,,
48,facebook,2019-10-11T13:30:46.414+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,52,-1,-1,85,-1,0,-1,172.217.22.35,,138,,
49,facebook,2019-10-11T13:30:46.582+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,5,-1,-1,85,-1,0,-1,216.58.205.228,,91,,
50,facebook,2019-10-11T13:30:46.676+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=qzexbsfiigtl,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1122,,,1,-1,-1,96,-1,0,-1,216.58.205.228,,97,value,
51,facebook,2019-10-11T13:30:46.725+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,1,0,139,105,112,0,0,216.58.205.228,,246,value,
52,facebook,2019-10-11T13:30:46.854+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=1&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001283825&__s=bxcuns%3Aj06nu5%3Aep5iv6&__hsi=6746495467814919095-0&__spin_r=1001283825&__spin_b=trunk&__spin_t=1570790882,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,-1,0,-1,157.240.1.35,,0,value,No response received
53,facebook,2019-10-11T13:30:46.861+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,-1,0,-1,172.217.22.35,,0,,No response received
