,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.dns,timings.send,timings.wait,timings.ssl,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-10-11T13:15:56.455+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,67,187,0,0,0,82,164,157.240.1.23,,337,,
11,facebook,2019-10-11T13:15:56.510+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,1,217,0,0,0,103,189,157.240.1.23,,323,,
12,facebook,2019-10-11T13:15:56.634+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,177,-1,-1,-1,0,98,-1,157.240.1.23,,276,,
13,facebook,2019-10-11T13:15:56.635+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,5,-1,-1,-1,0,90,-1,157.240.1.23,,97,,
14,facebook,2019-10-11T13:15:56.735+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,1,-1,-1,-1,0,80,-1,157.240.1.23,,82,,
15,facebook,2019-10-11T13:15:56.802+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,25,136,0,0,1,103,118,157.240.1.23,,266,,
16,facebook,2019-10-11T13:15:56.903+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yl/l/he_IL/oLXEoP-22nD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348779,,,164,-1,-1,-1,0,96,-1,157.240.1.23,,261,value,
17,facebook,2019-10-11T13:15:57.302+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/y5/l/he_IL/oCzfxaJWeI7.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17358,,,0,-1,-1,-1,0,113,-1,157.240.1.23,,115,value,
18,facebook,2019-10-11T13:15:57.303+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ya/r/W9D9bG0TcGJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16635,,,9,-1,-1,-1,0,96,-1,157.240.1.23,,106,value,
19,facebook,2019-10-11T13:15:57.304+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/LT-1HjtH4sU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8229,,,5,-1,-1,-1,0,103,-1,157.240.1.23,,109,value,
20,facebook,2019-10-11T13:15:57.304+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/yF/l/he_IL/aTx0KAcULDC.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16069,,,26,-1,-1,-1,0,102,-1,157.240.1.23,,129,value,
21,facebook,2019-10-11T13:15:57.304+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/6srDAE5X5T4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7336,,,3,-1,-1,-1,0,94,-1,157.240.1.23,,98,value,
22,facebook,2019-10-11T13:15:57.408+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yB/l/he_IL/6QtwI5cme7d.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38698,,,62,-1,-1,-1,0,87,-1,157.240.1.23,,150,value,
23,facebook,2019-10-11T13:15:57.416+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/yI/l/he_IL/CyJR3gPZyrL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4122,,,3,-1,-1,-1,0,86,-1,157.240.1.23,,91,value,
24,facebook,2019-10-11T13:15:57.418+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yJ/r/GMuvW6fMoph.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4811,,,2,-1,-1,-1,0,91,-1,157.240.1.23,,94,value,
25,facebook,2019-10-11T13:15:57.426+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yH/l/he_IL/AXXOjWBNuBI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17815,,,8,-1,-1,-1,0,92,-1,157.240.1.23,,101,value,
26,facebook,2019-10-11T13:15:57.436+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,0,-1,-1,-1,0,88,-1,157.240.1.23,,89,value,
27,facebook,2019-10-11T13:15:57.439+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,-1,-1,0,160,-1,157.240.1.35,,161,,
28,facebook,2019-10-11T13:15:57.510+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yS/l/he_IL/32nqR03ZYGl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9944,,,6,-1,-1,-1,0,82,-1,157.240.1.23,,89,value,
29,facebook,2019-10-11T13:15:57.517+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yq/r/BZz23nhoIDH.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5891,,,3,-1,-1,-1,0,90,-1,157.240.1.23,,94,value,
30,facebook,2019-10-11T13:15:57.606+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,-1,-1,0,161,-1,157.240.1.35,,163,,
31,facebook,2019-10-11T13:15:57.715+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,0,-1,-1,-1,0,92,-1,157.240.1.23,,93,,
32,facebook,2019-10-11T13:15:58.617+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43638,,,120,857,0,0,0,266,838,157.240.1.35,,1246,value,
33,facebook,2019-10-11T13:15:58.729+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yg/l/he_IL/IUpCV4PbO1k.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47070,,,68,-1,-1,-1,0,90,-1,157.240.1.23,,159,value,
34,facebook,2019-10-11T13:15:58.778+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,2240,0,0,0,186,2204,157.240.1.35,,2429,,
35,facebook,2019-10-11T13:15:58.922+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/ym/l/0,cross/CxL8unsLEBL.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19280,,,10,-1,-1,-1,0,91,-1,157.240.1.23,,102,value,
36,facebook,2019-10-11T13:15:58.922+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yG/l/0,cross/UBVbWsrwWm4.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,37009,,,14,-1,-1,-1,1,100,-1,157.240.1.23,,116,value,
37,facebook,2019-10-11T13:15:58.923+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/qK5lHUCv_Rg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,81210,,,113,155,0,0,0,96,130,157.240.1.23,,365,value,
38,facebook,2019-10-11T13:15:58.925+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,0,-1,-1,-1,0,92,-1,157.240.1.23,,94,value,
39,facebook,2019-10-11T13:15:59.215+03:00,GET,https://cx.atdmt.com/?f=AYyCE2o4XJMV-jldHTwcy5XqZKJa2E1h7gQ9aLDyTcWIm1jlZ53WiL9U5-GTT_zPDmjJ5gZhqDBYLi7L5D9uSyLh&c=1385541317&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,538,42,,,0,1361,0,53,0,200,1331,31.13.92.2,,1615,value,
40,facebook,2019-10-11T13:15:59.703+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,2,779,0,0,0,107,741,216.58.205.228,,890,,
41,facebook,2019-10-11T13:15:59.917+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yY/l/he_IL/W4cLvXLCMX5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348502,,,189,-1,-1,-1,0,107,-1,157.240.1.23,,297,value,
42,facebook,2019-10-11T13:15:59.917+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yB/l/he_IL/H40LCujyL58.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17349,,,1,-1,-1,-1,0,113,-1,157.240.1.23,,114,value,
43,facebook,2019-10-11T13:15:59.917+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/3oYS-Pgffbm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,702,,,0,-1,-1,-1,0,149,-1,157.240.1.23,,149,value,
44,facebook,2019-10-11T13:15:59.918+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yw/l/he_IL/1TNVRo_j9oZ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38648,,,63,-1,-1,-1,0,99,-1,157.240.1.23,,163,value,
45,facebook,2019-10-11T13:16:02.973+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,136,3130,0,0,0,108,3099,172.217.22.35,,3376,,
46,facebook,2019-10-11T13:16:03.247+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=ns43qyax265,HTTP/1.1,721,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9386,,,8,-1,-1,-1,0,110,-1,216.58.205.228,,119,value,
47,facebook,2019-10-11T13:16:03.376+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,574,0,,200,OK,HTTP/1.1,0,text/css,,,506,91705,,,41,-1,-1,-1,0,92,-1,172.217.22.35,,134,,
48,facebook,2019-10-11T13:16:03.514+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,560,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,55,-1,-1,-1,0,84,-1,172.217.22.35,,141,,
49,facebook,2019-10-11T13:16:03.685+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,552,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,4,-1,-1,-1,0,92,-1,216.58.205.228,,97,,
50,facebook,2019-10-11T13:16:03.785+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=xqog4w40q4gz,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1124,,,1,-1,-1,-1,0,94,-1,216.58.205.228,,96,value,
51,facebook,2019-10-11T13:16:03.834+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,564,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,1,145,0,0,0,101,112,216.58.205.228,,249,value,
52,facebook,2019-10-11T13:16:03.948+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5mWyWzEjy9uC1swgE98nwgU6C7UW3q327E2vwXx61rwf24o3Bw5VCwjE3awbG789U2NwlU5ufz81sbzo5-0me220qu0L8uw&__csr=&__req=1&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001283825&__s=lxqop3%3Acf9x75%3Akcx364&__hsi=6746491666999352786-0&__spin_r=1001283825&__spin_b=trunk&__spin_t=1570789997,HTTP/1.1,827,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,-1,0,0,-1,157.240.1.35,,0,value,No response received
53,facebook,2019-10-11T13:16:03.959+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,-1,0,0,-1,172.217.22.35,,0,,No response received
