,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.connect,timings.receive,timings.dns,timings.wait,timings.send,timings.ssl,serverIPAddress,comment,time,response._error,request.queryString.name
10,,2019-10-12T15:37:07.361+03:00,GET,https://koalabeast.com/images/KoalaBeast.png,HTTP/1.1,498,0,,200,OK,HTTP/1.1,0,image/png,,,348,20583,,,-1,-1,2,-1,345,0,-1,45.32.213.115,,349,,
11,,2019-10-12T15:37:07.636+03:00,GET,https://koalabeast.com/images/background_cropped.jpg,HTTP/1.1,527,0,,200,OK,HTTP/1.1,0,image/jpeg,,,349,22851,,,-1,-1,2,-1,200,0,-1,45.32.213.115,,204,,
12,,2019-10-12T15:37:07.638+03:00,GET,https://koalabeast.com/images/flair.png,HTTP/1.1,514,0,,200,OK,HTTP/1.1,0,image/png,,,348,62916,,,-1,-1,258,-1,219,0,-1,45.32.213.115,,478,,
13,,2019-10-12T15:37:08.112+03:00,GET,https://koalabeast.com/flairlog,HTTP/1.1,644,0,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,-1,0,0,-1,45.32.213.115,,0,No response received,
14,,2019-10-12T15:37:08.114+03:00,POST,https://koalabeast.com/fingerprint,HTTP/1.1,759,35,,200,OK,HTTP/1.1,0,text/plain; charset=utf-8,,,529,2,,,-1,-1,0,-1,215,0,-1,45.32.213.115,,217,,
15,,2019-10-12T15:37:10.019+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,360,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,0,2427,28,33,108,0,2396,172.217.22.110,,2598,,
16,,2019-10-12T15:37:10.179+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=1148577467&t=pageview&_s=1&dl=https%3A%2F%2Fkoalabeast.com%2F&ul=en-us&de=UTF-8&dt=TagPro%20Capture%20the%20Flag&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=IEBAAEAB~&jid=915716685&gjid=1464579403&cid=1232060894.1570883830&tid=UA-41030847-1&_gid=1354103455.1570883830&_r=1&z=1574681393,HTTP/1.1,688,0,,200,OK,HTTP/1.1,0,image/gif,,,466,35,,,-1,-1,0,-1,102,0,-1,172.217.22.110,,103,,value
17,,2019-10-12T15:37:12.418+03:00,GET,https://www.youtube.com/embed/6tu0JDFueDw,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1078,20361,,,0,4750,43,35,236,0,4720,172.217.22.110,,5067,,
18,,2019-10-12T15:37:12.703+03:00,GET,https://www.youtube.com/yts/cssbin/www-player-webp-vflE8GS0-.css,HTTP/1.1,495,0,,200,OK,HTTP/1.1,0,text/css,,,561,41451,,,-1,-1,60,-1,89,0,-1,172.217.22.110,,150,,
19,,2019-10-12T15:37:12.836+03:00,GET,https://www.youtube.com/yts/jsbin/www-embed-player-vfl7dFGHt/www-embed-player.js,HTTP/1.1,496,0,,200,OK,HTTP/1.1,0,text/javascript,,,567,39029,,,0,146,73,0,93,2,112,172.217.22.110,,316,,
20,,2019-10-12T15:37:12.837+03:00,GET,https://www.youtube.com/yts/jsbin/player_ias-vflNSW9LL/en_US/base.js,HTTP/1.1,484,0,,200,OK,HTTP/1.1,0,text/javascript,,,567,393512,,,0,147,302,0,113,1,114,172.217.22.110,,565,,
21,,2019-10-12T15:37:13.386+03:00,GET,https://www.youtube.com/yts/jsbin/player_ias-vflNSW9LL/en_US/remote.js,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,29991,,,-1,-1,14,-1,92,0,-1,172.217.22.110,,106,,
22,,2019-10-12T15:37:16.162+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,432,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,15552,,,0,2686,31,25,100,1,2648,172.217.16.131,,2844,,
23,,2019-10-12T15:37:16.197+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxK.woff2,HTTP/1.1,428,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,15344,,,0,2717,38,26,88,0,2679,172.217.16.131,,2872,,
24,,2019-10-12T15:37:16.377+03:00,GET,https://i.ytimg.com/vi/6tu0JDFueDw/maxresdefault.jpg,HTTP/1.1,421,0,,200,OK,HTTP/1.1,0,image/jpeg,,,443,88612,,,0,2940,137,0,111,0,2915,172.217.16.214,,3190,,
25,,2019-10-12T15:37:16.875+03:00,GET,https://static.doubleclick.net/instream/ad_status.js,HTTP/1.1,385,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,29,,,0,3547,0,0,96,0,3506,172.217.16.134,,3646,,
26,,2019-10-12T15:37:17.778+03:00,GET,https://www.google.com/js/bg/aPEEM9OJ9hGaYafZgWtx3Nc8atx1tS31xt75J5Meqn4.js,HTTP/1.1,408,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5323,,,0,4407,3,42,105,0,4379,172.217.18.4,,4560,,
27,,2019-10-12T15:37:18.052+03:00,GET,https://www.youtube.com/generate_204?bJJf5Q,HTTP/1.1,495,0,,204,No Content,HTTP/1.1,0,,,,211,0,,,-1,-1,0,-1,91,0,-1,172.217.22.110,,92,,value
28,,2019-10-12T15:37:18.517+03:00,GET,https://yt3.ggpht.com/-rUWLinC_J5Q/AAAAAAAAAAI/AAAAAAAAAAA/BwfNr0-UsFA/s68-c-k-no-mo-rj-c0xffffff/photo.jpg,HTTP/1.1,476,0,,200,OK,HTTP/1.1,0,image/jpeg,,,574,3492,,,0,5081,1,0,89,0,5054,216.58.207.65,,5173,,
