,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.wait,timings.dns,timings.send,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,request.queryString.name,response._error
107,,2019-10-08T18:19:34.311+03:00,GET,https://sync.adotmob.com/cookie/teads?r=https%3A%2F%2Fsync.teads.tv%2Fum%3Ffp%3D1%26eid%3D27%26uid%3D%7Bamob_user_id%7D&gdpr=0&gdpr_consent=&_t=1570549016751,HTTP/1.1,513,0,,302,Found,HTTP/1.1,0,,,https://sync.teads.tv/um?fp=1&eid=27&uid=03f22204002a5df1232eb2af,565,0,,,231,101,0,0,0,0,260,185.183.112.148,,362,value,
108,,2019-10-08T18:19:34.361+03:00,GET,https://secure.adnxs.com/async_usersync?cbfn=AN_async_load,HTTP/1.1,502,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,737,0,,,205,92,0,0,0,0,233,185.33.223.80,,326,value,
109,,2019-10-08T18:19:34.417+03:00,GET,https://ad.turn.com/r/cs?pid=41&gdpr=0&gdpr_consent=&_t=1570549016751,HTTP/1.1,458,0,,302,Found,HTTP/1.1,0,,,https://sync.teads.tv/um?eid=11&uid=7413837416535605853,470,0,,,338,194,0,0,0,0,367,46.228.164.11,,562,value,
110,,2019-10-08T18:19:34.564+03:00,GET,https://sync.teads.tv/um?fp=1&eid=27&uid=03f22204002a5df1232eb2af,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,image/gif,,,257,23,,,115,122,0,0,0,0,147,212.55.188.10,,270,value,
111,,2019-10-08T18:19:34.627+03:00,GET,https://ml314.com/utsync.ashx?eid=50052&et=0&fp=29BYv0jCrX86_qXbXyTwPpYwllwJXtruFMd9XFDd_vqs&gdpr=0&gdpr_consent=&return=https%3A%2F%2Fps.eyeota.net%2Fmatch%3Fbid%3Dr8hrb20%26uid%3Dnil%26dc_rc%3D2%26dc_mr%3D5%26dc_orig%3Dr8j3b20%26,HTTP/1.1,922,0,,200,OK,HTTP/1.1,0,image/gif,,,381,43,,,525,173,26,0,0,0,552,34.236.133.78,,752,value,
112,,2019-10-08T18:19:34.640+03:00,GET,https://pixel.rubiconproject.com/tap.php?v=7751&nid=2249&expires=30&put=CAESEGlG5ubf09oX_4ACzoMoVOI&google_cver=1,HTTP/1.1,1276,0,,200,OK,HTTP/1.1,0,image/gif,,,1346,42,,,324,101,0,0,0,0,352,69.173.144.165,,455,value,
113,,2019-10-08T18:19:34.643+03:00,GET,https://match.rundsp.com/redirect?ex=rubicon,HTTP/1.1,454,0,,302,Found,HTTP/1.1,0,image/gif,,https://pixel.rubiconproject.com/tap.php?v=31956&nid=2978&put=c47a2f61179148018013b2ac,679,0,,,339,162,0,0,0,0,375,35.171.202.176,,538,value,
114,,2019-10-08T18:19:34.652+03:00,GET,https://x.bidswitch.net/sync?ssp=rubicon,HTTP/1.1,496,0,,302,Moved Temporarily,HTTP/1.1,0,,,//pool.admedo.com/sync?ssp=bidswitch&bidswitch_ssp_id=rubicon&bsw_custom_parameter=93449e4d-47b6-4ec1-abb0-a8de05606405,379,0,,,317,117,35,0,0,0,353,52.28.89.59,,506,value,
115,,2019-10-08T18:19:34.689+03:00,GET,https://sync.teads.tv/um?eid=11&uid=7413837416535605853,HTTP/1.1,467,0,,200,OK,HTTP/1.1,0,image/gif,,,257,23,,,-1,107,-1,0,0,-1,-1,212.55.188.10,,108,value,
116,,2019-10-08T18:19:35.034+03:00,GET,https://pagead2.googlesyndication.com/bg/aPEEM9OJ9hGaYafZgWtx3Nc8atx1tS31xt75J5Meqn4.js,HTTP/1.1,1304,0,,200,OK,HTTP/1.1,0,text/javascript,,,738,5323,,,221,100,0,0,1,0,261,172.217.23.98,,364,,
117,,2019-10-08T18:19:35.073+03:00,GET,https://pxl.connexity.net/c/cse?a=Q&B=17,HTTP/1.1,473,0,,302,Moved Temporarily,HTTP/1.1,0,,,https://pixel.rubiconproject.com/tap.php?v=14459&nid=2687&expires=90&put=e9d2b5f092bbd294-06e3aac68a713caa,354,2,,,776,228,0,0,0,0,810,63.251.210.243,,1039,value,
118,,2019-10-08T18:19:36.528+03:00,GET,https://map.media6degrees.com/orbserv/hbpix?pixId=4857,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,image/gif,,,233,43,,,2193,159,34,0,0,0,2229,204.2.197.204,,2425,value,
119,,2019-10-08T18:19:38.415+03:00,GET,https://rtb.gumgum.com/getuid/ws6dsrfe?r=https%3A%2F%2Fpixel.rubiconproject.com%2Ftap.php%3Fv%3D554870%26nid%3D5454%26put%3D,HTTP/1.1,493,0,,302,Found,HTTP/1.1,0,,,https://pixel.rubiconproject.com/tap.php?v=554870&nid=5454&put=a_4a73864b-dc26-41a1-8d7f-0b4b15881d9a,415,0,,,4076,356,29,0,0,0,4114,52.192.232.122,,4501,value,
120,,2019-10-08T18:19:39.149+03:00,GET,https://pixel.rubiconproject.com/tap.php?v=31956&nid=2978&put=c47a2f61179148018013b2ac,HTTP/1.1,1227,0,,200,OK,HTTP/1.1,0,image/gif,,,1385,42,,,335,115,0,0,0,0,361,69.173.144.165,,478,value,
121,,2019-10-08T18:19:39.270+03:00,GET,https://pixel.rubiconproject.com/tap.php?v=14459&nid=2687&expires=90&put=e9d2b5f092bbd294-06e3aac68a713caa,HTTP/1.1,1247,0,,422,Unprocessable Entity,HTTP/1.1,0,,,,246,99,,,-1,101,-1,0,0,-1,-1,69.173.144.165,,102,value,
122,,2019-10-08T18:19:39.376+03:00,GET,https://pixel.rubiconproject.com/tap.php?v=554870&nid=5454&put=a_4a73864b-dc26-41a1-8d7f-0b4b15881d9a,HTTP/1.1,1242,0,,200,OK,HTTP/1.1,0,image/gif,,,1443,42,,,-1,105,-1,0,0,-1,-1,69.173.144.165,,106,value,
123,,2019-10-08T18:19:39.897+03:00,GET,https://tg.socdm.com/aux/idsync?proto=teads&gdpr=0&gdpr_consent=&_t=1570549016751,HTTP/1.1,437,0,,302,Found,HTTP/1.1,0,,,https://sync.teads.tv/um?eid=70&uid=XZytHsCo8W4AAAaUxCMAAAAA,840,0,,,5808,336,0,0,0,0,5836,124.146.215.42,,6173,value,
124,,2019-10-08T18:19:39.899+03:00,GET,https://b1sync.zemanta.com/usersync/rubicon/,HTTP/1.1,413,0,,302,Found,HTTP/1.1,0,text/html; charset=utf-8,,https://stags.bluekai.com/site/23178?id=mHW9ajnIssrYdC93OFyT&redir=https%3A%2F%2Fb1sync.zemanta.com%2Fusersync%2Fbluekai%2Fcallback%2F%3Fd%3DNB2HI4DTHIXS64ZON52XIYTSMFUW4LTDN5WS65JRF5ZT6ZLYMNUGC3THMU6XE5LCNFRW63RGOJSWI2LSMVRXIPLIOR2HA4ZFGNASKMSGEUZEM4DJPBSWYLTSOVRGSY3PNZYHE33KMVRXILTDN5WSKMSGORQXALTQNBYCKM2GOYSTGRBRGQ2DKOJYEUZDM3TJMQSTGRBTHE4TEJJSGZSXQ4DJOJSXGJJTIQZTAJJSGZYHK5BFGNCF6X22KVEUIX27EZ5HK2LEHVWUQVZZMFVG4SLTONZFSZCDHEZU6RTZKQ,848,466,,,5559,189,34,0,0,0,5599,64.74.236.127,,5824,,
125,,2019-10-08T18:19:40.197+03:00,GET,https://cm.adgrx.com/bridge?AG_SETCOOKIE&AG_PID=rubicon,HTTP/1.1,424,0,,302,Found,HTTP/1.1,0,image/gif,,https://cm.adgrx.com/bridge.gif?AG_PID=rubicon,582,0,,,5802,92,105,0,0,0,5831,63.251.232.165,,6029,value,
126,,2019-10-08T18:19:40.238+03:00,GET,https://sync.teads.tv/um?eid=70&uid=XZytHsCo8W4AAAaUxCMAAAAA,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,image/gif,,,257,23,,,-1,113,-1,0,0,-1,-1,212.55.188.10,,114,value,
127,,2019-10-08T18:19:40.293+03:00,GET,https://cm.adgrx.com/bridge.gif?AG_PID=rubicon,HTTP/1.1,471,0,,302,Found,HTTP/1.1,0,image/gif,,https://pixel.rubiconproject.com/tap.php?v=144054&nid=4032&put=79b1dbba-e9e1-11e9-9e19-b736df025305&expires=60,623,0,,,-1,96,-1,0,0,-1,-1,63.251.232.165,,96,value,
128,,2019-10-08T18:19:40.443+03:00,GET,https://pixel.rubiconproject.com/tap.php?v=144054&nid=4032&put=79b1dbba-e9e1-11e9-9e19-b736df025305&expires=60,HTTP/1.1,1421,0,,0,,unknown,0,,,,-1,-1,,,-1,0,-1,0,0,-1,-1,69.173.144.165,,0,value,No response received
