,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.wait,timings.dns,timings.ssl,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,request.queryString.name
13,,2019-10-09T18:51:30.971+03:00,GET,https://platform.twitter.com/widgets/widget_iframe.e3a0e1b01ae601b6c9cf798a93ab7e69.html?origin=https%3A%2F%2Ftheuselessweb.com,HTTP/1.1,598,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,498,5816,,,0,103,-1,-1,3,-1,-1,93.184.220.66,,107,value
14,,2019-10-09T18:51:31.111+03:00,GET,https://platform.twitter.com/js/button.d941c9a422e2e3faf474b82a1f39e936.js,HTTP/1.1,392,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,511,2296,,,1,94,-1,-1,1,-1,-1,93.184.220.66,,97,
15,,2019-10-09T18:51:31.233+03:00,GET,https://platform.twitter.com/widgets/tweet_button.e3a0e1b01ae601b6c9cf798a93ab7e69.en.html,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,499,12257,,,0,97,-1,-1,6,-1,-1,93.184.220.66,,105,
16,,2019-10-09T18:51:32.462+03:00,GET,https://www.facebook.com/plugins/like.php?href=https%3A%2F%2Ftheuselessweb.com&width&layout=button_count&action=like&show_faces=false&share=false&height=21,HTTP/1.1,626,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1156,14282,,,1,269,27,7336,58,0,7362,31.13.92.36,,7719,value
17,,2019-10-09T18:51:33.171+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-6141684361710958&output=html&h=280&slotname=7331917240&adk=1394705086&adf=408460107&w=500&fwrn=4&fwrnh=100&lmt=1570636293&rafmt=1&guci=2.2.0.0.2.2.0.0&format=500x280&url=https%3A%2F%2Ftheuselessweb.com%2F&flash=0&fwr=0&rpe=1&resp_fmts=3&wgl=1&adsid=NT&dt=1570636285982&bpp=34&bdt=3056&fdt=7139&idt=7140&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&correlator=8053653530598&frm=20&pv=2&ga_vid=755399507.1570636293&ga_sid=1570636293&ga_hid=1425483395&ga_fc=0&iag=0&icsg=4002&dssz=12&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=145&ady=523&biw=779&bih=600&scr_x=0&scr_y=0&eid=20199336%2C21064715%2C21060079&oid=3&pvsid=1541708392282055&pem=41&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CaeE%7C&abl=CA&pfx=0&fu=144&bc=31&ifi=1&uci=1.pthao4db3m5x&fsb=1&xpc=Fh8yyZEeGf&p=https%3A//theuselessweb.com&dtd=7176,HTTP/1.1,1436,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,929,199,,,0,264,-1,-1,0,-1,-1,216.58.210.2,,265,value
18,,2019-10-09T18:51:33.207+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=theuselessweb.com,HTTP/1.1,391,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,1,106,37,7126,1,0,7158,172.217.22.66,,7304,value
19,,2019-10-09T18:51:33.367+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-6141684361710958&output=html&adk=1812271804&adf=3025194257&lmt=1570636293&plat=1%3A8%2C2%3A8%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=https%3A%2F%2Ftheuselessweb.com%2F&ea=0&flash=0&pra=7&wgl=1&adsid=NT&dt=1570636286016&bpp=12&bdt=3090&fdt=7193&idt=7193&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=500x280&nras=1&correlator=8053653530598&frm=20&pv=1&ga_vid=755399507.1570636293&ga_sid=1570636293&ga_hid=1425483395&ga_fc=0&iag=0&icsg=135074&dssz=13&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=779&bih=600&scr_x=0&scr_y=0&eid=20199336%2C21064715%2C21060079&oid=3&pvsid=1541708392282055&pem=41&rx=0&eae=2&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=16&bc=31&ifi=1&uci=1.u4bsjryxd0sc&fsb=1&dtd=7203,HTTP/1.1,1417,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,905,0,,,1,114,0,113,0,0,132,216.58.210.2,,248,value
20,,2019-10-09T18:51:33.588+03:00,GET,https://fonts.gstatic.com/s/cookie/v11/syky-y18lb0tSbf9kgqS.woff2,HTTP/1.1,435,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,14456,,,1,103,0,8391,40,0,8412,172.217.22.3,,8557,
21,,2019-10-09T18:51:33.590+03:00,GET,https://fonts.gstatic.com/s/josefinslab/v10/lW-5wjwOK3Ps5GSJlNNkMalnqg6v.woff2,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,37264,,,1,102,0,8401,73,0,8423,172.217.22.3,,8601,
22,,2019-10-09T18:51:33.868+03:00,GET,https://syndication.twitter.com/settings,HTTP/1.1,493,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,595,79,,,0,203,0,2714,0,0,2750,104.244.42.136,,2956,
23,,2019-10-09T18:51:34.077+03:00,GET,https://syndication.twitter.com/i/jot?l=%7B%22widget_origin%22%3A%22https%3A%2F%2Ftheuselessweb.com%2F%22%2C%22widget_frame%22%3Afalse%2C%22language%22%3A%22en%22%2C%22message%22%3A%22m%3Anocount%3A%22%2C%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1570636291506%2C%22dnt%22%3Afalse%2C%22client_version%22%3A%22708eecd%3A1570046592825%22%2C%22format_version%22%3A1%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22button%22%2C%22section%22%3A%22share%22%2C%22action%22%3A%22impression%22%7D%7D,HTTP/1.1,890,0,,200,OK,HTTP/1.1,0,image/gif;charset=utf-8,,,635,65,,,0,197,-1,-1,0,-1,-1,104.244.42.136,,199,value
24,,2019-10-09T18:51:34.915+03:00,GET,https://ssl.google-analytics.com/ga.js,HTTP/1.1,356,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17168,,,0,99,0,9817,31,0,9850,216.58.205.232,,9982,
25,,2019-10-09T18:51:35.076+03:00,GET,https://ssl.google-analytics.com/r/__utm.gif?utmwv=5.7.2&utms=1&utmn=552193711&utmhn=theuselessweb.com&utmcs=UTF-8&utmsr=800x600&utmvp=779x600&utmsc=24-bit&utmul=en-us&utmje=0&utmfl=-&utmdt=The%20Useless%20Web&utmhid=1425483395&utmr=-&utmp=%2F&utmht=1570636295069&utmac=UA-35944549-1&utmcc=__utma%3D17164284.755399507.1570636293.1570636293.1570636293.1%3B%2B__utmz%3D17164284.1570636295.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&utmjid=1566520941&utmredir=1&utmu=qAAAAAAAAAAAAAAAAAQAAAAE~,HTTP/1.1,863,0,,200,OK,HTTP/1.1,0,image/gif,,,466,35,,,0,102,-1,-1,0,-1,-1,216.58.205.232,,103,value
26,,2019-10-09T18:51:35.120+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,396,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29093,,,0,138,45,1831,54,0,1862,172.217.22.98,,2101,value
27,,2019-10-09T18:51:35.527+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ivXU4/yL/l/he_IL/9IF8TchcgsZ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,-1,,,0,111,17,1934,0,0,1967,157.240.1.23,,2098,value
28,,2019-10-09T18:51:35.527+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y5/r/OqOE21UvWe3.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,519,400,,,0,107,28,1926,1,0,1967,157.240.1.23,,2105,
