,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.dns,timings.send,timings.ssl,timings.connect,timings.blocked,timings.receive,serverIPAddress,comment,time,response._error
10,,2019-10-11T13:19:31.888+03:00,CONNECT,https://secure-assets.rubiconproject.com,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,0,42,0,-1,8284,0,0,104.98.224.44,,8327,Unable to connect to host
11,,2019-10-11T13:19:40.348+03:00,GET,https://events.bouncex.net/track.gif/bid_cancel?partner=pbm&partner_site_id=251613&deployment=overlay&requested_ad_units=900x550&request_timestamp=1570789168628&price=NA&deal_id=NA&auction_number=1&ad_unit_id=1&source=ads&campaignid=943846&agent=user&mode=0&websiteid=2490&visitid=1570790121258940&deviceid=7299623694046120765&pageviewid=2&sequenceid=13&clienttimestamp=1570789168641&clientapiversion=tag3&device=d,HTTP/1.1,value,766,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,218,0,0,8311,8328,0,0,35.190.62.200,,8547,
12,,2019-10-11T13:19:40.377+03:00,POST,https://c.pub.network/c,HTTP/1.1,,539,1984,,200,OK,HTTP/1.1,0,text/plain;charset=utf-8,,,301,36,,,202,0,0,748,792,0,0,35.226.36.58,,995,
13,,2019-10-11T13:19:40.528+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,value,403,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29553,,,131,0,0,248,284,0,69,172.217.21.194,,486,
14,,2019-10-11T13:19:40.579+03:00,GET,https://events.bouncex.net/track.gif/endpageview?pageview:url=https%253A%252F%252Fwww.sporcle.com%252F&pageview:customvariables=%7B%22interstitial_absent%22%3Atrue%2C%22quiz_completed%22%3Afalse%2C%22sporcle_orange_user%22%3Afalse%2C%22quiz_running%22%3Afalse%7D&pageview:event=beforeunload&perf:times=%7B%22startTime%22%3A1570789138576%2C%22tag%22%3A14377%2C%22init1request%22%3A14506%2C%22init1%22%3A17203%7D&mode=0&websiteid=2490&visitid=1570790121258940&deviceid=7299623694046120765&pageviewid=2&sequenceid=14&clienttimestamp=1570789169005&clientapiversion=tag3&device=d&source=web&agent=user,HTTP/1.1,value,938,0,,200,OK,HTTP/1.1,0,image/gif,,,255,42,,,212,-1,0,-1,-1,-1,0,35.190.62.200,,213,
15,,2019-10-11T13:19:40.584+03:00,POST,https://c.pub.network/c,HTTP/1.1,,539,1904,,200,OK,HTTP/1.1,0,text/plain;charset=utf-8,,,301,36,,,204,-1,0,-1,-1,-1,0,35.226.36.58,,206,
16,,2019-10-11T13:19:40.732+03:00,GET,https://www.googletagservices.com/tag/js/gpt.js,HTTP/1.1,,363,0,,200,OK,HTTP/1.1,0,text/javascript,,,767,14544,,,93,-1,0,-1,-1,-1,15,172.217.21.194,,109,
17,,2019-10-11T13:19:42.031+03:00,GET,https://securepubads.g.doubleclick.net/gpt/pubads_impl_2019100701.js?21064578,HTTP/1.1,value,471,0,,200,OK,HTTP/1.1,0,text/javascript,,,543,59106,,,139,0,0,237,275,0,106,172.217.22.98,,522,
18,,2019-10-11T13:19:31.873+03:00,CONNECT,https://qcx.quantserve.com:8443,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,0,0,0,-1,10161,0,0,91.228.72.18,,10161,Unable to connect to host
19,,2019-10-11T13:19:42.281+03:00,GET,https://securepubads.g.doubleclick.net/gpt/pubads_impl_modern_2019100701.js?21064579,HTTP/1.1,value,478,0,,200,OK,HTTP/1.1,0,text/javascript,,,543,56843,,,117,-1,0,-1,-1,-1,67,172.217.22.98,,185,
20,,2019-10-11T13:19:42.627+03:00,GET,https://geoip.insticator.com/json/,HTTP/1.1,,380,0,,200,OK,HTTP/1.1,0,application/json,,,739,181,,,198,50,0,13895,13924,0,0,104.20.24.11,,14173,
21,,2019-10-11T13:19:42.602+03:00,CONNECT,https://dmx.districtm.io,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,0,0,0,-1,143,0,0,104.16.190.66,,143,Unable to connect to host
22,,2019-10-11T13:19:42.891+03:00,GET,https://geoip.insticator.com/json/,HTTP/1.1,,380,0,,200,OK,HTTP/1.1,0,application/json,,,739,181,,,650,-1,0,-1,-1,-1,0,104.20.24.11,,651,
23,,2019-10-11T13:19:44.386+03:00,POST,https://ib.adnxs.com/ut/v3/prebid,HTTP/1.1,,516,473,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,841,19,,,112,0,0,249,281,0,0,185.33.223.215,,394,
24,,2019-10-11T13:19:44.436+03:00,POST,https://ib.adnxs.com/ut/v3/prebid,HTTP/1.1,,516,473,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,840,19,,,106,0,0,362,394,0,0,185.33.223.215,,501,
25,,2019-10-11T13:19:44.479+03:00,POST,https://qcx.quantserve.com:8443/qchb,HTTP/1.1,,469,327,,200,OK,HTTP/1.1,0,application/json,,,234,90,,,100,0,0,416,443,0,0,91.228.72.18,,546,
26,,2019-10-11T13:19:44.499+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.sporcle.com,HTTP/1.1,value,389,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,107,0,1,297,319,0,0,172.217.23.162,,429,
27,,2019-10-11T13:19:44.516+03:00,POST,https://ib.adnxs.com/ut/v3/prebid,HTTP/1.1,,516,473,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1015,144,,,115,-1,0,-1,-1,-1,0,185.33.223.215,,116,
28,,2019-10-11T13:19:44.526+03:00,POST,https://ap.lijit.com/rtb/bid?src=prebid_prebid_1.32.0,HTTP/1.1,value,492,231,,200,OK,HTTP/1.1,0,application/json,,,551,51,,,101,0,0,416,445,0,0,72.251.249.9,,548,
29,,2019-10-11T13:19:44.624+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.sporcle.com,HTTP/1.1,value,389,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,97,-1,0,-1,-1,-1,0,172.217.23.162,,98,
30,,2019-10-11T13:19:44.692+03:00,GET,https://df80k0z3fi8zg.cloudfront.net/files/instbid_1_34_release_20190807.js,HTTP/1.1,,391,0,,200,OK,HTTP/1.1,0,application/javascript,,,519,67359,,,146,147,0,6760,6788,0,69,13.226.6.40,,7151,
31,,2019-10-11T13:19:44.694+03:00,GET,https://as-sec.casalemedia.com/cygnus?s=157545&v=7.2&r=%7B%22id%22%3A%221140777186488d4d%22%2C%22imp%22%3A%5B%7B%22id%22%3A%2211518155cf2b52ab%22%2C%22banner%22%3A%7B%22w%22%3A728%2C%22h%22%3A90%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22157545%22%2C%22sid%22%3A%22728x90%22%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%22%2C%22ref%22%3A%22%22%7D%2C%22ext%22%3A%7B%22source%22%3A%22prebid%22%7D%2C%22regs%22%3A%7B%22ext%22%3A%7B%22gdpr%22%3A0%7D%7D%2C%22user%22%3A%7B%22ext%22%3A%7B%22consent%22%3A%22%22%7D%7D%7D&ac=j&sd=1&,HTTP/1.1,value,1045,0,,200,OK,HTTP/1.1,0,application/json,,,960,46,,,145,0,0,191,215,0,0,212.55.189.217,,362,
32,,2019-10-11T13:19:44.790+03:00,POST,https://web.hb.ad.cpe.dotomi.com/s2s/header/24,HTTP/1.1,,495,577,,200,OK,HTTP/1.1,0,application/json,,,440,194,,,245,32,0,725,751,0,0,205.180.87.146,,1030,
33,,2019-10-11T13:19:44.938+03:00,GET,https://sporcle-d.openx.net/w/1.0/arj?ju=https%3A%2F%2Fwww.sporcle.com%2F&jr=&ch=UTF-8&res=800x600x24&ifr=false&tz=-180&tws=800x600&be=1&bc=hb_pb_2.1.5&dddid=19df4dfd-355b-418b-8217-29914562e406&nocache=1570789183996&gdpr_consent=&gdpr=0&pubcid=3a245b10-fbb0-4c94-9e71-2bbe415ffffc&aus=728x90&divIds=sporcle_728x90_ATF&auid=540386379&,HTTP/1.1,value,820,0,,200,OK,HTTP/1.1,0,application/json,,,571,173,,,114,0,0,326,353,0,6,34.95.120.147,,474,
34,,2019-10-11T13:19:45.144+03:00,POST,https://hbopenbid.pubmatic.com/translator?source=prebid-client,HTTP/1.1,value,744,677,,204,No Content,HTTP/1.1,0,,,,212,0,,,258,21,0,527,552,0,0,103.231.98.193,,833,
