,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.ssl,timings.wait,timings.dns,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name
33,,2019-10-09T18:46:39.917+03:00,GET,https://beta.freerice.com/static/media/english-vocabulary.fe9839e2.svg,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,665,1114,,,0,-1,158,-1,-1,0,-1,151.101.18.133,,159,
34,,2019-10-09T18:46:40.041+03:00,GET,https://oil.axelspringer.com/release/1.2.2/1.1.2.2-RELEASE.chunk.js,HTTP/1.1,385,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,505,2384,,,1,2212,114,91,2236,3,0,52.214.251.109,,2446,
35,,2019-10-09T18:46:40.050+03:00,GET,https://oil.axelspringer.com/release/1.2.2/0.1.2.2-RELEASE.chunk.js,HTTP/1.1,385,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,505,11657,,,0,2222,105,90,2245,69,0,52.214.251.109,,2511,
36,,2019-10-09T18:46:40.055+03:00,GET,https://beta.freerice.com/assets/ads/rubicon-desktop-not-correct.html?k1jg4dp5,HTTP/1.1,550,0,,200,OK,HTTP/1.1,0,text/html,,,660,714,,,0,-1,85,-1,-1,0,-1,151.101.18.133,,86,value
37,,2019-10-09T18:46:42.189+03:00,GET,https://www.instagram.com/web/search/topsearch/?query={wfpfreerice},HTTP/1.1,447,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,2423,545,,,0,2733,299,39,2760,29,0,157.240.1.174,,3129,value
38,,2019-10-09T18:46:42.567+03:00,GET,https://ads.rubiconproject.com/ad/8056.js,HTTP/1.1,411,0,,200,OK,HTTP/1.1,0,text/javascript,,,364,7558,,,0,2450,100,22,2480,7,0,23.34.190.24,,2610,
39,,2019-10-09T18:46:42.685+03:00,GET,https://ads.rubiconproject.com/ad/8056.js,HTTP/1.1,411,0,,200,OK,HTTP/1.1,0,text/javascript,,,364,7558,,,0,-1,111,-1,-1,0,-1,23.34.190.24,,113,
40,,2019-10-09T18:46:44.023+03:00,GET,https://optimized-by.rubiconproject.com/a/8056/13032/712778-15.js?&cb=0.16773610095507996&tk_st=1&rf=https%3A//beta.freerice.com/%23/english-vocabulary/1381&rp_s=c&p_pos=btf&p_screen_res=800x600&ad_slot=13032_15&rp_secure=1,HTTP/1.1,593,0,,200,OK,HTTP/1.1,0,text/javascript,,,334,196,,,0,1169,112,0,1198,0,0,213.19.162.31,,1311,value
41,,2019-10-09T18:46:44.040+03:00,GET,https://optimized-by.rubiconproject.com/a/8056/13032/712778-15.js?&cb=0.6779498407568099&tk_st=1&rf=https%3A//beta.freerice.com/%23/english-vocabulary/1381&rp_s=c&p_pos=btf&p_screen_res=800x600&ad_slot=13032_15&rp_secure=1,HTTP/1.1,592,0,,200,OK,HTTP/1.1,0,text/javascript,,,334,196,,,0,1275,109,33,1304,0,0,213.19.162.31,,1448,value
42,,2019-10-09T18:46:45.764+03:00,GET,https://vendorlist.consensu.org/vendorlist.json,HTTP/1.1,397,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,707,16361,,,0,2976,96,68,3001,41,0,13.224.132.9,,3208,
43,,2019-10-09T18:46:45.910+03:00,GET,https://vendorlist.consensu.org/vendorlist.json,HTTP/1.1,397,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,707,16361,,,0,-1,90,-1,-1,32,-1,13.224.132.9,,123,
44,,2019-10-09T18:46:46.925+03:00,GET,https://secure-assets.rubiconproject.com/static/psa/15.jpg,HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,image/jpeg,,,333,7106,,,0,2718,118,32,2748,0,0,23.34.190.24,,2900,
45,,2019-10-09T18:46:47.060+03:00,GET,https://secure-assets.rubiconproject.com/static/psa/15.jpg,HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,image/jpeg,,,333,7106,,,2,-1,106,-1,-1,0,-1,23.34.190.24,,109,
