,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.receive,timings.blocked,timings.wait,timings.ssl,timings.dns,timings.send,serverIPAddress,comment,time,request.queryString.name
16,,2019-10-09T18:19:10.260+03:00,GET,https://www.instagram.com/static/images/homepage/screenshot1.jpg/d6bf0c928b5a.jpg,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,351,41581,,,-1,291,-1,103,-1,-1,1,157.240.1.174,,395,
17,,2019-10-09T18:19:10.260+03:00,GET,https://www.instagram.com/static/images/homepage/screenshot2.jpg/6f03eb85463c.jpg,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,351,31724,,,-1,754,-1,125,-1,-1,0,157.240.1.174,,880,
18,,2019-10-09T18:19:10.261+03:00,GET,https://www.instagram.com/static/images/homepage/screenshot3.jpg/f0c687aa6ec2.jpg,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,351,23440,,,-1,1424,-1,143,-1,-1,0,157.240.1.174,,1569,
19,,2019-10-09T18:19:10.261+03:00,GET,https://www.instagram.com/static/images/homepage/screenshot4.jpg/842fe5699220.jpg,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,351,26079,,,-1,127,-1,143,-1,-1,0,157.240.1.174,,272,
20,,2019-10-09T18:19:10.261+03:00,GET,https://www.instagram.com/static/images/homepage/screenshot5.jpg/0a2d3016f375.jpg,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,351,34240,,,-1,64,-1,142,-1,-1,0,157.240.1.174,,207,
21,,2019-10-09T18:19:10.476+03:00,GET,https://www.instagram.com/static/images/appstore-install-badges/badge_android_english-en.png/e9cd846dc748.png,HTTP/1.1,559,0,,200,OK,HTTP/1.1,0,image/png,,,349,9799,,,-1,92,-1,85,-1,-1,0,157.240.1.174,,178,
22,,2019-10-09T18:19:10.538+03:00,GET,https://www.instagram.com/static/bundles/metro/sprite_core_4f48d3d2062b.png/4f48d3d2062b.png,HTTP/1.1,601,0,,200,OK,HTTP/1.1,0,image/png,,,350,74401,,,-1,193,-1,110,-1,-1,0,157.240.1.174,,304,
23,,2019-10-09T18:19:10.568+03:00,GET,https://www.instagram.com/static/images/appstore-install-badges/badge_ios_english-en.png/180ae7a0bcf7.png,HTTP/1.1,555,0,,200,OK,HTTP/1.1,0,image/png,,,349,3522,,,-1,346,-1,93,-1,-1,0,157.240.1.174,,440,
24,,2019-10-09T18:19:10.659+03:00,GET,https://www.instagram.com/static/images/homepage/home-phones.png/43cc71bb1b43.png,HTTP/1.1,584,0,,200,OK,HTTP/1.1,0,image/png,,,351,109678,,,-1,427,-1,82,-1,-1,0,157.240.1.174,,510,
25,,2019-10-09T18:19:11.814+03:00,GET,https://connect.facebook.net/en_US/sdk.js,HTTP/1.1,359,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,804,1779,,,1613,2,0,91,1584,32,0,157.240.1.23,,1741,
26,,2019-10-09T18:19:12.161+03:00,GET,https://connect.facebook.net/en_US/sdk.js?hash=9f17e148e46c2834ceeaf51e48297d7b&ua=modern_es6,HTTP/1.1,443,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,819,59063,,,228,124,0,94,193,0,0,157.240.1.23,,448,value
