,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,response._error,timings.comment,timings.ssl,timings.wait,timings.dns,timings.send,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,request.queryString.name
10,,2019-09-28T19:23:00.559+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto:300,400,500&lang=en",HTTP/1.1,1332,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,630,591,,,,-1,80,-1,2,0,-1,-1,216.58.207.74,,83,value
11,,2019-09-28T19:23:00.561+03:00,GET,https://tpc.googlesyndication.com/simgad/5424530185076202891?w=300&h=300,HTTP/1.1,1359,0,,200,OK,HTTP/1.1,0,image/png,,,520,3271,,,,-1,74,-1,1,9,-1,-1,216.58.210.1,,85,value
12,,2019-09-28T19:23:00.787+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=CtzBh7IyPXb6ZMIeU3wO3grb4D7iL4ZZWuIjHwvIHFBABIK6Myilg-br0g5wQoAH_24rIA8gBAagDAaoEtAFP0NX58BZ3xULbW-yzsPGhNL4kyUXnOFPEyD_zkWXxSFsCrH5TqS1GHMsJ1uBJ_XzgRhu0XoUshby3n_pMPfmfbDfpq0GrGR_IE31wk-ujILL8t_B9eZDM9_fUfZLcMJa0c77iDazqEPLl-zl2Nz_k-5WKPfVjNqRl2U_aJMJE-ofluqIxkRSW4hhX-rNzaceNXrF0mRmDscj2SzYdNVuW3pFr3B0t01RNdBPFZVqh8cmv1nzABM-fnp3jAZIFBAgEGAGSBQQIBRgEgAeG85wJqAeOzhuoB9XJG6gHwdMbqAeF1BuoB4HUG6gHgtQbqAeG1BuoB4TUG6gHk9gbqAfg0xuoB7oGqAfZyxuoB8_MG6gHpr4b2AcB8gcEELqbMNIIBwiAYRABGB6ACgHYEww&sigh=17dpufjGXBg&template_id=5001&tpd=AGWhJmtButgtiNQzc-nZcVBPxYbDIk6W5BLHRei6BpfSWd3Y4Q,HTTP/1.1,1960,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,707,0,,,,-1,82,-1,1,0,-1,-1,216.58.210.2,,85,value
13,,2019-09-28T19:23:00.821+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/s?v=r20120211,HTTP/1.1,1543,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,528,145,,,,-1,92,-1,1,0,-1,-1,216.58.210.2,,94,value
14,,2019-09-28T19:23:00.836+03:00,GET,https://pagead2.googlesyndication.com/pagead/s/cookie_push.html,HTTP/1.1,1467,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,761,652,,,,-1,79,-1,1,0,-1,-1,172.217.16.162,,81,
15,,2019-09-28T19:23:00.839+03:00,GET,https://www.google.com/ads/measurement/l?ebcid=ALh7CaRoLwmlh4sywXfww16tUtYTlF82O-gjVoHZvSQgigKLoYns4TFNuS28dgXbcjJsPTZzRyagSQrDSuF64kbvwub3zvcpRw,HTTP/1.1,1432,0,,204,No Content,HTTP/1.1,0,text/html; charset=UTF-8,,,339,0,,,,199,82,0,2,0,0,273,172.217.16.196,,358,value
16,,2019-09-28T19:23:00.997+03:00,GET,https://www.google.com/pagead/drt/ui,HTTP/1.1,541,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://googleads.g.doubleclick.net/pagead/drt/si,374,246,,,,-1,101,-1,0,0,-1,-1,172.217.16.196,,102,
17,,2019-09-28T19:23:01.107+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/si,HTTP/1.1,632,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,807,0,,,,-1,101,-1,0,0,-1,-1,216.58.210.2,,102,
18,,2019-09-28T19:23:04.845+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,469,0,,200,OK,HTTP/1.1,0,font/woff2,,,493,15872,,,,3977,68,0,2,80,0,4049,172.217.16.131,,4200,
19,,2019-09-28T19:23:06.016+03:00,GET,https://cm.g.doubleclick.net/pixel/attr?d=AHNF13IdW2D2MQuNouqdVpsI0DBufcuoIciZ,HTTP/1.1,547,0,,204,No Content,HTTP/1.1,0,text/html,,,431,0,,,,4930,76,18,3,0,0,4997,172.217.16.194,,5095,value
20,,2019-09-28T19:23:06.473+03:00,GET,https://image6.pubmatic.com/AdServer/UCookieSetPug?oid=1&rd=https%3A%2F%2Fcm.g.doubleclick.net%2Fpixel%3Fgoogle_nid%3Dpmeb%26google_sc%3D1%26google_hm%3D%23%23B64_16B_PM_UID%26google_redir%3Dhttps%25253A%25252F%25252Fimage8.pubmatic.com%25252FAdServer%25252FImgSync%25253Fsec%25253D1%252526p%25253D156578%252526mpc%25253D4%252526fp%25253D1%252526pu%25253Dhttps%2525253A%2525252F%2525252Fimage4.pubmatic.com%2525252FAdServer%2525252FSPug%2525253Fp%2525253D156578%25252526sc%2525253D1&google_gid=CAESEE-e4mAmp3NcXiVkLl7kfQ8&google_cver=1&google_push=AHNF13Jpc-auHvoZ9uVjG_-aZkQnPFrMqn0qUVWLQDUhyw,HTTP/1.1,985,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,/AdServer/UCookieSetPug?oid=1&rd=https%3A%2F%2Fcm.g.doubleclick.net%2Fpixel%3Fgoogle_nid%3Dpmeb%26google_sc%3D1%26google_hm%3D%23%23B64_16B_PM_UID%26google_redir%3Dhttps%25253A%25252F%25252Fimage8.pubmatic.com%25252FAdServer%25252FImgSync%25253Fsec%25253D1%252526p%25253D156578%252526mpc%25253D4%252526fp%25253D1%252526pu%25253Dhttps%2525253A%2525252F%2525252Fimage4.pubmatic.com%2525252FAdServer%2525252FSPug%2525253Fp%2525253D156578%25252526sc%2525253D1&google_gid=CAESEE-e4mAmp3NcXiVkLl7kfQ8&google_cver=1&google_push=AHNF13Jpc-auHvoZ9uVjG_-aZkQnPFrMqn0qUVWLQDUhyw&rdf=1,919,0,,,,5195,267,18,1,0,0,5460,103.231.98.196,,5748,value
21,,2019-09-28T19:23:06.748+03:00,GET,https://image6.pubmatic.com/AdServer/UCookieSetPug?oid=1&rd=https%3A%2F%2Fcm.g.doubleclick.net%2Fpixel%3Fgoogle_nid%3Dpmeb%26google_sc%3D1%26google_hm%3D%23%23B64_16B_PM_UID%26google_redir%3Dhttps%25253A%25252F%25252Fimage8.pubmatic.com%25252FAdServer%25252FImgSync%25253Fsec%25253D1%252526p%25253D156578%252526mpc%25253D4%252526fp%25253D1%252526pu%25253Dhttps%2525253A%2525252F%2525252Fimage4.pubmatic.com%2525252FAdServer%2525252FSPug%2525253Fp%2525253D156578%25252526sc%2525253D1&google_gid=CAESEE-e4mAmp3NcXiVkLl7kfQ8&google_cver=1&google_push=AHNF13Jpc-auHvoZ9uVjG_-aZkQnPFrMqn0qUVWLQDUhyw&rdf=1,HTTP/1.1,1016,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://cm.g.doubleclick.net/pixel?google_nid=pmeb&google_sc=1&google_hm=FBunQhhHRdW7D7yEamku3Q%3D%3D&google_redir=https%3A%2F%2Fimage8.pubmatic.com%2FAdServer%2FImgSync%3Fsec%3D1%26p%3D156578%26mpc%3D4%26fp%3D1%26pu%3Dhttps%253A%252F%252Fimage4.pubmatic.com%252FAdServer%252FSPug%253Fp%253D156578%2526sc%253D1&google_push=AHNF13Jpc-auHvoZ9uVjG_-aZkQnPFrMqn0qUVWLQDUhyw,752,0,,,,-1,267,-1,0,0,-1,-1,103.231.98.196,,268,value
22,,2019-09-28T19:23:07.021+03:00,GET,https://cm.g.doubleclick.net/pixel?google_nid=pmeb&google_sc=1&google_hm=FBunQhhHRdW7D7yEamku3Q%3D%3D&google_redir=https%3A%2F%2Fimage8.pubmatic.com%2FAdServer%2FImgSync%3Fsec%3D1%26p%3D156578%26mpc%3D4%26fp%3D1%26pu%3Dhttps%253A%252F%252Fimage4.pubmatic.com%252FAdServer%252FSPug%253Fp%253D156578%2526sc%253D1&google_push=AHNF13Jpc-auHvoZ9uVjG_-aZkQnPFrMqn0qUVWLQDUhyw,HTTP/1.1,852,0,,200,OK,HTTP/1.1,0,image/png,,,525,170,,,,-1,76,-1,0,0,-1,-1,172.217.16.194,,77,value
