,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.wait,timings.send,timings.dns,timings.ssl,serverIPAddress,comment,time,request.queryString.name,response._error
27,,2019-10-08T20:05:03.929+03:00,GET,http://youarelistening.to/images/icon_broadcastify.png,HTTP/1.1,383,0,,200,OK,HTTP/1.1,0,image/png,,,275,12324,,,0,-1,-1,41,0,-1,-1,69.163.153.84,,42,,
28,,2019-10-08T20:05:03.944+03:00,GET,http://youarelistening.to/images/thumb_losangeles.png,HTTP/1.1,382,0,,200,OK,HTTP/1.1,0,image/png,,,277,226741,,,111,-1,-1,37,0,-1,-1,69.163.153.84,,149,,
29,,2019-10-08T20:05:05.448+03:00,GET,https://w.soundcloud.com/player/api.js,HTTP/1.1,331,0,,200,OK,HTTP/1.1,0,application/javascript,,,680,2235,,,1,1799,0,106,1,0,1775,13.224.132.108,,1909,,
30,,2019-10-08T20:05:05.597+03:00,GET,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/playlists/5281179&auto_play=false,HTTP/1.1,570,0,,200,OK,HTTP/1.1,0,text/html,,,573,5872,,,1,-1,-1,383,1,-1,-1,13.224.132.108,,386,value,
31,,2019-10-08T20:05:05.603+03:00,GET,http://youarelistening.to/images/vc_volume.png,HTTP/1.1,388,0,,200,OK,HTTP/1.1,0,image/png,,,285,603,,,0,-1,-1,28,0,-1,-1,69.163.153.84,,29,,
32,,2019-10-08T20:05:05.710+03:00,GET,http://platform.twitter.com/widgets.js,HTTP/1.1,333,0,,200,OK,HTTP/1.1,0,application/javascript;charset=utf-8,,,506,28700,,,34,33,0,153,0,59,-1,93.184.220.66,,281,,
33,,2019-10-08T20:05:05.710+03:00,GET,http://relay.broadcastify.com/nwqy495df07jkvs,HTTP/1.1,365,0,,302,Moved Temporarily,HTTP/1.1,0,text/html,,http://audio10.broadcastify.com/nwqy495df07jkvs?nocache=8526371&xan=xtf9912b,251,126,,,0,26,0,276,0,88,-1,3.213.28.91,,392,,
34,,2019-10-08T20:05:05.728+03:00,GET,http://code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-bg_flat_75_ffffff_40x100.png,HTTP/1.1,453,0,,200,OK,HTTP/1.1,0,image/png,,,365,260,,,0,-1,-1,32,0,-1,-1,209.197.3.24,,32,,
35,,2019-10-08T20:05:05.729+03:00,GET,http://code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-bg_highlight-soft_75_cccccc_1x100.png,HTTP/1.1,462,0,,200,OK,HTTP/1.1,0,image/png,,,365,332,,,0,-1,-1,31,0,-1,-1,209.197.3.24,,32,,
36,,2019-10-08T20:05:05.730+03:00,GET,http://youarelistening.to/images/vc_handle.png,HTTP/1.1,388,0,,200,OK,HTTP/1.1,0,image/png,,,273,1167,,,0,-1,-1,31,0,-1,-1,69.163.153.84,,31,,
37,,2019-10-08T20:05:05.735+03:00,GET,http://fonts.gstatic.com/s/fugazone/v9/rax_HiWKp9EAITukFsl8Axhf.woff2,HTTP/1.1,418,0,,200,OK,HTTP/1.1,0,font/woff2,,,394,10876,,,4,24,0,105,4,0,-1,172.217.16.131,,139,,
38,,2019-10-08T20:05:06.107+03:00,GET,http://audio10.broadcastify.com/nwqy495df07jkvs?nocache=8526371&xan=xtf9912b,HTTP/1.1,398,0,,200,OK,HTTP/1.0,0,audio/mpeg,,,282,-1,,,0,29,0,440,0,89,-1,107.182.233.173,,559,value,
39,,2019-10-08T20:05:08.183+03:00,GET,https://platform.twitter.com/widgets/widget_iframe.e3a0e1b01ae601b6c9cf798a93ab7e69.html?origin=http%3A%2F%2Fyouarelistening.to,HTTP/1.1,598,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,498,5816,,,2,2157,0,102,1,0,2114,93.184.220.66,,2263,value,
40,,2019-10-08T20:05:08.337+03:00,GET,https://platform.twitter.com/js/moment~timeline~tweet.ec04a6cb5ba879d0e0db41f211639fdf.js,HTTP/1.1,407,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,511,7914,,,9,-1,-1,99,0,-1,-1,93.184.220.66,,109,,
41,,2019-10-08T20:05:08.453+03:00,GET,https://platform.twitter.com/js/timeline.0a7b4db67eacd23e35c5ce02e6ea3470.js,HTTP/1.1,394,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,511,7038,,,2,-1,-1,86,0,-1,-1,93.184.220.66,,90,,
42,,2019-10-08T20:05:08.701+03:00,GET,https://www.google-analytics.com/ga.js,HTTP/1.1,331,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17168,,,37,3098,0,90,0,0,3067,172.217.22.110,,3228,,
43,,2019-10-08T20:05:08.864+03:00,GET,https://www.google-analytics.com/r/__utm.gif?utmwv=5.7.2&utms=1&utmn=1225804043&utmhn=youarelistening.to&utmcs=UTF-8&utmsr=800x600&utmvp=800x579&utmsc=24-bit&utmul=en-us&utmje=0&utmfl=-&utmdt=You%20are%20listening%20to%20Los%20Angeles&utmhid=1303980342&utmr=-&utmp=%2F&utmht=1570554308856&utmac=UA-3124751-10&utmcc=__utma%3D80735135.1138754080.1570554309.1570554309.1570554309.1%3B%2B__utmz%3D80735135.1570554309.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&utmjid=24946969&utmredir=1&utmu=qAAAAAAAAAAAAAAAAAAAAAAE~,HTTP/1.1,862,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-3124751-10&cid=1138754080.1570554309&jid=24946969&_v=5.7.2&z=1225804043,604,369,,,0,-1,-1,103,0,-1,-1,172.217.22.110,,104,value,
44,,2019-10-08T20:05:09.268+03:00,GET,https://widget.sndcdn.com/widget-8b6aeef-7505829a.js,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,application/javascript,,,676,324863,,,1819,3186,0,97,0,81,3164,143.204.192.97,,5186,,
45,,2019-10-08T20:05:09.270+03:00,GET,https://widget.sndcdn.com/multi-sounds-5b68f4d-7a528cf9.js,HTTP/1.1,480,0,,200,OK,HTTP/1.1,0,application/javascript,,,676,60566,,,380,3187,0,96,0,81,3165,143.204.192.97,,3746,,
46,,2019-10-08T20:05:10.171+03:00,GET,https://cdn.syndication.twimg.com/timeline/profile?callback=__twttr.callbacks.tl_i0_profile_idontlikewords_old&dnt=false&domain=youarelistening.to&lang=en&screen_name=idontlikewords&suppress_response_codes=true&t=1745060&tz=GMT%2B0300&with_replies=false,HTTP/1.1,571,0,,200,OK,HTTP/1.1,0,application/javascript;charset=utf-8,,,647,2674,,,109,1565,0,225,0,32,1538,93.184.220.70,,1934,value,
47,,2019-10-08T20:05:10.523+03:00,GET,https://platform.twitter.com/css/timeline.9bf5093a19cec463852b31b784bf047a.light.ltr.css,HTTP/1.1,384,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,498,12281,,,8,-1,-1,84,0,-1,-1,93.184.220.66,,94,,
48,,2019-10-08T20:05:10.612+03:00,GET,https://platform.twitter.com/css/timeline.9bf5093a19cec463852b31b784bf047a.light.ltr.css,HTTP/1.1,442,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,498,12281,,,5,268,0,106,0,0,228,93.184.220.66,,380,,
49,,2019-10-08T20:05:12.880+03:00,GET,https://abs.twimg.com/emoji/v2/72x72/1f4e7.png,HTTP/1.1,363,0,,200,OK,HTTP/1.1,0,image/png,,,526,613,,,0,2334,0,154,1,21,2307,93.184.220.70,,2511,,
50,,2019-10-08T20:05:12.944+03:00,GET,https://abs.twimg.com/emoji/v2/72x72/1f4b8.png,HTTP/1.1,363,0,,200,OK,HTTP/1.1,0,image/png,,,528,1171,,,1,2398,0,90,1,21,2358,93.184.220.70,,2511,,
51,,2019-10-08T20:05:13.082+03:00,GET,https://pbs.twimg.com/profile_images/847876477865541632/nP3ArQYL_normal.jpg,HTTP/1.1,392,0,,200,OK,HTTP/1.1,0,image/jpeg,,,582,1959,,,0,2429,0,94,1,23,2394,93.184.220.70,,2549,,
52,,2019-10-08T20:05:13.091+03:00,GET,https://pbs.twimg.com/media/D7sG-hcXYAEXRqk?format=jpg&name=small,HTTP/1.1,382,0,,200,OK,HTTP/1.1,0,image/jpeg,,,558,138031,,,134,2438,0,94,0,24,2399,93.184.220.70,,2692,value,
53,,2019-10-08T20:05:13.236+03:00,GET,https://widget.sndcdn.com/assets/images/logo-200x120-a1591e.png,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/png,,,674,3745,,,0,351,0,256,0,0,289,143.204.192.97,,609,,
54,,2019-10-08T20:05:15.471+03:00,POST,https://syndication.twitter.com/i/jot,HTTP/1.1,604,1904,,302,Found,HTTP/1.1,0,text/html;charset=utf-8,,https://platform.twitter.com/jot.html,693,0,,,0,6781,0,211,1,0,6748,104.244.42.8,,6995,,
55,,2019-10-08T20:05:15.515+03:00,GET,https://syndication.twitter.com/settings,HTTP/1.1,493,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,594,79,,,0,6894,0,206,0,47,6860,104.244.42.8,,7149,,
56,,2019-10-08T20:05:15.688+03:00,GET,https://syndication.twitter.com/i/jot/syndication?l=%7B%22_category_%22%3A%22syndicated_impression%22%2C%22triggered_on%22%3A1570554308561%2C%22dnt%22%3Afalse%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22timeline%22%2C%22action%22%3A%22impression%22%7D%7D,HTTP/1.1,636,0,,200,OK,HTTP/1.1,0,image/gif;charset=utf-8,,,899,65,,,0,-1,-1,208,0,-1,-1,104.244.42.8,,209,value,
57,,2019-10-08T20:05:15.688+03:00,GET,https://platform.twitter.com/jot.html,HTTP/1.1,497,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,466,80,,,0,-1,-1,98,0,-1,-1,93.184.220.66,,99,,
58,,2019-10-08T20:05:16.535+03:00,GET,https://api-widget.soundcloud.com/assignments/979796-527208-564475-375178?layers=widget_listening&format=json&client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P&app_version=1568733200,HTTP/1.1,639,0,,200,OK,HTTP/1.1,0,application/json;charset=utf-8,,,789,95,,,0,3389,0,112,0,35,3356,99.86.251.62,,3538,value,
59,,2019-10-08T20:05:16.681+03:00,GET,https://api-widget.soundcloud.com/playlists/5281179?representation=full&format=json&client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P&app_version=1568733200,HTTP/1.1,613,0,,200,OK,HTTP/1.1,0,application/json;charset=utf-8,,,791,4168,,,0,-1,-1,333,0,-1,-1,99.86.251.62,,334,value,
60,,2019-10-08T20:05:17.007+03:00,OPTIONS,https://api-widget.soundcloud.com/tracks?ids=10489949%2C11583885%2C1276003%2C171345%2C34652%2C482245%2C4881277%2C5160552%2C6239707%2C6553426%2C6655715%2C7077822%2C8786196%2C8853098%2C9337585&playlistId=5281179&playlistSecretToken&format=json&client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P&app_version=1568733200,HTTP/1.1,801,0,,200,OK,HTTP/1.1,0,,,,720,0,,,0,246,0,98,1,0,218,99.86.251.62,,346,value,
61,,2019-10-08T20:05:17.111+03:00,GET,https://api-widget.soundcloud.com/tracks?ids=10489949%2C11583885%2C1276003%2C171345%2C34652%2C482245%2C4881277%2C5160552%2C6239707%2C6553426%2C6655715%2C7077822%2C8786196%2C8853098%2C9337585&playlistId=5281179&playlistSecretToken&format=json&client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P&app_version=1568733200,HTTP/1.1,760,0,,200,OK,HTTP/1.1,0,application/json;charset=utf-8,,,791,6687,,,0,-1,-1,473,0,-1,-1,99.86.251.62,,474,value,
62,,2019-10-08T20:05:17.174+03:00,GET,https://api-widget.soundcloud.com/tracks/34654/comments?filter_replies=1&threaded=0&limit=100&offset=0&linked_partitioning=1&format=json&client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P&app_version=1568733200,HTTP/1.1,666,0,,200,OK,HTTP/1.1,0,application/json;charset=utf-8,,,801,1222,,,0,-1,-1,184,0,-1,-1,99.86.251.62,,185,value,
63,,2019-10-08T20:05:17.364+03:00,GET,https://api-widget.soundcloud.com/media/soundcloud:tracks:34654/fd863f76-8d47-4df6-a5b7-0898bc123f59/stream/hls?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,application/json;charset=utf-8,,,790,585,,,0,-1,-1,150,4,-1,-1,99.86.251.62,,155,value,
64,,2019-10-08T20:05:20.615+03:00,GET,https://i1.sndcdn.com/artworks-000000070237-cd9f27-t200x200.jpg,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/jpeg,,,536,8887,,,0,3801,0,381,3,81,3751,143.204.192.81,,4268,,
65,,2019-10-08T20:05:20.616+03:00,GET,https://i1.sndcdn.com/artworks-000000070237-cd9f27-tiny.jpg,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,image/jpeg,,,535,594,,,0,3799,0,89,1,86,3761,143.204.192.81,,3976,,
66,,2019-10-08T20:05:20.624+03:00,GET,https://i1.sndcdn.com/artworks-000004039845-6mnga6-tiny.jpg,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,image/jpeg,,,535,595,,,0,3804,0,81,0,81,3763,143.204.192.81,,3969,,
67,,2019-10-08T20:05:20.626+03:00,GET,https://i1.sndcdn.com/artworks-000000070219-576658-tiny.jpg,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,image/jpeg,,,535,594,,,0,3803,0,92,1,86,3757,143.204.192.81,,3984,,
68,,2019-10-08T20:05:20.630+03:00,GET,https://i1.sndcdn.com/artworks-000000070264-782ae9-tiny.jpg,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,image/jpeg,,,535,594,,,0,3815,0,88,0,89,3776,143.204.192.81,,3993,,
69,,2019-10-08T20:05:20.633+03:00,GET,https://i1.sndcdn.com/artworks-000001043234-bytlq1-tiny.jpg,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,image/jpeg,,,535,802,,,0,3822,0,85,0,88,3769,143.204.192.81,,3997,,
70,,2019-10-08T20:05:20.712+03:00,GET,https://i1.sndcdn.com/avatars-000183316845-17vlax-t50x50.jpg,HTTP/1.1,487,0,,200,OK,HTTP/1.1,0,image/jpeg,,,536,1485,,,0,-1,-1,146,0,-1,-1,143.204.192.81,,147,,
71,,2019-10-08T20:05:20.712+03:00,GET,https://i1.sndcdn.com/artworks-000118126063-u3e3y2-tiny.jpg,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,image/jpeg,,,535,754,,,0,-1,-1,105,0,-1,-1,143.204.192.81,,105,,
72,,2019-10-08T20:05:20.727+03:00,GET,https://i1.sndcdn.com/artworks-000003881827-gw4347-tiny.jpg,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,image/jpeg,,,535,664,,,0,-1,-1,89,0,-1,-1,143.204.192.81,,90,,
73,,2019-10-08T20:05:20.728+03:00,GET,https://i1.sndcdn.com/artworks-000004817073-78jvvm-tiny.jpg,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,image/jpeg,,,535,648,,,0,-1,-1,89,0,-1,-1,143.204.192.81,,90,,
74,,2019-10-08T20:05:20.728+03:00,GET,https://i1.sndcdn.com/artworks-000004239753-4a194d-tiny.jpg,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,image/jpeg,,,535,585,,,0,-1,-1,89,0,-1,-1,143.204.192.81,,90,,
75,,2019-10-08T20:05:20.828+03:00,GET,https://i1.sndcdn.com/artworks-000000070282-bbfddd-tiny.jpg,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,image/jpeg,,,535,594,,,0,-1,-1,89,0,-1,-1,143.204.192.81,,90,,
76,,2019-10-08T20:05:20.829+03:00,GET,https://i1.sndcdn.com/artworks-000002291488-sp9t7k-tiny.jpg,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,image/jpeg,,,535,545,,,0,-1,-1,89,0,-1,-1,143.204.192.81,,90,,
77,,2019-10-08T20:05:20.831+03:00,GET,https://i1.sndcdn.com/avatars-000568472361-csswac-t20x20.jpg,HTTP/1.1,487,0,,200,OK,HTTP/1.1,0,image/jpeg,,,535,567,,,0,-1,-1,86,0,-1,-1,143.204.192.81,,87,,
78,,2019-10-08T20:05:20.831+03:00,GET,https://i1.sndcdn.com/avatars-000661017809-6iogv6-t20x20.jpg,HTTP/1.1,487,0,,200,OK,HTTP/1.1,0,image/jpeg,,,535,505,,,0,-1,-1,87,0,-1,-1,143.204.192.81,,88,,
79,,2019-10-08T20:05:20.863+03:00,GET,https://i1.sndcdn.com/artworks-000005570759-hg88h5-tiny.jpg,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,image/jpeg,,,535,624,,,0,-1,-1,86,0,-1,-1,143.204.192.81,,87,,
80,,2019-10-08T20:05:20.961+03:00,GET,https://i1.sndcdn.com/artworks-000002683766-xf4jtj-tiny.jpg,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,image/jpeg,,,535,460,,,0,-1,-1,91,1,-1,-1,143.204.192.81,,92,,
81,,2019-10-08T20:05:20.962+03:00,GET,https://i1.sndcdn.com/artworks-000002935203-fmewd0-tiny.jpg,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,image/jpeg,,,535,642,,,0,-1,-1,90,0,-1,-1,143.204.192.81,,91,,
82,,2019-10-08T20:05:20.962+03:00,GET,https://i1.sndcdn.com/artworks-000000525977-i4v0mu-tiny.jpg,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,image/jpeg,,,535,715,,,0,-1,-1,90,0,-1,-1,143.204.192.81,,91,,
83,,2019-10-08T20:05:20.969+03:00,GET,https://i1.sndcdn.com/artworks-000005366295-lpyye2-tiny.jpg,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,image/jpeg,,,535,774,,,0,-1,-1,91,0,-1,-1,143.204.192.81,,92,,
84,,2019-10-08T20:05:25.096+03:00,GET,https://cf-hls-media.sndcdn.com/playlist/5nvhWc2QmTKc.128.mp3/playlist.m3u8?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiKjovL2NmLWhscy1tZWRpYS5zbmRjZG4uY29tL3BsYXlsaXN0LzVudmhXYzJRbVRLYy4xMjgubXAzL3BsYXlsaXN0Lm0zdTgiLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE1NzA1NTYxMTV9fX1dfQ__&Signature=AmW5fMtyRzoXvrW867cWN2bRbvjv0hsCf9tQFSLaWfogoYvai~3-TowwlUdDy0FKoTXU4QcplhPKNjlS98sho5LtPYlcMrMVePWMjgT~uo4mUDSj6FnNlw8b6ZxCUBJBJXuwOfoWF9RxI4Fff1LMaiuQdZotSxJ88P6e54GTWzZ1vblWXLDx5PZYZtUMeaJ7uct5ZKWeDpGB0mi5uGbKACtmdwwKkbmrQq~4OuwNnSwDuiJt3DeXwX4SmSc4YnuxZEOte~IdsY7NQoBhSXasisYs5rTXuz2bcZXQqpjAFHBMwasKLjEpn-s~VAsSvllwWKvLq~ackHkRpsYcX~7zGg__&Key-Pair-Id=APKAI6TU7MMXM5DG6EPQ,HTTP/1.1,1109,0,,200,OK,HTTP/1.1,0,audio/mpegurl,,,671,1557,,,0,4476,0,232,0,35,4444,143.204.192.19,,4745,value,
