,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.send,timings.wait,timings.ssl,timings.dns,serverIPAddress,comment,time,request.queryString.name,response._error
16,,2019-10-12T16:00:42.714+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,401,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,70,-1,-1,0,120,-1,-1,216.58.206.2,,190,,
17,,2019-10-12T16:00:42.988+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-7920775573349677&output=html&h=600&slotname=0198369539&adk=3587341384&adf=3671303198&w=160&lmt=1570885242&guci=2.2.0.0.2.2.0.0&url=http%3A%2F%2Fdontevenreply.com%2F&flash=0&wgl=1&adsid=NT&dt=1570885235771&bpp=60&bdt=291&fdt=7174&idt=7174&shv=r20191003&cbv=r20190131&saldr=sa&abxe=1&correlator=8279283491311&frm=20&pv=2&ga_vid=1430469140.1570885240&ga_sid=1570885240&ga_hid=1069577975&ga_fc=1&iag=0&icsg=2720&dssz=10&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=8&ady=164&biw=779&bih=579&scr_x=0&scr_y=0&oid=3&pvsid=1178435147636754&pem=435&rx=0&eae=0&fc=656&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=d%7C%7CeE%7Cn&abl=XS&pfx=0&fu=1040&bc=23&ifi=1&uci=1.lrcrimu4zmxs&xpc=IS72SbBt6r&p=http%3A//dontevenreply.com&dtd=7199,HTTP/1.1,1330,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,931,13164,,,22,-1,-1,0,372,-1,-1,172.217.18.2,,395,value,
18,,2019-10-12T16:00:43.161+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-7920775573349677&output=html&h=600&slotname=0198369539&adk=3587341384&adf=4223216115&w=160&lmt=1570885242&guci=2.2.0.0.2.2.0.0&url=http%3A%2F%2Fdontevenreply.com%2F&flash=0&wgl=1&adsid=NT&dt=1570885235832&bpp=17&bdt=353&fdt=7160&idt=7160&shv=r20191003&cbv=r20190131&saldr=sa&abxe=1&prev_slotnames=0198369539&correlator=8279283491311&frm=20&pv=1&ga_vid=1430469140.1570885240&ga_sid=1570885240&ga_hid=1069577975&ga_fc=1&iag=0&icsg=10912&dssz=11&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=8&ady=768&biw=779&bih=579&scr_x=0&scr_y=0&oid=3&pvsid=1178435147636754&pem=435&rx=0&eae=0&fc=656&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=d%7C%7CeEbr%7Cn&abl=XS&pfx=0&fu=1040&bc=23&ifi=2&uci=2.gn28jlg7dnsi&xpc=pgKVcasUum&p=http%3A//dontevenreply.com&dtd=7164,HTTP/1.1,1359,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,931,13172,,,48,155,0,2,356,124,0,172.217.18.2,,563,value,
19,,2019-10-12T16:00:46.324+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/m_js_controller.js,HTTP/1.1,1241,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,680,14391,,,35,2908,0,1,123,2883,25,216.58.207.65,,3094,,
20,,2019-10-12T16:00:46.334+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/abg_lite.js,HTTP/1.1,1227,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,11455,,,4,2920,0,1,110,2876,31,216.58.207.65,,3068,,
21,,2019-10-12T16:00:46.342+03:00,GET,https://tpc.googlesyndication.com/simgad/373890819310629013/downsize_200k_v1?w=300&h=300,HTTP/1.1,1276,0,,200,OK,HTTP/1.1,0,image/jpeg,,,547,10670,,,2,2931,0,1,104,2886,31,216.58.207.65,,3071,value,
22,,2019-10-12T16:00:46.468+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/m_js_controller.js,HTTP/1.1,1270,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,680,14391,,,28,-1,-1,0,82,-1,-1,216.58.207.65,,112,,
23,,2019-10-12T16:00:46.468+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/abg_lite.js,HTTP/1.1,1256,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,11455,,,25,-1,-1,0,82,-1,-1,216.58.207.65,,107,,
24,,2019-10-12T16:00:46.484+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/qs_click_protection.js,HTTP/1.1,1245,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,5132,,,3,-1,-1,0,92,-1,-1,216.58.207.65,,97,,
25,,2019-10-12T16:00:46.568+03:00,GET,https://tpc.googlesyndication.com/simgad/373890819310629013/downsize_200k_v1?w=300&h=300,HTTP/1.1,1305,0,,200,OK,HTTP/1.1,0,image/jpeg,,,547,10670,,,13,-1,-1,0,90,-1,-1,216.58.207.65,,104,value,
26,,2019-10-12T16:00:46.584+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1238,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,1044,,,0,-1,-1,0,81,-1,-1,216.58.207.65,,83,,
27,,2019-10-12T16:00:46.684+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/qs_click_protection.js,HTTP/1.1,1274,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,5132,,,5,-1,-1,0,88,-1,-1,216.58.207.65,,95,,
28,,2019-10-12T16:00:46.785+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1267,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,1044,,,0,-1,-1,0,82,-1,-1,216.58.207.65,,83,,
29,,2019-10-12T16:00:51.894+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,1239,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29542,,,73,5424,0,0,136,5399,0,216.58.206.2,,5635,value,
30,,2019-10-12T16:00:51.922+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,395,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29055,,,71,8900,0,0,117,8878,31,216.58.206.2,,9120,value,
31,,2019-10-12T16:00:52.110+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,1268,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29542,,,38,-1,-1,0,114,-1,-1,216.58.206.2,,153,value,
32,,2019-10-12T16:00:52.214+03:00,GET,"https://fonts.googleapis.com/css?family=Heebo:300,400,500|Roboto:300,400,500&lang=iw",HTTP/1.1,1251,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,728,,,1,8847,0,0,102,8816,0,216.58.207.42,,8953,value,
33,,2019-10-12T16:00:52.333+03:00,GET,"https://fonts.googleapis.com/css?family=Heebo:300,400,500|Roboto:300,400,500&lang=iw",HTTP/1.1,1280,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,728,,,0,-1,-1,2,107,-1,-1,216.58.207.42,,111,value,
34,,2019-10-12T16:00:52.416+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=CmN3HkdKhXcCLE8ri7gPv_rnIC_rkpthYnrD14vUJpfCq56ALEAEg-o2sDGD5uvSDnBCgAfTGsecDyAEBqQIaJsJdLR-TPqgDAaoEuwFP0CqyVpVKzPUoFj7e-ok8OhbN-JRQ3blE3-gvYF3AjVRK9Ug96uGwW1BHfGrlTWzFXSZ9_okdZLQGHoz9lYzYrZ1smA82oLyUkT-nSgtWSZgpNyVCeXTQwOENNsbS69G9yMQMB0cGMKvucMdrzs65ehdkPVF_96RX43_kFA_LcC0Hibe2PC81sTRo1b3wEN9BeaJw_qSEl867tpJXLDUatV-KsnaqQBVaF3KohuQ4IctHc8ifpBknn1bMwASVt8TJ9wGSBQQIBBgBkgUECAUYBIAH9LjOGKgHjs4bqAfVyRuoB8HTG6gHhdQbqAeB1BuoB4LUG6gHhtQbqAeE1BuoB5PYG6gH4NMbqAe6BqgH2csbqAfPzBuoB6a-G9gHAfIHBBCElAfSCAcIgGEQARgegAoB2BMMiBQB&sigh=CI_Ir0EIqEI&template_id=5001&tpd=AGWhJmulMqorPkr-PFgIUrq_Q104OOyaIjQT7WWwdZk7MMrzlQ,HTTP/1.1,1856,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1114,0,,,0,-1,-1,1,107,-1,-1,172.217.18.2,,109,value,
35,,2019-10-12T16:00:52.437+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/s?v=r20120211,HTTP/1.1,1406,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,609,145,,,0,-1,-1,0,90,-1,-1,172.217.18.2,,91,value,
36,,2019-10-12T16:00:52.531+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=CUIMhkdKhXeS0Hove7gOS4qzID_rkpthYnrD14vUJpfCq56ALEAEg-o2sDGD5uvSDnBCgAfTGsecDyAEBqQIaJsJdLR-TPqgDAaoExAFP0B8HT5ZgMdisSieSbjbHhqhakaK6SXEri7sF3k27ha5FRBtXYeTg-HAiJtiWsrcuzgKLSzEjfBV602TZhXs8hTMqYqcjaZd8NkjjKEWRXSw_DdJTdfNcpk8El4CV0fm3E14BlTVGZqzr4sdRJq38xY3X5BInP3a0Q2ME71DAb5N6PqDlmZDZQePCK077er1-mK6uz-RKbwEfBz4r8NESbnEes1JvxAJ36eXVaYc2FoGWlYJuRgZAEOiDSuaPs0VOjMRYwASVt8TJ9wGSBQQIBBgBkgUECAUYBIAH9LjOGKgHjs4bqAfVyRuoB8HTG6gHhdQbqAeB1BuoB4LUG6gHhtQbqAeE1BuoB5PYG6gH4NMbqAe6BqgH2csbqAfPzBuoB6a-G9gHAfIHBBDelwLSCAcIgGEQARgegAoB2BMMiBQB&sigh=h-s8ZxaQd4E&template_id=5001&tpd=AGWhJmsCXeKkTu2wB0Z3tw8OsrXHyvNw3cr8tGg4KAIN_APZDg,HTTP/1.1,1897,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,0,-1,-1,1,103,-1,-1,172.217.18.2,,105,value,
37,,2019-10-12T16:00:52.534+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/s?v=r20120211,HTTP/1.1,1435,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,609,145,,,0,-1,-1,0,87,-1,-1,172.217.18.2,,88,value,
38,,2019-10-12T16:00:54.429+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjst8TVhiQvjKOMWwKd2lvcLG8LTX3WtQm35TuWE42bAIo_XJoW_i46FPNkPZJF39swClzEzxHHpHaASB0m8lr2vZ0zpYiz_5GjwrKivpQMwzkHadIP0&sai=AMfl-YT1bQKDtXhyvSt2CinSmMB5mCMYW4kelbTXXmWAuHhdbny4UGfbUCEXX3-THMBeTCean33CPWOsEKcy&sig=Cg0ArKJSzAaqvHQJGnExEAE&adk=3587341384&tt=-1&bs=779%2C579&mtos=0,0,1013,1013,1013&tos=0,0,1013,0,0&p=164,8,764,168&cm=1&mcvt=1013&rs=1&ht=0&tfs=350&tls=1363&mc=0.69&lte=0.69&bas=0&bac=0&met=no&avms=nio&niot_obs=19&niot_cbk=25&md=2&lm=2&rst=1570885242977&dlt=380&rpt=9470&isd=0&msd=0&oseid=3&xdi=0&xosd=1&ps=779%2C17109&ss=800%2C600&pt=-1&bin=1&deb=1-2-2-13-14-24-48-12-0-0-0&tvt=1350&r=v&id=osdim&vs=4&uc=10&upc=0&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=160x600&itpl=14&v=20191011",HTTP/1.1,1932,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,-1,-1,1,113,-1,-1,216.58.206.2,,115,value,
39,,2019-10-12T16:00:54.511+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,487,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,15872,,,29,2091,0,0,96,2057,0,172.217.16.131,,2218,,
40,,2019-10-12T16:00:54.511+03:00,GET,https://fonts.gstatic.com/s/heebo/v5/NGS3v5_NC0k9P9kFbqROkK440A.woff2,HTTP/1.1,487,0,,200,OK,HTTP/1.1,0,font/woff2,,,517,7400,,,3,2091,0,0,100,2058,3,172.217.16.131,,2199,,
41,,2019-10-12T16:00:54.529+03:00,GET,https://fonts.gstatic.com/s/heebo/v5/NGS6v5_NC0k9P9H0TbFzsQ.woff2,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,font/woff2,,,517,7296,,,5,2105,0,0,86,2072,1,172.217.16.131,,2199,,
42,,2019-10-12T16:00:54.634+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,487,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,15872,,,27,-1,-1,0,101,-1,-1,172.217.16.131,,129,,
43,,2019-10-12T16:00:54.634+03:00,GET,https://fonts.gstatic.com/s/heebo/v5/NGS6v5_NC0k9P9H0TbFzsQ.woff2,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,font/woff2,,,517,7296,,,6,-1,-1,0,101,-1,-1,172.217.16.131,,108,,
44,,2019-10-12T16:00:54.644+03:00,GET,https://fonts.gstatic.com/s/heebo/v5/NGS3v5_NC0k9P9kFbqROkK440A.woff2,HTTP/1.1,487,0,,200,OK,HTTP/1.1,0,font/woff2,,,517,7400,,,9,-1,-1,0,87,-1,-1,172.217.16.131,,97,,
45,,2019-10-12T16:00:55.969+03:00,GET,https://www.google.com/pagead/drt/ui,HTTP/1.1,541,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://googleads.g.doubleclick.net/pagead/drt/si,401,246,,,0,3423,0,0,87,3403,0,172.217.18.4,,3513,,
46,,2019-10-12T16:00:56.053+03:00,GET,https://www.google.com/pagead/drt/ui,HTTP/1.1,541,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://googleads.g.doubleclick.net/pagead/drt/si,401,246,,,0,-1,-1,2,96,-1,-1,172.217.18.4,,98,,
47,,2019-10-12T16:00:56.069+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/si,HTTP/1.1,632,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,888,0,,,0,-1,-1,1,98,-1,-1,172.217.18.2,,100,,
48,,2019-10-12T16:00:56.169+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/si,HTTP/1.1,632,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,888,0,,,0,-1,-1,0,106,-1,-1,172.217.18.2,,107,,
49,,2019-10-12T16:00:56.323+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js,HTTP/1.1,379,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,1,0,-1,-1,216.58.206.2,,1,,No response received
