,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.ssl,timings.wait,timings.send,timings.blocked,timings.receive,timings.connect,serverIPAddress,comment,time,request.queryString.name
10,,2019-09-28T18:53:33.782+03:00,GET,https://static.poptropica.com/images/explore-icon.png,HTTP/1.1,518,0,,200,OK,HTTP/1.1,0,image/png,,,620,7489,,,-1,-1,390,0,-1,1,-1,143.204.213.208,,392,
11,,2019-09-28T18:53:34.183+03:00,GET,https://static.poptropica.com/images/become-member-icon.png,HTTP/1.1,524,0,,200,OK,HTTP/1.1,0,image/png,,,619,3758,,,-1,-1,89,0,-1,0,-1,143.204.213.208,,90,
12,,2019-09-28T18:53:34.298+03:00,GET,https://static.poptropica.com/images/home/app-icon.png,HTTP/1.1,519,0,,200,OK,HTTP/1.1,0,image/png,,,623,112469,,,-1,-1,100,0,-1,211,-1,143.204.213.208,,312,
13,,2019-09-28T18:53:34.623+03:00,GET,https://static.poptropica.com/images/home/blog-character.png,HTTP/1.1,525,0,,200,OK,HTTP/1.1,0,image/png,,,621,59060,,,-1,-1,153,0,-1,32,-1,143.204.213.208,,186,
14,,2019-09-28T18:53:37.616+03:00,GET,https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/js/bootstrap.min.js,HTTP/1.1,419,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,456,9832,,,31,3648,96,1,0,13,6755,209.197.3.15,,6897,
15,,2019-09-28T18:53:37.737+03:00,GET,https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min.css,HTTP/1.1,403,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,450,19740,,,40,3768,264,1,0,91,6876,209.197.3.15,,7274,
16,,2019-09-28T18:53:38.052+03:00,GET,https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js,HTTP/1.1,383,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,592,30399,,,1,7136,182,0,0,90,7222,172.217.18.10,,7498,
17,,2019-09-28T18:53:38.061+03:00,GET,https://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js,HTTP/1.1,384,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,592,33434,,,0,6840,170,0,0,160,6938,172.217.18.10,,7270,
18,,2019-09-28T18:53:38.397+03:00,GET,https://www.poptropica.com/brain/track.php?event=Pageview&campaign=IndexPage&cluster=Home&scene=Home&choice=IndexPage&randomNumber=0.24222334474960272,HTTP/1.1,589,0,,200,OK,HTTP/1.1,0,text/html; charset=iso-8859-1,,,641,20,,,-1,-1,358,0,-1,0,-1,143.204.213.208,,359,value
19,,2019-09-28T18:53:38.410+03:00,GET,https://static.poptropica.com/images/home/white-paper-background.png,HTTP/1.1,555,0,,200,OK,HTTP/1.1,0,image/png,,,621,32561,,,-1,-1,122,0,-1,6,-1,143.204.213.208,,129,
20,,2019-09-28T18:53:41.521+03:00,GET,https://www.kidsafeseal.com/sealimage/9223372036854775807/poptropica_small_darktm.png,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,image/png,,,627,4398,,,112,3517,131,1,0,5,3798,104.25.50.33,,4048,
21,,2019-09-28T18:53:45.103+03:00,GET,https://www.googletagmanager.com/gtm.js?id=GTM-MBKX72F,HTTP/1.1,373,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,597,19716,,,25,6574,119,1,0,93,6674,216.58.206.8,,6914,value
22,,2019-09-28T18:53:45.798+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,364,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,17803,,,28,6984,123,0,0,91,7092,172.217.18.14,,7337,
23,,2019-09-28T18:53:46.051+03:00,GET,https://www.google-analytics.com/gtm/js?id=GTM-NG5PMVX&t=gtm1&cid=623756594.1569686026,HTTP/1.1,405,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,551,22936,,,-1,-1,82,0,-1,172,-1,172.217.18.14,,255,value
