,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.send,timings.wait,timings.dns,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name
12,,2019-10-11T13:06:17.710+03:00,GET,https://www.youtube.com/yts/jsbin/desktop_polymer_v2-vflplbp5t/desktop_polymer_v2.js,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,text/javascript,,,567,667679,,,-1,0,107,-1,-1,537,-1,172.217.18.174,,645,
13,,2019-10-11T13:06:20.132+03:00,GET,https://yt3.ggpht.com/sMwgWsx9oOWKiIUWSQsNa8KN-pQPzgmwz2l121DDeNQAv6T9xf1Kp9M0b_vNilyDuyA8c6lU=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,475,0,,200,OK,HTTP/1.1,0,image/jpeg,,,594,1294,,,1651,0,85,0,1681,0,0,172.217.22.97,,1768,
14,,2019-10-11T13:06:20.134+03:00,GET,https://yt3.ggpht.com/NT4l8fEwROekQhZesLUnvt5wOVz3ybUoGBES_k6I96_lbNSKN5M_VXb6kYEf_Q7T0hj9Um7qeg=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,image/jpeg,,,594,1793,,,2735,0,88,29,2766,1,0,172.217.22.97,,2886,
15,,2019-10-11T13:06:20.135+03:00,GET,https://yt3.ggpht.com/5HkUAx2SOolanKFGX7Au5O84m4XbzvjpxXowcw2EYjbZmUObb_MzjZiiSDfy3z9ImpC0PCuZIB_dlPnEqQ=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,image/jpeg,,,584,1307,,,1686,1,80,0,1722,0,0,172.217.22.97,,1805,
16,,2019-10-11T13:06:20.135+03:00,GET,https://yt3.ggpht.com/hrzkEEgLQhkyBw3AGBKYzVpPQOeAUrO2c2P27Mr-cjXPE2763LhCKzwsE07IDh8y2BGaycFD2YI=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,478,0,,200,OK,HTTP/1.1,0,image/jpeg,,,594,1391,,,1683,3,91,0,1713,0,0,172.217.22.97,,1809,
17,,2019-10-11T13:06:20.137+03:00,GET,https://yt3.ggpht.com/8_oN5lO7Zt19TY89MM798c20zEeJcwsK9zvvPHd3ivCH8MS_49LC9uqPutjA8MM5nEC7_a5Z=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,475,0,,200,OK,HTTP/1.1,0,image/jpeg,,,594,1523,,,1684,0,94,0,1713,2,0,172.217.22.97,,1811,
18,,2019-10-11T13:06:20.231+03:00,GET,https://yt3.ggpht.com/CYIPz0Btb8YpcFsFSlDMEXEdVsfLM6kvp5TOIsDBLbHPD6ymRMNDLREqEjzsHhbbs76wiqBc5U4=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,478,0,,200,OK,HTTP/1.1,0,image/jpeg,,,593,1394,,,-1,0,96,-1,-1,0,-1,172.217.22.97,,98,
19,,2019-10-11T13:06:20.241+03:00,GET,https://www.youtube.com/yts/cssbin/www-main-desktop-watch-page-skeleton-webp-vflQ9GNSj.css,HTTP/1.1,504,0,,200,OK,HTTP/1.1,0,text/css,,,559,1040,,,-1,0,94,-1,-1,0,-1,172.217.18.174,,96,
20,,2019-10-11T13:06:20.408+03:00,GET,https://fonts.googleapis.com/css?family=YT%20Sans%3A300%2C500%2C700,HTTP/1.1,398,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,405,,,3050,0,99,27,3073,0,0,172.217.23.106,,3202,value
21,,2019-10-11T13:06:22.667+03:00,GET,https://www.youtube.com/yts/jsbin/player_ias-vflMzJYzW/en_US/base.js,HTTP/1.1,467,0,,200,OK,HTTP/1.1,0,text/javascript,,,567,393529,,,-1,0,99,-1,-1,222,-1,172.217.18.174,,322,
22,,2019-10-11T13:06:22.669+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto:400,300,300italic,400italic,500,500italic,700,700italic",HTTP/1.1,433,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,881,,,-1,0,117,-1,-1,2,-1,172.217.23.106,,120,value
23,,2019-10-11T13:06:22.759+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxK.woff2,HTTP/1.1,411,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,15344,,,2334,0,230,0,2362,7,0,172.217.21.227,,2601,
24,,2019-10-11T13:06:22.798+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto+Mono:400,700",HTTP/1.1,390,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,552,,,-1,0,83,-1,-1,0,-1,172.217.23.106,,84,value
25,,2019-10-11T13:06:22.912+03:00,POST,https://www.youtube.com/service_ajax?name=feedbackEndpoint,HTTP/1.1,1129,725,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,532,501,,,-1,0,170,-1,-1,0,-1,172.217.18.174,,171,value
26,,2019-10-11T13:06:22.979+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,415,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,15552,,,4463,0,79,32,4501,29,0,172.217.21.227,,4644,
27,,2019-10-11T13:06:23.004+03:00,GET,https://fonts.gstatic.com/s/ytsans/v8/46kqlb3ta3zqoJU2dbvnb0Jg0g.woff2,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,17792,,,-1,0,85,-1,-1,23,-1,172.217.21.227,,109,
28,,2019-10-11T13:06:23.069+03:00,GET,https://www.gstatic.com/youtube/img/promos/growth/6614dc67e9c63722286831feead7a985aada5b5df27b2bc933b585b046e3faaf_640x48.png,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,image/png,,,456,10669,,,2950,0,78,2,2992,4,0,172.217.22.35,,3079,
29,,2019-10-11T13:06:23.155+03:00,GET,https://www.gstatic.com/youtube/img/promos/growth/f0accb1c85c9c18464c137e8fbc7e2ba0106a204abfccb7abb7f46fc95055aa7_2560x520.jpeg,HTTP/1.1,480,0,,200,OK,HTTP/1.1,0,image/jpeg,,,481,217292,,,-1,0,82,-1,-1,203,-1,172.217.22.35,,286,
30,,2019-10-11T13:06:23.243+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,493,0,,200,OK,HTTP/1.1,0,font/woff2,,,520,15872,,,-1,0,79,-1,-1,20,-1,172.217.21.227,,101,
31,,2019-10-11T13:06:23.346+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmWUlfBBc4.woff2,HTTP/1.1,493,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,15816,,,-1,0,94,-1,-1,35,-1,172.217.21.227,,130,
32,,2019-10-11T13:06:24.041+03:00,GET,https://googleads.g.doubleclick.net/pagead/id,HTTP/1.1,391,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://googleads.g.doubleclick.net/pagead/id?slf_rd=1,1114,0,,,948,0,106,33,984,0,0,216.58.206.2,,1126,
33,,2019-10-11T13:06:24.153+03:00,GET,https://googleads.g.doubleclick.net/pagead/id?slf_rd=1,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,1282,133,,,-1,0,97,-1,-1,1,-1,216.58.206.2,,99,value
34,,2019-10-11T13:06:24.627+03:00,GET,https://yt3.ggpht.com/AiBbkGqJwulKFZ93f3QCGX4iivFoarH8jdKy9-1tmJ0cCoLBrEVTubz3UFDbmNXaQnx1JwUWTdk=s88-c-k-c0x00ffffff-no-rj,HTTP/1.1,475,0,,200,OK,HTTP/1.1,0,image/jpeg,,,595,4415,,,-1,0,93,-1,-1,1,-1,172.217.22.97,,95,
35,,2019-10-11T13:06:24.627+03:00,GET,https://www.youtube.com/sw.js,HTTP/1.1,487,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,504,2708,,,-1,0,135,-1,-1,1,-1,172.217.18.174,,137,
36,,2019-10-11T13:06:24.627+03:00,GET,https://www.youtube.com/yts/cssbin/player-vflNrEXVj/www-player-webp.css,HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css,,,562,41451,,,-1,0,91,-1,-1,13,-1,172.217.18.174,,105,
37,,2019-10-11T13:06:24.630+03:00,GET,https://yt3.ggpht.com/xeoTOtCEMHJfutGyrxMJyNrki5zi2yr1sypw4ZEc0vh8eyrpJhLqvCOHVQ39B2mC8u5Ns6JEuw=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,image/jpeg,,,594,1276,,,-1,0,96,-1,-1,1,-1,172.217.22.97,,97,
38,,2019-10-11T13:06:24.767+03:00,GET,https://i.ytimg.com/generate_204,HTTP/1.1,348,0,,204,No Content,HTTP/1.1,0,,,,211,0,,,7407,1,85,35,7435,0,0,172.217.22.54,,7559,
39,,2019-10-11T13:06:24.775+03:00,GET,https://i.ytimg.com/vi/1dBsJl6gqS4/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLAH4soO-2JG4DPVbAD0RNHX4brXAg,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,6650,,,4497,1,86,0,4521,2,0,172.217.22.54,,4611,value
40,,2019-10-11T13:06:24.785+03:00,GET,https://i.ytimg.com/vi/IdaZqw9gfOQ/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLB6g3D8eDjza4X-C2mwel2One8nLA,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,451,5868,,,4657,2,89,0,4699,2,0,172.217.22.54,,4793,value
41,,2019-10-11T13:06:24.805+03:00,GET,https://i.ytimg.com/vi/Geyg_F5pfHE/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLBpLouShMeE3vf_lKuSiw97p5gRtg,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,7070,,,4528,1,88,0,4548,11,0,172.217.22.54,,4650,value
42,,2019-10-11T13:06:24.809+03:00,GET,https://i.ytimg.com/vi/GppsNjnAWHw/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLAWgimLL_erp3qK2yR6iN_X7idNIw,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,9338,,,4688,0,86,0,4733,15,0,172.217.22.54,,4835,value
43,,2019-10-11T13:06:24.858+03:00,GET,https://i.ytimg.com/vi/sCJh9YcrL3k/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLBZbhpJj04TCkUjgprTRmQwH00X_Q,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,8856,,,-1,0,90,-1,-1,3,-1,172.217.22.54,,94,value
44,,2019-10-11T13:06:24.869+03:00,GET,https://i.ytimg.com/vi/W67bSFl9vFo/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLB0fbj6oaueGl-J9ZV-vjWT6B8xxw,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,9454,,,-1,0,91,-1,-1,7,-1,172.217.22.54,,99,value
45,,2019-10-11T13:06:24.882+03:00,GET,https://i.ytimg.com/vi/tEkLNLyia2E/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLB14fTMtvCfMexHQfOfzve65HQhnA,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,5502,,,-1,0,82,-1,-1,2,-1,172.217.22.54,,84,value
46,,2019-10-11T13:06:24.886+03:00,GET,https://i.ytimg.com/vi/kI4dUyuvPTk/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLAYcRcaB3u4ATwpQQyFTun2Jj1DDA,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,444,8278,,,112,0,86,0,137,5,0,172.217.22.54,,229,value
47,,2019-10-11T13:06:24.917+03:00,GET,https://i.ytimg.com/vi/1eNSWZ4x2ZU/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLAPk1gn2p-xXCp45Sp5IVzDdQyaug,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,7326,,,-1,0,85,-1,-1,8,-1,172.217.22.54,,94,value
48,,2019-10-11T13:06:24.918+03:00,GET,https://i.ytimg.com/vi/ss7EJ-PW2Uk/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLDvG4q-jVnjIljd0JuyysGcWhPfhQ,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,9524,,,-1,0,87,-1,-1,7,-1,172.217.22.54,,95,value
49,,2019-10-11T13:06:24.958+03:00,GET,https://i.ytimg.com/vi/vrEXmO5yJIc/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLD7ZrJOSqxpUeRgmxGs4Tu1NFyuhQ,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,9312,,,-1,0,80,-1,-1,7,-1,172.217.22.54,,88,value
50,,2019-10-11T13:06:24.971+03:00,GET,https://i.ytimg.com/vi/OeBG0QIRNtY/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLBdinPvjh-vz9mEY0TM521Rdf4htA,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,455,14884,,,-1,0,84,-1,-1,18,-1,172.217.22.54,,103,value
51,,2019-10-11T13:06:24.971+03:00,GET,https://i.ytimg.com/vi/b4mRtG6cqDw/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDQQrZN2bl1f6HcGecXoYuZywxn_Q,HTTP/1.1,487,0,,200,OK,HTTP/1.1,0,image/webp,,,453,1658,,,-1,0,90,-1,-1,0,-1,172.217.22.54,,91,value
52,,2019-10-11T13:06:24.982+03:00,GET,https://i.ytimg.com/vi/SlPhMPnQ58k/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLC3-te3pZj3Hy1TFd_TOn2QsCiq0g,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,454,3962,,,-1,0,87,-1,-1,4,-1,172.217.22.54,,92,value
53,,2019-10-11T13:06:24.992+03:00,POST,https://www.youtube.com/service_ajax?name=feedbackEndpoint,HTTP/1.1,1232,918,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,532,504,,,-1,0,157,-1,-1,0,-1,172.217.18.174,,159,value
54,,2019-10-11T13:06:25.015+03:00,GET,https://i.ytimg.com/vi/9NZvM1918_E/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLC3GLu6EeIL-TY0tE6XDoTjx7QnNg,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,5732,,,-1,0,83,-1,-1,3,-1,172.217.22.54,,87,value
55,,2019-10-11T13:06:25.018+03:00,GET,https://i.ytimg.com/vi/pAnK1y7qjuE/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLBrrxoEviKAOCqV3F-2UjEmr5nd4w,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,8000,,,-1,0,90,-1,-1,5,-1,172.217.22.54,,96,value
56,,2019-10-11T13:06:25.497+03:00,GET,https://www.youtube.com/yts/jsbin/player_ias-vflMzJYzW/en_US/remote.js,HTTP/1.1,469,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,30003,,,-1,0,94,-1,-1,10,-1,172.217.18.174,,105,
57,,2019-10-11T13:06:25.499+03:00,GET,https://www.youtube.com/yts/jsbin/player_ias-vflMzJYzW/en_US/miniplayer.js,HTTP/1.1,473,0,,200,OK,HTTP/1.1,0,text/javascript,,,565,2186,,,-1,0,87,-1,-1,7,-1,172.217.18.174,,95,
58,,2019-10-11T13:06:25.867+03:00,POST,https://www.youtube.com/notifications_ajax?action_get_registration_token=1,HTTP/1.1,528,0,,400,Bad Request,HTTP/1.1,0,application/json; charset=UTF-8,,,518,30,,,-1,0,229,-1,-1,0,-1,172.217.18.174,,230,value
59,,2019-10-11T13:06:26.106+03:00,POST,https://www.youtube.com/notifications_ajax?action_register_device=1,HTTP/1.1,607,147,,400,Bad Request,HTTP/1.1,0,application/json; charset=UTF-8,,,518,30,,,-1,0,215,-1,-1,0,-1,172.217.18.174,,216,value
60,,2019-10-11T13:06:27.264+03:00,GET,https://www.google.co.il/pagead/lvz?req_ts=1570789422&evtid=ADszL7O-80epOf4YsTHME_g9AMhKIeVumSP1A0TSA57NiPZjfJdBf07e5VoH4ITu9sZvXlQleFJMFbJJIMtExYwnqwJik09D5g&pg=index&sigh=ADRnf4a7D5G2IxhOM4Aws_e4C1U1pegUxg,HTTP/1.1,559,0,,200,OK,HTTP/1.1,0,image/gif,,,537,42,,,2435,0,124,25,2466,0,0,172.217.22.35,,2617,value
61,,2019-10-11T13:06:27.701+03:00,GET,"https://www.youtube.com/csi_204?v=2&s=youtube&action=home&yt_sts=n&yt_lt=cold&tcrc=583&tcrt=500.419921875&pc=1&is_nav=1&csn=LligXbzpFIva1wKTuq2wBQ&p=HTTP/1.1&t=tcp&yt_vis=1&rc=&psc=1&yt_fn=what_to_watch&c=WEB&cver=2.20191010.04.04&yt_li=0&GetHome_rid=0xfdcb36c235629f65&st=665&vpst=0&rt=rsbe_dph.2637,rsae_dph.3335,lpcs.3337,lpcf.3338,csl.3354,bs.5489,ai.5493,gcc.5539,nc_pj.5539,rsbe_dpj.5540,rses_dpj.5778,cr_s.5930,cr_c.6567,rsef_dpj.6586,rsae_dpj.6593,ac.6593,apr.6593,chps.6593,nd.6736,pda.6761,pdc.6640,pdr.6649,chls.6650,lps.6653,srt.2234,fpt.5559,nreqs.1982,nress.2234,nrese.4901,ntcps.75,ntcpe.1981,nstcps.618,rsf_sj.2258,rse_sj.2676,hgcr.6729,pdl.6735,bcp.6969,afl.6978,adl.6978,cpt.7054,gle.7149,gpe.7251,pe.8653,cmi.8789,vptl.8692,vpl.8692,ol.8692,aft.8692,ps.9695",HTTP/1.1,1211,0,,204,No Content,HTTP/1.1,0,text/html; charset=utf-8,,,476,0,,,-1,0,142,-1,-1,0,-1,172.217.18.174,,143,value
62,,2019-10-11T13:06:27.821+03:00,GET,https://accounts.google.com/ServiceLogin?passive=true&continue=https%3A%2F%2Fwww.youtube.com%2Fsignin%3Fnext%3D%252Fsignin_passive%26action_handle_signin%3Dtrue%26hl%3Den%26app%3Ddesktop%26feature%3Dpassive&hl=en&service=youtube&uilel=3,HTTP/1.1,705,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1118,23077,,,4965,0,174,45,5027,62,0,216.58.206.13,,5309,value
63,,2019-10-11T13:06:28.344+03:00,GET,https://www.google.com/pagead/lvz?req_ts=1570789422&evtid=ADszL7NK7dMEwhx44hSyCZG6OqL_lFeqaK1WQ_7uSISWwxuL14hptGrMJHE8DveZVMYdpdh5PyOkncqzCV4oEzoi_BCiEdnh6Q&pg=index&sigh=ADRnf4aiEQUrQ67-6PkRTCSOX8X_DBJWeg,HTTP/1.1,557,0,,200,OK,HTTP/1.1,0,image/gif,,,537,42,,,3570,0,115,0,3594,0,0,216.58.205.228,,3711,value
