,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.send,timings.wait,timings.dns,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,response._error
10,,2019-10-11T17:40:07.481+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=228045110&t=pageview&_s=1&dl=https%3A%2F%2Fwww.care2.com%2F&ul=en-us&de=UTF-8&dt=Care2%20is%20the%20world%27s%20largest%20social%20network%20for%20good%2C%20a%20community%20of%20over%2040%20million%20people%20standing%20together%2C%20starting%20petitions%20and%20sharing%20stories%20that%20inspire%20action.&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=ACCAgAAB~&jid=&gjid=&cid=1789611133.1570804788&tid=UA-7779329-1&_gid=761382339.1570804788&z=1323565960,HTTP/1.1,value,854,0,,200,OK,HTTP/1.1,0,image/gif,,,478,35,,,-1,0,94,-1,-1,0,-1,172.217.22.110,,95,
11,,2019-10-11T17:40:07.513+03:00,GET,https://ping.chartbeat.net/ping?h=care2.com&p=%2F&u=B0uBzzCkI7YkDSLGW4&d=care2.com&g=62058&g0=No%20Section&g1=No%20Author&n=1&f=00001&c=0&x=0&m=0&y=4092&o=779&w=600&j=45&R=1&W=0&I=0&E=0&e=0&r=&b=5171&t=DcJP5uC7BSXkBzd8uBCBrqPyC1XfP4&V=116&z=t%3D4b_L4Ditj6jg35ZmCuGeDHie5-F%26E%3D5%26x%3D0%26c%3D0.24%26y%3D4099%26w%3D600&i=Care2%20is%20the%20world%27s%20largest%20social%20network%20for%20good%2C%20a%20community%20of%20over%2040%20million%20people%20standing&tz=-180&sn=1&sv=DFbncnBKajrNBZX97O5nA_jDi-_JF&sd=2&im=066bff73&_,HTTP/1.1,value,874,0,,200,OK,HTTP/1.1,0,image/gif,,,209,43,,,-1,0,165,-1,-1,0,-1,52.203.60.11,,166,
12,,2019-10-11T17:40:07.564+03:00,GET,https://platform.twitter.com/js/button.d941c9a422e2e3faf474b82a1f39e936.js,HTTP/1.1,,407,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,511,2296,,,-1,0,89,-1,-1,1,-1,93.184.220.66,,91,
13,,2019-10-11T17:40:07.679+03:00,GET,https://platform.twitter.com/widgets/follow_button.e3a0e1b01ae601b6c9cf798a93ab7e69.en.html,HTTP/1.1,,577,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,499,13673,,,-1,0,94,-1,-1,7,-1,93.184.220.66,,102,
14,,2019-10-11T17:40:07.707+03:00,GET,https://www.linkedin.com/pages-extensions/FollowCompany?id=27726&counter=right&xdOrigin=https%3A%2F%2Fwww.care2.com&xdChannel=56f963a6-2dd0-4628-a5e5-2697e637b99b&xd_origin_host=https%3A%2F%2Fwww.care2.com,HTTP/1.1,value,978,0,,0,,unknown,0,,,,-1,-1,,,-1,0,0,-1,-1,0,-1,108.174.11.49,,0,No response received
15,,2019-10-11T17:40:07.755+03:00,GET,https://connect.facebook.net/en_IL/sdk.js,HTTP/1.1,,355,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,805,1777,,,-1,0,93,-1,-1,1,-1,31.13.92.14,,95,
16,,2019-10-11T17:40:07.764+03:00,POST,https://www.care2.com/servlets/petitions/get_sig_counts.php,HTTP/1.1,,1097,1119,,200,OK,HTTP/1.1,0,application/json,,,573,392,,,381,0,284,0,409,0,0,8.47.77.87,,695,
17,,2019-10-11T17:40:07.880+03:00,GET,https://connect.facebook.net/en_US/sdk.js?hash=1db5e47185dea0195d40ba90cc6ef0f3&ua=modern_es6,HTTP/1.1,value,435,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,59078,,,-1,0,101,-1,-1,33,-1,31.13.92.14,,135,
18,,2019-10-11T17:40:07.974+03:00,GET,https://syndication.twitter.com/i/jot?l=%7B%22widget_origin%22%3A%22http%3A%2F%2Fwww.care2.com%2F%22%2C%22widget_frame%22%3Afalse%2C%22widget_site_screen_name%22%3A%22Care2%22%2C%22widget_creator_screen_name%22%3A%22Care2%22%2C%22language%22%3A%22en%22%2C%22message%22%3A%22l%3Awithcount%3A%22%2C%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1570804807972%2C%22dnt%22%3Afalse%2C%22client_version%22%3A%22708eecd%3A1570046592825%22%2C%22format_version%22%3A1%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22button%22%2C%22section%22%3A%22follow%22%2C%22action%22%3A%22impression%22%7D%7D,HTTP/1.1,value,998,0,,200,OK,HTTP/1.1,0,image/gif;charset=utf-8,,,635,65,,,-1,0,201,-1,-1,0,-1,104.244.42.136,,202,
19,,2019-10-11T17:40:07.987+03:00,GET,https://a22866392.cdn.optimizely.com/client_storage/a22866392.html,HTTP/1.1,,533,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,796,786,,,-1,0,140,-1,-1,0,-1,23.214.136.73,,141,
20,,2019-10-11T17:40:07.989+03:00,POST,https://logx.optimizely.com/v1/events,HTTP/1.1,,441,755,,204,No Content,HTTP/1.1,0,text/plain,,,338,0,,,-1,0,169,-1,-1,0,-1,34.205.132.51,,170,
21,,2019-10-11T17:40:02.577+03:00,CONNECT,https://static.xx.fbcdn.net,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,-1,0,0,30,5472,0,0,31.13.92.14,,5503,Unable to connect to host
22,,2019-10-11T17:40:08.102+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,value,530,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1020,12382,,,-1,0,102,-1,-1,5,-1,31.13.92.14,,108,
23,,2019-10-11T17:40:08.103+03:00,GET,https://www.facebook.com/x/oauth/status?client_id=482659988595053&input_token&origin=1&redirect_uri=https%3A%2F%2Fwww.care2.com%2F&sdk=joey&wants_cookie_data=true,HTTP/1.1,value,504,0,,200,OK,HTTP/1.1,0,text/plain; charset=UTF-8,,,594,0,,,-1,0,190,-1,-1,0,-1,31.13.92.36,,191,
24,,2019-10-11T17:40:08.235+03:00,GET,https://syndication.twitter.com/settings,HTTP/1.1,,508,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,595,79,,,-1,0,202,-1,-1,0,-1,104.244.42.136,,204,
25,,2019-10-11T17:40:11.565+03:00,GET,https://www.linkedin.com/pages-extensions/FollowCompany?id=27726&counter=right&xdOrigin=https%3A%2F%2Fwww.care2.com&xdChannel=56f963a6-2dd0-4628-a5e5-2697e637b99b&xd_origin_host=https%3A%2F%2Fwww.care2.com,HTTP/1.1,value,978,0,,200,OK,HTTP/1.1,0,text/html,,,1384,816,,,3812,0,284,0,3848,2,0,108.174.11.49,,4136,
26,,2019-10-11T17:40:11.879+03:00,GET,https://static-exp1.licdn.com/sc/p/com.linkedin.organization-guest-frontend%3Aorganization-guest-frontend-static-content%2B0.1.468/f/%2Forganization-guest-frontend%2Fstylesheets%2Fextensions%2Ffollow-company%2Fhorizontal_en_US.css,HTTP/1.1,,742,0,,200,OK,HTTP/1.1,0,text/css,,,765,570,,,3593,1,40,27,3631,0,0,212.55.190.51,,3700,
27,,2019-10-11T17:40:11.881+03:00,GET,https://platform.linkedin.com/xdoor/scripts/in.js,HTTP/1.1,,715,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,437,55596,,,-1,1,113,-1,-1,63,-1,104.105.57.11,,178,
28,,2019-10-11T17:40:11.881+03:00,GET,https://static-exp1.licdn.com/sc/p/com.linkedin.organization-guest-frontend%3Aorganization-guest-frontend-static-content%2B0.1.468/f/%2Forganization-guest-frontend%2Fjavascripts%2Fextensions%2Ffollow-state.js,HTTP/1.1,,705,0,,200,OK,HTTP/1.1,0,text/javascript,,,773,1356,,,3619,0,89,25,3648,0,0,212.55.190.51,,3765,
29,,2019-10-11T17:40:12.150+03:00,GET,https://js-agent.newrelic.com/nr-spa-1130.min.js,HTTP/1.1,,362,0,,0,,unknown,0,,,,-1,-1,,,5960,0,0,38,5992,0,0,151.101.18.110,,6031,No response received
30,,2019-10-11T17:40:12.197+03:00,GET,https://www.facebook.com/v2.6/plugins/like.php?action=like&app_id=482659988595053&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter.php%3Fversion%3D44%23cb%3Df51066cb6cfa94%26domain%3Dwww.care2.com%26origin%3Dhttps%253A%252F%252Fwww.care2.com%252Ffe71add72f932c%26relation%3Dparent.parent&container_width=678&href=https%3A%2F%2Fwww.facebook.com%2FCare2&layout=button_count&locale=en_US&sdk=joey&share=false&show_faces=false&size=large,HTTP/1.1,value,918,0,,0,,unknown,0,,,,-1,-1,,,-1,0,0,-1,-1,0,-1,31.13.92.36,,0,No response received
