,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.dns,timings.send,timings.blocked,timings.connect,timings.receive,timings.ssl,serverIPAddress,comment,time,request.queryString.name,response._error
10,,2019-10-12T14:51:49.639+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,92,0,0,0,278,1,212,31.13.92.14,,373,,
11,,2019-10-12T14:51:49.746+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,103,-1,0,-1,-1,155,-1,31.13.92.14,,260,,
12,,2019-10-12T14:51:49.796+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,93,-1,0,-1,-1,8,-1,31.13.92.14,,103,,
13,,2019-10-12T14:51:49.851+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,93,0,1,0,164,1,133,31.13.92.14,,260,,
14,,2019-10-12T14:51:49.866+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,108,0,0,0,178,24,147,31.13.92.14,,312,,
15,,2019-10-12T14:51:49.933+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yX/l/he_IL/GpnDJH_Vk1f.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348715,,,112,-1,0,-1,-1,165,-1,31.13.92.14,,278,value,
16,,2019-10-12T14:51:50.367+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yB/l/he_IL/H40LCujyL58.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17349,,,121,-1,0,-1,-1,7,-1,31.13.92.14,,130,value,
17,,2019-10-12T14:51:50.368+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yy/r/qiZUxJ7fKy8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16614,,,118,-1,0,-1,-1,13,-1,31.13.92.14,,132,value,
18,,2019-10-12T14:51:50.369+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/LT-1HjtH4sU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8229,,,98,-1,0,-1,-1,3,-1,31.13.92.14,,103,value,
19,,2019-10-12T14:51:50.369+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/yd/l/he_IL/et_JXsYk1k4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16033,,,109,-1,0,-1,-1,34,-1,31.13.92.14,,145,value,
20,,2019-10-12T14:51:50.369+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/6srDAE5X5T4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7336,,,116,-1,0,-1,-1,10,-1,31.13.92.14,,127,value,
21,,2019-10-12T14:51:50.462+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yF/l/he_IL/7smvGSARS54.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38622,,,102,-1,0,-1,-1,72,-1,31.13.92.14,,175,value,
22,,2019-10-12T14:51:50.502+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/yl/l/he_IL/x8gSZHMRGWI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4096,,,99,-1,0,-1,-1,2,-1,31.13.92.14,,103,value,
23,,2019-10-12T14:51:50.502+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yJ/r/GMuvW6fMoph.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4811,,,96,-1,0,-1,-1,3,-1,31.13.92.14,,100,value,
24,,2019-10-12T14:51:50.505+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yk/l/he_IL/F0CGTpIzsw9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17789,,,102,-1,0,-1,-1,23,-1,31.13.92.14,,126,value,
25,,2019-10-12T14:51:50.508+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,119,-1,0,-1,-1,0,-1,31.13.92.36,,121,,
26,,2019-10-12T14:51:50.517+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,104,-1,0,-1,-1,6,-1,31.13.92.14,,111,value,
27,,2019-10-12T14:51:50.607+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yS/l/he_IL/32nqR03ZYGl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9944,,,106,-1,0,-1,-1,5,-1,31.13.92.14,,112,value,
28,,2019-10-12T14:51:50.608+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ye/r/233ChOovuGQ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5907,,,107,-1,0,-1,-1,4,-1,31.13.92.14,,112,value,
29,,2019-10-12T14:51:50.638+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,117,-1,0,-1,-1,0,-1,31.13.92.36,,118,,
30,,2019-10-12T14:51:50.783+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,114,-1,0,-1,-1,0,-1,31.13.92.14,,115,,
31,,2019-10-12T14:51:51.552+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yg/l/he_IL/IUpCV4PbO1k.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47070,,,181,-1,0,-1,-1,12,-1,31.13.92.14,,194,value,
32,,2019-10-12T14:51:51.599+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,130,0,2,0,1967,0,1944,31.13.92.36,,2102,,
33,,2019-10-12T14:51:52.456+03:00,GET,https://cx.atdmt.com/?f=AYygxm0ii4PTKboOPyXwd5PiZjEmcu5F9dxK1-TAhqXk2A2YG64nmkLlkK4bYpMBcP2etoc1ex9dIZu67wF9K0S9&c=544126188&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,537,42,,,138,31,6,0,1570,0,1539,31.13.92.2,,1747,value,
34,,2019-10-12T14:51:55.345+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43674,,,213,0,1,0,4520,126,4496,31.13.92.36,,4862,value,
35,,2019-10-12T14:51:55.580+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,99,-1,0,-1,-1,0,-1,31.13.92.14,,100,value,
36,,2019-10-12T14:51:55.580+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/mOsfnMuZ_Ej.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36856,,,108,-1,0,-1,-1,94,-1,31.13.92.14,,202,value,
37,,2019-10-12T14:51:55.581+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,30745,,,99,-1,15,-1,-1,56,-1,31.13.92.14,,172,value,
38,,2019-10-12T14:51:55.597+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/sPuijSQIjpP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80884,,,87,-1,0,-1,-1,119,-1,31.13.92.14,,207,value,
39,,2019-10-12T14:51:59.174+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,3085,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,161,-1,0,-1,-1,2,-1,31.13.92.36,,164,,
40,,2019-10-12T14:51:59.221+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,104,1,0,0,3644,3,3603,172.217.18.4,,3755,,
41,,2019-10-12T14:51:59.450+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yP/l/he_IL/mXPf-qaonmW.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17237,,,96,-1,0,-1,-1,52,-1,31.13.92.14,,149,value,
42,,2019-10-12T14:51:59.451+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yV/l/he_IL/nE5io2huzZU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348397,,,159,-1,0,-1,-1,184,-1,31.13.92.14,,345,value,
43,,2019-10-12T14:51:59.451+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/itt5OggiRv_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,697,,,144,-1,0,-1,-1,1,-1,31.13.92.14,,146,value,
44,,2019-10-12T14:51:59.451+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y-/l/he_IL/eGwNTDKtx18.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38551,,,138,-1,0,-1,-1,35,-1,31.13.92.14,,174,value,
45,,2019-10-12T14:52:01.845+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,110,1,0,0,2490,146,2464,172.217.22.35,,2749,,
46,,2019-10-12T14:52:02.132+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=usqyrzhvcwxk,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9501,,,124,-1,0,-1,-1,16,-1,172.217.18.4,,142,value,
47,,2019-10-12T14:52:02.292+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,98,-1,3,-1,-1,69,-1,172.217.22.35,,171,,
48,,2019-10-12T14:52:02.455+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,106,0,2,0,167,156,129,172.217.22.35,,434,,
49,,2019-10-12T14:52:02.771+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5384,,,89,-1,0,-1,-1,4,-1,172.217.18.4,,93,,
50,,2019-10-12T14:52:02.865+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,92,-1,0,-1,-1,0,-1,172.217.18.4,,93,value,
51,,2019-10-12T14:52:02.916+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=out30v281fp,HTTP/1.1,672,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1122,,,93,0,0,0,140,1,110,172.217.18.4,,237,value,
52,,2019-10-12T14:52:02.984+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,90,-1,0,-1,-1,42,-1,172.217.22.35,,133,,
53,,2019-10-12T14:52:03.030+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,525,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,92,-1,0,-1,-1,51,-1,172.217.22.35,,143,,
54,,2019-10-12T14:52:03.219+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001288583&__s=kupyxs%3A0rvy40%3Al1vbth&__hsi=6746887470845081552-0&__spin_r=1001288583&__spin_b=trunk&__spin_t=1570882152,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,0,-1,0,-1,-1,0,-1,31.13.92.36,,0,value,No response received
