,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.wait,timings.send,timings.ssl,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-10-12T08:27:09.814+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,522,,,0,83,0,172,0,203,0,157.240.1.23,,288,,
11,facebook,2019-10-12T08:27:09.905+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,106343,,,-1,84,0,-1,-1,-1,116,157.240.1.23,,201,,
12,facebook,2019-10-12T08:27:09.972+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,14105,,,-1,84,0,-1,-1,-1,8,157.240.1.23,,93,,
13,facebook,2019-10-12T08:27:10.049+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,520,1163,,,0,78,1,108,0,138,7,157.240.1.23,,225,,
14,facebook,2019-10-12T08:27:10.069+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,17094,,,-1,84,1,-1,-1,-1,11,157.240.1.23,,96,,
15,facebook,2019-10-12T08:27:10.124+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/y-/l/he_IL/W-woTzJGqSB.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,348418,,,-1,96,0,-1,-1,-1,199,157.240.1.23,,295,value,
16,facebook,2019-10-12T08:27:10.562+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yP/l/he_IL/mXPf-qaonmW.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,17237,,,-1,90,0,-1,-1,-1,13,157.240.1.23,,104,value,
17,facebook,2019-10-12T08:27:10.563+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yU/r/wRUfahZS1Ht.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,16592,,,-1,85,0,-1,-1,-1,26,157.240.1.23,,113,value,
18,facebook,2019-10-12T08:27:10.564+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/06CIkL91CFL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,8183,,,-1,88,0,-1,-1,-1,19,157.240.1.23,,109,value,
19,facebook,2019-10-12T08:27:10.564+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/yH/l/he_IL/lORjA4jAIhX.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,16003,,,-1,99,0,-1,-1,-1,10,157.240.1.23,,110,value,
20,facebook,2019-10-12T08:27:10.564+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yf/l/he_IL/XsCCfAW0XcM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,7317,,,-1,98,0,-1,-1,-1,9,157.240.1.23,,108,value,
21,facebook,2019-10-12T08:27:10.677+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y-/l/he_IL/eGwNTDKtx18.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,38551,,,-1,99,0,-1,-1,-1,14,157.240.1.23,,114,value,
22,facebook,2019-10-12T08:27:10.680+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/ya/l/he_IL/xkFUqA1-cvY.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,4109,,,-1,98,0,-1,-1,-1,6,157.240.1.23,,105,value,
23,facebook,2019-10-12T08:27:10.681+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/UdnQfyHoVIO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,4792,,,-1,92,0,-1,-1,-1,8,157.240.1.23,,100,value,
24,facebook,2019-10-12T08:27:10.681+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yo/l/he_IL/kWtGZh5PZsr.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,17791,,,-1,91,0,-1,-1,-1,26,157.240.1.23,,117,value,
25,facebook,2019-10-12T08:27:10.683+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,2375,,,-1,80,0,-1,-1,-1,2,157.240.1.23,,83,value,
26,facebook,2019-10-12T08:27:10.697+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,111,1,-1,-1,-1,0,157.240.1.35,,113,,
27,facebook,2019-10-12T08:27:10.760+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yA/l/he_IL/kHUreyQUpkB.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,47012,,,-1,91,0,-1,-1,-1,59,157.240.1.23,,150,value,
28,facebook,2019-10-12T08:27:10.769+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yb/l/he_IL/WiAHD4y9-0L.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,9881,,,-1,82,0,-1,-1,-1,5,157.240.1.23,,88,value,
29,facebook,2019-10-12T08:27:10.787+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/cVS7gpEgER3.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,5874,,,-1,81,0,-1,-1,-1,4,157.240.1.23,,86,value,
30,facebook,2019-10-12T08:27:10.815+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,108,0,-1,-1,-1,0,157.240.1.35,,110,,
31,facebook,2019-10-12T08:27:10.869+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,30,108,0,944,0,975,1,157.240.1.35,,1117,,
32,facebook,2019-10-12T08:27:10.973+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,518,43,,,-1,88,0,-1,-1,-1,0,157.240.1.23,,89,,
33,facebook,2019-10-12T08:27:14.053+03:00,GET,https://cx.atdmt.com/?f=AYw10gApSlCxCXUcNo9E1Ywjl3FihP7rx3LxROI0kTxqNMrHnCHF1mQsGJNeC90w4iGeZg8ZTQGfMWkJioPicWTP&c=1435303938&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,537,42,,,24,133,0,2956,0,2983,0,157.240.1.6,,3142,value,
34,facebook,2019-10-12T08:27:14.204+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43688,,,0,657,0,3136,0,3167,70,157.240.1.35,,3896,value,
35,facebook,2019-10-12T08:27:14.885+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,533,153,,,-1,119,0,-1,-1,-1,1,157.240.1.23,,121,value,
36,facebook,2019-10-12T08:27:14.886+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/mOsfnMuZ_Ej.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,36856,,,-1,109,0,-1,-1,-1,67,157.240.1.23,,177,value,
37,facebook,2019-10-12T08:27:14.886+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/sPuijSQIjpP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,80884,,,0,93,1,114,0,135,114,157.240.1.23,,344,value,
38,facebook,2019-10-12T08:27:14.888+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,30745,,,-1,98,0,-1,-1,-1,45,157.240.1.23,,145,value,
39,facebook,2019-10-12T08:27:15.603+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,0,107,0,670,0,715,5,172.217.21.228,,829,,
40,facebook,2019-10-12T08:27:15.837+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/y-/l/he_IL/W-woTzJGqSB.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,348418,,,-1,93,0,-1,-1,-1,147,157.240.1.23,,240,value,
41,facebook,2019-10-12T08:27:15.837+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yP/l/he_IL/mXPf-qaonmW.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,17237,,,-1,95,0,-1,-1,-1,36,157.240.1.23,,132,value,
42,facebook,2019-10-12T08:27:15.839+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/itt5OggiRv_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,594,697,,,-1,92,0,-1,-1,-1,0,157.240.1.23,,93,value,
43,facebook,2019-10-12T08:27:15.840+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y-/l/he_IL/eGwNTDKtx18.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,38551,,,-1,106,0,-1,-1,-1,19,157.240.1.23,,125,value,
44,facebook,2019-10-12T08:27:17.192+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,1,101,0,1414,0,1438,155,172.217.22.67,,1697,,
45,facebook,2019-10-12T08:27:17.490+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=6wu2qag9p46c,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9415,,,-1,113,0,-1,-1,-1,17,172.217.21.228,,131,value,
46,facebook,2019-10-12T08:27:17.645+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,-1,104,0,-1,-1,-1,51,172.217.22.67,,156,,
47,facebook,2019-10-12T08:27:17.808+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,0,92,0,110,0,160,158,172.217.22.67,,411,,
48,facebook,2019-10-12T08:27:18.084+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,-1,98,0,-1,-1,-1,8,172.217.21.228,,107,,
49,facebook,2019-10-12T08:27:18.194+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=ybfohndgmgoo,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1124,,,-1,93,0,-1,-1,-1,1,172.217.21.228,,95,value,
50,facebook,2019-10-12T08:27:18.240+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,0,100,0,114,0,151,0,172.217.21.228,,254,value,
51,facebook,2019-10-12T08:27:18.303+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,-1,100,0,-1,-1,-1,42,172.217.22.67,,142,,
52,facebook,2019-10-12T08:27:18.357+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,-1,93,0,-1,-1,-1,46,172.217.22.67,,139,,
53,facebook,2019-10-12T08:27:18.502+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=1&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001287745&__s=d1yjrr%3A2h2rg7%3Ato036i&__hsi=6746788342156195393-0&__spin_r=1001287745&__spin_b=trunk&__spin_t=1570859072,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,-1,0,0,-1,-1,-1,0,157.240.1.35,,0,value,No response received
