,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.receive,timings.blocked,timings.send,timings.wait,timings.ssl,timings.dns,serverIPAddress,comment,time,request.queryString.name,response._error
22,facebook,2019-09-28T19:36:46.301+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i5f14/yQ/l/he_IL/DAaf_rYHcvf.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,31403,,,-1,130,-1,0,120,-1,-1,157.240.1.23,,252,value,
23,facebook,2019-09-28T19:36:46.422+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/Eh_MYLPvxke.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4145,,,-1,3,-1,0,95,-1,-1,157.240.1.23,,99,value,
24,facebook,2019-09-28T19:36:46.453+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1562,55,,,-1,0,-1,0,108,-1,-1,157.240.1.35,,109,,
25,facebook,2019-09-28T19:36:46.515+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yb/l/he_IL/GyR83-qaiWl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,35760,,,-1,179,-1,0,107,-1,-1,157.240.1.23,,288,value,
26,facebook,2019-09-28T19:36:46.527+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iNz24/yg/l/he_IL/53HXKa4Btdy.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4543,,,-1,3,-1,0,105,-1,-1,157.240.1.23,,109,value,
27,facebook,2019-09-28T19:36:46.527+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yG/r/EDWT5D6CZW0.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,3292,,,-1,7,-1,0,98,-1,-1,157.240.1.23,,106,value,
28,facebook,2019-09-28T19:36:46.528+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iSuz4/y-/l/he_IL/0u06c8RIoL-.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60744,,,-1,24,-1,0,108,-1,-1,157.240.1.23,,133,value,
29,facebook,2019-09-28T19:36:46.560+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iJre4/yw/l/he_IL/5adkNit3zuK.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13874,,,-1,8,-1,0,92,-1,-1,157.240.1.23,,101,value,
30,facebook,2019-09-28T19:36:46.567+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1562,55,,,-1,1,-1,1,107,-1,-1,157.240.1.35,,109,,
31,facebook,2019-09-28T19:36:46.647+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yH/l/he_IL/gFylS2EXD7x.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,15605,,,-1,6,-1,0,94,-1,-1,157.240.1.23,,101,value,
32,facebook,2019-09-28T19:36:46.648+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/x9mvWUy_crF.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4374,,,-1,2,-1,0,90,-1,-1,157.240.1.23,,94,value,
33,facebook,2019-09-28T19:36:46.668+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yr/l/he_IL/CsLqpwK7m82.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13490,,,-1,7,-1,0,92,-1,-1,157.240.1.23,,101,value,
34,facebook,2019-09-28T19:36:46.670+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,-1,1,-1,0,95,-1,-1,157.240.1.23,,97,value,
35,facebook,2019-09-28T19:36:46.846+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,-1,0,-1,0,92,-1,-1,157.240.1.23,,93,,
36,facebook,2019-09-28T19:36:50.548+03:00,GET,https://cx.atdmt.com/?f=AYzMmFMzT34x6hb2OYhsw494UixccgbEjLSscqWw0u35waul8YgHmqTdqDvvKH3u09KvR2MOdl6tau7FEWgAszJm&c=60726264&v=1&l=2,HTTP/1.1,508,0,,200,OK,HTTP/1.1,0,image/gif,,,537,42,,,3686,0,0,1,127,3596,0,157.240.1.6,,3816,value,
37,facebook,2019-09-28T19:36:50.991+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1420,43122,,,4300,292,0,0,172,4208,0,157.240.1.35,,4766,value,
38,facebook,2019-09-28T19:36:51.184+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yX/l/0,cross/bfvR9xuXjag.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,164,,,-1,0,-1,0,89,-1,-1,157.240.1.23,,91,value,
39,facebook,2019-09-28T19:36:51.187+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yG/l/0,cross/szkOH61w3V9.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,37267,,,-1,17,-1,0,89,-1,-1,157.240.1.23,,108,value,
40,facebook,2019-09-28T19:36:51.187+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yD/l/0,cross/xxiiEH1LGPY.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,22481,,,199,163,0,1,96,109,0,157.240.1.23,,461,value,
41,facebook,2019-09-28T19:36:51.188+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yU/r/uVMI02gYvfk.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80563,,,205,377,0,0,102,114,0,157.240.1.23,,686,value,
42,facebook,2019-09-28T19:36:51.880+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/y3/l/he_IL/wSoaFW7wWeN.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7081,,,-1,4,-1,0,89,-1,-1,157.240.1.23,,94,value,
43,facebook,2019-09-28T19:36:51.936+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,6651,1,0,0,104,6512,0,157.240.1.35,,6758,,
44,facebook,2019-09-28T19:36:54.229+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,440,465,,,3043,3,0,0,76,2978,0,172.217.21.196,,3125,,
45,facebook,2019-09-28T19:36:54.482+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iyLU4/y5/l/he_IL/nHWBLEegsyI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,332251,,,-1,254,-1,0,89,-1,-1,157.240.1.23,,344,value,
46,facebook,2019-09-28T19:36:54.482+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/0rno7UBGrTm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,32167,,,-1,108,-1,0,93,-1,-1,157.240.1.23,,201,value,
47,facebook,2019-09-28T19:36:54.483+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iN2Z4/yB/l/he_IL/1bTxZnWjjdh.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,28375,,,-1,17,-1,0,95,-1,-1,157.240.1.23,,114,value,
48,facebook,2019-09-28T19:36:54.483+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/Eh_MYLPvxke.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4145,,,-1,2,-1,0,96,-1,-1,157.240.1.23,,99,value,
49,facebook,2019-09-28T19:36:54.982+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,2894,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,-1,0,-1,1,107,-1,-1,157.240.1.35,,109,,
50,facebook,2019-09-28T19:36:56.038+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,488,94031,,,1676,267,0,0,65,1582,0,172.217.21.195,,2010,,
51,facebook,2019-09-28T19:36:56.403+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=ol9vrwn6y2sj,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,681,9506,,,-1,25,-1,0,94,-1,-1,172.217.21.196,,121,value,
52,facebook,2019-09-28T19:36:56.516+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,481,91705,,,-1,79,-1,0,102,-1,-1,172.217.21.195,,182,,
53,facebook,2019-09-28T19:36:56.696+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,488,94031,,,179,269,0,0,66,80,0,172.217.21.195,,516,,
54,facebook,2019-09-28T19:36:57.077+03:00,GET,https://www.google.com/js/bg/JBwSXsc__bL1AIIwyKh3QnwBHg7D-WM3_5_AwioMKBk.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,487,5282,,,-1,8,-1,0,65,-1,-1,172.217.21.196,,74,,
55,facebook,2019-09-28T19:36:57.154+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,440,112,,,-1,1,-1,0,76,-1,-1,172.217.21.196,,78,value,
56,facebook,2019-09-28T19:36:57.221+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=o39a63ytsl1b,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,681,1124,,,140,1,0,0,77,70,0,172.217.21.196,,220,value,
57,facebook,2019-09-28T19:36:57.403+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,488,94031,,,-1,67,-1,0,70,-1,-1,172.217.21.195,,138,,
58,facebook,2019-09-28T19:36:57.573+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001232246&__s=h8o7co%3Au48t2y%3A54e31e&__hsi=6741765647927760567-0&__spin_r=1001232246&__spin_b=trunk&__spin_t=1569689635,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,-1,0,-1,0,0,-1,-1,157.240.1.35,,0,value,No response received
