,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.ssl,timings.send,timings.dns,timings.receive,timings.connect,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-10-12T15:41:58.958+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,100,220,0,0,0,260,0,31.13.92.14,,362,,
11,facebook,2019-10-12T15:41:59.068+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yw/r/l-suYkrVcIw.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,80064,,,88,-1,0,-1,141,-1,-1,31.13.92.14,,230,,
12,facebook,2019-10-12T15:41:59.129+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y8/r/xPbeceSA7aR.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,15503,,,90,-1,0,-1,12,-1,-1,31.13.92.14,,102,,
13,facebook,2019-10-12T15:41:59.176+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,98,129,0,0,1,149,0,31.13.92.14,,250,,
14,facebook,2019-10-12T15:41:59.197+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/2JUW_O4RBU4.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,18256,,,98,141,1,0,33,169,0,31.13.92.14,,303,,
15,facebook,2019-10-12T15:41:59.236+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yj/l/he_IL/rUEIxrCQsXH.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,99932,,,119,-1,0,-1,77,-1,-1,31.13.92.14,,197,value,
16,facebook,2019-10-12T15:41:59.237+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iDFL4/yQ/l/he_IL/PFlPHti78iz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,162900,,,113,-1,0,-1,163,-1,-1,31.13.92.14,,278,value,
17,facebook,2019-10-12T15:41:59.237+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y8/r/U9kTI_CTBJa.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,52388,,,126,-1,0,-1,44,-1,-1,31.13.92.14,,172,value,
18,facebook,2019-10-12T15:41:59.238+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yy/r/U5Lp1skxk7H.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,30471,,,130,-1,0,-1,43,-1,-1,31.13.92.14,,174,value,
19,facebook,2019-10-12T15:42:01.026+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,161,2018,0,0,0,2049,0,31.13.92.36,,2213,,
20,facebook,2019-10-12T15:42:01.045+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/y9/l/he_IL/zCZaTXa6EOH.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,23546,,,100,-1,0,-1,25,-1,-1,31.13.92.14,,126,value,
21,facebook,2019-10-12T15:42:01.046+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yV/r/lWODIWSCqaV.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2484,,,115,-1,0,-1,3,-1,-1,31.13.92.14,,119,value,
22,facebook,2019-10-12T15:42:01.047+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/dG4JY8oc_ui.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5790,,,140,-1,0,-1,0,-1,-1,31.13.92.14,,141,value,
23,facebook,2019-10-12T15:42:01.048+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ix5D4/yN/l/he_IL/Qj-pXyTfl25.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,35437,,,112,-1,0,-1,34,-1,-1,31.13.92.14,,147,value,
24,facebook,2019-10-12T15:42:01.049+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i-z24/yT/l/he_IL/TezzCtIAcN7.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,27565,,,137,-1,0,-1,36,-1,-1,31.13.92.14,,174,value,
25,facebook,2019-10-12T15:42:01.049+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yO/l/he_IL/4sZ44L7Ayqz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,11459,,,130,-1,0,-1,14,-1,-1,31.13.92.14,,146,value,
26,facebook,2019-10-12T15:42:01.186+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iLU_4/y3/l/he_IL/5LgeP3eN4h8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,191563,,,100,-1,0,-1,110,-1,-1,31.13.92.14,,211,value,
27,facebook,2019-10-12T15:42:01.217+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iO1G4/yq/l/he_IL/Pvo9-g3hWm_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,6217,,,105,-1,1,-1,2,-1,-1,31.13.92.14,,109,value,
28,facebook,2019-10-12T15:42:01.217+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqty4/yG/l/he_IL/C-b9gMT4F4V.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34199,,,100,-1,0,-1,68,-1,-1,31.13.92.14,,169,value,
29,facebook,2019-10-12T15:42:01.217+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iop94/yk/l/he_IL/5NG-09tAv6E.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,14310,,,95,-1,0,-1,10,-1,-1,31.13.92.14,,106,value,
30,facebook,2019-10-12T15:42:01.217+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iI6R4/yn/l/he_IL/O5xuJMnk1s2.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,31918,,,105,-1,0,-1,15,-1,-1,31.13.92.14,,121,value,
31,facebook,2019-10-12T15:42:01.217+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yG/l/he_IL/ODcLV4MNLuC.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,45898,,,101,-1,0,-1,65,-1,-1,31.13.92.14,,167,value,
32,facebook,2019-10-12T15:42:01.244+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,142,-1,0,-1,0,-1,-1,31.13.92.36,,144,,
33,facebook,2019-10-12T15:42:01.345+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/y2iOX7W8OzI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5302,,,93,-1,0,-1,3,-1,-1,31.13.92.14,,97,value,
34,facebook,2019-10-12T15:42:01.345+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,105,-1,0,-1,1,-1,-1,31.13.92.14,,106,value,
35,facebook,2019-10-12T15:42:01.352+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yR/l/he_IL/FIqOd-kqWWn.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,10981,,,105,-1,0,-1,6,-1,-1,31.13.92.14,,112,value,
36,facebook,2019-10-12T15:42:01.404+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/ayJdS1pEn1C.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,3571,,,113,-1,0,-1,2,-1,-1,31.13.92.14,,116,value,
37,facebook,2019-10-12T15:42:01.410+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,133,-1,0,-1,0,-1,-1,31.13.92.36,,134,,
38,facebook,2019-10-12T15:42:01.594+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,110,-1,0,-1,0,-1,-1,31.13.92.14,,111,,
39,facebook,2019-10-12T15:42:03.880+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,44515,,,320,2165,0,28,75,2192,0,31.13.92.36,,2618,value,
40,facebook,2019-10-12T15:42:04.221+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/GpEMsEYd5bN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,131,,,191,-1,0,-1,0,-1,-1,31.13.92.14,,192,value,
41,facebook,2019-10-12T15:42:04.222+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y4/l/0,cross/V27Eh7Ae0G5.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,12847,,,189,-1,0,-1,13,-1,-1,31.13.92.14,,203,value,
42,facebook,2019-10-12T15:42:04.253+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/sPuijSQIjpP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80884,,,161,-1,0,-1,37,-1,-1,31.13.92.14,,199,value,
43,facebook,2019-10-12T15:42:04.337+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y2/l/0,cross/h79YO-15mYX.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,39382,,,276,-1,0,-1,21,-1,-1,31.13.92.14,,298,value,
44,facebook,2019-10-12T15:42:04.384+03:00,GET,https://cx.atdmt.com/?f=AYwOhw4pDQNdwLH2kSdHMTFnPyYNG-_CtgDytRAgo5kJh6CYiAcWlt1Vmn1pZ7p8dES9Kh-kKH10dPY3BXHVTkNe&c=35535474&v=1&l=2,HTTP/1.1,508,0,,200,OK,HTTP/1.1,0,image/gif,,,536,42,,,242,2653,0,34,0,2686,0,31.13.92.2,,2965,value,
45,facebook,2019-10-12T15:42:06.099+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,144,1828,0,30,3,1859,0,172.217.18.4,,2037,,
46,facebook,2019-10-12T15:42:06.369+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yG/l/he_IL/C2rdfnuuzwM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,99772,,,329,-1,0,-1,33,-1,-1,31.13.92.14,,363,value,
47,facebook,2019-10-12T15:42:06.370+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/xySBihMJacJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2466,,,293,-1,0,-1,3,-1,-1,31.13.92.14,,297,value,
48,facebook,2019-10-12T15:42:06.371+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yN/l/he_IL/12qn2khst7s.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,23448,,,292,-1,0,-1,50,-1,-1,31.13.92.14,,344,value,
49,facebook,2019-10-12T15:42:06.371+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iDFL4/yV/l/he_IL/YCq2rMVAOEr.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,162809,,,336,-1,1,-1,367,-1,-1,31.13.92.14,,705,value,
50,facebook,2019-10-12T15:42:06.372+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yu/r/wnLfF7HhDR3.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,52324,,,323,140,0,0,217,169,0,31.13.92.14,,711,value,
51,facebook,2019-10-12T15:42:06.372+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iO1G4/yw/l/he_IL/-eqlaODzE8I.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,6217,,,302,125,0,0,32,161,0,31.13.92.14,,497,value,
52,facebook,2019-10-12T15:42:09.162+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,103,2701,0,33,188,2843,0,172.217.22.35,,3168,,
53,facebook,2019-10-12T15:42:09.497+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=22afiu726vhp,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9470,,,121,-1,0,-1,22,-1,-1,172.217.18.4,,144,value,
54,facebook,2019-10-12T15:42:09.682+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,92,-1,0,-1,49,-1,-1,172.217.22.35,,142,,
55,facebook,2019-10-12T15:42:09.709+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,3088,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,129,-1,0,-1,0,-1,-1,31.13.92.36,,130,,
56,facebook,2019-10-12T15:42:09.819+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,90,-1,0,-1,44,-1,-1,172.217.22.35,,135,,
57,facebook,2019-10-12T15:42:09.996+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5384,,,99,-1,0,-1,5,-1,-1,172.217.18.4,,104,,
58,facebook,2019-10-12T15:42:10.103+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=ynruzni1mi4d,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1121,,,102,-1,0,-1,10,-1,-1,172.217.18.4,,113,value,
59,facebook,2019-10-12T15:42:10.149+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,103,111,0,0,1,149,0,172.217.18.4,,254,value,
60,facebook,2019-10-12T15:42:10.279+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001288592&__s=r9prpk%3A2fzd9t%3Alchszp&__hsi=6746900380986446496-0&__spin_r=1001288592&__spin_b=trunk&__spin_t=1570885158,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,0,-1,0,-1,0,-1,-1,31.13.92.36,,0,value,No response received
61,facebook,2019-10-12T15:42:10.286+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,0,-1,0,-1,0,-1,-1,172.217.22.35,,0,,No response received
