,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.send,timings.dns,timings.ssl,timings.wait,serverIPAddress,comment,time,request.queryString.name
10,facebook,2019-10-12T15:59:56.653+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,79,0,235,0,0,214,107,31.13.92.14,,423,
11,facebook,2019-10-12T15:59:56.848+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yw/r/l-suYkrVcIw.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,80064,,,109,-1,-1,0,-1,-1,94,31.13.92.14,,204,
12,facebook,2019-10-12T15:59:56.879+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y8/r/xPbeceSA7aR.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,15503,,,6,0,155,0,0,128,87,31.13.92.14,,249,
13,facebook,2019-10-12T15:59:56.885+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/YQNfPR9MJfx.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,520,925,,,1,0,163,1,0,135,96,31.13.92.14,,262,
14,facebook,2019-10-12T15:59:56.885+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/2JUW_O4RBU4.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,18256,,,48,0,162,0,0,129,91,31.13.92.14,,303,
15,facebook,2019-10-12T15:59:56.921+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yo/l/he_IL/O_fKht9azy1.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,99946,,,68,-1,-1,0,-1,-1,129,31.13.92.14,,198,value
16,facebook,2019-10-12T15:59:56.921+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iDFL4/yA/l/he_IL/ZKeeFEM7Rh0.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,163248,,,153,-1,-1,0,-1,-1,129,31.13.92.14,,283,value
17,facebook,2019-10-12T15:59:56.923+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y2/r/tL-1IuxbSOs.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,52387,,,108,-1,-1,0,-1,-1,100,31.13.92.14,,209,value
18,facebook,2019-10-12T15:59:56.924+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y5/r/5ohbmg8qQA9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,30489,,,49,-1,-1,0,-1,-1,101,31.13.92.14,,152,value
19,facebook,2019-10-12T15:59:57.300+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/y6/l/he_IL/k08FUo2BmPf.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,23571,,,8,-1,-1,0,-1,-1,119,31.13.92.14,,128,value
20,facebook,2019-10-12T15:59:57.301+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yV/r/lWODIWSCqaV.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2484,,,2,-1,-1,0,-1,-1,96,31.13.92.14,,99,value
21,facebook,2019-10-12T15:59:57.302+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ix5D4/yR/l/he_IL/4kh6bTj4uVF.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,35505,,,26,-1,-1,0,-1,-1,98,31.13.92.14,,125,value
22,facebook,2019-10-12T15:59:57.302+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/dG4JY8oc_ui.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5790,,,2,-1,-1,0,-1,-1,107,31.13.92.14,,110,value
23,facebook,2019-10-12T15:59:57.304+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i-z24/y5/l/he_IL/yVqCJSIATX8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,27599,,,65,-1,-1,0,-1,-1,101,31.13.92.14,,167,value
24,facebook,2019-10-12T15:59:57.305+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yO/l/he_IL/4sZ44L7Ayqz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,11459,,,4,-1,-1,0,-1,-1,114,31.13.92.14,,119,value
25,facebook,2019-10-12T15:59:57.396+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iLU_4/y7/l/he_IL/jTdnzvwnIBW.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,191696,,,105,-1,-1,0,-1,-1,117,31.13.92.14,,223,value
26,facebook,2019-10-12T15:59:57.412+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iO1G4/yV/l/he_IL/FogCEfhCZIF.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,6232,,,0,-1,-1,0,-1,-1,116,31.13.92.14,,117,value
27,facebook,2019-10-12T15:59:57.427+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqty4/yw/l/he_IL/nI2XSdw1B27.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34229,,,64,-1,-1,0,-1,-1,115,31.13.92.14,,180,value
28,facebook,2019-10-12T15:59:57.427+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iop94/yL/l/he_IL/MiZ5VE7zW82.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,14384,,,12,-1,-1,0,-1,-1,87,31.13.92.14,,101,value
29,facebook,2019-10-12T15:59:57.427+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iI6R4/yV/l/he_IL/bhdYb1T3OBP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,31964,,,11,-1,-1,0,-1,-1,110,31.13.92.14,,122,value
30,facebook,2019-10-12T15:59:57.448+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,-1,0,-1,-1,120,31.13.92.36,,122,
31,facebook,2019-10-12T15:59:57.475+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/yo1HtzrwOlu.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5319,,,2,-1,-1,0,-1,-1,105,31.13.92.14,,108,value
32,facebook,2019-10-12T15:59:57.533+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,1,-1,-1,0,-1,-1,108,31.13.92.14,,110,value
33,facebook,2019-10-12T15:59:57.538+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yR/l/he_IL/FIqOd-kqWWn.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,10981,,,4,-1,-1,0,-1,-1,112,31.13.92.14,,118,value
34,facebook,2019-10-12T15:59:57.554+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/ayJdS1pEn1C.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,3571,,,2,-1,-1,0,-1,-1,103,31.13.92.14,,107,value
35,facebook,2019-10-12T15:59:57.749+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,0,-1,-1,0,-1,-1,110,31.13.92.14,,111,
36,facebook,2019-10-12T15:59:58.176+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,0,4419,0,4,4389,142,31.13.92.36,,4567,
