,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.dns,timings.wait,timings.send,timings.ssl,serverIPAddress,comment,time,request.queryString.name,response._error
31,facebook,2019-10-11T13:17:08.374+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,0,-1,-1,-1,88,0,-1,157.240.1.23,,89,,
32,facebook,2019-10-11T13:17:09.276+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yf/l/he_IL/XsCCfAW0XcM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7317,,,4,-1,-1,-1,99,0,-1,157.240.1.23,,104,value,
33,facebook,2019-10-11T13:17:09.342+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,2038,0,0,170,1,2013,157.240.1.35,,2210,,
34,facebook,2019-10-11T13:17:09.459+03:00,GET,https://cx.atdmt.com/?f=AYwS_XB55vRaT8fgdLYMWU1gxjYlDFSy2etLDngLThPNjtC-mg6ZicPl0J8eHP9mbfgml3JwN-mDRg0uEbFl-6tG&c=1888211153&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,539,42,,,0,943,0,19,363,0,925,157.240.1.6,,1326,value,
35,facebook,2019-10-11T13:17:11.732+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43640,,,87,3369,0,36,300,0,3339,157.240.1.35,,3795,value,
36,facebook,2019-10-11T13:17:12.049+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,0,-1,-1,-1,87,0,-1,157.240.1.23,,88,value,
37,facebook,2019-10-11T13:17:12.049+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yG/l/0,cross/UBVbWsrwWm4.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,37009,,,11,-1,-1,-1,96,0,-1,157.240.1.23,,108,value,
38,facebook,2019-10-11T13:17:12.050+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/qK5lHUCv_Rg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,81210,,,109,159,0,0,91,0,126,157.240.1.23,,361,value,
39,facebook,2019-10-11T13:17:12.050+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/ym/l/0,cross/CxL8unsLEBL.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19280,,,8,-1,-1,-1,86,0,-1,157.240.1.23,,95,value,
40,facebook,2019-10-11T13:17:15.443+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,2,3392,0,0,107,0,3357,216.58.205.228,,3504,,
41,facebook,2019-10-11T13:17:15.662+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yY/l/he_IL/W4cLvXLCMX5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348502,,,175,-1,-1,-1,113,0,-1,157.240.1.23,,290,value,
42,facebook,2019-10-11T13:17:15.662+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yB/l/he_IL/H40LCujyL58.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17349,,,24,-1,-1,-1,104,0,-1,157.240.1.23,,129,value,
43,facebook,2019-10-11T13:17:15.664+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/3oYS-Pgffbm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,702,,,3,-1,-1,-1,92,0,-1,157.240.1.23,,96,value,
44,facebook,2019-10-11T13:17:15.664+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yw/l/he_IL/1TNVRo_j9oZ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38648,,,85,-1,-1,-1,93,0,-1,157.240.1.23,,180,value,
45,facebook,2019-10-11T13:17:16.365+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,4988,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,0,-1,-1,-1,137,1,-1,157.240.1.35,,140,,
46,facebook,2019-10-11T13:17:17.115+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,140,1510,0,28,107,0,1491,172.217.22.35,,1787,,
47,facebook,2019-10-11T13:17:17.403+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=9v0meqmimdz4,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9697,,,17,-1,-1,-1,127,0,-1,216.58.205.228,,145,value,
48,facebook,2019-10-11T13:17:17.567+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,506,91705,,,61,-1,-1,-1,89,1,-1,172.217.22.35,,151,,
49,facebook,2019-10-11T13:17:17.719+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,158,146,0,0,87,0,116,172.217.22.35,,394,,
50,facebook,2019-10-11T13:17:17.991+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,5,-1,-1,-1,96,0,-1,216.58.205.228,,103,,
51,facebook,2019-10-11T13:17:18.096+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,1,-1,-1,-1,100,0,-1,216.58.205.228,,102,value,
52,facebook,2019-10-11T13:17:18.145+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=pj55jtyfxq8,HTTP/1.1,672,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1121,,,1,150,0,0,99,0,113,216.58.205.228,,251,value,
53,facebook,2019-10-11T13:17:18.220+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,74,-1,-1,-1,98,0,-1,172.217.22.35,,173,,
54,facebook,2019-10-11T13:17:18.256+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,525,0,,200,OK,HTTP/1.1,0,text/css,,,506,91705,,,42,-1,-1,-1,96,0,-1,172.217.22.35,,139,,
55,facebook,2019-10-11T13:17:18.439+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5mWyWzEjy9uC1swgE98nwgU6C7UW3q327E2vwXx61rwf24o3Bw5VCwjE3awbG789U2NwlU5ufz81sbzo5-0me220qu0L8uw&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001283825&__s=gqv2aj%3A820dyx%3Augm30e&__hsi=6746491971899209314-0&__spin_r=1001283825&__spin_b=trunk&__spin_t=1570790068,HTTP/1.1,827,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,-1,0,0,-1,157.240.1.35,,0,value,No response received
