,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.ssl,timings.dns,timings.send,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,request.queryString.name,response._error
11,facebook,2019-10-08T16:49:07.514+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,93,116,0,0,1,0,154,31.13.92.14,,250,,
12,facebook,2019-10-08T16:49:07.636+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,109,-1,-1,0,160,-1,-1,31.13.92.14,,269,,
13,facebook,2019-10-08T16:49:07.701+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,110,-1,-1,0,8,-1,-1,31.13.92.14,,119,,
14,facebook,2019-10-08T16:49:07.753+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,99,129,0,0,5,0,147,31.13.92.14,,253,,
15,facebook,2019-10-08T16:49:07.753+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,104,130,0,0,25,0,147,31.13.92.14,,278,,
16,facebook,2019-10-08T16:49:07.838+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yy/l/he_IL/Tm7pOcGUOJE.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34889,,,98,-1,-1,0,16,-1,-1,31.13.92.14,,114,value,
17,facebook,2019-10-08T16:49:07.838+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/xPQp8ix7SAq.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116166,,,97,-1,-1,0,123,-1,-1,31.13.92.14,,221,value,
18,facebook,2019-10-08T16:49:07.851+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/yT/l/he_IL/-qqmNZNEdNz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60318,,,97,-1,-1,0,130,-1,-1,31.13.92.14,,229,value,
19,facebook,2019-10-08T16:49:07.853+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/yv/l/he_IL/0t3jLr4PPfg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136441,,,101,-1,-1,0,180,-1,-1,31.13.92.14,,283,value,
20,facebook,2019-10-08T16:49:08.218+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yd/l/he_IL/K4kWuIajIRI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13966,,,127,-1,-1,0,11,-1,-1,31.13.92.14,,139,value,
21,facebook,2019-10-08T16:49:08.218+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yb/l/he_IL/CuIN-hfxi4f.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,46984,,,102,-1,-1,0,40,-1,-1,31.13.92.14,,143,value,
22,facebook,2019-10-08T16:49:08.219+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/AVbt3QIdW-m.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16571,,,92,-1,-1,0,17,-1,-1,31.13.92.14,,110,value,
23,facebook,2019-10-08T16:49:08.220+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/06CIkL91CFL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8183,,,108,-1,-1,0,4,-1,-1,31.13.92.14,,113,value,
24,facebook,2019-10-08T16:49:08.220+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iPY24/ys/l/he_IL/MOsw72LED37.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,65677,,,125,-1,-1,0,167,-1,-1,31.13.92.14,,293,value,
25,facebook,2019-10-08T16:49:08.330+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ioCg4/yk/l/he_IL/PF7x0GyKa-W.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,142844,,,106,-1,-1,0,121,-1,-1,31.13.92.14,,228,value,
26,facebook,2019-10-08T16:49:08.330+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y3/l/he_IL/jugMn1Z8HH5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38860,,,125,-1,-1,0,17,-1,-1,31.13.92.14,,143,value,
27,facebook,2019-10-08T16:49:08.353+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,158,-1,-1,0,0,-1,-1,31.13.92.36,,159,,
28,facebook,2019-10-08T16:49:08.372+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ibNQ4/yU/l/he_IL/hToT5-LTBQI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,149039,,,114,-1,-1,0,89,-1,-1,31.13.92.14,,204,value,
29,facebook,2019-10-08T16:49:08.372+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,114,-1,-1,0,1,-1,-1,31.13.92.14,,115,value,
30,facebook,2019-10-08T16:49:08.480+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yb/l/he_IL/WiAHD4y9-0L.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9881,,,118,-1,-1,0,10,-1,-1,31.13.92.14,,129,value,
31,facebook,2019-10-08T16:49:08.514+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/n8J09kaIuqi.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5711,,,90,-1,-1,0,2,-1,-1,31.13.92.14,,93,value,
32,facebook,2019-10-08T16:49:08.552+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,141,-1,-1,0,0,-1,-1,31.13.92.36,,143,,
33,facebook,2019-10-08T16:49:08.704+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,101,-1,-1,0,0,-1,-1,31.13.92.14,,102,,
34,facebook,2019-10-08T16:49:08.862+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yf/l/he_IL/XsCCfAW0XcM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7317,,,90,-1,-1,0,11,-1,-1,31.13.92.14,,103,value,
35,facebook,2019-10-08T16:49:08.908+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,155,1320,0,0,0,0,1349,31.13.92.36,,1507,,
36,facebook,2019-10-08T16:49:10.632+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,44052,,,217,1996,0,0,126,0,2022,31.13.92.36,,2367,value,
37,facebook,2019-10-08T16:49:10.867+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/Y0WQvwq6sLY.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19296,,,106,-1,-1,0,47,-1,-1,31.13.92.14,,154,value,
38,facebook,2019-10-08T16:49:10.867+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/GpEMsEYd5bN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,131,,,105,-1,-1,0,0,-1,-1,31.13.92.14,,106,value,
39,facebook,2019-10-08T16:49:10.868+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yA/l/0,cross/3SwmnDAAzzC.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36688,,,105,-1,-1,0,66,-1,-1,31.13.92.14,,172,value,
40,facebook,2019-10-08T16:49:12.479+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/RE9sbanJiK5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80583,,,104,-1,-1,0,108,-1,-1,31.13.92.14,,214,value,
41,facebook,2019-10-08T16:49:12.532+03:00,GET,https://cx.atdmt.com/?f=AYz6OSfPCZmTSRVxdhtYxmY6qCBNa7hC0k7quiUayKw9SGY6aUJsPixetS0bkb9F1x9HrmD8_sqaosDiwYw7iiKh&c=1682494757&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,539,42,,,131,3719,60,0,0,0,3747,157.240.1.6,,3940,value,
42,facebook,2019-10-08T16:49:13.511+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,109,2615,0,0,3,0,2649,172.217.18.4,,2763,,
43,facebook,2019-10-08T16:49:13.751+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yd/l/he_IL/K4kWuIajIRI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13966,,,114,-1,-1,0,11,-1,-1,31.13.92.14,,126,value,
44,facebook,2019-10-08T16:49:13.752+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/OJpt53iffhD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,698,,,121,-1,-1,0,2,-1,-1,31.13.92.14,,124,value,
45,facebook,2019-10-08T16:49:13.755+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yy/l/he_IL/Tm7pOcGUOJE.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34889,,,125,-1,-1,1,74,-1,-1,31.13.92.14,,201,value,
46,facebook,2019-10-08T16:49:13.755+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/yT/l/he_IL/-qqmNZNEdNz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60318,,,132,-1,-1,1,40,-1,-1,31.13.92.14,,174,value,
47,facebook,2019-10-08T16:49:13.755+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/xPQp8ix7SAq.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116166,,,103,118,0,1,187,0,171,31.13.92.14,,463,value,
48,facebook,2019-10-08T16:49:13.755+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/yv/l/he_IL/0t3jLr4PPfg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136441,,,117,123,0,0,178,0,167,31.13.92.14,,463,value,
49,facebook,2019-10-08T16:49:13.865+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y3/l/he_IL/jugMn1Z8HH5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38860,,,105,-1,-1,0,86,-1,-1,31.13.92.14,,192,value,
50,facebook,2019-10-08T16:49:15.433+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,107,1750,1,0,195,0,1787,172.217.22.35,,2092,,
51,facebook,2019-10-08T16:49:15.777+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=172bbp8jm6n5,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9679,,,114,-1,-1,0,22,-1,-1,172.217.18.4,,138,value,
52,facebook,2019-10-08T16:49:15.925+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,95,-1,-1,0,58,-1,-1,172.217.22.35,,154,,
53,facebook,2019-10-08T16:49:16.072+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,86,108,0,0,191,0,145,172.217.22.35,,424,,
54,facebook,2019-10-08T16:49:16.386+03:00,GET,https://www.google.com/js/bg/SYFE8HXf9-G0ubHoDgAksvOZrafCUQzClDxzbSmfkZk.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5306,,,101,-1,-1,0,5,-1,-1,172.217.18.4,,108,,
55,facebook,2019-10-08T16:49:16.497+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=5lob4i9o68l3,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1123,,,95,-1,-1,0,2,-1,-1,172.217.18.4,,98,value,
56,facebook,2019-10-08T16:49:16.548+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,98,112,0,0,1,0,160,172.217.18.4,,260,value,
57,facebook,2019-10-08T16:49:16.655+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=1&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001267097&__s=au5hnd%3A5sqv37%3Ajteup8&__hsi=6745433343395327926-0&__spin_r=1001267097&__spin_b=trunk&__spin_t=1570543587,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,0,-1,-1,31.13.92.36,,0,value,No response received
58,facebook,2019-10-08T16:49:16.667+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,0,-1,-1,172.217.22.35,,0,,No response received
