,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.dns,timings.wait,timings.ssl,timings.connect,timings.blocked,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
22,facebook,2019-10-08T17:32:44.254+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/AVbt3QIdW-m.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,16571,,,0,-1,89,-1,-1,-1,9,157.240.1.23,,99,value,
23,facebook,2019-10-08T17:32:44.256+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/06CIkL91CFL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,8183,,,0,-1,93,-1,-1,-1,3,157.240.1.23,,98,value,
24,facebook,2019-10-08T17:32:44.260+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iPY24/ys/l/he_IL/MOsw72LED37.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,65677,,,0,-1,102,-1,-1,-1,135,157.240.1.23,,237,value,
25,facebook,2019-10-08T17:32:44.260+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yf/l/he_IL/XsCCfAW0XcM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,7317,,,0,-1,103,-1,-1,-1,0,157.240.1.23,,104,value,
26,facebook,2019-10-08T17:32:44.359+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ioCg4/yk/l/he_IL/PF7x0GyKa-W.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,142844,,,0,-1,98,-1,-1,-1,107,157.240.1.23,,205,value,
27,facebook,2019-10-08T17:32:44.361+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y3/l/he_IL/jugMn1Z8HH5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,38860,,,0,-1,90,-1,-1,-1,18,157.240.1.23,,108,value,
28,facebook,2019-10-08T17:32:44.384+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ibNQ4/yU/l/he_IL/hToT5-LTBQI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,149039,,,0,-1,103,-1,-1,-1,84,157.240.1.23,,188,value,
29,facebook,2019-10-08T17:32:44.385+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,2375,,,0,-1,91,-1,-1,-1,0,157.240.1.23,,92,value,
30,facebook,2019-10-08T17:32:44.388+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yb/l/he_IL/WiAHD4y9-0L.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,9881,,,0,-1,89,-1,-1,-1,6,157.240.1.23,,95,value,
31,facebook,2019-10-08T17:32:44.398+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,154,-1,-1,-1,0,31.13.92.36,,156,,
32,facebook,2019-10-08T17:32:44.479+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/n8J09kaIuqi.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,5711,,,0,-1,89,-1,-1,-1,0,157.240.1.23,,90,value,
33,facebook,2019-10-08T17:32:44.587+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,129,-1,-1,-1,1,31.13.92.36,,131,,
34,facebook,2019-10-08T17:32:44.655+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,518,43,,,0,-1,88,-1,-1,-1,0,157.240.1.23,,89,,
35,facebook,2019-10-08T17:32:51.115+03:00,GET,https://cx.atdmt.com/?f=AYz-sL2dobeHo2WJsi84X6YD8H_EF_yJR13hwoBKRttJtOfkohY2y76S_Wmd-TPqFuklwTfXFhXUnzUC5wOsXGvv&c=2001778857&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,538,42,,,0,35,133,6167,6187,0,0,31.13.92.2,,6358,value,
36,facebook,2019-10-08T17:32:42.203+03:00,CONNECT,https://facebook.com,HTTP/1.1,0,0,,0,,unknown,0,,,,-1,-1,,,0,0,0,-1,10044,0,0,157.240.1.35,,10045,,Unable to connect to host
37,facebook,2019-10-08T17:32:52.570+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,44048,,,0,0,201,7642,7679,0,150,31.13.92.36,,8033,value,
38,facebook,2019-10-08T17:32:52.790+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/GpEMsEYd5bN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,533,131,,,0,-1,101,-1,-1,-1,0,157.240.1.23,,102,value,
39,facebook,2019-10-08T17:32:52.791+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yA/l/0,cross/3SwmnDAAzzC.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,36688,,,1,0,112,1116,1150,0,58,157.240.1.23,,1322,value,
40,facebook,2019-10-08T17:32:52.791+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/Y0WQvwq6sLY.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,19296,,,0,-1,117,-1,-1,-1,11,157.240.1.23,,129,value,
41,facebook,2019-10-08T17:32:52.791+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/RE9sbanJiK5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,80583,,,0,0,101,3115,3141,0,118,157.240.1.23,,3361,value,
42,facebook,2019-10-08T17:32:52.873+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,2867,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,1,-1,128,-1,-1,-1,0,31.13.92.36,,129,,
43,facebook,2019-10-08T17:32:55.070+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,0,0,106,2221,2276,0,1,172.217.18.4,,2386,,
44,facebook,2019-10-08T17:32:55.326+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yd/l/he_IL/K4kWuIajIRI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,13966,,,0,-1,95,-1,-1,-1,19,157.240.1.23,,115,value,
45,facebook,2019-10-08T17:32:55.326+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/OJpt53iffhD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,594,698,,,0,-1,115,-1,-1,-1,0,157.240.1.23,,116,value,
46,facebook,2019-10-08T17:32:55.328+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yy/l/he_IL/Tm7pOcGUOJE.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,34889,,,0,-1,113,-1,-1,-1,17,157.240.1.23,,131,value,
47,facebook,2019-10-08T17:32:55.329+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/yT/l/he_IL/-qqmNZNEdNz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,60318,,,0,-1,115,-1,-1,-1,115,157.240.1.23,,231,value,
48,facebook,2019-10-08T17:32:55.329+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/yv/l/he_IL/0t3jLr4PPfg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,136441,,,0,0,117,9102,9125,0,177,157.240.1.23,,9421,value,
49,facebook,2019-10-08T17:32:55.329+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/xPQp8ix7SAq.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,116166,,,0,0,108,7115,7138,0,180,157.240.1.23,,7429,value,
50,facebook,2019-10-08T17:32:55.464+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y3/l/he_IL/jugMn1Z8HH5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,38860,,,0,-1,120,-1,-1,-1,26,157.240.1.23,,147,value,
51,facebook,2019-10-08T17:32:58.838+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,0,0,99,3610,3645,0,130,172.217.22.67,,3876,,
52,facebook,2019-10-08T17:32:59.095+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=4my0ft2b5zo,HTTP/1.1,721,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9646,,,0,-1,128,-1,-1,-1,21,172.217.18.4,,149,value,
53,facebook,2019-10-08T17:32:59.242+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,574,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,0,-1,97,-1,-1,-1,50,172.217.22.67,,148,,
54,facebook,2019-10-08T17:32:59.394+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,560,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,0,-1,84,-1,-1,-1,42,172.217.22.67,,127,,
55,facebook,2019-10-08T17:32:59.562+03:00,GET,https://www.google.com/js/bg/SYFE8HXf9-G0ubHoDgAksvOZrafCUQzClDxzbSmfkZk.js,HTTP/1.1,552,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5306,,,0,-1,83,-1,-1,-1,5,172.217.18.4,,89,,
56,facebook,2019-10-08T17:32:59.654+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,564,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,0,-1,96,-1,-1,-1,1,172.217.18.4,,98,value,
57,facebook,2019-10-08T17:32:59.717+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=6nlyin5chy9w,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1123,,,0,0,98,114,136,0,1,172.217.18.4,,237,value,
58,facebook,2019-10-08T17:32:59.855+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,0,-1,83,-1,-1,-1,47,172.217.22.67,,131,,
59,facebook,2019-10-08T17:32:59.859+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,0,0,103,122,164,0,150,172.217.22.67,,418,,
60,facebook,2019-10-08T17:33:00.076+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001267097&__s=3vmugm%3A0dh57z%3Ajqv7k2&__hsi=6745444562379083273-0&__spin_r=1001267097&__spin_b=trunk&__spin_t=1570546199,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,0,-1,0,-1,-1,-1,0,31.13.92.36,,0,value,No response received
