,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.dns,timings.ssl,timings.send,timings.blocked,timings.receive,timings.connect,serverIPAddress,comment,time,request.queryString.name,response._error
15,facebook,2019-10-08T18:11:52.455+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,85,0,125,1,0,26,153,31.13.92.14,,266,,
16,facebook,2019-10-08T18:11:52.535+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ye/r/5SGT2kBEkqX.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116247,,,89,-1,-1,0,-1,154,-1,31.13.92.14,,245,value,
17,facebook,2019-10-08T18:11:52.537+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/y7/l/he_IL/rwgfXsuKsef.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60480,,,89,-1,-1,0,-1,151,-1,31.13.92.14,,241,value,
18,facebook,2019-10-08T18:11:52.538+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/y4/l/he_IL/V6m9_fjueG0.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136839,,,93,-1,-1,0,-1,200,-1,31.13.92.14,,294,value,
19,facebook,2019-10-08T18:11:59.318+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yM/l/he_IL/UwuB0Jk9D55.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34959,,,101,-1,-1,0,-1,34,-1,31.13.92.14,,136,value,
20,facebook,2019-10-08T18:11:59.363+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,149,0,7079,0,0,0,7104,31.13.92.36,,7256,,
21,facebook,2019-10-08T18:11:59.503+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yO/l/he_IL/cTadSWTe1xu.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,14075,,,121,-1,-1,0,-1,17,-1,31.13.92.14,,139,value,
22,facebook,2019-10-08T18:11:59.503+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yb/l/he_IL/kj6y7WsGkvS.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47039,,,142,-1,-1,0,-1,10,-1,31.13.92.14,,153,value,
23,facebook,2019-10-08T18:11:59.505+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yy/r/qiZUxJ7fKy8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16614,,,105,-1,-1,0,-1,10,-1,31.13.92.14,,116,value,
24,facebook,2019-10-08T18:11:59.505+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/LT-1HjtH4sU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8229,,,105,-1,-1,0,-1,16,-1,31.13.92.14,,122,value,
25,facebook,2019-10-08T18:11:59.506+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iPY24/y7/l/he_IL/81-faHRzwnD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,65838,,,107,-1,-1,0,-1,122,-1,31.13.92.14,,230,value,
26,facebook,2019-10-08T18:11:59.506+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/6srDAE5X5T4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7336,,,118,-1,-1,0,-1,1,-1,31.13.92.14,,120,value,
27,facebook,2019-10-08T18:11:59.650+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ioCg4/y8/l/he_IL/AK56KEQ3_Bu.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,142975,,,101,-1,-1,0,-1,78,-1,31.13.92.14,,180,value,
28,facebook,2019-10-08T18:11:59.651+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yc/l/he_IL/8iTMPaoUOuX.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38982,,,87,-1,-1,0,-1,36,-1,31.13.92.14,,124,value,
29,facebook,2019-10-08T18:11:59.652+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ibNQ4/yK/l/he_IL/P-rYuj18Ljt.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,149337,,,110,-1,-1,0,-1,166,-1,31.13.92.14,,276,value,
30,facebook,2019-10-08T18:11:59.657+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,118,-1,-1,0,-1,1,-1,31.13.92.14,,121,value,
31,facebook,2019-10-08T18:11:59.667+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yS/l/he_IL/32nqR03ZYGl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9944,,,116,-1,-1,0,-1,0,-1,31.13.92.14,,117,value,
32,facebook,2019-10-08T18:11:59.678+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,136,-1,-1,0,-1,0,-1,31.13.92.36,,137,,
33,facebook,2019-10-08T18:11:59.741+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yS/r/NTJlxSdoH1s.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5737,,,87,-1,-1,0,-1,4,-1,31.13.92.14,,93,value,
34,facebook,2019-10-08T18:11:59.839+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,142,-1,-1,0,-1,1,-1,31.13.92.36,,144,,
35,facebook,2019-10-08T18:11:59.989+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,103,-1,-1,0,-1,0,-1,31.13.92.14,,104,,
36,facebook,2019-10-08T18:12:03.303+03:00,GET,https://cx.atdmt.com/?f=AYzJFQ_xAwx4PlfTzywZm9HetcaMw8iKY6TG_zGzqgGwXgkXzTNUOyKTgx2D6pfmahAMbA4ZUCNRSPIDPWU4u5UB&c=694470675&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,538,42,,,130,33,2976,0,0,0,3005,31.13.92.2,,3170,value,
37,facebook,2019-10-08T18:12:03.629+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,44049,,,227,26,3302,0,0,99,3343,31.13.92.36,,3697,value,
38,facebook,2019-10-08T18:12:03.892+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/GpEMsEYd5bN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,131,,,90,-1,-1,2,-1,0,-1,31.13.92.14,,92,value,
39,facebook,2019-10-08T18:12:03.895+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yA/l/0,cross/3SwmnDAAzzC.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36688,,,104,-1,-1,1,-1,11,-1,31.13.92.14,,116,value,
40,facebook,2019-10-08T18:12:03.897+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/RE9sbanJiK5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80583,,,96,-1,-1,0,-1,100,-1,31.13.92.14,,197,value,
41,facebook,2019-10-08T18:12:03.898+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/Y0WQvwq6sLY.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19296,,,102,-1,-1,3,-1,51,-1,31.13.92.14,,156,value,
42,facebook,2019-10-08T18:12:06.521+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,96,1,2591,0,0,2,2625,172.217.18.4,,2726,,
43,facebook,2019-10-08T18:12:06.737+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yd/l/he_IL/K4kWuIajIRI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13966,,,101,-1,-1,0,-1,9,-1,31.13.92.14,,111,value,
44,facebook,2019-10-08T18:12:06.737+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/OJpt53iffhD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,698,,,90,-1,-1,0,-1,1,-1,31.13.92.14,,91,value,
45,facebook,2019-10-08T18:12:06.738+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yy/l/he_IL/Tm7pOcGUOJE.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34889,,,107,-1,-1,0,-1,12,-1,31.13.92.14,,120,value,
46,facebook,2019-10-08T18:12:06.739+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/yT/l/he_IL/-qqmNZNEdNz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60318,,,92,-1,-1,0,-1,103,-1,31.13.92.14,,197,value,
47,facebook,2019-10-08T18:12:06.832+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/xPQp8ix7SAq.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116166,,,87,-1,-1,0,-1,148,-1,31.13.92.14,,236,value,
48,facebook,2019-10-08T18:12:06.853+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/yv/l/he_IL/0t3jLr4PPfg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136441,,,93,-1,-1,0,-1,89,-1,31.13.92.14,,183,value,
49,facebook,2019-10-08T18:12:06.866+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y3/l/he_IL/jugMn1Z8HH5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38860,,,97,-1,-1,0,-1,18,-1,31.13.92.14,,116,value,
50,facebook,2019-10-08T18:12:07.853+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,86,1,1180,0,0,132,1208,172.217.22.35,,1430,,
51,facebook,2019-10-08T18:12:08.099+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=tvsc2sivi0mu,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9677,,,111,-1,-1,0,-1,23,-1,172.217.18.4,,135,value,
52,facebook,2019-10-08T18:12:08.250+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,4713,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,120,-1,-1,2,-1,1,-1,31.13.92.36,,123,,
53,facebook,2019-10-08T18:12:08.261+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,86,-1,-1,0,-1,56,-1,172.217.22.35,,144,,
54,facebook,2019-10-08T18:12:08.402+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,86,0,111,1,0,153,138,172.217.22.35,,379,,
55,facebook,2019-10-08T18:12:08.671+03:00,GET,https://www.google.com/js/bg/SYFE8HXf9-G0ubHoDgAksvOZrafCUQzClDxzbSmfkZk.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5306,,,101,-1,-1,0,-1,5,-1,172.217.18.4,,107,,
56,facebook,2019-10-08T18:12:08.781+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=kzebxvue5g8r,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1124,,,103,-1,-1,0,-1,2,-1,172.217.18.4,,106,value,
57,facebook,2019-10-08T18:12:08.828+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,104,0,106,0,0,1,154,172.217.18.4,,260,value,
58,facebook,2019-10-08T18:12:08.940+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5mWyWzEjy9uC1swgE98nwgU6C7UW3q327E2vwXx61rwf24o3Bw5VCwjE3awbG789U2NwlU5ufz81sbzo5-0me220qu0L8uw&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001267097&__s=3eiq4g%3Afpf8a7%3An7ama0&__hsi=6745454672209965608-0&__spin_r=1001267097&__spin_b=trunk&__spin_t=1570548553,HTTP/1.1,827,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,-1,0,-1,31.13.92.36,,0,value,No response received
59,facebook,2019-10-08T18:12:08.954+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,-1,0,-1,172.217.22.35,,0,,No response received
